Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.30052,0.038396,0.137667,-0.999999,6.8e-05,0.000554,-0.001084,-1,0.178865,-0.284459,0.295488,-0.504007,0.299834,-0.795335,-0.153358,-1,0.054446,-0.079603,0.255831,-0.4786,-0.17782,-0.840529,0.181201,-1,0.377811,-0.107663,0.133355,0.22555,-0.107891,0.132753,0.380853,0.197554,0.130699,0.223092,0.038863,0.126134,0.218558,0.195837,0.128032,0.298226,0.19779,0.129604,0.298929,0.039293,0.124844,0.38042,0.039045,0.124163,0.29849,-0.107876,0.13255
0.008333,0.300519,0.038418,0.137621,-0.999999,4.4e-05,0.000692,-0.001089,-1,0.178876,-0.284533,0.295493,-0.503889,0.299615,-0.795441,-0.153621,-1,0.054317,-0.079688,0.25592,-0.478577,-0.177664,-0.840434,0.181852,-1,0.377811,-0.107645,0.133361,0.225545,-0.107864,0.132751,0.380849,0.197573,0.130715,0.223082,0.038879,0.12614,0.218568,0.195844,0.128032,0.298223,0.19781,0.129599,0.298924,0.039317,0.124847,0.380417,0.039054,0.124157,0.298487,-0.107866,0.132546
0.012500,0.300541,0.038482,0.137819,-1.0,6.2e-05,0.000233,-0.000987,-1,0.178906,-0.28462,0.295493,-0.503761,0.299396,-0.795564,-0.153833,-1,0.054199,-0.079747,0.255987,-0.478568,-0.177768,-0.84032,0.182301,-1,0.37781,-0.107631,0.133344,0.225563,-0.107854,0.132756,0.380871,0.197594,0.130706,0.223101,0.038897,0.126143,0.218578,0.195873,0.128013,0.298236,0.197837,0.129596,0.298945,0.039334,0.124834,0.380421,0.039073,0.124152,0.298502,-0.107841,0.132559
0.016667,0.30056,0.038471,0.137844,-1.0,9.3e-05,0.000208,-0.001,-1,0.178998,-0.284705,0.295578,-0.503878,0.299178,-0.795532,-0.154043,-1,0.054097,-0.079823,0.256085,-0.478595,-0.177784,-0.84019,0.182811,-1,0.377827,-0.107618,0.133368,0.225583,-0.107852,0.132775,0.380879,0.197607,0.130719,0.223111,0.038906,0.126156,0.218591,0.195882,0.128026,0.298249,0.197838,0.129591,0.298982,0.039324,0.124866,0.380447,0.039065,0.124174,0.298536,-0.107855,0.132581
0.020833,0.300579,0.038447,0.137861,-0.999999,8e-05,0.000229,-0.00102,-1,0.179095,-0.284792,0.29568,-0.503995,0.298939,-0.795502,-0.154274,-1,0.053999,-0.079888,0.256177,-0.478588,-0.177761,-0.840091,0.183308,-1,0.377837,-0.107613,0.133397,0.22561,-0.107868,0.132802,0.380889,0.19761,0.130737,0.223114,0.038912,0.126193,0.218599,0.195889,0.128047,0.298249,0.197847,0.129623,0.299004,0.039302,0.124893,0.380469,0.039042,0.124195,0.298564,-0.107882,0.132612
0.025000,0.300596,0.038412,0.137897,-0.999999,9.6e-05,0.000205,-0.001043,-1,0.179186,-0.284874,0.29579,-0.504118,0.298677,-0.795465,-0.154571,-1,0.053902,-0.079959,0.256273,-0.478521,-0.177481,-0.840044,0.18397,-1,0.377844,-0.107618,0.133432,0.225633,-0.107895,0.132851,0.380887,0.197599,0.130757,0.223122,0.038904,0.126205,0.218611,0.195881,0.128069,0.298258,0.197842,0.129649,0.299037,0.039265,0.12493,0.380502,0.039005,0.12422,0.298599,-0.107919,0.132647
0.029167,0.300617,0.03838,0.137901,-0.999999,0.000115,0.000249,-0.001058,-1,0.178229,-0.285269,0.295251,-0.500372,0.298304,-0.797816,-0.155346,-1,0.053813,-0.080024,0.256354,-0.478441,-0.177224,-0.840008,0.184585,-1,0.377853,-0.107617,0.133446,0.225662,-0.10792,0.132876,0.380894,0.1976,0.130763,0.22313,0.038894,0.126223,0.218612,0.195874,0.128098,0.29826,0.197836,0.129673,0.299069,0.03923,0.124954,0.380519,0.038976,0.124249,0.298622,-0.107945,0.132661
0.033333,0.30059,0.038316,0.138067,-0.999999,0.000219,-0.000195,-0.001213,-1,0.178349,-0.285338,0.295367,-0.500633,0.298004,-0.797713,-0.155608,-1,0.053735,-0.080094,0.256447,-0.4784,-0.176978,-0.839954,0.185174,-1,0.37785,-0.107631,0.133475,0.225694,-0.107955,0.132923,0.380891,0.197586,0.130796,0.223147,0.03889,0.126255,0.218615,0.195863,0.128109,0.298273,0.197819,0.129684,0.299091,0.039196,0.124964,0.380541,0.038947,0.124271,0.298643,-0.107988,0.132699
