Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300289,0.038784,0.138237,-1.0,4.2e-05,-0.000533,-0.000361,-1,0.051123,0.087491,0.334608,-0.581089,-0.174858,-0.794189,0.031997,-1,0.125513,-0.257308,0.349013,-0.484994,0.466478,-0.696511,-0.249101,-1,0.377943,-0.107371,0.134015,0.225576,-0.10774,0.132133,0.380891,0.197739,0.130645,0.22322,0.039069,0.125425,0.218654,0.195945,0.1277,0.298271,0.197938,0.129914,0.299064,0.039306,0.12417,0.38057,0.039108,0.123769,0.298604,-0.107854,0.132517
0.008333,0.300273,0.038813,0.138388,-1.0,-4e-06,-0.000815,-0.000334,-1,0.051202,0.087447,0.334581,-0.581081,-0.174893,-0.794189,0.03194,-1,0.125602,-0.257255,0.348805,-0.484887,0.466491,-0.696581,-0.249091,-1,0.377935,-0.107371,0.134019,0.225566,-0.10774,0.132146,0.38088,0.197732,0.13065,0.223216,0.039063,0.125425,0.218655,0.195934,0.127703,0.298262,0.197932,0.12992,0.299047,0.039303,0.124181,0.380562,0.039104,0.123785,0.298592,-0.107866,0.132518
0.012500,0.300284,0.038803,0.138335,-1.0,4e-06,-0.000729,-0.000341,-1,0.051289,0.087386,0.334534,-0.581061,-0.17488,-0.794207,0.031947,-1,0.125699,-0.25719,0.348595,-0.48483,0.466509,-0.696598,-0.249117,-1,0.377941,-0.107365,0.134025,0.225575,-0.107748,0.132139,0.380873,0.197738,0.130639,0.223218,0.039063,0.125429,0.218667,0.195929,0.127695,0.298265,0.197928,0.129908,0.299055,0.039304,0.124171,0.380565,0.03911,0.123766,0.2986,-0.107867,0.132513
0.016667,0.300316,0.038705,0.137613,-1.0,0.000214,0.000698,-0.000442,-1,0.051352,0.08736,0.334449,-0.580916,-0.174908,-0.79431,0.031878,-1,0.125804,-0.257144,0.348373,-0.48474,0.466545,-0.696657,-0.249061,-1,0.377952,-0.107368,0.134011,0.2256,-0.10774,0.132136,0.380884,0.197744,0.130627,0.22323,0.039064,0.125406,0.218686,0.195931,0.127687,0.298275,0.19793,0.129899,0.299068,0.039306,0.124155,0.38058,0.039113,0.123753,0.298616,-0.107855,0.13249
0.020833,0.30034,0.038704,0.137585,-1.0,0.000222,0.000732,-0.000442,-1,0.051443,0.087305,0.334384,-0.580882,-0.174868,-0.794343,0.031887,-1,0.125904,-0.257085,0.348167,-0.484657,0.466456,-0.696747,-0.249139,-1,0.377972,-0.107362,0.133985,0.225628,-0.107739,0.132118,0.3809,0.197748,0.130606,0.223247,0.039063,0.125383,0.218714,0.195913,0.127659,0.2983,0.197929,0.129864,0.299087,0.039302,0.124136,0.380594,0.039112,0.123732,0.298634,-0.107847,0.13247
0.025000,0.300361,0.038706,0.137618,-1.0,0.000281,0.000605,-0.000379,-1,0.051516,0.087263,0.334335,-0.580818,-0.174853,-0.794394,0.031851,-1,0.12599,-0.257048,0.347954,-0.484588,0.466533,-0.696775,-0.249049,-1,0.377975,-0.107373,0.133981,0.225634,-0.107749,0.132114,0.3809,0.197741,0.130604,0.223258,0.039047,0.125378,0.218724,0.195907,0.127647,0.298299,0.197924,0.129861,0.299097,0.039298,0.124136,0.380592,0.039107,0.123739,0.298647,-0.107862,0.132467
0.029167,0.30037,0.038692,0.137629,-1.0,0.000276,0.000587,-0.000385,-1,0.051628,0.087176,0.334331,-0.580923,-0.174776,-0.794332,0.031916,-1,0.126095,-0.257106,0.347648,-0.484596,0.46713,-0.696595,-0.24842,-1,0.377986,-0.10738,0.133983,0.22564,-0.107754,0.13209,0.380907,0.197732,0.130599,0.223259,0.039041,0.125381,0.21874,0.195891,0.12767,0.298306,0.197907,0.129857,0.299106,0.039293,0.12413,0.380606,0.039093,0.123744,0.298654,-0.107861,0.132454
0.033333,0.300365,0.03879,0.138332,-1.0,6.2e-05,-0.000822,-0.00029,-1,0.051705,0.087117,0.334286,-0.580858,-0.174735,-0.794387,0.031948,-1,0.126191,-0.257059,0.347416,-0.48449,0.46718,-0.696654,-0.248366,-1,0.377994,-0.107386,0.133994,0.22566,-0.107757,0.132112,0.380919,0.197729,0.130624,0.223267,0.039038,0.125395,0.218759,0.19588,0.127668,0.29831,0.197902,0.129867,0.299118,0.039285,0.124142,0.380614,0.039088,0.123754,0.298669,-0.107875,0.132488
