Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.012500,0.300322,0.038776,0.137664,-1.0,0.000265,0.000396,-0.000315,-1,0.125226,-0.318125,0.371501,-0.524778,0.142336,-0.817154,-0.19133,-1,0.10907,-0.043619,0.266689,-0.483222,-0.143579,-0.851775,0.14269,-1,0.377924,-0.107568,0.132726,0.225598,-0.107796,0.13196,0.380888,0.197642,0.130563,0.223164,0.038956,0.125929,0.218653,0.196033,0.12753,0.298302,0.197856,0.129424,0.299044,0.039375,0.124767,0.38051,0.039142,0.124109,0.29858,-0.107867,0.132146
0.016667,0.30034,0.038766,0.137523,-1.0,0.000295,0.000667,-0.000331,-1,0.125128,-0.318076,0.371857,-0.524891,0.142463,-0.817097,-0.191173,-1,0.108679,-0.042798,0.267991,-0.48404,-0.143447,-0.851321,0.142762,-1,0.377939,-0.107556,0.132718,0.225607,-0.107794,0.131955,0.380903,0.197654,0.13056,0.223172,0.038962,0.125917,0.21867,0.196045,0.127534,0.298319,0.19787,0.129426,0.299052,0.039384,0.124759,0.380525,0.039149,0.124093,0.29859,-0.107846,0.132141
0.020833,0.300329,0.038789,0.137618,-1.0,0.000179,0.000494,-0.000379,-1,0.125016,-0.318015,0.37223,-0.525113,0.142555,-0.816951,-0.191116,-1,0.108185,-0.041917,0.269157,-0.484856,-0.144561,-0.850793,0.142011,-1,0.377946,-0.107552,0.132716,0.225616,-0.107783,0.131938,0.380914,0.197661,0.130552,0.223184,0.038971,0.125906,0.218673,0.19605,0.127529,0.29832,0.197878,0.129422,0.299054,0.039388,0.124742,0.38053,0.039166,0.124085,0.298605,-0.107845,0.132146
0.025000,0.300329,0.038795,0.13765,-1.0,0.000236,0.000383,-0.000317,-1,0.124965,-0.317969,0.372711,-0.52565,0.142659,-0.816601,-0.191059,-1,0.10766,-0.040989,0.270329,-0.485714,-0.14603,-0.850227,0.140966,-1,0.377952,-0.107556,0.132716,0.2256,-0.107791,0.131929,0.380905,0.197649,0.130556,0.223181,0.038967,0.125919,0.21867,0.196043,0.127533,0.298313,0.197866,0.12942,0.299049,0.039385,0.124745,0.380513,0.039167,0.124089,0.298599,-0.107852,0.132125
0.041667,0.300286,0.038765,0.137649,-1.0,0.000232,0.000421,-0.000302,-1,0.124407,-0.317873,0.374806,-0.527588,0.143185,-0.815175,-0.191411,-1,0.10541,-0.03745,0.275531,-0.489002,-0.147883,-0.848161,0.14011,-1,0.377915,-0.10761,0.132717,0.225553,-0.10783,0.131937,0.380863,0.197595,0.130565,0.223173,0.039089,0.126233,0.218633,0.195998,0.127533,0.298285,0.197811,0.129447,0.298986,0.039364,0.124757,0.380473,0.039145,0.124113,0.29857,-0.107892,0.132152
0.045833,0.300305,0.038762,0.137626,-1.0,0.000243,0.00043,-0.000296,-1,0.12417,-0.317899,0.375263,-0.527719,0.143348,-0.815031,-0.191542,-1,0.104905,-0.036654,0.277063,-0.489965,-0.146751,-0.847621,0.141199,-1,0.377923,-0.107615,0.132698,0.225566,-0.107836,0.131934,0.380883,0.197596,0.130537,0.223181,0.039084,0.12623,0.218652,0.196001,0.127522,0.2983,0.197809,0.12943,0.299008,0.039363,0.124741,0.380492,0.039138,0.124091,0.298585,-0.107886,0.132125
0.050000,0.30032,0.038752,0.137653,-1.0,0.000236,0.000373,-0.000299,-1,0.123896,-0.317984,0.375721,-0.527795,0.143501,-0.81494,-0.191607,-1,0.104287,-0.035741,0.278368,-0.490864,-0.147856,-0.846984,0.140749,-1,0.377931,-0.107617,0.132703,0.225578,-0.107838,0.131921,0.380896,0.197588,0.130544,0.223198,0.039077,0.126225,0.218662,0.195988,0.127505,0.298303,0.197815,0.12941,0.299036,0.039347,0.124743,0.380505,0.039126,0.124093,0.298592,-0.107891,0.132124
0.054167,0.300327,0.038746,0.13765,-1.0,0.000243,0.000388,-0.000308,-1,0.123596,-0.317975,0.376242,-0.52795,0.143707,-0.8147,-0.192044,-1,0.103671,-0.034821,0.279764,-0.491892,-0.148572,-0.84629,0.140573,-1,0.377936,-0.107615,0.132707,0.225592,-0.107835,0.131931,0.380901,0.197606,0.130544,0.223207,0.039065,0.126229,0.218663,0.195993,0.127525,0.298308,0.197807,0.129421,0.299046,0.039339,0.124748,0.380515,0.039121,0.124091,0.298593,-0.10789,0.132135
