Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300224,0.038824,0.138079,-1.0,-0.000155,-0.000233,-8e-06,-1,0.180553,-0.282431,0.303998,-0.377728,-0.106473,-0.861232,-0.3229,-1,0.178116,-0.051429,0.198256,-0.302034,-0.050814,-0.940591,0.146566,-1,0.377974,-0.107449,0.13365,0.225666,-0.107792,0.131724,0.380907,0.19776,0.130638,0.223298,0.039123,0.125582,0.218734,0.196037,0.127475,0.298327,0.197917,0.128976,0.299154,0.039342,0.1242,0.38061,0.039133,0.123915,0.298699,-0.107824,0.132088
0.008333,0.300238,0.038814,0.138098,-1.0,-0.000137,-0.000277,-1.1e-05,-1,0.180599,-0.282462,0.303959,-0.377804,-0.106556,-0.861216,-0.322827,-1,0.178072,-0.051512,0.198196,-0.301892,-0.051327,-0.940643,0.146349,-1,0.377982,-0.107454,0.133652,0.225681,-0.1078,0.131723,0.380924,0.19775,0.130636,0.223315,0.039113,0.125577,0.218756,0.196027,0.127465,0.298336,0.197903,0.128972,0.299168,0.03933,0.124204,0.380635,0.039121,0.123913,0.298716,-0.107826,0.132076
0.012500,0.300254,0.038817,0.138073,-1.0,-0.000135,-0.00023,-2e-06,-1,0.180675,-0.282494,0.303914,-0.377957,-0.106708,-0.861176,-0.322704,-1,0.17805,-0.051592,0.198147,-0.301849,-0.051726,-0.940658,0.146202,-1,0.377999,-0.107453,0.133655,0.225695,-0.107787,0.131714,0.38094,0.197754,0.130624,0.223328,0.039119,0.125556,0.218773,0.196026,0.127454,0.298357,0.197912,0.128972,0.299179,0.039336,0.124192,0.380648,0.039118,0.123907,0.298726,-0.107824,0.132072
0.016667,0.300275,0.038821,0.13806,-1.0,-0.000143,-0.000218,5e-06,-1,0.180716,-0.282535,0.303861,-0.378036,-0.106774,-0.861169,-0.322609,-1,0.178055,-0.051684,0.198108,-0.301876,-0.052125,-0.940651,0.14605,-1,0.378018,-0.107458,0.133641,0.2257,-0.107793,0.131701,0.38096,0.197763,0.130624,0.223344,0.039113,0.125545,0.218785,0.196023,0.127462,0.298369,0.197904,0.12897,0.299197,0.039339,0.124177,0.380658,0.039119,0.123906,0.298739,-0.107835,0.132055
0.020833,0.300272,0.038826,0.13805,-1.0,-0.000133,-0.000229,-1.7e-05,-1,0.180754,-0.28255,0.303823,-0.378146,-0.106916,-0.86113,-0.322537,-1,0.178045,-0.05177,0.198073,-0.301909,-0.052602,-0.940635,0.145914,-1,0.378023,-0.107435,0.133651,0.225699,-0.107789,0.131686,0.380952,0.197786,0.130617,0.223332,0.03913,0.125534,0.218794,0.196046,0.127464,0.29837,0.197923,0.128966,0.299192,0.039347,0.124169,0.380658,0.039137,0.123895,0.298734,-0.107831,0.132047
0.025000,0.300266,0.03886,0.13818,-1.0,-0.000169,-0.000488,-6e-06,-1,0.180796,-0.282585,0.30378,-0.378241,-0.107053,-0.861116,-0.322418,-1,0.178035,-0.051881,0.198035,-0.301922,-0.052885,-0.94062,0.145881,-1,0.378025,-0.107429,0.133651,0.22569,-0.107792,0.131677,0.380951,0.197793,0.130607,0.223322,0.039143,0.125529,0.21879,0.19605,0.127459,0.298374,0.197931,0.128952,0.299193,0.039354,0.124164,0.380663,0.039151,0.123882,0.298741,-0.107813,0.13205
0.037500,0.300244,0.038843,0.138187,-1.0,-0.000204,-0.000488,-7.4e-05,-1,0.180892,-0.282614,0.303695,-0.378487,-0.10731,-0.861054,-0.322208,-1,0.178035,-0.052252,0.197987,-0.302127,-0.053771,-0.940513,0.145821,-1,0.378028,-0.107438,0.133658,0.225679,-0.107765,0.131675,0.380917,0.197803,0.130619,0.223297,0.039159,0.125534,0.218792,0.196031,0.127463,0.298373,0.19792,0.128962,0.299178,0.039374,0.124178,0.380644,0.039169,0.123898,0.298729,-0.107785,0.132069
0.041667,0.300247,0.038828,0.138179,-1.0,-0.0002,-0.000458,-7.2e-05,-1,0.180907,-0.282618,0.303671,-0.378456,-0.107369,-0.861067,-0.32219,-1,0.178045,-0.052407,0.197958,-0.302163,-0.053891,-0.940486,0.145876,-1,0.378036,-0.107459,0.133657,0.225692,-0.107767,0.131689,0.38092,0.197784,0.130626,0.223303,0.039146,0.125542,0.218797,0.196016,0.127464,0.298367,0.197903,0.128974,0.299183,0.039361,0.124186,0.380646,0.039148,0.123902,0.298737,-0.107799,0.132064
