Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300336,0.038803,0.138557,-0.999999,0.000267,-0.001652,-0.000228,-1,0.190165,0.337742,0.273966,-0.506699,-0.481603,-0.670436,0.248655,-1,0.004811,0.186236,0.328077,-0.57066,0.029155,-0.816986,-0.077657,-1,0.377808,-0.107554,0.133802,0.225648,-0.107788,0.13327,0.380962,0.197637,0.130975,0.223279,0.039088,0.125573,0.218759,0.19596,0.128267,0.298378,0.197964,0.129635,0.299054,0.039195,0.124346,0.380574,0.039055,0.123752,0.298681,-0.10789,0.132308
0.008333,0.300345,0.038832,0.138347,-0.999999,8e-05,-0.001032,-0.000198,-1,0.190108,0.337754,0.273982,-0.506723,-0.481776,-0.670291,0.248661,-1,0.004931,0.186244,0.328135,-0.570669,0.029183,-0.816971,-0.077746,-1,0.377798,-0.107532,0.133797,0.22563,-0.107766,0.133274,0.380938,0.197656,0.130956,0.22327,0.039103,0.125574,0.218725,0.195981,0.128255,0.298357,0.197981,0.129611,0.299029,0.039206,0.124329,0.380556,0.039068,0.123744,0.298655,-0.10787,0.132302
0.012500,0.300325,0.038852,0.138346,-0.999999,6.5e-05,-0.001024,-0.000176,-1,0.190067,0.337774,0.274002,-0.506772,-0.481898,-0.670181,0.248624,-1,0.005046,0.186255,0.328215,-0.570731,0.029408,-0.816925,-0.077684,-1,0.377779,-0.107522,0.133796,0.225613,-0.107757,0.133274,0.380906,0.197669,0.130947,0.223247,0.039127,0.125562,0.218692,0.19599,0.128248,0.298326,0.197998,0.129607,0.299001,0.039218,0.124319,0.380529,0.039076,0.123754,0.298634,-0.107854,0.132297
0.016667,0.300311,0.038867,0.138309,-1.0,5.5e-05,-0.000994,-0.000175,-1,0.190032,0.337806,0.273992,-0.506807,-0.482058,-0.670061,0.248567,-1,0.005152,0.186258,0.328238,-0.570698,0.029479,-0.816943,-0.077716,-1,0.377759,-0.107501,0.133773,0.225593,-0.107727,0.133249,0.380879,0.197692,0.130905,0.223232,0.039141,0.125541,0.218664,0.196013,0.128213,0.298304,0.19801,0.129577,0.29898,0.039235,0.124288,0.380506,0.039093,0.12374,0.298612,-0.107843,0.132272
0.020833,0.300307,0.038864,0.138299,-1.0,3.7e-05,-0.000993,-0.000172,-1,0.190026,0.337819,0.273996,-0.506874,-0.482186,-0.669937,0.248515,-1,0.005289,0.186269,0.328324,-0.570797,0.02967,-0.816866,-0.077716,-1,0.377757,-0.107505,0.133758,0.225592,-0.107738,0.133229,0.380873,0.19769,0.130878,0.223223,0.039145,0.125519,0.218661,0.196015,0.12818,0.298295,0.198011,0.129548,0.298971,0.039242,0.124256,0.380517,0.039087,0.123725,0.298612,-0.107845,0.132242
0.025000,0.30032,0.038858,0.138265,-1.0,-9e-06,-0.000958,-0.000172,-1,0.190021,0.337852,0.273975,-0.506857,-0.482362,-0.669856,0.248427,-1,0.005447,0.186265,0.328423,-0.570934,0.03017,-0.816777,-0.077459,-1,0.377766,-0.107505,0.133742,0.225597,-0.107752,0.133206,0.380878,0.197699,0.130852,0.223231,0.039132,0.125505,0.218668,0.196026,0.128151,0.2983,0.198018,0.129511,0.298984,0.039253,0.124241,0.380536,0.039097,0.123705,0.298613,-0.107859,0.132219
0.029167,0.300324,0.038849,0.138278,-1.0,-1.6e-05,-0.000995,-0.000164,-1,0.190029,0.337871,0.273977,-0.506859,-0.482457,-0.669813,0.248354,-1,0.005583,0.186287,0.328494,-0.570957,0.030422,-0.816749,-0.077481,-1,0.377777,-0.107516,0.133737,0.225602,-0.107752,0.133215,0.380895,0.197681,0.130858,0.223244,0.039116,0.125501,0.218681,0.196016,0.128143,0.29831,0.198014,0.12949,0.298989,0.039237,0.124227,0.380541,0.039083,0.123701,0.298622,-0.107869,0.13221
0.033333,0.300321,0.038857,0.138253,-1.0,-3e-05,-0.000941,-0.000155,-1,0.190023,0.3379,0.273983,-0.50687,-0.482494,-0.669794,0.248312,-1,0.005703,0.18632,0.328547,-0.570932,0.030647,-0.816755,-0.077516,-1,0.377782,-0.107513,0.133736,0.225605,-0.10775,0.133207,0.380885,0.197693,0.130841,0.223243,0.039127,0.125499,0.218676,0.19601,0.128141,0.298303,0.198011,0.129493,0.298982,0.03924,0.124224,0.380531,0.039084,0.123695,0.298621,-0.107863,0.132204
