Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300032,0.039017,0.13833,-1.0,0.000582,-0.00062,0.000628,-1,0.222909,0.301038,0.237001,-0.503248,-0.570578,-0.595192,0.258705,-1,-4.5e-05,0.12413,0.309007,-0.561544,0.054341,-0.825653,-0.003517,-1,0.378112,-0.107562,0.133548,0.225777,-0.107929,0.134226,0.380923,0.197568,0.131205,0.223322,0.03891,0.126863,0.218818,0.195785,0.128496,0.298342,0.19784,0.130312,0.299181,0.039203,0.125185,0.380564,0.038907,0.124406,0.298798,-0.107989,0.132788
0.008333,0.300057,0.039035,0.138353,-0.999999,0.000668,-0.000733,0.00069,-1,0.223245,0.300942,0.236579,-0.502838,-0.570054,-0.596051,0.258681,-1,0.000185,0.124131,0.308993,-0.56126,0.054271,-0.82585,-0.003687,-1,0.378123,-0.107549,0.133521,0.225803,-0.107906,0.134218,0.380927,0.19757,0.131185,0.223338,0.038919,0.126854,0.218829,0.195783,0.12849,0.29836,0.197841,0.130304,0.299197,0.03922,0.125174,0.38057,0.038908,0.12438,0.298818,-0.107974,0.132767
0.012500,0.300054,0.039031,0.138322,-0.999999,0.000613,-0.000639,0.000637,-1,0.223606,0.300638,0.236443,-0.503015,-0.569389,-0.59636,0.259088,-1,0.000409,0.124159,0.309019,-0.561062,0.054172,-0.82599,-0.003942,-1,0.378128,-0.107546,0.133536,0.225801,-0.107906,0.134211,0.38094,0.197577,0.131182,0.223338,0.038918,0.126848,0.218836,0.195792,0.128492,0.298363,0.197846,0.130311,0.299197,0.039215,0.125167,0.380576,0.038917,0.12439,0.298821,-0.107973,0.132784
0.016667,0.300067,0.038945,0.137709,-0.999999,0.000852,0.000574,0.000597,-1,0.223984,0.300407,0.236244,-0.503064,-0.568864,-0.596746,0.259257,-1,0.000631,0.124156,0.309056,-0.560908,0.054068,-0.8261,-0.004143,-1,0.378113,-0.107547,0.133536,0.225779,-0.107922,0.134214,0.380935,0.197585,0.131184,0.223324,0.038919,0.126837,0.218828,0.195791,0.128477,0.298352,0.197856,0.130294,0.299181,0.039219,0.12517,0.380566,0.038925,0.124371,0.298806,-0.107982,0.132774
0.020833,0.300038,0.038926,0.137679,-0.999999,0.000759,0.0007,0.000538,-1,0.224357,0.300209,0.236018,-0.503049,-0.568392,-0.59718,0.259325,-1,0.000864,0.124138,0.309102,-0.56078,0.05435,-0.826169,-0.004048,-1,0.378082,-0.107562,0.133551,0.225745,-0.107942,0.134228,0.380914,0.19759,0.131178,0.223294,0.038913,0.126845,0.218803,0.195806,0.128473,0.298336,0.197868,0.130296,0.299154,0.039207,0.125192,0.380555,0.038942,0.124375,0.298772,-0.107985,0.132795
0.025000,0.300047,0.038908,0.137391,-0.999999,0.000593,0.001511,0.000538,-1,0.224761,0.299998,0.23578,-0.503036,-0.567966,-0.597601,0.259313,-1,0.001005,0.124064,0.309129,-0.560488,0.054372,-0.826367,-0.003779,-1,0.378057,-0.107575,0.133562,0.225716,-0.107955,0.134248,0.380895,0.197607,0.13116,0.223262,0.038911,0.126847,0.218776,0.195823,0.12845,0.298311,0.197879,0.130262,0.299118,0.039194,0.125202,0.380529,0.038949,0.124368,0.298747,-0.107986,0.13281
0.029167,0.300031,0.038929,0.137539,-0.999999,0.000587,0.001196,0.000613,-1,0.225233,0.299795,0.235572,-0.503118,-0.567468,-0.598046,0.259217,-1,0.001245,0.124076,0.309116,-0.560263,0.054226,-0.826528,-0.004066,-1,0.37803,-0.107571,0.13357,0.225688,-0.10796,0.134272,0.380882,0.197612,0.131157,0.22323,0.038914,0.126852,0.218763,0.195838,0.12845,0.298286,0.19789,0.130248,0.299092,0.039194,0.125207,0.380513,0.038959,0.124356,0.298715,-0.107977,0.132826
0.033333,0.30002,0.038951,0.137539,-0.999999,0.000573,0.001183,0.000628,-1,0.225648,0.299521,0.235377,-0.503197,-0.566789,-0.598518,0.259461,-1,0.001485,0.124121,0.309108,-0.560052,0.054444,-0.826657,-0.004111,-1,0.378017,-0.107563,0.133564,0.225676,-0.107941,0.134242,0.380865,0.197616,0.131138,0.223217,0.038935,0.12681,0.21875,0.195841,0.128438,0.298271,0.197899,0.130246,0.299083,0.039211,0.125191,0.380488,0.038962,0.124358,0.298698,-0.10796,0.132818
