Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300025,0.038926,0.137765,-0.999999,0.000741,0.000697,0.000487,-1,0.186036,0.325501,0.23849,-0.456722,-0.521561,-0.668512,0.269205,-1,0.023101,0.184136,0.293388,-0.5947,0.013891,-0.793544,-0.128172,-1,0.378009,-0.107641,0.133391,0.225736,-0.107969,0.133585,0.380991,0.197739,0.131142,0.223298,0.03893,0.126995,0.218799,0.195854,0.128613,0.298359,0.197879,0.130315,0.299087,0.039113,0.125356,0.380554,0.038954,0.124375,0.298758,-0.107974,0.132536
0.020833,0.300034,0.039085,0.138148,-1.0,0.000385,4.6e-05,0.000647,-1,0.186645,0.325438,0.239325,-0.457408,-0.520675,-0.668438,0.269938,-1,0.023137,0.183913,0.293519,-0.594446,0.013561,-0.793735,-0.128196,-1,0.377984,-0.107613,0.133327,0.225747,-0.107899,0.133549,0.380989,0.19781,0.131083,0.223295,0.038996,0.12693,0.218762,0.195888,0.128539,0.298314,0.197911,0.130235,0.299051,0.03915,0.125294,0.380523,0.038986,0.124323,0.298769,-0.107921,0.132486
0.025000,0.300021,0.039014,0.137512,-0.999999,0.000548,0.001317,0.000572,-1,0.186779,0.325394,0.23954,-0.457663,-0.520553,-0.668282,0.270127,-1,0.023115,0.183858,0.293545,-0.594386,0.013502,-0.793781,-0.128198,-1,0.37795,-0.107591,0.1333,0.225712,-0.107893,0.133528,0.380955,0.197814,0.131065,0.223256,0.039012,0.126913,0.218721,0.195906,0.128513,0.298284,0.197931,0.13022,0.299014,0.039164,0.125259,0.380497,0.039001,0.124302,0.298727,-0.107914,0.132471
0.029167,0.299996,0.039008,0.137516,-0.999999,0.000533,0.001309,0.000566,-1,0.186927,0.325424,0.239705,-0.457751,-0.520487,-0.668283,0.270103,-1,0.023094,0.183786,0.293576,-0.594345,0.013568,-0.793827,-0.128094,-1,0.377923,-0.107596,0.133287,0.225668,-0.107906,0.133524,0.380921,0.197805,0.131067,0.223224,0.039006,0.126918,0.2187,0.195917,0.1285,0.29826,0.197936,0.130192,0.29899,0.039165,0.125255,0.380467,0.039008,0.124293,0.298699,-0.107918,0.13247
0.033333,0.299981,0.038996,0.137487,-0.999999,0.000517,0.001348,0.000566,-1,0.187079,0.325391,0.239917,-0.457959,-0.520412,-0.668152,0.270219,-1,0.023079,0.183725,0.293585,-0.594259,0.01351,-0.79389,-0.128115,-1,0.377901,-0.107582,0.13327,0.225644,-0.107915,0.133516,0.380905,0.197792,0.13106,0.223199,0.038999,0.126904,0.218681,0.195925,0.12847,0.298251,0.197948,0.130175,0.298978,0.039176,0.125235,0.380458,0.039013,0.124281,0.298672,-0.107922,0.13247
0.037500,0.299985,0.038985,0.137535,-0.999999,0.00057,0.001216,0.000617,-1,0.187256,0.325379,0.24012,-0.458092,-0.520269,-0.668156,0.270259,-1,0.02308,0.183657,0.293616,-0.594242,0.013652,-0.793922,-0.127975,-1,0.377901,-0.107583,0.133265,0.225626,-0.107926,0.133518,0.3809,0.197772,0.131052,0.223188,0.03898,0.126911,0.218697,0.195927,0.128467,0.298252,0.197938,0.130166,0.298972,0.039186,0.125217,0.380458,0.039008,0.12428,0.298651,-0.107934,0.132482
0.050000,0.29995,0.038974,0.137525,-0.999999,0.000526,0.00134,0.000567,-1,0.187889,0.325296,0.240821,-0.458945,-0.519575,-0.66809,0.270309,-1,0.023103,0.183478,0.293699,-0.594145,0.014396,-0.794088,-0.127314,-1,0.377869,-0.107609,0.133306,0.225616,-0.107919,0.133563,0.380899,0.197769,0.131108,0.223192,0.038977,0.126936,0.218702,0.195901,0.128518,0.298253,0.197919,0.130218,0.298956,0.039158,0.125255,0.380432,0.03899,0.124314,0.298646,-0.107942,0.132518
0.054167,0.299951,0.03907,0.138171,-1.0,0.000333,6e-05,0.000666,-1,0.188125,0.325239,0.241067,-0.45935,-0.519327,-0.667989,0.270347,-1,0.023126,0.183427,0.293728,-0.594114,0.014514,-0.794129,-0.127188,-1,0.377877,-0.107621,0.133336,0.22564,-0.107911,0.133597,0.380927,0.197787,0.131116,0.223217,0.038986,0.126949,0.218712,0.195891,0.128545,0.298261,0.19791,0.130246,0.298969,0.039145,0.125277,0.380445,0.038974,0.124339,0.298659,-0.107938,0.132526
