Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.299982,0.039025,0.13754,-0.999999,0.000555,0.001187,0.000699,-1,0.227996,0.334258,0.262962,-0.536063,-0.398898,-0.702643,0.244561,-1,0.011148,0.096192,0.362437,-0.610499,0.062702,-0.78855,-0.039354,-1,0.377994,-0.107499,0.134134,0.225835,-0.107656,0.135794,0.380816,0.197665,0.131228,0.223135,0.038841,0.128016,0.218627,0.195891,0.128372,0.298221,0.197934,0.130535,0.298925,0.039113,0.125905,0.380394,0.038975,0.124684,0.298636,-0.10764,0.133072
0.008333,0.299978,0.03901,0.137518,-0.999999,0.000549,0.001226,0.000677,-1,0.228188,0.334083,0.262825,-0.535753,-0.399261,-0.702689,0.244515,-1,0.011228,0.095943,0.362452,-0.610315,0.062892,-0.788677,-0.039354,-1,0.377984,-0.107524,0.134121,0.225821,-0.107675,0.135789,0.380816,0.197675,0.131214,0.223125,0.038859,0.127997,0.218618,0.195899,0.12836,0.298217,0.197943,0.130524,0.298938,0.039125,0.125887,0.380396,0.038983,0.124665,0.298623,-0.107659,0.133065
0.012500,0.299983,0.038972,0.137513,-0.999999,0.000554,0.001239,0.00064,-1,0.228426,0.333874,0.262756,-0.535628,-0.399475,-0.702673,0.244487,-1,0.011328,0.095651,0.362503,-0.610185,0.063131,-0.788764,-0.039252,-1,0.377983,-0.107544,0.134135,0.225814,-0.107703,0.135795,0.380833,0.197674,0.131223,0.223147,0.038848,0.127991,0.218639,0.195892,0.128366,0.298237,0.19794,0.130534,0.298953,0.039115,0.125893,0.38042,0.038973,0.12467,0.298623,-0.107679,0.133074
0.016667,0.299988,0.038947,0.137518,-0.999999,0.000574,0.001235,0.000627,-1,0.228654,0.333714,0.262621,-0.535317,-0.399651,-0.702878,0.244289,-1,0.01141,0.095385,0.362513,-0.609962,0.063156,-0.788929,-0.039347,-1,0.377979,-0.107569,0.134156,0.225813,-0.107719,0.135798,0.380841,0.197672,0.13124,0.223162,0.038846,0.128016,0.21865,0.195887,0.128368,0.298254,0.197939,0.130554,0.298964,0.039116,0.125902,0.380429,0.038966,0.124682,0.298624,-0.107698,0.133081
0.020833,0.299992,0.038926,0.13754,-0.999999,0.000579,0.00122,0.000613,-1,0.228918,0.333484,0.262566,-0.535243,-0.399841,-0.702854,0.244211,-1,0.011505,0.095113,0.362526,-0.609753,0.063189,-0.789081,-0.039496,-1,0.377992,-0.107593,0.134152,0.225829,-0.107734,0.135816,0.380859,0.197649,0.131256,0.223177,0.038823,0.128044,0.218671,0.195859,0.128392,0.298263,0.197911,0.130572,0.298978,0.03909,0.125932,0.380439,0.038953,0.124698,0.298632,-0.107719,0.133084
0.025000,0.299972,0.038918,0.137742,-0.999999,0.000782,0.000611,0.000586,-1,0.229175,0.333313,0.262438,-0.534948,-0.399931,-0.703089,0.244033,-1,0.011617,0.094849,0.362555,-0.609578,0.063462,-0.789197,-0.039446,-1,0.377999,-0.107583,0.134153,0.225834,-0.107742,0.135833,0.380868,0.197635,0.13128,0.223192,0.03881,0.128068,0.218682,0.195843,0.128416,0.298282,0.197896,0.130602,0.298988,0.039085,0.125958,0.380454,0.038934,0.124729,0.298646,-0.107728,0.133089
0.029167,0.299982,0.038928,0.137729,-0.999999,0.000803,0.000633,0.000583,-1,0.229481,0.333074,0.262384,-0.534926,-0.400065,-0.703052,0.243967,-1,0.011746,0.094571,0.362586,-0.609429,0.063796,-0.78929,-0.039332,-1,0.378019,-0.107569,0.134147,0.225869,-0.107731,0.135825,0.380884,0.197628,0.131296,0.223206,0.038793,0.12808,0.2187,0.195833,0.128416,0.298299,0.197883,0.130616,0.299007,0.039073,0.125972,0.380468,0.038921,0.124745,0.298671,-0.107723,0.13309
0.033333,0.29998,0.038941,0.137684,-0.999999,0.000774,0.000754,0.000532,-1,0.229751,0.332893,0.262286,-0.534845,-0.400166,-0.703097,0.24385,-1,0.011863,0.094302,0.36261,-0.609241,0.064097,-0.789415,-0.039256,-1,0.37804,-0.107551,0.134127,0.22588,-0.10771,0.135814,0.380896,0.197616,0.131311,0.223223,0.038794,0.128093,0.21871,0.195833,0.128422,0.298312,0.197877,0.130631,0.299017,0.039075,0.125983,0.380481,0.038918,0.124758,0.298684,-0.107703,0.133068
