Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300492,0.038448,0.137829,-1.0,6.7e-05,0.000275,-0.000938,-1,0.069359,-0.305931,0.398055,-0.575803,0.089427,-0.782207,-0.220465,-1,0.050078,-0.060238,0.286399,-0.478495,-0.166695,-0.846336,0.164225,-1,0.377901,-0.107526,0.133489,0.225635,-0.108024,0.132904,0.380856,0.197557,0.130735,0.223155,0.038993,0.126047,0.218606,0.195882,0.128067,0.298266,0.197795,0.129588,0.299012,0.039265,0.124595,0.380475,0.039044,0.124069,0.298575,-0.107909,0.132416
0.008333,0.300484,0.038437,0.137817,-1.0,9.3e-05,0.000294,-0.000939,-1,0.069368,-0.30596,0.398002,-0.575725,0.089465,-0.782249,-0.220508,-1,0.050049,-0.060298,0.286318,-0.478376,-0.166571,-0.846412,0.16431,-1,0.377892,-0.107549,0.133501,0.225626,-0.108036,0.132901,0.380857,0.197543,0.130721,0.22316,0.038974,0.126055,0.218597,0.195866,0.128057,0.298254,0.197776,0.129559,0.299014,0.039243,0.124591,0.380475,0.039025,0.124068,0.298556,-0.107931,0.132396
0.012500,0.300502,0.038386,0.137597,-0.999999,0.000179,0.000725,-0.000952,-1,0.069332,-0.306002,0.397895,-0.575445,0.089578,-0.782442,-0.220508,-1,0.050023,-0.060359,0.286237,-0.478216,-0.166316,-0.846521,0.164475,-1,0.377905,-0.107568,0.133498,0.22562,-0.108054,0.132896,0.380855,0.19754,0.130696,0.223164,0.038957,0.126053,0.218598,0.195861,0.128027,0.298249,0.197763,0.129539,0.29902,0.039216,0.124593,0.380479,0.039007,0.124062,0.298557,-0.107949,0.132401
0.016667,0.300552,0.038396,0.137589,-0.999999,0.000231,0.000716,-0.000858,-1,0.069344,-0.30603,0.397828,-0.575292,0.089661,-0.782535,-0.220544,-1,0.050021,-0.060427,0.286156,-0.4781,-0.166199,-0.846596,0.164541,-1,0.377932,-0.107598,0.133492,0.22563,-0.108066,0.132877,0.380868,0.197523,0.130682,0.223189,0.038938,0.126056,0.218621,0.195846,0.128014,0.298267,0.197754,0.129525,0.299054,0.039204,0.124588,0.380505,0.038984,0.124052,0.298564,-0.107958,0.132388
0.020833,0.300555,0.038359,0.137597,-0.999999,0.000221,0.000688,-0.000916,-1,0.069394,-0.306066,0.397802,-0.575311,0.08971,-0.782522,-0.220519,-1,0.050009,-0.060485,0.286091,-0.477969,-0.166112,-0.846672,0.164618,-1,0.377953,-0.107615,0.133493,0.225644,-0.108067,0.132872,0.380876,0.197526,0.130681,0.223212,0.038914,0.126041,0.218628,0.195844,0.128009,0.298272,0.197753,0.129517,0.299076,0.039189,0.124589,0.380525,0.038966,0.124054,0.298573,-0.107962,0.13239
0.025000,0.300572,0.03836,0.137587,-0.999999,0.000217,0.000685,-0.000928,-1,0.069587,-0.306105,0.397912,-0.575946,0.089732,-0.782084,-0.22041,-1,0.050002,-0.060532,0.286009,-0.477851,-0.166035,-0.846748,0.164649,-1,0.377969,-0.107622,0.133486,0.225658,-0.108057,0.132867,0.380888,0.197538,0.130668,0.223236,0.038918,0.12604,0.218636,0.195854,0.127996,0.298288,0.197764,0.12951,0.299102,0.039183,0.124584,0.380547,0.038967,0.124036,0.298584,-0.107954,0.132367
0.029167,0.300521,0.038355,0.137793,-0.999999,0.000305,7.5e-05,-0.001053,-1,0.069679,-0.30611,0.397976,-0.576333,0.089712,-0.781808,-0.220383,-1,0.049975,-0.060568,0.285932,-0.477757,-0.166022,-0.846801,0.164661,-1,0.377977,-0.107611,0.133475,0.225653,-0.10803,0.132853,0.380879,0.197555,0.130666,0.223241,0.038931,0.126037,0.218627,0.19588,0.127996,0.298274,0.197781,0.129492,0.29911,0.039196,0.124574,0.380545,0.038986,0.124024,0.298576,-0.107932,0.132359
0.041667,0.300555,0.038433,0.137788,-1.0,8.1e-05,0.000271,-0.000976,-1,0.069552,-0.306007,0.397705,-0.575886,0.089827,-0.782083,-0.220526,-1,0.049939,-0.060682,0.285691,-0.477574,-0.166491,-0.846867,0.164381,-1,0.377972,-0.10755,0.133456,0.225697,-0.108021,0.132876,0.380897,0.19757,0.130701,0.223236,0.038977,0.126019,0.218653,0.195888,0.128,0.298306,0.19781,0.129531,0.29909,0.039248,0.124569,0.380545,0.039033,0.12403,0.298623,-0.107911,0.132364
