A1,A2,A3,A4,A5,A6,A7
-0.3211934123193713,1.3478071703593562,-0.12683792656126922,-1.1195185231274989,-0.388280544027358,-1.858804587225865,0.2664225714719517
-0.3230247280014669,1.3150177859516,-0.13011430748119807,-1.1558843961205167,-0.4093917639561771,-1.8557361139052828,0.22257259172523955
-0.33891710724412377,1.3080306404196975,-0.13992496319195408,-1.1509095677367065,-0.43247239645451685,-1.8444675350442574,0.22004806814401714
-0.3653888377426742,1.3241864472421943,-0.1557096302252535,-1.1091621112824306,-0.45474731154196996,-1.827466530971145,0.25257105821922143
-0.40248701586010893,1.3616955927155012,-0.17092846639684248,-1.0316927876291595,-0.4787054873660743,-1.8032973069507587,0.31160433802176263
-0.4502654155479998,1.4196883419197557,-0.1783717132709316,-0.9171074822306838,-0.5079067178000335,-1.768453149107575,0.38981056105989
-0.503601492609347,1.5003065746773994,-0.18160456168894548,-0.760103818738128,-0.5362850960945574,-1.719799121956831,0.48647891251506026
-0.5581241001307223,1.612112312059699,-0.19043155117170055,-0.5432958311540828,-0.553060195902296,-1.6494616659583685,0.6050120394356858
-0.6162508054600275,1.7780423065153192,-0.20005080684451457,-0.2183539627652838,-0.5628951912985818,-1.5295381071582415,0.742993144301359
