Format Version,1.23,Take Name,take_063,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-06-28 06.27.40.662 PM,Total Frames in Take,1582,Total Exported Frames,1582,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,bucket_SC,bucket_SC,bucket_SC,bucket_SC,bucket_SC,bucket_SC,bucket_SC,diff_scooper_2_2,diff_scooper_2_2,diff_scooper_2_2,diff_scooper_2_2,diff_scooper_2_2,diff_scooper_2_2,diff_scooper_2_2,GRIPPER_2,GRIPPER_2,GRIPPER_2,GRIPPER_2,GRIPPER_2,GRIPPER_2,GRIPPER_2,box3,box3,box3,box3,box3,box3,box3
,ID,"852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","852F34CADCAB11ED8F3967F92B82AF85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","29F055C235A511EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","AB75F60E35B111EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85","8661A79135B511EF102BA28485B8CC85"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.003759,0.866324,0.000646,-0.499468,0.188714,0.240453,0.631486,-0.631088,0.366592,0.527059,0.435371,0.266105,0.212529,0.213513,0.444451,0.315428,0.831585,-0.106934,-0.028254,0.212075,0.168515,0.000151,-0.015956,0.002329,0.999870,0.147023,0.038550,0.195097
1,0.004167,0.003738,0.866323,0.000657,-0.499470,0.188728,0.240445,0.631493,-0.630766,0.366577,0.527203,0.435676,0.266095,0.212594,0.213510,0.444337,0.315390,0.831676,-0.106814,-0.028428,0.212091,0.168462,-0.000208,-0.016134,0.002154,0.999867,0.147031,0.038545,0.195125
2,0.008333,0.003747,0.866326,0.000652,-0.499465,0.188732,0.240431,0.631491,-0.630464,0.366510,0.527394,0.435938,0.266085,0.212637,0.213509,0.444226,0.315215,0.831822,-0.106655,-0.028624,0.212091,0.168373,-0.000366,-0.016239,0.002197,0.999866,0.147043,0.038529,0.195128
3,0.012500,0.003765,0.866332,0.000673,-0.499453,0.188731,0.240442,0.631464,-0.630113,0.366523,0.527483,0.436326,0.266052,0.212758,0.213459,0.444050,0.315144,0.831947,-0.106622,-0.028774,0.212110,0.168275,-0.000145,-0.016175,0.002156,0.999867,0.147054,0.038510,0.195093
4,0.016667,0.003756,0.866329,0.000680,-0.499459,0.188707,0.240482,0.631423,-0.629555,0.366409,0.527763,0.436889,0.265996,0.212924,0.213386,0.443888,0.315238,0.831997,-0.106628,-0.028897,0.212174,0.168210,0.000629,-0.015840,0.002201,0.999872,0.147063,0.038510,0.195014
5,0.020833,0.003793,0.866340,0.000678,-0.499441,0.188684,0.240515,0.631384,-0.629045,0.366497,0.527937,0.437338,0.265919,0.213105,0.213383,0.443696,0.315308,0.832058,-0.106744,-0.028992,0.212242,0.168134,0.001201,-0.015637,0.002361,0.999874,0.147066,0.038519,0.194954
6,0.025000,0.003810,0.866342,0.000656,-0.499436,0.188668,0.240529,0.631362,-0.628581,0.366358,0.528215,0.437787,0.265888,0.213212,0.213348,0.443537,0.315346,0.832123,-0.106789,-0.029117,0.212274,0.168080,0.001147,-0.015606,0.002301,0.999875,0.147057,0.038523,0.194944
7,0.029167,0.003803,0.866347,0.000677,-0.499428,0.188655,0.240524,0.631368,-0.628296,0.366235,0.528404,0.438071,0.265880,0.213248,0.213353,0.443354,0.315334,0.832222,-0.106806,-0.029267,0.212296,0.168046,0.000508,-0.015886,0.002323,0.999871,0.147038,0.038535,0.194998
8,0.033333,0.003813,0.866351,0.000687,-0.499421,0.188654,0.240516,0.631388,-0.628006,0.366208,0.528610,0.438259,0.265865,0.213272,0.213419,0.443180,0.315128,0.832398,-0.106769,-0.029454,0.212298,0.167973,-0.000217,-0.016180,0.002312,0.999866,0.147022,0.038549,0.195067
9,0.037500,0.003833,0.866348,0.000678,-0.499426,0.188661,0.240517,0.631406,-0.627761,0.366205,0.528746,0.438449,0.265850,0.213306,0.213479,0.442874,0.315595,0.832351,-0.107020,-0.029467,0.212395,0.168060,-0.000690,-0.016473,0.002395,0.999861,0.147013,0.038579,0.195118
10,0.041667,,,,,,,,-0.627059,0.366009,0.529374,0.438859,0.265834,0.213345,0.213569,0.442458,0.316213,0.832284,-0.107439,-0.029386,0.212504,0.168157,-0.000403,-0.016282,0.002334,0.999865,0.147022,0.038569,0.195098
11,0.045833,0.003838,0.866338,0.000695,-0.499442,0.188714,0.240501,0.631424,-0.626722,0.365959,0.529720,0.438965,0.265853,0.213339,0.213677,0.442185,0.316211,0.832410,-0.107595,-0.029480,0.212545,0.168104,0.000137,-0.016091,0.002294,0.999868,0.147046,0.038545,0.195062
12,0.050000,0.003812,0.866330,0.000681,-0.499458,0.188739,0.240489,0.631440,-0.626331,0.365952,0.530055,0.439124,0.265844,0.213359,0.213802,0.441887,0.316412,0.832461,-0.107834,-0.029518,0.212589,0.168102,0.000638,-0.015835,0.002112,0.999872,0.147065,0.038517,0.195033
13,0.054167,0.003818,0.866329,0.000702,-0.499459,0.188753,0.240472,0.631466,-0.625969,0.365968,0.530436,0.439167,0.265839,0.213344,0.213993,0.441403,0.317174,0.832358,-0.108369,-0.029322,0.212810,0.168292,0.000888,-0.015702,0.002160,0.999874,0.147066,0.038508,0.195035
14,0.058333,0.003806,0.866327,0.000670,-0.499463,0.188748,0.240464,0.631488,-0.625609,0.365845,0.530852,0.439280,0.265834,0.213305,0.214152,0.441212,0.317224,0.832421,-0.108517,-0.029421,0.212864,0.168306,0.000588,-0.015749,0.002253,0.999873,0.147051,0.038521,0.195070
15,0.062500,0.003798,0.866329,0.000685,-0.499459,0.188738,0.240462,0.631496,-0.625332,0.365839,0.531257,0.439190,0.265838,0.213241,0.214367,0.441238,0.316344,0.832778,-0.108243,-0.029819,0.212800,0.168057,0.000382,-0.015811,0.002303,0.999872,0.147033,0.038536,0.195099
16,0.066667,0.003813,0.866335,0.000680,-0.499449,0.188717,0.240463,0.631489,-0.624932,0.365884,0.531700,0.439185,0.265809,0.213223,0.214580,0.441248,0.315695,0.833040,-0.108082,-0.030196,0.212693,0.167841,0.000261,-0.015783,0.002463,0.999872,0.147020,0.038544,0.195092
17,0.070833,0.003322,0.866322,0.000667,-0.499475,0.188619,0.240472,0.631511,-0.624228,0.365761,0.532450,0.439381,0.265790,0.213214,0.214775,0.441129,0.315339,0.833236,-0.108097,-0.030411,0.212689,0.167669,0.000844,-0.015510,0.002553,0.999876,0.147017,0.038543,0.195047
18,0.075000,0.003847,0.866340,0.000671,-0.499439,0.188685,0.240478,0.631455,-0.624375,0.366306,0.532224,0.438992,0.265742,0.213240,0.215044,0.440867,0.315491,0.833279,-0.108388,-0.030457,0.212734,0.167607,0.001112,-0.015327,0.002433,0.999879,0.147010,0.038529,0.195012
19,0.079167,0.003853,0.866337,0.000672,-0.499444,0.188677,0.240473,0.631451,-0.624263,0.366588,0.532391,0.438713,0.265726,0.213195,0.215312,0.440478,0.315826,0.833308,-0.108771,-0.030429,0.212794,0.167592,0.000709,-0.015546,0.002498,0.999876,0.147007,0.038534,0.195031
20,0.083333,0.003838,0.866334,0.000683,-0.499451,0.188676,0.240460,0.631459,-0.624156,0.366844,0.532572,0.438431,0.265720,0.213139,0.215585,0.440266,0.315932,0.833358,-0.108937,-0.030505,0.212803,0.167546,0.000044,-0.015876,0.002422,0.999871,0.147003,0.038532,0.195080
21,0.087500,0.003809,0.866333,0.000681,-0.499451,0.188685,0.240457,0.631471,-0.624145,0.367150,0.532691,0.438047,0.265730,0.213067,0.215877,0.440006,0.316154,0.833381,-0.109170,-0.030530,0.212834,0.167527,-0.000415,-0.016132,0.002316,0.999867,0.147005,0.038541,0.195124
22,0.091667,0.003779,0.866335,0.000696,-0.499448,0.188696,0.240469,0.631471,-0.624026,0.367536,0.532766,0.437801,0.265704,0.213081,0.216152,0.439747,0.316403,0.833383,-0.109471,-0.030533,0.212877,0.167489,-0.000576,-0.016319,0.002333,0.999864,0.147015,0.038558,0.195140
23,0.095833,0.003801,0.866335,0.000689,-0.499448,0.188713,0.240480,0.631452,-0.623993,0.367980,0.532787,0.437448,0.265688,0.213084,0.216440,0.439444,0.317251,0.833164,-0.109902,-0.030389,0.212964,0.167594,-0.000254,-0.016191,0.002178,0.999867,0.147036,0.038545,0.195103
24,0.100000,0.003834,0.866336,0.000688,-0.499446,0.188727,0.240486,0.631423,-0.623921,0.368429,0.532886,0.437052,0.265680,0.213061,0.216743,0.439425,0.317132,0.833222,-0.109879,-0.030534,0.212941,0.167460,0.000386,-0.016007,0.002236,0.999869,0.147070,0.038522,0.195035
25,0.104167,0.003816,0.866331,0.000671,-0.499456,0.188732,0.240494,0.631393,-0.623793,0.368841,0.532981,0.436771,0.265652,0.213069,0.217036,0.439378,0.317193,0.833217,-0.109935,-0.030620,0.212934,0.167372,0.000827,-0.015819,0.002109,0.999872,0.147088,0.038499,0.194984
26,0.108333,0.003778,0.866342,0.000676,-0.499436,0.188719,0.240504,0.631383,-0.623703,0.369285,0.533091,0.436391,0.265623,0.213060,0.217376,0.439373,0.317147,0.833227,-0.110008,-0.030732,0.212918,0.167264,0.000988,-0.015760,0.002193,0.999873,0.147083,0.038497,0.194968
27,0.112500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.116667,0.003790,0.866347,0.000689,-0.499429,0.188679,0.240510,0.631381,-0.623670,0.370199,0.533164,0.435574,0.265560,0.213037,0.218076,0.439480,0.316772,0.833314,-0.110000,-0.031040,0.212842,0.167036,0.000514,-0.015930,0.002224,0.999871,0.147048,0.038528,0.195016
29,0.120833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.129167,0.003765,0.866340,0.000668,-0.499439,0.188683,0.240501,0.631409,-0.624045,0.371297,0.533068,0.434218,0.265587,0.212831,0.219005,0.439623,0.316980,0.833140,-0.110152,-0.031285,0.212782,0.166921,0.000223,-0.015985,0.002416,0.999869,0.147032,0.038551,0.195050
32,0.133333,0.003747,0.866333,0.000655,-0.499452,0.188695,0.240490,0.631432,,,,,,,,0.439713,0.317057,0.833067,-0.110124,-0.031394,0.212760,0.166898,0.000239,-0.015971,0.002369,0.999870,0.147036,0.038544,0.195063
33,0.137500,0.003769,0.866334,0.000666,-0.499450,0.188717,0.240469,0.631465,-0.623821,0.371846,0.533500,0.433539,0.265600,0.212694,0.219689,,,,,,,,0.000056,-0.016020,0.002303,0.999869,0.147041,0.038543,0.195090
34,0.141667,0.003778,0.866326,0.000659,-0.499464,0.188734,0.240448,0.631496,-0.623793,0.372038,0.533697,0.433172,0.265619,0.212579,0.220026,0.439864,0.317180,0.832956,-0.110003,-0.031593,0.212665,0.166853,,,,,,,
35,0.145833,0.003810,0.866318,0.000681,-0.499478,0.188739,0.240443,0.631518,-0.624088,0.372617,0.533472,0.432526,0.265610,0.212507,0.220432,0.439951,0.317191,0.832918,-0.109908,-0.031711,0.212622,0.166815,0.000090,-0.015966,0.002276,0.999870,0.147042,0.038535,0.195118
36,0.150000,0.003800,0.866318,0.000685,-0.499478,0.188736,0.240454,0.631519,-0.623983,0.372805,0.533805,0.432105,0.265645,0.212378,0.220780,0.440141,0.317239,0.832818,-0.109768,-0.031836,0.212577,0.166775,-0.000532,0.015746,-0.002443,-0.999873,0.147043,0.038527,0.195089
37,0.154167,0.003841,0.866319,0.000705,-0.499475,0.188730,0.240463,0.631508,-0.623780,0.373089,0.534044,0.431857,0.265629,0.212361,0.221097,0.440283,0.317404,0.832686,-0.109725,-0.031909,0.212554,0.166745,-0.000919,0.015467,-0.002284,-0.999877,0.147041,0.038514,0.195048
38,0.158333,0.003840,0.866320,0.000697,-0.499474,0.188710,0.240479,0.631486,-0.623216,0.373034,0.534757,0.431835,0.265638,0.212285,0.221375,0.440557,0.317203,0.832648,-0.109495,-0.032097,0.212478,0.166612,-0.001125,0.015369,-0.002416,-0.999878,0.147039,0.038520,0.195018
