RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Record Fps,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chisel_z,chisel_x,chisel_y,chisel_w,chisel_Z,chisel_X,chisel_Y,gripper_z,gripper_x,gripper_y,gripper_w,gripper_Z,gripper_X,gripper_Y,battery_z,battery_x,battery_y,battery_w,battery_Z,battery_X,battery_Y,A2_Z,A2_X,A2_Y,A1_Z,A1_X,A1_Y,A3_Z,A3_X,A3_Y,B2_Z,B2_X,B2_Y,B3_Z,B3_X,B3_Y,C1_Z,C1_X,C1_Y,C2_Z,C2_X,C2_Y,C3_Z,C3_X,C3_Y,B1_Z,B1_X,B1_Y
-0.912398,0.004705,0.000029,-0.409277,-0.104836,0.137573,0.222494,-0.825706,-0.251356,-0.051252,-0.502397,-0.28398,0.254229,0.226541,-0.00047,-0.000014,0.000021,-1,0.038837,0.138252,0.300213,0.198092,0.12921,0.298309,0.19779,0.130614,0.380903,0.195992,0.127813,0.218799,0.039412,0.124988,0.2991,0.038936,0.126446,0.223254,-0.107399,0.133747,0.377988,-0.107823,0.131899,0.298732,-0.107652,0.133451,0.22568,0.03914,0.124232,0.380559
-0.91226,0.004609,-0.00002,-0.409586,-0.104845,0.137589,0.222572,-0.825895,-0.251437,-0.051268,-0.502045,-0.283983,0.254199,0.226443,-0.000425,-0.000008,0.000018,-1,0.038842,0.138231,0.300211,0.198099,0.129215,0.298306,0.197787,0.130623,0.380902,0.195996,0.127806,0.218788,0.039418,0.124984,0.299104,0.038947,0.126444,0.223243,-0.107404,0.133748,0.377979,-0.107808,0.131897,0.298721,-0.107647,0.13345,0.225672,0.039142,0.12424,0.380557
-0.912154,0.004522,-0.000022,-0.409823,-0.104868,0.137576,0.222645,-0.82594,-0.251428,-0.051315,-0.50197,-0.284038,0.254195,0.226447,-0.000472,-0.000019,0.000016,-1,0.038833,0.13825,0.300226,0.198097,0.129212,0.298321,0.197787,0.130625,0.38092,0.19599,0.127795,0.218799,0.039418,0.124973,0.299121,0.038941,0.126441,0.223262,-0.107407,0.133745,0.377992,-0.107818,0.131902,0.298736,-0.107648,0.133442,0.225698,0.03914,0.124224,0.38057
-0.912039,0.004454,-0.000051,-0.41008,-0.104882,0.137592,0.222722,-0.826047,-0.251434,-0.051335,-0.501789,-0.284077,0.254193,0.226411,-0.000494,0.000049,0.000051,-1,0.038862,0.138259,0.300247,0.198102,0.129222,0.298337,0.197797,0.130627,0.380938,0.196005,0.127801,0.218807,0.039419,0.124987,0.299136,0.038961,0.126457,0.223264,-0.1074,0.133765,0.37801,-0.107813,0.131915,0.298737,-0.107624,0.133459,0.225712,0.039144,0.124228,0.38058
-0.911939,0.004341,-0.000119,-0.410303,-0.104899,0.137578,0.222796,-0.825999,-0.251354,-0.051406,-0.501901,-0.284164,0.254216,0.226471,-0.000535,0.00004,0.000057,-1,0.038863,0.138275,0.300267,0.198106,0.129218,0.29836,0.1978,0.130625,0.380964,0.196017,0.127801,0.218821,0.039415,0.124994,0.299156,0.038967,0.126451,0.22328,-0.107401,0.13376,0.378034,-0.10782,0.131914,0.298764,-0.107631,0.133447,0.225742,0.039142,0.124226,0.380606
-0.91184,0.004301,-0.000054,-0.410523,-0.104908,0.137591,0.222851,-0.826122,-0.25129,-0.051392,-0.501731,-0.284225,0.254189,0.226424,-0.000514,0.000029,0.000048,-1,0.038869,0.138267,0.300273,0.198123,0.129232,0.29836,0.197814,0.130627,0.380965,0.196037,0.127799,0.218818,0.03943,0.124994,0.299155,0.038987,0.126456,0.22327,-0.107388,0.133755,0.378033,-0.107812,0.13192,0.298764,-0.107608,0.133461,0.225742,0.039163,0.124227,0.380607
-0.911738,0.004209,-0.000081,-0.41075,-0.104934,0.137587,0.222911,-0.826101,-0.251255,-0.051413,-0.501781,-0.284291,0.254191,0.226447,-0.000508,0.000028,0.000054,-1,0.038866,0.138253,0.300282,0.198118,0.129219,0.298373,0.197808,0.130618,0.38098,0.196042,0.127787,0.21881,0.039421,0.124979,0.299163,0.038981,0.126438,0.223281,-0.107395,0.13375,0.378051,-0.107825,0.131904,0.29877,-0.107621,0.133449,0.225756,0.039148,0.124204,0.380613
-0.911652,0.004109,-0.000114,-0.410943,-0.104953,0.137588,0.222949,-0.826144,-0.251231,-0.051405,-0.501723,-0.284339,0.25417,0.22643,-0.000567,0.000028,0.000051,-1,0.038863,0.138269,0.300272,0.198121,0.129213,0.298364,0.1978,0.130621,0.380969,0.196049,0.127781,0.218794,0.039421,0.124973,0.299158,0.038998,0.126426,0.223254,-0.107405,0.133735,0.378035,-0.107828,0.131888,0.298766,-0.107624,0.133438,0.225742,0.039147,0.124202,0.380602
-0.911573,0.003922,-0.000132,-0.411121,-0.104967,0.137567,0.222982,-0.82606,-0.25119,-0.051425,-0.50188,-0.284414,0.254184,0.22648,-0.000521,0.000022,0.000049,-1,0.03884,0.138241,0.300261,0.198092,0.129183,0.298356,0.197775,0.130606,0.380964,0.196037,0.127766,0.218785,0.039401,0.124958,0.299143,0.038977,0.126403,0.223242,-0.107421,0.133713,0.378025,-0.107847,0.131868,0.29876,-0.107648,0.133429,0.225732,0.039128,0.124194,0.380595
-0.911499,0.003681,-0.000237,-0.411287,-0.10497,0.13756,0.223001,-0.826054,-0.251183,-0.051464,-0.50189,-0.284462,0.254188,0.226475,-0.000567,0.000034,0.00006,-1,0.038835,0.138259,0.300234,0.198077,0.129199,0.298335,0.197763,0.130603,0.380939,0.196026,0.127765,0.218754,0.039397,0.124958,0.299122,0.038974,0.126406,0.223217,-0.107435,0.13371,0.378,-0.107845,0.13187,0.298734,-0.107659,0.133419,0.225702,0.039117,0.124197,0.38057
-0.911434,0.003378,-0.000397,-0.411433,-0.104986,0.137539,0.22302,-0.825919,-0.251181,-0.051535,-0.502105,-0.284518,0.254215,0.22654,-0.000517,0.000033,0.000047,-1,0.038812,0.138241,0.30022,0.198058,0.129203,0.298318,0.197745,0.130592,0.380918,0.196009,0.127775,0.218729,0.039373,0.124953,0.299107,0.038959,0.126399,0.223196,-0.107457,0.13371,0.377988,-0.107868,0.131874,0.298726,-0.107678,0.13341,0.225688,0.039103,0.124198,0.380559
-0.911354,0.003093,-0.000687,-0.411612,-0.105008,0.137537,0.22305,-0.826034,-0.25124,-0.051617,-0.501878,-0.284527,0.254184,0.226489,-0.00049,-0.000018,0.000006,-1,0.038799,0.138239,0.300188,0.198057,0.129201,0.29831,0.197748,0.130603,0.380903,0.196004,0.127773,0.218727,0.039372,0.124963,0.299089,0.038959,0.126413,0.223188,-0.107456,0.133705,0.377968,-0.10787,0.131874,0.298709,-0.107686,0.133421,0.225664,0.039103,0.124213,0.380548
-0.911028,0.003004,0.00028,-0.412334,-0.104979,0.137608,0.223165,-0.826142,-0.251299,-0.051676,-0.501665,-0.284548,0.254134,0.22646,-0.000483,-0.000019,0.000015,-1,0.038797,0.138222,0.300197,0.19805,0.129194,0.298319,0.197746,0.130581,0.380911,0.195997,0.127777,0.218744,0.039368,0.12494,0.299098,0.038949,0.126413,0.223202,-0.107468,0.133694,0.377975,-0.107871,0.13187,0.298714,-0.107685,0.133413,0.225682,0.039099,0.124203,0.380556
-0.91093,0.002578,-0.000169,-0.412554,-0.104994,0.137606,0.223219,-0.826275,-0.251368,-0.05177,-0.501402,-0.284545,0.254093,0.226419,-0.000464,0.000047,0.00004,-1,0.038834,0.138197,0.300223,0.198069,0.129178,0.298322,0.197761,0.130584,0.380915,0.196017,0.127785,0.218753,0.03939,0.124935,0.299101,0.038965,0.12641,0.223211,-0.107448,0.133693,0.37798,-0.107856,0.131854,0.298722,-0.107664,0.133412,0.225684,0.03912,0.124192,0.380555
-0.910838,0.002165,-0.000478,-0.412758,-0.105012,0.137586,0.223294,-0.826329,-0.25141,-0.051861,-0.501282,-0.284565,0.254064,0.22643,-0.000451,0.000037,0.000024,-1,0.038841,0.138186,0.300243,0.198071,0.129181,0.298346,0.197782,0.130569,0.380936,0.196019,0.127781,0.218783,0.039401,0.124931,0.299124,0.03897,0.126415,0.223242,-0.107429,0.133676,0.377999,-0.107841,0.131846,0.298739,-0.107654,0.133405,0.225715,0.039122,0.124183,0.380583
-0.910702,0.001709,-0.00096,-0.413059,-0.105032,0.137611,0.223375,-0.826338,-0.251404,-0.051896,-0.501267,-0.284583,0.25405,0.226455,-0.000464,0.00004,0.000039,-1,0.03886,0.138201,0.300256,0.198096,0.129183,0.298356,0.197811,0.130578,0.380954,0.196037,0.12779,0.218794,0.039411,0.124932,0.299137,0.038986,0.126433,0.223259,-0.107408,0.133699,0.378014,-0.107823,0.131846,0.298745,-0.10763,0.133412,0.225722,0.039143,0.124191,0.380588
-0.910556,0.00134,-0.001324,-0.413381,-0.105081,0.137632,0.223456,-0.826236,-0.251343,-0.05192,-0.501463,-0.284633,0.254057,0.226538,-0.000476,0.000036,0.000039,-1,0.038871,0.138212,0.300271,0.198096,0.129196,0.298377,0.197807,0.130582,0.380957,0.196031,0.127803,0.218817,0.039417,0.124945,0.299145,0.038988,0.126453,0.223275,-0.107404,0.133703,0.378033,-0.107833,0.13186,0.29876,-0.10762,0.133417,0.225741,0.039154,0.12419,0.380604
-0.910405,0.001158,-0.001521,-0.413714,-0.10515,0.137676,0.223523,-0.826257,-0.251286,-0.051872,-0.501463,-0.284663,0.254033,0.226548,-0.000701,0.000047,-0.000013,-1,0.038904,0.138336,0.300267,0.198111,0.12922,0.298379,0.19783,0.130606,0.380954,0.196047,0.127821,0.218813,0.039432,0.124956,0.299144,0.038998,0.126467,0.223275,-0.107399,0.133725,0.378034,-0.107816,0.131878,0.298758,-0.107612,0.133434,0.225744,0.039164,0.124199,0.380599
-0.910261,0.000961,-0.001757,-0.414029,-0.105227,0.137702,0.22361,-0.826136,-0.251241,-0.051833,-0.501688,-0.284705,0.254049,0.226635,-0.000524,0.000024,0.000045,-1,0.038872,0.138256,0.300278,0.198102,0.129239,0.298394,0.197813,0.130619,0.380957,0.196039,0.127814,0.218821,0.03942,0.124968,0.299157,0.03899,0.126474,0.223281,-0.1074,0.133736,0.378048,-0.107817,0.131884,0.298767,-0.107619,0.133439,0.225749,0.03915,0.124212,0.380606
-0.91012,0.000871,-0.002004,-0.41434,-0.105322,0.137732,0.223691,-0.826247,-0.251244,-0.051759,-0.501512,-0.284711,0.253999,0.226609,-0.000506,0.00003,0.000038,-1,0.038865,0.138265,0.300276,0.19809,0.129259,0.298398,0.197801,0.130635,0.380959,0.196036,0.127829,0.218819,0.03941,0.12499,0.299157,0.038983,0.126476,0.223276,-0.107405,0.133755,0.378041,-0.10782,0.131909,0.298771,-0.10763,0.133453,0.225747,0.039149,0.124224,0.380604
-0.909984,0.000741,-0.002277,-0.414636,-0.105428,0.137737,0.223788,-0.826156,-0.251242,-0.051725,-0.501665,-0.284745,0.253997,0.226683,-0.000537,0.000036,0.000057,-1,0.038847,0.138278,0.300279,0.198066,0.129262,0.298398,0.197783,0.130639,0.380968,0.196005,0.127809,0.218819,0.039393,0.124994,0.299154,0.038957,0.126465,0.223285,-0.107422,0.13376,0.378043,-0.107839,0.131904,0.298779,-0.107654,0.133449,0.225741,0.039125,0.124226,0.380608
-0.90983,0.000692,-0.002459,-0.414974,-0.105517,0.137761,0.223871,-0.826211,-0.251249,-0.051621,-0.501583,-0.28475,0.253956,0.226671,-0.000518,-0.000023,0.000022,-1,0.038824,0.138287,0.300246,0.198053,0.129276,0.298393,0.19777,0.130648,0.380949,0.196003,0.127813,0.218805,0.039398,0.125009,0.299146,0.038958,0.126472,0.223262,-0.107428,0.133772,0.378027,-0.10784,0.131923,0.298768,-0.107661,0.133451,0.225731,0.039117,0.12424,0.380591
-0.909675,0.000578,-0.002585,-0.415313,-0.105593,0.137762,0.22397,-0.826104,-0.251121,-0.051534,-0.501831,-0.28481,0.253943,0.226759,-0.000496,-0.000034,0.000033,-1,0.038809,0.138273,0.300239,0.198038,0.129279,0.298384,0.197756,0.130642,0.380941,0.195989,0.127798,0.218788,0.039379,0.125003,0.299133,0.038937,0.126437,0.22325,-0.107436,0.133766,0.378021,-0.107855,0.131915,0.298759,-0.107673,0.133454,0.22572,0.039105,0.124236,0.380588
-0.909495,0.000505,-0.002672,-0.415706,-0.105658,0.137781,0.224082,-0.826218,-0.251115,-0.051443,-0.501655,-0.284814,0.253876,0.226726,-0.000583,0.000032,0.000068,-1,0.038831,0.138306,0.300237,0.198036,0.129284,0.298382,0.197758,0.130642,0.380928,0.195994,0.127803,0.218776,0.039385,0.124998,0.299121,0.038947,0.126428,0.223224,-0.107438,0.133771,0.378011,-0.107852,0.131922,0.298744,-0.107661,0.133456,0.225709,0.039117,0.124234,0.380577
-0.909326,0.000306,-0.002874,-0.416075,-0.105713,0.137784,0.224217,-0.826229,-0.251066,-0.051374,-0.501669,-0.284846,0.253832,0.226766,-0.000545,-0.000031,0.00003,-1,0.038806,0.138282,0.300222,0.198025,0.129277,0.298391,0.197755,0.130633,0.380929,0.195987,0.127787,0.218774,0.039385,0.125,0.299122,0.038938,0.126407,0.223229,-0.107447,0.133757,0.378006,-0.107855,0.131913,0.298753,-0.107669,0.133434,0.225708,0.039111,0.124228,0.380579
-0.909198,0.000136,-0.003115,-0.416353,-0.105765,0.137761,0.224335,-0.826507,-0.251194,-0.051384,-0.501147,-0.284809,0.253727,0.226658,-0.000571,0.000039,0.000065,-1,0.038833,0.138283,0.30024,0.198026,0.129267,0.298404,0.19776,0.130622,0.380939,0.196004,0.127779,0.218764,0.039389,0.124981,0.299125,0.03895,0.126405,0.223229,-0.107427,0.133739,0.378007,-0.107846,0.131911,0.298743,-0.107665,0.133431,0.225709,0.039114,0.124215,0.380576
-0.90906,0.000008,-0.003244,-0.416653,-0.105825,0.137743,0.224489,-0.826586,-0.251155,-0.051393,-0.501034,-0.284841,0.253648,0.226682,-0.000532,0.000035,0.000054,-1,0.03883,0.138256,0.300255,0.198,0.129238,0.298424,0.197765,0.130609,0.380956,0.196007,0.127771,0.218782,0.039386,0.124975,0.299141,0.038956,0.126406,0.223239,-0.107434,0.133732,0.378022,-0.10785,0.131881,0.298753,-0.107666,0.133431,0.22573,0.039108,0.124203,0.380592
-0.908911,-0.000151,-0.003455,-0.416976,-0.105863,0.137746,0.224627,-0.826671,-0.251146,-0.051459,-0.500892,-0.284854,0.253585,0.226688,-0.000482,0.000046,0.000061,-1,0.03884,0.138223,0.300268,0.198,0.129231,0.298435,0.197778,0.130606,0.380969,0.196025,0.127785,0.21879,0.039397,0.124961,0.299146,0.038973,0.126408,0.223252,-0.107424,0.133718,0.378025,-0.107843,0.131879,0.298763,-0.107646,0.133422,0.225747,0.039119,0.124203,0.380602
-0.908774,-0.000397,-0.003724,-0.417273,-0.105886,0.137722,0.224756,-0.826607,-0.251041,-0.051453,-0.501051,-0.284905,0.253533,0.226764,-0.000539,0.00003,0.000049,-1,0.038847,0.13824,0.300265,0.198003,0.129224,0.298444,0.197787,0.130598,0.380969,0.196023,0.127769,0.218791,0.039405,0.124952,0.29915,0.038979,0.126401,0.223258,-0.107411,0.133698,0.378025,-0.107836,0.131868,0.298755,-0.107633,0.13341,0.225748,0.039126,0.124189,0.380601
-0.908618,-0.000523,-0.003816,-0.417611,-0.105899,0.137731,0.22487,-0.826658,-0.250944,-0.051484,-0.501012,-0.28494,0.253469,0.226769,-0.000752,0.00005,0.000004,-1,0.038887,0.138349,0.300246,0.198027,0.129218,0.298436,0.197798,0.13059,0.38095,0.196049,0.127774,0.218775,0.039424,0.124943,0.299133,0.038993,0.126423,0.223239,-0.107398,0.133708,0.378007,-0.10781,0.131862,0.298739,-0.107607,0.133411,0.225724,0.039155,0.124188,0.380578
-0.908494,-0.000727,-0.004025,-0.417877,-0.105921,0.137709,0.224976,-0.826502,-0.250818,-0.051592,-0.501321,-0.285007,0.253466,0.226883,-0.000443,-0.000019,0.000015,-1,0.038862,0.138213,0.300221,0.198022,0.129222,0.298428,0.197814,0.130598,0.380935,0.196043,0.127795,0.218773,0.039428,0.124958,0.299112,0.038989,0.126423,0.223234,-0.10739,0.133706,0.378002,-0.107816,0.131857,0.298726,-0.107608,0.133412,0.225706,0.039158,0.1242,0.380575
-0.908369,-0.000815,-0.00415,-0.418149,-0.105947,0.137721,0.225091,-0.826549,-0.2508,-0.051615,-0.50125,-0.285019,0.253417,0.226889,-0.000455,-0.00002,0.000015,-1,0.038865,0.138234,0.300208,0.19801,0.129236,0.298415,0.197816,0.130618,0.380913,0.196052,0.127814,0.218756,0.039431,0.124975,0.299103,0.038987,0.126449,0.223226,-0.107382,0.133727,0.377984,-0.10781,0.131889,0.298717,-0.107591,0.133441,0.225693,0.039159,0.124218,0.380554
-0.908274,-0.000913,-0.004274,-0.418354,-0.105992,0.137699,0.225206,-0.826543,-0.250825,-0.051738,-0.501235,-0.28504,0.253388,0.226942,-0.00044,0.000047,0.000042,-1,0.038875,0.138222,0.300228,0.197992,0.129235,0.298426,0.19781,0.130612,0.380911,0.196022,0.127826,0.218768,0.039421,0.124972,0.299098,0.038971,0.126454,0.223239,-0.107391,0.133728,0.377989,-0.107814,0.131886,0.298723,-0.10761,0.133425,0.225692,0.039154,0.12422,0.380564
-0.908135,-0.000874,-0.004226,-0.418656,-0.106034,0.137715,0.225342,-0.826737,-0.250905,-0.05181,-0.500867,-0.285028,0.253304,0.226889,-0.000716,0.000065,0.000006,-1,0.038891,0.138352,0.300221,0.197983,0.129233,0.29843,0.197808,0.130613,0.380904,0.196025,0.127815,0.218776,0.039424,0.124971,0.299095,0.03897,0.126448,0.223241,-0.107387,0.133728,0.377991,-0.10781,0.131883,0.298717,-0.10761,0.133439,0.225686,0.039149,0.124229,0.38056
-0.908005,-0.000839,-0.004109,-0.418939,-0.106088,0.137715,0.225484,-0.826803,-0.250883,-0.051836,-0.500766,-0.285065,0.253243,0.226918,-0.000497,0.000047,0.000045,-1,0.038859,0.138238,0.300237,0.197961,0.129227,0.298442,0.197792,0.130608,0.380922,0.196004,0.127797,0.218789,0.039411,0.124966,0.299108,0.038958,0.126436,0.22325,-0.10741,0.133723,0.377999,-0.107832,0.131883,0.298727,-0.10762,0.133421,0.225697,0.039136,0.124213,0.380569
-0.907846,-0.000766,-0.003903,-0.419285,-0.106136,0.137749,0.225628,-0.826931,-0.250885,-0.05185,-0.500553,-0.285077,0.253179,0.226906,-0.000469,0.000042,0.000044,-1,0.038849,0.138223,0.300239,0.197946,0.129245,0.298453,0.197785,0.130607,0.380915,0.196005,0.127796,0.218794,0.039402,0.124972,0.299116,0.038955,0.126437,0.223247,-0.107416,0.133732,0.378,-0.107831,0.131881,0.298732,-0.107626,0.133427,0.225701,0.039134,0.12422,0.380572
-0.907715,-0.00071,-0.003695,-0.419571,-0.106194,0.137762,0.225772,-0.826878,-0.250815,-0.051913,-0.500669,-0.285136,0.253164,0.227003,-0.000491,0.000034,0.000042,-1,0.038829,0.138236,0.300256,0.19792,0.129237,0.298481,0.197761,0.130612,0.380939,0.195995,0.127794,0.218805,0.039386,0.124977,0.299137,0.038945,0.126447,0.223259,-0.107438,0.133735,0.378015,-0.107851,0.131884,0.298757,-0.107644,0.13343,0.22572,0.039113,0.124214,0.380591
-0.907559,-0.000666,-0.003462,-0.41991,-0.106241,0.137794,0.225918,-0.826995,-0.250747,-0.051915,-0.500511,-0.285175,0.2531,0.227019,-0.000502,0.000036,0.000037,-1,0.038827,0.138242,0.300264,0.197909,0.129245,0.2985,0.197763,0.130612,0.380955,0.195996,0.127797,0.218808,0.039383,0.124973,0.299146,0.038948,0.126448,0.223264,-0.107446,0.133727,0.378028,-0.107862,0.131881,0.298761,-0.107648,0.133425,0.225734,0.039109,0.124214,0.380605
-0.907463,-0.000625,-0.00308,-0.42012,-0.10627,0.13778,0.226044,-0.827109,-0.250726,-0.051927,-0.500331,-0.285203,0.253028,0.227037,-0.000505,0.000026,0.000024,-1,0.038821,0.138229,0.30029,0.197897,0.129229,0.298525,0.197756,0.130596,0.380984,0.196001,0.12778,0.21883,0.039373,0.124966,0.299174,0.038951,0.12643,0.223294,-0.107448,0.133713,0.378051,-0.107871,0.131865,0.298788,-0.107644,0.133454,0.225773,0.039104,0.1242,0.380622
-0.907358,-0.000548,-0.002566,-0.420351,-0.106281,0.137783,0.226134,-0.827277,-0.250703,-0.051857,-0.500072,-0.285203,0.252944,0.227014,-0.00053,0.000023,0.000036,-1,0.038828,0.138228,0.300299,0.197894,0.129214,0.298539,0.197765,0.130593,0.380987,0.196007,0.12777,0.218838,0.039383,0.124942,0.299182,0.038961,0.126427,0.223289,-0.107445,0.133707,0.378063,-0.107865,0.131841,0.298797,-0.107637,0.133495,0.225783,0.03911,0.124191,0.380634
-0.907331,-0.000458,-0.001937,-0.420411,-0.106274,0.137765,0.226149,-0.827298,-0.25058,-0.051784,-0.500107,-0.285244,0.252882,0.227066,-0.000536,0.000027,0.000046,-1,0.038835,0.138213,0.300305,0.197898,0.129202,0.298546,0.197771,0.130578,0.380992,0.196016,0.127754,0.21884,0.039386,0.124942,0.299185,0.038963,0.12641,0.223296,-0.107436,0.133678,0.378063,-0.107859,0.131829,0.298805,-0.107639,0.133494,0.225782,0.039116,0.124173,0.38064
-0.90727,-0.000511,-0.001581,-0.420545,-0.106255,0.137777,0.226139,-0.827279,-0.250511,-0.05176,-0.500174,-0.285257,0.252865,0.227105,-0.000537,0.000018,0.000025,-1,0.038845,0.138215,0.300281,0.197914,0.129206,0.298537,0.197779,0.130577,0.380976,0.196027,0.127747,0.21881,0.039399,0.124948,0.299166,0.038976,0.126421,0.22327,-0.107425,0.133666,0.378044,-0.107847,0.131831,0.298785,-0.107626,0.133506,0.225766,0.039132,0.124181,0.380623
-0.907225,-0.000755,-0.001517,-0.420642,-0.106249,0.137773,0.226128,-0.82718,-0.250369,-0.05168,-0.500417,-0.285301,0.252843,0.227186,-0.000485,-0.000032,0.000007,-1,0.038835,0.138205,0.300244,0.197904,0.129204,0.298515,0.19778,0.130581,0.380947,0.196028,0.127751,0.218783,0.039398,0.124955,0.299137,0.038974,0.126419,0.223247,-0.107428,0.13369,0.378023,-0.107844,0.131836,0.298761,-0.107613,0.133515,0.225744,0.039132,0.124191,0.380594
-0.90718,-0.000886,-0.001299,-0.420741,-0.106241,0.137789,0.22612,-0.827214,-0.250344,-0.051643,-0.500377,-0.285296,0.252817,0.227199,-0.000487,-0.000027,0.000003,-1,0.038838,0.138214,0.300219,0.197905,0.129219,0.298496,0.197788,0.130598,0.380926,0.196033,0.127763,0.218755,0.039405,0.124974,0.299113,0.038978,0.126446,0.223222,-0.107421,0.133693,0.378004,-0.107843,0.131859,0.298737,-0.107614,0.133548,0.22571,0.03914,0.124197,0.380571
-0.907143,-0.001005,-0.001069,-0.420819,-0.106253,0.137774,0.226134,-0.827203,-0.250301,-0.05163,-0.500419,-0.285312,0.252785,0.227263,-0.000471,-0.00003,0.000011,-1,0.038825,0.138218,0.300215,0.197891,0.129226,0.298492,0.197776,0.130601,0.380919,0.196011,0.127765,0.218752,0.039396,0.124978,0.29911,0.038963,0.126432,0.22322,-0.107433,0.133704,0.377993,-0.107849,0.131861,0.298732,-0.107629,0.133573,0.225702,0.039122,0.12421,0.380566
-0.90708,-0.00106,-0.000856,-0.420957,-0.106264,0.137782,0.226156,-0.825971,-0.249336,-0.05143,-0.502951,-0.285617,0.253033,0.227979,-0.000476,0.000036,0.00005,-1,0.038841,0.138218,0.300231,0.197879,0.129215,0.298492,0.197771,0.130599,0.380921,0.19602,0.127773,0.218761,0.039394,0.124982,0.299107,0.038967,0.126437,0.223217,-0.107431,0.133711,0.377989,-0.107845,0.131853,0.29873,-0.107631,0.133597,0.225703,0.039125,0.12422,0.380565
-0.907026,-0.001203,-0.000697,-0.421072,-0.106279,0.137767,0.226185,-0.826009,-0.249315,-0.051358,-0.502905,-0.285621,0.252989,0.228031,-0.000493,0.000039,0.000028,-1,0.03883,0.138221,0.300239,0.197864,0.129205,0.298506,0.197763,0.130599,0.380933,0.196009,0.127757,0.218768,0.039387,0.124972,0.299121,0.038958,0.126426,0.223229,-0.107436,0.13371,0.378006,-0.107852,0.131865,0.298736,-0.107638,0.133605,0.225729,0.039114,0.124213,0.380578
-0.906951,-0.001354,-0.000574,-0.421234,-0.106278,0.137777,0.226208,-0.82608,-0.249273,-0.051298,-0.502815,-0.28562,0.252947,0.228051,-0.000493,0.000038,0.000042,-1,0.038831,0.138228,0.300242,0.197858,0.129203,0.298515,0.197774,0.130609,0.380938,0.196009,0.127772,0.218775,0.039395,0.124981,0.299125,0.038969,0.126444,0.223234,-0.107426,0.133714,0.378006,-0.107848,0.131864,0.298742,-0.107628,0.133633,0.225733,0.039123,0.124219,0.380573
-0.906877,-0.0016,-0.000577,-0.421393,-0.106275,0.137788,0.226233,-0.826028,-0.249238,-0.051279,-0.50292,-0.285631,0.252941,0.22814,-0.000494,0.000032,0.000043,-1,0.038832,0.138237,0.30025,0.197847,0.129213,0.298528,0.19777,0.130609,0.380948,0.196016,0.127786,0.218783,0.039392,0.124998,0.299133,0.038958,0.126462,0.223248,-0.107436,0.13373,0.378019,-0.107848,0.131881,0.29875,-0.107631,0.133668,0.225747,0.039115,0.12423,0.380587
-0.906799,-0.001814,-0.000639,-0.421559,-0.106268,0.137802,0.22624,-0.826066,-0.249196,-0.051267,-0.502879,-0.285627,0.25291,0.22817,-0.000519,0.000034,0.00004,-1,0.038847,0.13826,0.300253,0.197857,0.129221,0.298536,0.197786,0.130621,0.380962,0.196024,0.127804,0.218783,0.039408,0.125022,0.299131,0.038975,0.126496,0.22325,-0.107418,0.133744,0.378021,-0.107845,0.131895,0.298751,-0.107611,0.133722,0.22575,0.039126,0.124241,0.380585
-0.906711,-0.002006,-0.000632,-0.421747,-0.106263,0.137801,0.226264,-0.826033,-0.249152,-0.05128,-0.502953,-0.28563,0.25289,0.228249,-0.000512,0.000032,0.000038,-1,0.038862,0.138254,0.300263,0.197862,0.12921,0.298557,0.197797,0.130614,0.380964,0.196036,0.127806,0.2188,0.03941,0.125009,0.299146,0.03898,0.1265,0.223267,-0.107412,0.13374,0.378033,-0.107834,0.131887,0.298759,-0.107592,0.133746,0.225767,0.039138,0.124241,0.380599
-0.906624,-0.002083,-0.000506,-0.421934,-0.106258,0.137797,0.226282,-0.826116,-0.249165,-0.051218,-0.502818,-0.285606,0.252839,0.228255,-0.000528,0.000026,0.000048,-1,0.038876,0.138252,0.300274,0.197869,0.129194,0.298566,0.197816,0.130619,0.380964,0.196048,0.1278,0.21881,0.039428,0.125005,0.299147,0.038993,0.126499,0.22328,-0.107394,0.133738,0.378038,-0.107816,0.131874,0.298765,-0.107574,0.133753,0.225783,0.039158,0.124228,0.380602
-0.906556,-0.002243,-0.000553,-0.42208,-0.10626,0.137781,0.2263,-0.826124,-0.249151,-0.051183,-0.502816,-0.2856,0.252812,0.228318,-0.000506,0.000028,0.000046,-1,0.038876,0.138235,0.300285,0.197854,0.129192,0.298579,0.197816,0.130604,0.380973,0.196036,0.127786,0.218829,0.039425,0.124994,0.299158,0.038981,0.126484,0.223294,-0.107386,0.133723,0.378051,-0.107817,0.131858,0.29878,-0.107587,0.13377,0.225795,0.039155,0.124221,0.380616
