Format Version,1.23,Take Name,cap_052,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.58.26.275 PM,Total Frames in Take,2350,Total Exported Frames,2350,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3259,Unlabeled 3259,Unlabeled 3259,Unlabeled 3260,Unlabeled 3260,Unlabeled 3260,Unlabeled 3261,Unlabeled 3261,Unlabeled 3261,Unlabeled 3262,Unlabeled 3262,Unlabeled 3262,Unlabeled 3263,Unlabeled 3263,Unlabeled 3263,Unlabeled 3264,Unlabeled 3264,Unlabeled 3264,Unlabeled 3265,Unlabeled 3265,Unlabeled 3265,Unlabeled 3266,Unlabeled 3266,Unlabeled 3266,Unlabeled 3267,Unlabeled 3267,Unlabeled 3267,Unlabeled 3268,Unlabeled 3268,Unlabeled 3268,Unlabeled 3269,Unlabeled 3269,Unlabeled 3269,Unlabeled 3270,Unlabeled 3270,Unlabeled 3270,Unlabeled 3272,Unlabeled 3272,Unlabeled 3272,Unlabeled 3274,Unlabeled 3274,Unlabeled 3274,Unlabeled 3275,Unlabeled 3275,Unlabeled 3275,Unlabeled 3276,Unlabeled 3276,Unlabeled 3276,Unlabeled 3277,Unlabeled 3277,Unlabeled 3277,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E1A80","E1A80","E1A80","E1AD0","E1AD0","E1AD0","E1B30","E1B30","E1B30","E1B40","E1B40","E1B40","E1A30","E1A30","E1A30","E1A20","E1A20","E1A20","E1AE0","E1AE0","E1AE0","E1BA0","E1BA0","E1BA0","E1D20","E1D20","E1D20","E1DF0","E1DF0","E1DF0","E1E10","E1E10","E1E10","E1E20","E1E20","E1E20","E1E80","E1E80","E1E80","E1EA0","E1EA0","E1EA0","E1EE0","E1EE0","E1EE0","E1F60","E1F60","E1F60","E1F70","E1F70","E1F70","E1F20","E1F20","E1F20","E1FF0","E1FF0","E1FF0","E2000","E2000","E2000","E1FC0","E1FC0","E1FC0","E2010","E2010","E2010","E1C00","E1C00","E1C00","E1B70","E1B70","E1B70","E1B90","E1B90","E1B90","E18B0","E18B0","E18B0","E1B60","E1B60","E1B60","E1A70","E1A70","E1A70","E1F40","E1F40","E1F40","E1F10","E1F10","E1F10","E1A90","E1A90","E1A90","E1A40","E1A40","E1A40"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.820041,0.124711,-0.180830,-0.528470,-0.051581,0.357866,-0.083429,-0.763473,-0.284476,0.236311,-0.529471,-0.377295,0.436534,-0.049702,-0.001104,-0.000313,-0.000091,-0.999999,0.038886,0.138419,0.300255,0.215917,0.141260,0.428043,0.168627,0.141530,0.560856,-0.122248,0.143251,0.486896,-0.123370,0.141678,0.557774,0.231191,0.121990,0.562592,0.039385,0.124119,0.299013,0.039175,0.123713,0.380520,-0.351398,0.440234,-0.066450,-0.107702,0.133314,0.225519,0.039147,0.125383,0.223166,0.198032,0.129685,0.298245,0.197806,0.130859,0.380849,0.195991,0.128064,0.218650,-0.107820,0.132175,0.298532,-0.107348,0.133971,0.377891,,,,,,,,,,,,,,,,,,,,,,0.077222,0.457219,-0.294767,-0.044088,0.388289,-0.181860,0.033236,0.451515,-0.304734,0.005916,0.382013,-0.137140,-0.011229,0.424995,-0.161488,-0.403015,0.559360,-0.181061,-0.449321,0.565597,-0.172219,-0.467310,0.522838,-0.125484,-0.500414,0.529360,-0.072351,-0.560313,0.520017,-0.096575
1,0.004167,-0.819985,0.124753,-0.180921,-0.528515,-0.051681,0.357891,-0.083330,-0.763380,-0.284547,0.236331,-0.529558,-0.377329,0.436630,-0.049613,-0.001213,-0.000301,-0.000057,-0.999999,0.038859,0.138471,0.300261,0.215893,0.141271,0.428058,0.168550,0.141474,0.560877,-0.122273,0.143270,0.486903,-0.123397,0.141697,0.557775,0.231178,0.122006,0.562582,0.039353,0.124136,0.299024,0.039150,0.123739,0.380533,-0.351433,0.440289,-0.066380,-0.107729,0.133330,0.225525,0.039121,0.125396,0.223180,0.198013,0.129716,0.298257,0.197791,0.130879,0.380859,0.195982,0.128086,0.218640,-0.107842,0.132200,0.298539,-0.107374,0.133998,0.377895,,,,,,,,,,,,,,,,,,,,,,0.077156,0.457203,-0.294640,-0.044130,0.388196,-0.181843,0.033175,0.451531,-0.304621,0.005819,0.382045,-0.137033,-0.011309,0.425045,-0.161376,-0.403082,0.559427,-0.180996,-0.449391,0.565648,-0.172146,-0.467366,0.522903,-0.125413,-0.500473,0.529431,-0.072264,-0.560363,0.520070,-0.096483
2,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.012500,-0.819913,0.125104,-0.180848,-0.528570,-0.051915,0.357962,-0.083095,-0.763173,-0.284690,0.236261,-0.529811,-0.377400,0.436876,-0.049361,-0.001144,-0.000373,-0.000103,-0.999999,0.038824,0.138480,0.300300,0.215857,0.141300,0.428140,0.168509,0.141510,0.560910,-0.122297,0.143300,0.486955,-0.123412,0.141727,0.557830,0.231281,0.122094,0.562531,0.039303,0.124167,0.299082,0.039112,0.123762,0.380585,-0.351519,0.440412,-0.066236,-0.107761,0.133349,0.225575,0.039087,0.125432,0.223238,0.197974,0.129760,0.298314,0.197751,0.130911,0.380914,0.195975,0.128081,0.218669,-0.107886,0.132239,0.298601,-0.107406,0.134022,0.377949,,,,,,,,,,,,,,,,,,,,,,0.077041,0.457175,-0.294366,-0.044310,0.388187,-0.181690,0.033055,0.451550,-0.304348,0.005626,0.382084,-0.136769,-0.011471,0.425107,-0.161121,-0.403202,0.559596,-0.180814,-0.449525,0.565790,-0.171971,-0.467501,0.523087,-0.125204,-0.500593,0.529586,-0.072034,-0.560481,0.520189,-0.096281
4,0.016667,-0.819919,0.125397,-0.180656,-0.528556,-0.052028,0.357988,-0.082954,-0.763260,-0.284699,0.236368,-0.529634,-0.377453,0.436902,-0.049298,-0.001030,-0.000336,0.000005,-0.999999,0.038810,0.138393,0.300364,0.215791,0.141208,0.428215,0.168522,0.141499,0.560966,-0.122302,0.143289,0.486996,-0.123411,0.141724,0.557883,0.231187,0.121988,0.562639,0.039311,0.124161,0.299127,0.039113,0.123753,0.380621,-0.351539,0.440458,-0.066169,-0.107760,0.133351,0.225620,0.039092,0.125445,0.223281,0.197981,0.129762,0.298363,0.197737,0.130920,0.380965,0.195983,0.128060,0.218696,-0.107876,0.132250,0.298655,-0.107402,0.134028,0.377983,,,,,,,,,,,,,,,,,,,,,,0.077001,0.457159,-0.294209,-0.044430,0.388268,-0.181504,0.033005,0.451550,-0.304199,0.005537,0.382074,-0.136617,-0.011536,0.425107,-0.160989,-0.403244,0.559657,-0.180716,-0.449581,0.565875,-0.171850,-0.467557,0.523178,-0.125085,-0.500630,0.529638,-0.071913,-0.560521,0.520260,-0.096155
5,0.020833,-0.819943,0.125744,-0.180364,-0.528536,-0.052154,0.358014,-0.082815,-0.763304,-0.284731,0.236384,-0.529545,-0.377502,0.436937,-0.049216,-0.001316,-0.000324,-0.000005,-0.999999,0.038823,0.138528,0.300396,0.215861,0.141284,0.428229,0.168502,0.141498,0.561000,-0.122306,0.143296,0.487036,-0.123421,0.141724,0.557925,0.231189,0.121959,0.562671,0.039301,0.124174,0.299169,0.039102,0.123747,0.380652,-0.351567,0.440473,-0.066102,-0.107772,0.133349,0.225661,0.039075,0.125442,0.223313,0.197971,0.129767,0.298399,0.197725,0.130917,0.381001,0.195976,0.128044,0.218722,-0.107891,0.132250,0.298707,-0.107415,0.134028,0.378027,,,,,,,,,,,,,,,,,,,,,,0.076928,0.457123,-0.294047,-0.044551,0.388351,-0.181333,0.032942,0.451557,-0.304049,0.005436,0.382064,-0.136482,-0.011615,0.425096,-0.160854,-0.403296,0.559717,-0.180599,-0.449642,0.565937,-0.171756,-0.467612,0.523233,-0.124971,-0.500677,0.529672,-0.071811,-0.560578,0.520322,-0.096024
