Format Version,1.23,Take Name,cap_067,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.05.29.976 PM,Total Frames in Take,1670,Total Exported Frames,1670,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3801,Unlabeled 3801,Unlabeled 3801,Unlabeled 3802,Unlabeled 3802,Unlabeled 3802,Unlabeled 3803,Unlabeled 3803,Unlabeled 3803,Unlabeled 3804,Unlabeled 3804,Unlabeled 3804,Unlabeled 3805,Unlabeled 3805,Unlabeled 3805,Unlabeled 3806,Unlabeled 3806,Unlabeled 3806,Unlabeled 3807,Unlabeled 3807,Unlabeled 3807,Unlabeled 3808,Unlabeled 3808,Unlabeled 3808,Unlabeled 3809,Unlabeled 3809,Unlabeled 3809,Unlabeled 3810,Unlabeled 3810,Unlabeled 3810,Unlabeled 3811,Unlabeled 3811,Unlabeled 3811,Unlabeled 3812,Unlabeled 3812,Unlabeled 3812,Unlabeled 3813,Unlabeled 3813,Unlabeled 3813,Unlabeled 3814,Unlabeled 3814,Unlabeled 3814,Unlabeled 3815,Unlabeled 3815,Unlabeled 3815,Unlabeled 3816,Unlabeled 3816,Unlabeled 3816,Unlabeled 3817,Unlabeled 3817,Unlabeled 3817,Unlabeled 3818,Unlabeled 3818,Unlabeled 3818,Unlabeled 3819,Unlabeled 3819,Unlabeled 3819,Unlabeled 3820,Unlabeled 3820,Unlabeled 3820,Unlabeled 3821,Unlabeled 3821,Unlabeled 3821,Unlabeled 3822,Unlabeled 3822,Unlabeled 3822,Unlabeled 3823,Unlabeled 3823,Unlabeled 3823,Unlabeled 3824,Unlabeled 3824,Unlabeled 3824,Unlabeled 3825,Unlabeled 3825,Unlabeled 3825,Unlabeled 3826,Unlabeled 3826,Unlabeled 3826,Unlabeled 3827,Unlabeled 3827,Unlabeled 3827,Unlabeled 3828,Unlabeled 3828,Unlabeled 3828,Unlabeled 3829,Unlabeled 3829,Unlabeled 3829,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E4160","E4160","E4160","E42A0","E42A0","E42A0","E4320","E4320","E4320","E4330","E4330","E4330","E4660","E4660","E4660","E42B0","E42B0","E42B0","E42C0","E42C0","E42C0","E4910","E4910","E4910","E4A80","E4A80","E4A80","E4A90","E4A90","E4A90","E4AB0","E4AB0","E4AB0","E4AC0","E4AC0","E4AC0","E4BD0","E4BD0","E4BD0","E4BE0","E4BE0","E4BE0","E4BF0","E4BF0","E4BF0","E4C10","E4C10","E4C10","E4A10","E4A10","E4A10","E4C70","E4C70","E4C70","E4C80","E4C80","E4C80","E4C90","E4C90","E4C90","E4CA0","E4CA0","E4CA0","E4A00","E4A00","E4A00","E4CC0","E4CC0","E4CC0","E4CD0","E4CD0","E4CD0","E4CE0","E4CE0","E4CE0","E4D10","E4D10","E4D10","E4D30","E4D30","E4D30","E4D20","E4D20","E4D20","E4D40","E4D40","E4D40","E4CF0","E4CF0","E4CF0","E4CB0","E4CB0","E4CB0","E4D60","E4D60","E4D60","E4D80","E4D80","E4D80","E4D70","E4D70","E4D70","E4920","E4920","E4920","E4230","E4230","E4230","E4A20","E4A20","E4A20","E32A0","E32A0","E32A0","E4730","E4730","E4730","E4BC0","E4BC0","E4BC0","E49A0","E49A0","E49A0","E4950","E4950","E4950","E4360","E4360","E4360","E4370","E4370","E4370"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.836740,0.147710,-0.047911,-0.525122,-0.005783,0.366332,-0.080819,-0.804769,-0.196081,0.181432,-0.530077,-0.336260,0.371816,-0.014223,-0.000611,-0.001005,-0.000074,-0.999999,0.038428,0.138191,0.300567,0.215559,0.141102,0.428287,0.168496,0.141481,0.560941,-0.122340,0.143282,0.486989,-0.123636,0.141663,0.558734,0.231262,0.122114,0.562529,0.039221,0.124046,0.299116,0.039033,0.123687,0.380622,0.038947,0.125177,0.223281,-0.302648,0.372270,-0.030412,-0.107956,0.132403,0.298674,-0.107892,0.133221,0.225728,0.195772,0.128235,0.218724,0.197892,0.129789,0.298311,-0.107529,0.133625,0.377983,0.197651,0.130882,0.380948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095639,0.459907,-0.308927,-0.012393,0.402736,-0.177605,0.050421,0.462415,-0.309988,0.043910,0.385164,-0.143813,0.030388,0.431922,-0.162124,-0.323602,0.499766,-0.142733,-0.369647,0.509828,-0.143172,-0.401100,0.469029,-0.102276,-0.442928,0.476892,-0.056370,-0.497591,0.474904,-0.092189
1,0.004167,-0.836740,0.147983,-0.047755,-0.525059,-0.005877,0.366329,-0.080847,-0.804378,-0.196504,0.181061,-0.530640,-0.335967,0.371846,-0.014136,-0.000577,-0.001000,-0.000079,-0.999999,0.038428,0.138160,0.300554,0.215559,0.141082,0.428263,0.168495,0.141470,0.560923,-0.122343,0.143266,0.486975,-0.123629,0.141644,0.558719,0.231249,0.122102,0.562535,0.039218,0.124015,0.299093,0.039029,0.123691,0.380603,0.038950,0.125154,0.223255,-0.302681,0.372335,-0.030420,-0.107944,0.132372,0.298647,-0.107898,0.133215,0.225710,0.195771,0.128223,0.218696,0.197880,0.129788,0.298284,-0.107534,0.133614,0.377963,0.197649,0.130873,0.380924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095628,0.459886,-0.308952,-0.012455,0.402763,-0.177619,0.050391,0.462420,-0.309988,0.043835,0.385142,-0.143836,0.030317,0.431894,-0.162139,-0.323659,0.499785,-0.142781,-0.369700,0.509806,-0.143236,-0.401324,0.471295,-0.100575,-0.442983,0.476886,-0.056415,-0.497638,0.474872,-0.092233
2,0.008333,-0.836725,0.148216,-0.047642,-0.525027,-0.005969,0.366317,-0.080869,-0.804249,-0.196676,0.180957,-0.530807,-0.335972,0.371899,-0.014138,-0.000543,-0.001002,-0.000081,-0.999999,0.038417,0.138132,0.300542,0.215536,0.141061,0.428255,0.168484,0.141448,0.560907,-0.122353,0.143257,0.486960,-0.123631,0.141630,0.558708,0.231240,0.122106,0.562525,0.039213,0.124006,0.299082,0.039026,0.123669,0.380591,0.038941,0.125144,0.223241,-0.302708,0.372387,-0.030425,-0.107949,0.132352,0.298633,-0.107904,0.133202,0.225694,0.195759,0.128213,0.218681,0.197883,0.129771,0.298272,-0.107534,0.133594,0.377953,0.197636,0.130854,0.380908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095607,0.459846,-0.308970,-0.012523,0.402764,-0.177632,0.050361,0.462405,-0.309997,0.043755,0.385110,-0.143845,0.030260,0.431862,-0.162156,-0.323729,0.499809,-0.142823,-0.369771,0.509799,-0.143276,-0.401386,0.471305,-0.100600,-0.443044,0.476872,-0.056452,-0.497692,0.474822,-0.092264
3,0.012500,-0.836409,0.147915,-0.047829,-0.525598,-0.005993,0.366389,-0.080732,-0.804136,-0.196814,0.180861,-0.530960,-0.335970,0.371934,-0.014125,-0.000508,-0.000985,-0.000096,-0.999999,0.038431,0.138101,0.300539,0.215548,0.141042,0.428252,0.168497,0.141436,0.560911,-0.122344,0.143237,0.486949,-0.123618,0.141608,0.558702,0.231227,0.122104,0.562532,0.039221,0.123993,0.299077,0.039035,0.123663,0.380574,0.038950,0.125124,0.223227,-0.302723,0.372432,-0.030438,-0.107937,0.132316,0.298618,-0.107894,0.133180,0.225688,0.195769,0.128189,0.218663,0.197883,0.129737,0.298258,-0.107532,0.133574,0.377946,0.197649,0.130831,0.380894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095586,0.459792,-0.308984,-0.012632,0.402949,-0.177498,0.050155,0.461945,-0.309838,0.043706,0.385070,-0.143860,0.030215,0.431826,-0.162156,-0.323793,0.499827,-0.142848,-0.369807,0.509767,-0.143301,-0.401440,0.471311,-0.100608,-0.443088,0.476847,-0.056473,-0.497735,0.474772,-0.092281
4,0.016667,-0.836407,0.148183,-0.047597,-0.525547,-0.006066,0.366384,-0.080711,-0.804123,-0.197006,0.180760,-0.530943,-0.335968,0.371947,-0.014133,-0.000534,-0.000912,-0.000055,-1.000000,0.038453,0.138106,0.300571,0.215549,0.141040,0.428264,0.168497,0.141434,0.560930,-0.122343,0.143238,0.486970,-0.123615,0.141615,0.558708,0.231177,0.122054,0.562661,0.039226,0.123991,0.299083,0.039043,0.123660,0.380590,0.038951,0.125113,0.223240,-0.302736,0.372472,-0.030435,-0.107937,0.132344,0.298635,-0.107904,0.133182,0.225705,0.195770,0.128187,0.218689,0.197876,0.129726,0.298270,-0.107528,0.133577,0.377958,0.197653,0.130827,0.380902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095572,0.459768,-0.308964,-0.012731,0.403050,-0.177402,0.050128,0.461915,-0.309813,0.043643,0.385022,-0.143849,0.030181,0.431799,-0.162144,-0.323849,0.499859,-0.142847,-0.369866,0.509786,-0.143285,-0.401499,0.471305,-0.100586,-0.443135,0.476824,-0.056460,-0.497778,0.474725,-0.092270
5,0.020833,-0.836377,0.148341,-0.047482,-0.525560,-0.006107,0.366395,-0.080694,-0.804130,-0.197190,0.180718,-0.530878,-0.335966,0.371960,-0.014144,-0.000724,-0.000889,-0.000064,-0.999999,0.038490,0.138200,0.300578,0.215601,0.141094,0.428287,0.168520,0.141445,0.560933,-0.122320,0.143248,0.486973,-0.123598,0.141616,0.558716,0.231191,0.122037,0.562669,0.039244,0.124000,0.299089,0.039060,0.123666,0.380600,0.038975,0.125124,0.223251,-0.302731,0.372517,-0.030438,-0.107911,0.132336,0.298646,-0.107884,0.133184,0.225710,0.195793,0.128186,0.218704,0.197898,0.129733,0.298290,-0.107503,0.133587,0.377952,0.197674,0.130833,0.380912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095571,0.459736,-0.308955,-0.012803,0.403137,-0.177331,0.050117,0.461889,-0.309810,0.043612,0.385007,-0.143842,0.030164,0.431773,-0.162136,-0.323910,0.499909,-0.142826,-0.369921,0.509805,-0.143279,-0.401549,0.471356,-0.100545,-0.443171,0.476804,-0.056428,-0.497828,0.474708,-0.092233
