Format Version,1.23,Take Name,cap_121,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.50.44.008 PM,Total Frames in Take,2110,Total Exported Frames,2110,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5812,Unlabeled 5812,Unlabeled 5812,Unlabeled 5813,Unlabeled 5813,Unlabeled 5813,Unlabeled 5814,Unlabeled 5814,Unlabeled 5814,Unlabeled 5815,Unlabeled 5815,Unlabeled 5815,Unlabeled 5816,Unlabeled 5816,Unlabeled 5816,Unlabeled 5817,Unlabeled 5817,Unlabeled 5817,Unlabeled 5818,Unlabeled 5818,Unlabeled 5818,Unlabeled 5819,Unlabeled 5819,Unlabeled 5819,Unlabeled 5820,Unlabeled 5820,Unlabeled 5820,Unlabeled 5821,Unlabeled 5821,Unlabeled 5821,Unlabeled 5822,Unlabeled 5822,Unlabeled 5822,Unlabeled 5824,Unlabeled 5824,Unlabeled 5824,Unlabeled 5825,Unlabeled 5825,Unlabeled 5825,Unlabeled 5826,Unlabeled 5826,Unlabeled 5826,Unlabeled 5827,Unlabeled 5827,Unlabeled 5827,Unlabeled 5828,Unlabeled 5828,Unlabeled 5828,Unlabeled 5829,Unlabeled 5829,Unlabeled 5829,Unlabeled 5830,Unlabeled 5830,Unlabeled 5830,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FDD40","FDD40","FDD40","FDD80","FDD80","FDD80","FDDF0","FDDF0","FDDF0","FDE00","FDE00","FDE00","FDCE0","FDCE0","FDCE0","FDD90","FDD90","FDD90","FDDA0","FDDA0","FDDA0","FDDB0","FDDB0","FDDB0","FDE70","FDE70","FDE70","FDE90","FDE90","FDE90","FDEB0","FDEB0","FDEB0","FDF00","FDF00","FDF00","FDF20","FDF20","FDF20","FDFA0","FDFA0","FDFA0","FDFB0","FDFB0","FDFB0","FDFC0","FDFC0","FDFC0","FE000","FE000","FE000","FE010","FE010","FE010","FE030","FE030","FE030","FE050","FE050","FE050","FE060","FE060","FE060","FE090","FE090","FE090","FE070","FE070","FE070","FDFD0","FDFD0","FDFD0","FDF30","FDF30","FDF30","FDE40","FDE40","FDE40","FDFF0","FDFF0","FDFF0","FDED0","FDED0","FDED0","FDD20","FDD20","FDD20","FDD00","FDD00","FDD00","FDD10","FDD10","FDD10","FDC60","FDC60","FDC60","FDE10","FDE10","FDE10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.812309,-0.071764,0.104221,-0.569334,0.140767,0.303364,0.030430,-0.650480,0.279482,-0.503956,-0.494767,0.306979,0.260384,0.180613,0.000057,0.000654,0.000259,-1.000000,0.039085,0.138109,0.299886,0.215622,0.141198,0.428162,0.168492,0.141632,0.560815,-0.122387,0.143299,0.486831,-0.124005,0.142303,0.556341,0.231270,0.122146,0.562507,0.039139,0.125283,0.298873,0.038985,0.124385,0.380368,0.038889,0.126968,0.223056,0.321372,0.266651,0.235166,-0.107947,0.132959,0.298594,0.195518,0.129004,0.218441,0.197906,0.130167,0.298154,0.214954,0.131758,0.536979,-0.107625,0.133018,0.377834,0.197747,0.131001,0.380800,-0.107991,0.133227,0.225580,,,,,,,,,,,,,,,,,,,,,,0.101010,0.383930,-0.220341,0.082519,0.325696,-0.052192,0.061376,0.379441,-0.199426,0.149422,0.322591,-0.049150,0.119981,0.364196,-0.059688,0.431480,0.388205,0.214559,0.439944,0.398427,0.169392,0.405610,0.356179,0.131973,0.368241,0.364368,0.081865,0.413134,0.361072,0.034611
1,0.004167,-0.812401,-0.071674,0.104262,-0.569208,0.140721,0.303356,0.030476,-0.650358,0.279499,-0.504142,-0.494728,0.306988,0.260490,0.180565,0.001172,0.000644,0.000527,-0.999999,0.039019,0.137539,0.299935,0.215383,0.140785,0.428254,0.168505,0.141635,0.560836,-0.122377,0.143305,0.486849,-0.123994,0.142309,0.556357,0.231168,0.122045,0.562602,0.039153,0.125278,0.298901,0.038998,0.124391,0.380390,0.038892,0.126976,0.223087,0.321303,0.266976,0.235170,-0.107938,0.132957,0.298614,0.195515,0.129039,0.218463,0.197912,0.130180,0.298173,0.214942,0.131695,0.537010,-0.107604,0.133030,0.377856,0.197755,0.131001,0.380818,-0.107981,0.133224,0.225585,,,,,,,,,,,,,,,,,,,,,,0.100985,0.383998,-0.220274,0.082488,0.325726,-0.052145,0.061361,0.379525,-0.199367,0.149388,0.322602,-0.049088,0.119949,0.364216,-0.059622,0.431458,0.388322,0.214540,0.439936,0.398557,0.169377,0.405623,0.356292,0.131949,0.368283,0.364470,0.081828,0.413183,0.361165,0.034587
2,0.008333,-0.811931,-0.074969,0.099671,-0.570275,0.140630,0.304298,0.030855,-0.650286,0.279481,-0.504327,-0.494644,0.306995,0.260591,0.180514,0.001371,0.000570,0.000475,-0.999999,0.039008,0.137474,0.299946,0.215376,0.140772,0.428267,0.168524,0.141657,0.560870,-0.122376,0.143315,0.486870,-0.124001,0.142322,0.556383,0.231272,0.122140,0.562535,0.039149,0.125299,0.298933,0.038992,0.124394,0.380414,0.038885,0.126992,0.223102,0.321234,0.267118,0.235149,-0.107942,0.132965,0.298629,0.195509,0.129063,0.218499,0.197916,0.130182,0.298199,0.214946,0.131763,0.537052,-0.107613,0.133044,0.377881,0.197760,0.131016,0.380835,-0.107991,0.133246,0.225614,,,,,,,,,,,,,,,,,,,,,,0.100951,0.384080,-0.220208,0.082449,0.325758,-0.052099,0.061328,0.379606,-0.199293,0.148787,0.324653,-0.048403,0.119908,0.364244,-0.059559,0.431418,0.388434,0.214518,0.439908,0.398706,0.169355,0.405629,0.356413,0.131925,0.368300,0.364588,0.081793,0.413212,0.361272,0.034559
3,0.012500,-0.811944,-0.074767,0.099934,-0.570236,0.140593,0.304359,0.030911,-0.650216,0.279497,-0.504457,-0.494595,0.306985,0.260722,0.180460,0.001195,0.000617,0.000561,-0.999999,0.039004,0.137559,0.299964,0.215380,0.140795,0.428263,0.168511,0.141666,0.560870,-0.122385,0.143349,0.486885,-0.124007,0.142346,0.556395,0.231169,0.122058,0.562621,0.039144,0.125332,0.298942,0.038983,0.124423,0.380426,0.038878,0.127022,0.223115,0.321138,0.267311,0.235121,-0.107951,0.132991,0.298645,0.195475,0.129136,0.218522,0.197901,0.130216,0.298215,0.214941,0.131712,0.537051,-0.107620,0.133079,0.377895,0.197762,0.131044,0.380849,-0.107989,0.133259,0.225622,,,,,,,,,,,,,,,,,,,,,,0.100921,0.384182,-0.220135,0.082432,0.325884,-0.052021,0.061292,0.379705,-0.199224,0.148728,0.324700,-0.048373,0.119874,0.364281,-0.059505,0.431390,0.388567,0.214473,0.439875,0.398862,0.169331,0.405619,0.356543,0.131897,0.368311,0.364730,0.081749,0.413234,0.361401,0.034544
4,0.016667,-0.811940,-0.074559,0.100350,-0.570197,0.140593,0.304434,0.030969,-0.650031,0.279630,-0.504524,-0.494694,0.306904,0.260903,0.180422,0.001309,0.000540,0.000518,-0.999999,0.038975,0.137541,0.299965,0.215374,0.140807,0.428272,0.168472,0.141671,0.560884,-0.122409,0.143374,0.486907,-0.124022,0.142373,0.556411,0.231277,0.122165,0.562537,0.039115,0.125368,0.298964,0.038961,0.124457,0.380448,0.038852,0.127053,0.223143,0.320991,0.267566,0.235083,-0.107969,0.133004,0.298665,0.195433,0.129207,0.218547,0.197885,0.130265,0.298236,0.214947,0.131735,0.537051,-0.107641,0.133107,0.377916,0.197742,0.131073,0.380867,-0.108013,0.133271,0.225645,,,,,,,,,,,,,,,,,,,,,,0.100873,0.384281,-0.220044,0.082366,0.325941,-0.051961,0.061246,0.379798,-0.199153,0.148673,0.324712,-0.048325,0.119949,0.364568,-0.059386,0.431335,0.388714,0.214441,0.439839,0.398994,0.169312,0.405589,0.356687,0.131874,0.368298,0.364871,0.081710,0.413234,0.361518,0.034524
5,0.020833,-0.812112,-0.074528,0.100107,-0.569999,0.140467,0.304380,0.031023,-0.649830,0.279852,-0.504522,-0.494835,0.306805,0.261107,0.180385,-0.000629,0.000583,0.000499,-1.000000,0.039038,0.138393,0.299938,0.215602,0.141243,0.428241,0.168483,0.141265,0.560754,-0.122428,0.143379,0.486925,-0.124033,0.142382,0.556424,0.231290,0.122146,0.562548,0.039087,0.125402,0.298988,0.038941,0.124482,0.380465,0.038832,0.127077,0.223166,0.320876,0.267773,0.235042,-0.107987,0.132990,0.298683,0.195382,0.129295,0.218580,0.197867,0.130296,0.298262,0.214950,0.131747,0.537061,-0.107652,0.133139,0.377934,0.197732,0.131079,0.380889,-0.108018,0.133284,0.225676,,,,,,,,,,,,,,,,,,,,,,0.100841,0.384367,-0.219955,0.082313,0.325996,-0.051895,0.061218,0.379880,-0.199072,0.148622,0.324724,-0.048282,0.119799,0.364350,-0.059377,0.431306,0.388854,0.214409,0.439801,0.399110,0.169302,0.405559,0.356839,0.131861,0.368293,0.365027,0.081681,0.413243,0.361642,0.034511
