Format Version,1.23,Take Name,cap_045,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.53.34.108 PM,Total Frames in Take,2446,Total Exported Frames,2446,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2963,Unlabeled 2963,Unlabeled 2963,Unlabeled 2964,Unlabeled 2964,Unlabeled 2964,Unlabeled 2965,Unlabeled 2965,Unlabeled 2965,Unlabeled 2966,Unlabeled 2966,Unlabeled 2966,Unlabeled 2967,Unlabeled 2967,Unlabeled 2967,Unlabeled 2968,Unlabeled 2968,Unlabeled 2968,Unlabeled 2969,Unlabeled 2969,Unlabeled 2969,Unlabeled 2970,Unlabeled 2970,Unlabeled 2970,Unlabeled 2971,Unlabeled 2971,Unlabeled 2971,Unlabeled 2972,Unlabeled 2972,Unlabeled 2972,Unlabeled 2973,Unlabeled 2973,Unlabeled 2973,Unlabeled 2974,Unlabeled 2974,Unlabeled 2974,Unlabeled 2975,Unlabeled 2975,Unlabeled 2975,Unlabeled 2977,Unlabeled 2977,Unlabeled 2977,Unlabeled 2979,Unlabeled 2979,Unlabeled 2979,Unlabeled 2981,Unlabeled 2981,Unlabeled 2981,Unlabeled 2983,Unlabeled 2983,Unlabeled 2983,Unlabeled 2984,Unlabeled 2984,Unlabeled 2984,Unlabeled 2985,Unlabeled 2985,Unlabeled 2985,Unlabeled 2986,Unlabeled 2986,Unlabeled 2986,Unlabeled 2987,Unlabeled 2987,Unlabeled 2987,Unlabeled 2988,Unlabeled 2988,Unlabeled 2988,Unlabeled 2989,Unlabeled 2989,Unlabeled 2989,Unlabeled 2990,Unlabeled 2990,Unlabeled 2990,Unlabeled 2991,Unlabeled 2991,Unlabeled 2991,Unlabeled 2992,Unlabeled 2992,Unlabeled 2992,Unlabeled 2993,Unlabeled 2993,Unlabeled 2993,Unlabeled 2994,Unlabeled 2994,Unlabeled 2994,Unlabeled 2995,Unlabeled 2995,Unlabeled 2995,Unlabeled 2996,Unlabeled 2996,Unlabeled 2996,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DF500","DF500","DF500","DF530","DF530","DF530","DF5A0","DF5A0","DF5A0","DF5B0","DF5B0","DF5B0","DF4D0","DF4D0","DF4D0","DF480","DF480","DF480","DF540","DF540","DF540","DF550","DF550","DF550","DF560","DF560","DF560","DF6D0","DF6D0","DF6D0","DF730","DF730","DF730","DF740","DF740","DF740","DF780","DF780","DF780","DF840","DF840","DF840","DF850","DF850","DF850","DF930","DF930","DF930","DF940","DF940","DF940","DF950","DF950","DF950","DF880","DF880","DF880","DF990","DF990","DF990","DF980","DF980","DF980","DF9B0","DF9B0","DF9B0","DF9C0","DF9C0","DF9C0","DF9F0","DF9F0","DF9F0","DFA00","DFA00","DFA00","DFA10","DFA10","DFA10","DFA20","DFA20","DFA20","DF9E0","DF9E0","DF9E0","DFA40","DFA40","DFA40","DFA60","DFA60","DFA60","DFA70","DFA70","DFA70","DFA80","DFA80","DFA80","DFA50","DFA50","DFA50","DFA90","DFA90","DFA90","DFAB0","DFAB0","DFAB0","DF700","DF700","DF700","DF5E0","DF5E0","DF5E0","DF230","DF230","DF230","DF8E0","DF8E0","DF8E0","DF5D0","DF5D0","DF5D0","DF4E0","DF4E0","DF4E0","DF4A0","DF4A0","DF4A0","DF4B0","DF4B0","DF4B0","DF4F0","DF4F0","DF4F0","DF490","DF490","DF490"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.798057,-0.080705,0.081175,-0.591610,0.199261,0.334902,-0.046664,-0.665352,0.248834,-0.512838,-0.482064,0.342508,0.249080,0.168636,-0.001539,-0.000276,0.000197,-0.999999,0.038762,0.138494,0.300328,0.215747,0.141134,0.428246,0.168491,0.141066,0.560843,-0.122417,0.143235,0.486927,-0.123537,0.141691,0.557863,0.231130,0.121905,0.562660,0.357458,0.257619,0.223506,0.039017,0.123820,0.380541,0.039148,0.124484,0.299019,0.039034,0.125824,0.223256,-0.107965,0.132199,0.298649,0.197686,0.130848,0.380955,0.197941,0.129609,0.298334,0.195930,0.128198,0.218738,-0.107504,0.133692,0.377913,-0.107861,0.133215,0.225621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162898,0.401711,-0.302041,0.142484,0.350522,-0.131686,0.122985,0.396351,-0.282115,0.209270,0.350794,-0.126681,0.178267,0.390348,-0.140040,0.458691,0.385422,0.198768,0.465077,0.396004,0.153344,0.432942,0.351236,0.117012,0.393695,0.356591,0.067909,0.437503,0.356053,0.019474
1,0.004167,-0.798129,-0.080126,0.081090,-0.591603,0.199134,0.334928,-0.046676,-0.665355,0.249032,-0.512561,-0.482252,0.342481,0.249137,0.168684,-0.000920,-0.000253,0.000016,-1.000000,0.038768,0.138295,0.300356,0.215746,0.141133,0.428242,0.168476,0.141475,0.560977,-0.122418,0.143239,0.486938,-0.123535,0.141681,0.557867,0.231128,0.121928,0.562664,0.357549,0.257555,0.223532,0.039017,0.123822,0.380541,0.039161,0.124476,0.299020,0.039028,0.125836,0.223258,-0.107963,0.132202,0.298659,0.197686,0.130847,0.380949,0.197945,0.129590,0.298339,0.195929,0.128191,0.218742,-0.107502,0.133689,0.377911,-0.107861,0.133211,0.225616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162913,0.401686,-0.302039,0.142476,0.350535,-0.131661,0.123170,0.396586,-0.282438,0.209257,0.350829,-0.126627,0.178254,0.390380,-0.140003,0.458753,0.385414,0.198803,0.465167,0.395960,0.153376,0.432985,0.351231,0.117040,0.393716,0.356616,0.067957,0.437503,0.356065,0.019498
2,0.008333,-0.798068,-0.080066,0.080991,-0.591707,0.199104,0.334967,-0.046629,-0.665415,0.249128,-0.512298,-0.482399,0.342503,0.249171,0.168746,-0.000949,-0.000236,-0.000028,-1.000000,0.038787,0.138306,0.300361,0.215759,0.141154,0.428238,0.168498,0.141484,0.560995,-0.122407,0.143221,0.486937,-0.123523,0.141664,0.557866,0.231125,0.121936,0.562683,0.357645,0.257513,0.223561,0.039034,0.123808,0.380544,0.039175,0.124453,0.299021,0.039032,0.125829,0.223261,-0.107951,0.132192,0.298656,0.197706,0.130854,0.380953,0.197957,0.129565,0.298330,0.195949,0.128163,0.218729,-0.107486,0.133658,0.377904,-0.107848,0.133200,0.225628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162933,0.401656,-0.302019,0.142481,0.350546,-0.131635,0.123193,0.396577,-0.282439,0.209237,0.350848,-0.126577,0.178246,0.390403,-0.139955,0.458841,0.385408,0.198843,0.465279,0.395928,0.153410,0.433039,0.351215,0.117066,0.393752,0.356626,0.068010,0.437511,0.356075,0.019520
3,0.012500,-0.797992,-0.080167,0.080714,-0.591833,0.199090,0.335022,-0.046576,-0.665504,0.249352,-0.511955,-0.482524,0.342495,0.249212,0.168785,-0.000928,-0.000215,-0.000029,-1.000000,0.038801,0.138295,0.300370,0.215774,0.141150,0.428249,0.168499,0.141474,0.561009,-0.122403,0.143220,0.486939,-0.123526,0.141665,0.557871,0.231135,0.121946,0.562705,0.357706,0.257480,0.223602,0.039034,0.123812,0.380547,0.039188,0.124427,0.299016,0.039045,0.125829,0.223272,-0.107947,0.132192,0.298668,0.197727,0.130840,0.380959,0.197964,0.129551,0.298326,0.195958,0.128147,0.218728,-0.107485,0.133658,0.377896,-0.107843,0.133211,0.225633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162967,0.401629,-0.302002,0.142485,0.350545,-0.131606,0.123222,0.396545,-0.282430,0.209240,0.350892,-0.126518,0.178239,0.390428,-0.139915,0.458929,0.385386,0.198897,0.465391,0.395869,0.153456,0.433087,0.351207,0.117095,0.393776,0.356648,0.068057,0.437511,0.356106,0.019551
4,0.016667,-0.797955,-0.080172,0.080610,-0.591898,0.199095,0.335034,-0.046554,-0.665532,0.249572,-0.511644,-0.482702,0.342500,0.249256,0.168819,-0.000929,-0.000197,-0.000065,-1.000000,0.038838,0.138275,0.300361,0.215817,0.141140,0.428248,0.168529,0.141457,0.561004,-0.122379,0.143189,0.486925,-0.123506,0.141631,0.557858,0.231161,0.121944,0.562699,0.357803,0.257416,0.223603,0.039060,0.123796,0.380535,0.039216,0.124411,0.299000,0.039079,0.125812,0.223269,-0.107905,0.132166,0.298658,0.197763,0.130825,0.380953,0.197991,0.129516,0.298310,0.195987,0.128123,0.218709,-0.107463,0.133619,0.377886,-0.107805,0.133187,0.225633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162999,0.401602,-0.302004,0.142509,0.350535,-0.131596,0.123263,0.396514,-0.282427,0.209245,0.350895,-0.126501,0.178255,0.390430,-0.139888,0.459033,0.385344,0.198929,0.465517,0.395827,0.153470,0.433157,0.351179,0.117117,0.393832,0.356673,0.068093,0.437541,0.356109,0.019564
5,0.020833,-0.797923,-0.080149,0.080578,-0.591947,0.199093,0.335052,-0.046537,-0.665618,0.249719,-0.511352,-0.482817,0.342521,0.249294,0.168846,-0.000944,-0.000176,-0.000082,-1.000000,0.038871,0.138283,0.300344,0.215854,0.141153,0.428246,0.168559,0.141458,0.560973,-0.122366,0.143185,0.486899,-0.123492,0.141628,0.557841,0.231185,0.121954,0.562699,0.357858,0.257408,0.223609,0.039071,0.123790,0.380515,0.039218,0.124402,0.298968,0.039092,0.125805,0.223260,-0.107878,0.132166,0.298650,0.197781,0.130816,0.380941,0.198003,0.129504,0.298282,0.196000,0.128113,0.218679,-0.107451,0.133608,0.377867,-0.107776,0.133183,0.225621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163018,0.401593,-0.302006,0.142521,0.350544,-0.131586,0.123280,0.396495,-0.282414,0.209243,0.350893,-0.126495,0.178254,0.390447,-0.139869,0.459140,0.385321,0.198952,0.465620,0.395793,0.153475,0.433210,0.351179,0.117134,0.393871,0.356698,0.068130,0.437567,0.356136,0.019570
