Format Version,1.23,Take Name,cap_081,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.12.24.779 PM,Total Frames in Take,1877,Total Exported Frames,1877,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4303,Unlabeled 4303,Unlabeled 4303,Unlabeled 4304,Unlabeled 4304,Unlabeled 4304,Unlabeled 4305,Unlabeled 4305,Unlabeled 4305,Unlabeled 4306,Unlabeled 4306,Unlabeled 4306,Unlabeled 4307,Unlabeled 4307,Unlabeled 4307,Unlabeled 4308,Unlabeled 4308,Unlabeled 4308,Unlabeled 4309,Unlabeled 4309,Unlabeled 4309,Unlabeled 4310,Unlabeled 4310,Unlabeled 4310,Unlabeled 4311,Unlabeled 4311,Unlabeled 4311,Unlabeled 4312,Unlabeled 4312,Unlabeled 4312,Unlabeled 4313,Unlabeled 4313,Unlabeled 4313,Unlabeled 4314,Unlabeled 4314,Unlabeled 4314,Unlabeled 4315,Unlabeled 4315,Unlabeled 4315,Unlabeled 4318,Unlabeled 4318,Unlabeled 4318,Unlabeled 4319,Unlabeled 4319,Unlabeled 4319,Unlabeled 4320,Unlabeled 4320,Unlabeled 4320,Unlabeled 4321,Unlabeled 4321,Unlabeled 4321,Unlabeled 4322,Unlabeled 4322,Unlabeled 4322,Unlabeled 4323,Unlabeled 4323,Unlabeled 4323,Unlabeled 4324,Unlabeled 4324,Unlabeled 4324,Unlabeled 4325,Unlabeled 4325,Unlabeled 4325,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E70E0","E70E0","E70E0","E7120","E7120","E7120","E71A0","E71A0","E71A0","E71B0","E71B0","E71B0","E7070","E7070","E7070","E7130","E7130","E7130","E7140","E7140","E7140","E7150","E7150","E7150","E7160","E7160","E7160","E7240","E7240","E7240","E7270","E7270","E7270","E7280","E7280","E7280","E72A0","E72A0","E72A0","E7300","E7300","E7300","E7310","E7310","E7310","E7350","E7350","E7350","E7360","E7360","E7360","E7340","E7340","E7340","E73A0","E73A0","E73A0","E73B0","E73B0","E73B0","E7390","E7390","E7390","E73C0","E73C0","E73C0","E73F0","E73F0","E73F0","E73E0","E73E0","E73E0","E7400","E7400","E7400","E7420","E7420","E7420","E7210","E7210","E7210","E70D0","E70D0","E70D0","E7320","E7320","E7320","E70A0","E70A0","E70A0","E70C0","E70C0","E70C0","E7170","E7170","E7170","E71C0","E71C0","E71C0","E71D0","E71D0","E71D0","E71E0","E71E0","E71E0","E71F0","E71F0","E71F0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.859986,0.146638,-0.012845,-0.488628,-0.113267,0.294891,0.026225,-0.779224,-0.187982,0.293955,-0.520637,-0.267638,0.317629,0.161505,-0.000277,-0.001180,0.000233,-0.999999,0.038335,0.138014,0.300646,0.215457,0.140909,0.428278,0.168492,0.141207,0.560817,-0.122335,0.143374,0.486972,-0.123522,0.141690,0.559295,0.231209,0.122164,0.562630,0.038796,0.125680,0.223181,0.039127,0.124329,0.299038,0.038905,0.123824,0.380539,-0.238581,0.314365,0.142358,-0.107925,0.133320,0.225672,0.197740,0.129668,0.298281,-0.107957,0.132478,0.298645,0.195881,0.128367,0.218734,-0.107648,0.133727,0.377946,0.197552,0.130622,0.380889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021011,0.407549,-0.196858,-0.123634,0.340554,-0.066405,-0.066008,0.411361,-0.195253,-0.066298,0.318609,-0.037198,-0.079391,0.367302,-0.050319,-0.264190,0.436272,0.024283,-0.308216,0.453360,0.031468,-0.335407,0.417347,0.079869,-0.366992,0.434098,0.131951,-0.427341,0.436997,0.106918
1,0.004167,-0.859881,0.146514,-0.012165,-0.488867,-0.113090,0.294876,0.026455,-0.779692,-0.188011,0.293854,-0.519983,-0.267683,0.317400,0.161537,-0.000247,-0.001174,0.000241,-0.999999,0.038329,0.138016,0.300645,0.215459,0.140916,0.428275,0.168485,0.141228,0.560820,-0.122345,0.143388,0.486968,-0.123544,0.141710,0.559299,0.231202,0.122173,0.562628,0.038788,0.125696,0.223181,0.039131,0.124334,0.299039,0.038906,0.123846,0.380533,-0.238575,0.314227,0.142461,-0.107932,0.133325,0.225673,0.197739,0.129685,0.298285,-0.107952,0.132498,0.298643,0.195869,0.128375,0.218752,-0.107659,0.133767,0.377950,0.197549,0.130631,0.380891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021080,0.407446,-0.196777,-0.123572,0.340544,-0.066131,-0.066059,0.411227,-0.195158,-0.066172,0.318543,-0.037063,-0.079309,0.367222,-0.050159,-0.264153,0.436234,0.024471,-0.308203,0.453385,0.031754,-0.335386,0.417256,0.080036,-0.366979,0.433982,0.132133,-0.427344,0.436904,0.107115
2,0.008333,-0.859819,0.146215,-0.011672,-0.489078,-0.112906,0.294836,0.026660,-0.779819,-0.188099,0.293664,-0.519867,-0.267647,0.317294,0.161672,-0.000167,-0.001178,0.000215,-0.999999,0.038321,0.138008,0.300627,0.215461,0.140937,0.428270,0.168469,0.141281,0.560783,-0.122354,0.143402,0.486961,-0.123551,0.141729,0.559287,0.231202,0.122209,0.562606,0.038796,0.125718,0.223176,0.039132,0.124357,0.299024,0.038906,0.123868,0.380522,-0.238553,0.314119,0.142545,-0.107930,0.133330,0.225659,0.197742,0.129708,0.298269,-0.107961,0.132506,0.298626,0.195863,0.128401,0.218745,-0.107658,0.133795,0.377933,0.197549,0.130651,0.380878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021153,0.407362,-0.196712,-0.123500,0.340491,-0.065892,-0.066141,0.411109,-0.195065,-0.066057,0.318478,-0.036939,-0.079239,0.367150,-0.050009,-0.264101,0.436205,0.024652,-0.308156,0.453311,0.031930,-0.335357,0.417171,0.080197,-0.366970,0.433864,0.132292,-0.427325,0.436792,0.107284
3,0.012500,-0.859852,0.145447,-0.011872,-0.489244,-0.112715,0.294711,0.026811,-0.779765,-0.188168,0.293516,-0.520007,-0.267580,0.317217,0.161853,-0.000198,-0.001182,0.000217,-0.999999,0.038320,0.138029,0.300613,0.215465,0.140951,0.428246,0.168477,0.141285,0.560762,-0.122362,0.143413,0.486952,-0.123559,0.141736,0.559271,0.231204,0.122212,0.562604,0.038801,0.125734,0.223153,0.039135,0.124375,0.299006,0.038906,0.123885,0.380505,-0.237284,0.315025,0.142246,-0.107927,0.133341,0.225643,0.197748,0.129726,0.298245,-0.107955,0.132519,0.298610,0.195858,0.128412,0.218735,-0.107660,0.133812,0.377915,0.197550,0.130659,0.380862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021242,0.407287,-0.196651,-0.123426,0.340295,-0.065781,-0.066227,0.411000,-0.194967,-0.065938,0.318397,-0.036810,-0.079176,0.367082,-0.049872,-0.264052,0.436150,0.024816,-0.308084,0.453155,0.032036,-0.335329,0.417075,0.080355,-0.366958,0.433717,0.132443,-0.427295,0.436666,0.107444
4,0.016667,-0.859916,0.144500,-0.012264,-0.489402,-0.112505,0.294556,0.026965,-0.780036,-0.188274,0.293408,-0.519623,-0.267549,0.317021,0.161913,-0.000173,-0.001249,0.000195,-0.999999,0.038308,0.138019,0.300595,0.215476,0.140944,0.428242,0.168483,0.141278,0.560754,-0.122359,0.143414,0.486941,-0.123550,0.141730,0.559263,0.231257,0.122245,0.562506,0.038810,0.125730,0.223151,0.039145,0.124367,0.298993,0.038917,0.123881,0.380499,-0.238494,0.313824,0.142713,-0.107918,0.133327,0.225638,0.197752,0.129714,0.298246,-0.107943,0.132526,0.298607,0.195871,0.128408,0.218720,-0.107647,0.133804,0.377911,0.197560,0.130661,0.380850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021340,0.407223,-0.196579,-0.123330,0.340052,-0.065658,-0.066311,0.410881,-0.194857,-0.065816,0.318308,-0.036672,-0.079119,0.367005,-0.049734,-0.264011,0.436073,0.024995,-0.308032,0.453103,0.032221,-0.335284,0.416965,0.080518,-0.366920,0.433555,0.132614,-0.427254,0.436529,0.107603
5,0.020833,-0.859979,0.143653,-0.012537,-0.489533,-0.112318,0.294405,0.027142,-0.780318,-0.188375,0.293222,-0.519268,-0.267524,0.316824,0.162007,-0.000202,-0.001176,0.000218,-0.999999,0.038333,0.138017,0.300613,0.215476,0.140940,0.428246,0.168492,0.141278,0.560760,-0.122348,0.143396,0.486950,-0.123543,0.141722,0.559278,0.231206,0.122190,0.562607,0.038810,0.125715,0.223151,0.039140,0.124363,0.299008,0.038918,0.123857,0.380498,-0.238485,0.313629,0.142818,-0.107926,0.133325,0.225651,0.197756,0.129707,0.298251,-0.107943,0.132513,0.298607,0.195876,0.128401,0.218725,-0.107643,0.133794,0.377921,0.197560,0.130643,0.380859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021439,0.407159,-0.196471,-0.123254,0.339847,-0.065506,-0.066419,0.410766,-0.194722,-0.065703,0.318224,-0.036508,-0.079077,0.366901,-0.049588,-0.263955,0.435989,0.025209,-0.307987,0.453047,0.032427,-0.335241,0.416847,0.080703,-0.366896,0.433379,0.132795,-0.427233,0.436380,0.107790
