Format Version,1.23,Take Name,cap_107,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.44.45.247 PM,Total Frames in Take,1766,Total Exported Frames,1766,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5289,Unlabeled 5289,Unlabeled 5289,Unlabeled 5290,Unlabeled 5290,Unlabeled 5290,Unlabeled 5291,Unlabeled 5291,Unlabeled 5291,Unlabeled 5292,Unlabeled 5292,Unlabeled 5292,Unlabeled 5293,Unlabeled 5293,Unlabeled 5293,Unlabeled 5294,Unlabeled 5294,Unlabeled 5294,Unlabeled 5295,Unlabeled 5295,Unlabeled 5295,Unlabeled 5296,Unlabeled 5296,Unlabeled 5296,Unlabeled 5297,Unlabeled 5297,Unlabeled 5297,Unlabeled 5298,Unlabeled 5298,Unlabeled 5298,Unlabeled 5299,Unlabeled 5299,Unlabeled 5299,Unlabeled 5300,Unlabeled 5300,Unlabeled 5300,Unlabeled 5301,Unlabeled 5301,Unlabeled 5301,Unlabeled 5302,Unlabeled 5302,Unlabeled 5302,Unlabeled 5303,Unlabeled 5303,Unlabeled 5303,Unlabeled 5304,Unlabeled 5304,Unlabeled 5304,Unlabeled 5305,Unlabeled 5305,Unlabeled 5305,Unlabeled 5306,Unlabeled 5306,Unlabeled 5306,Unlabeled 5307,Unlabeled 5307,Unlabeled 5307,Unlabeled 5308,Unlabeled 5308,Unlabeled 5308,Unlabeled 5309,Unlabeled 5309,Unlabeled 5309,Unlabeled 5310,Unlabeled 5310,Unlabeled 5310,Unlabeled 5311,Unlabeled 5311,Unlabeled 5311,Unlabeled 5313,Unlabeled 5313,Unlabeled 5313,Unlabeled 5314,Unlabeled 5314,Unlabeled 5314,Unlabeled 5315,Unlabeled 5315,Unlabeled 5315,Unlabeled 5316,Unlabeled 5316,Unlabeled 5316,Unlabeled 5317,Unlabeled 5317,Unlabeled 5317,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FA6C0","FA6C0","FA6C0","FAAD0","FAAD0","FAAD0","FAB40","FAB40","FAB40","FAB50","FAB50","FAB50","FAAA0","FAAA0","FAAA0","FAA30","FAA30","FAA30","FAAE0","FAAE0","FAAE0","FAAF0","FAAF0","FAAF0","FABE0","FABE0","FABE0","FAC20","FAC20","FAC20","FAC80","FAC80","FAC80","FAD00","FAD00","FAD00","FAD10","FAD10","FAD10","FAD20","FAD20","FAD20","FAD90","FAD90","FAD90","FADA0","FADA0","FADA0","FADD0","FADD0","FADD0","FADC0","FADC0","FADC0","FABD0","FABD0","FABD0","FAE00","FAE00","FAE00","FADE0","FADE0","FADE0","FAE10","FAE10","FAE10","FAE30","FAE30","FAE30","FAE40","FAE40","FAE40","FAE60","FAE60","FAE60","FAE70","FAE70","FAE70","FAE50","FAE50","FAE50","FAE80","FAE80","FAE80","FAEB0","FAEB0","FAEB0","FAEC0","FAEC0","FAEC0","FAEA0","FAEA0","FAEA0","FAEF0","FAEF0","FAEF0","FAED0","FAED0","FAED0","FA250","FA250","FA250","FAC70","FAC70","FAC70","FAA60","FAA60","FAA60","FAC60","FAC60","FAC60","FADB0","FADB0","FADB0","FA840","FA840","FA840","FAA50","FAA50","FAA50","FAA90","FAA90","FAA90","FAA70","FAA70","FAA70","FAA40","FAA40","FAA40"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.736837,-0.089228,0.061125,-0.667363,0.113641,0.352918,0.008860,-0.709176,0.267926,-0.401046,-0.514244,0.340510,0.271032,0.216383,0.001285,0.000554,0.000552,-0.999999,0.039019,0.137482,0.300044,0.215389,0.140744,0.428373,0.168530,0.141597,0.560925,-0.122346,0.143297,0.486985,-0.123977,0.142331,0.556486,0.231284,0.122066,0.562643,0.215417,0.131417,0.537119,0.039182,0.125368,0.299005,0.039033,0.124379,0.380492,-0.107823,0.134409,0.225702,0.367451,0.269994,0.266304,-0.107877,0.132769,0.298728,0.038919,0.127145,0.223189,0.195825,0.128615,0.218804,0.197961,0.130202,0.298290,0.197813,0.131083,0.380931,-0.107475,0.133594,0.378039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081120,0.368444,-0.255148,0.058576,0.348862,-0.078643,0.041021,0.364422,-0.235282,0.125170,0.354156,-0.072406,0.092289,0.388455,-0.093800,0.479492,0.386916,0.231581,0.478651,0.400792,0.186055,0.434239,0.364171,0.154489,0.387804,0.379046,0.114249,0.421465,0.376656,0.058331
1,0.004167,-0.736981,-0.089274,0.061033,-0.667206,0.113627,0.352823,0.008823,-0.708439,0.268946,-0.400558,-0.515108,0.340135,0.271331,0.216526,0.000070,0.000640,0.000336,-1.000000,0.039106,0.138104,0.299994,0.215651,0.141179,0.428268,0.168530,0.141626,0.560901,-0.122356,0.143309,0.486946,-0.123979,0.142341,0.556457,0.231282,0.122101,0.562619,0.215419,0.131414,0.537078,0.039178,0.125377,0.298983,0.039033,0.124386,0.380458,-0.107821,0.134425,0.225681,0.365617,0.272037,0.267344,-0.107880,0.132783,0.298704,0.038926,0.127156,0.223161,0.195826,0.128628,0.218774,0.197953,0.130206,0.298256,0.197813,0.131103,0.380912,-0.107471,0.133615,0.378015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081116,0.368459,-0.255167,0.058558,0.348795,-0.078689,0.041028,0.364430,-0.235317,0.125164,0.354112,-0.072448,0.092283,0.388390,-0.093829,0.479443,0.386932,0.231636,0.478768,0.400522,0.186294,0.434187,0.364179,0.154543,0.387766,0.379039,0.114296,0.421429,0.376633,0.058368
2,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.012500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.016667,-0.737422,-0.089197,0.060888,-0.666742,0.113551,0.352466,0.008759,-0.708451,0.268743,-0.400894,-0.514935,0.340027,0.271244,0.216736,0.000047,0.000643,0.000357,-1.000000,0.039073,0.138159,0.299960,0.215593,0.141216,0.428245,0.168504,0.141666,0.560888,-0.122383,0.143365,0.486904,-0.124008,0.142388,0.556418,0.231249,0.122137,0.562569,0.215373,0.131414,0.537005,0.039179,0.125403,0.298962,0.039010,0.124418,0.380434,-0.107838,0.134451,0.225638,0.365275,0.272161,0.267716,-0.107899,0.132832,0.298646,0.038918,0.127174,0.223135,0.195826,0.128656,0.218767,0.197944,0.130239,0.298242,0.197779,0.131150,0.380890,-0.107500,0.133668,0.377970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081101,0.368460,-0.255126,0.058503,0.348565,-0.078781,0.041044,0.364382,-0.235399,0.125096,0.353877,-0.072525,0.092253,0.388131,-0.093912,0.479277,0.386953,0.231840,0.478537,0.400523,0.186600,0.434011,0.364185,0.154756,0.387614,0.378978,0.114519,0.421306,0.376579,0.058597
5,0.020833,-0.736724,-0.085105,0.064140,-0.667743,0.113175,0.352822,0.008858,-0.708505,0.268675,-0.400938,-0.514862,0.339994,0.271217,0.216804,0.000009,0.000647,0.000371,-1.000000,0.039054,0.138198,0.299935,0.215572,0.141240,0.428224,0.168482,0.141688,0.560874,-0.122416,0.143396,0.486881,-0.124029,0.142412,0.556385,0.231243,0.122147,0.562537,0.215363,0.131424,0.536957,0.039163,0.125409,0.298938,0.038983,0.124446,0.380420,-0.107842,0.134479,0.225609,0.366512,0.270671,0.267012,-0.107922,0.132868,0.298627,0.038907,0.127191,0.223122,0.195811,0.128692,0.218770,0.197921,0.130278,0.298238,0.197765,0.131165,0.380882,-0.107513,0.133688,0.377938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081080,0.368485,-0.255097,0.057867,0.349473,-0.078565,0.041049,0.364360,-0.235410,0.125078,0.353809,-0.072560,0.092241,0.388041,-0.093955,0.479223,0.386945,0.231897,0.478477,0.400533,0.186694,0.433954,0.364193,0.154829,0.387543,0.378969,0.114592,0.421254,0.376580,0.058672
