Format Version,1.23,Take Name,cap_016,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.29.36.444 PM,Total Frames in Take,3109,Total Exported Frames,3109,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
569,2.370833,-0.848601,-0.099524,0.164726,-0.492785,0.178004,0.135109,0.218622,-0.763201,0.286682,-0.422057,-0.396492,0.237068,0.162570,0.239425,0.000818,-0.000263,0.000170,-1.000000,0.038783,0.137516,0.300288,0.215340,0.140657,0.428372,0.168545,0.141512,0.560922,-0.122301,0.143302,0.486930,-0.123389,0.141723,0.557563,0.231296,0.122119,0.562562,0.039197,0.124537,0.380597,0.197959,0.130566,0.381034,0.039229,0.125531,0.298965,-0.107476,0.132950,0.377914,-0.107929,0.132373,0.298591,0.198050,0.129616,0.298229,0.195023,0.129748,0.218951,0.038934,0.127505,0.223152,-0.107883,0.132195,0.225600,0.257482,0.153988,0.281058,,,,0.144779,0.222462,0.177560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110603,0.257136,-0.008501,0.110610,0.172699,0.148964,0.074127,0.250702,0.016897,,,,,,,0.359312,0.286717,0.291200,0.359556,0.310104,0.250034,0.321840,0.276758,0.207148,0.275641,0.295663,0.167819,0.312771,0.309788,0.115635
570,2.375000,-0.848845,-0.097833,0.163365,-0.493157,0.177934,0.135210,0.218705,-0.763210,0.286402,-0.422245,-0.396477,0.237041,0.162471,0.239496,0.000788,-0.000285,0.000170,-1.000000,0.038768,0.137548,0.300276,0.215354,0.140684,0.428324,0.168534,0.141537,0.560911,-0.122302,0.143321,0.486927,-0.123397,0.141739,0.557567,0.231276,0.122127,0.562551,0.039181,0.124573,0.380590,0.197965,0.130575,0.381026,0.039223,0.125566,0.298967,-0.107474,0.132968,0.377911,-0.107932,0.132395,0.298588,0.198052,0.129638,0.298231,0.194994,0.129846,0.218962,0.038936,0.127526,0.223150,-0.107881,0.132212,0.225598,0.257469,0.153911,0.281121,,,,0.145128,0.222453,0.177552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111650,0.257197,-0.008808,0.110880,0.172841,0.148763,0.075064,0.250809,0.016488,,,,,,,0.359205,0.286700,0.291229,0.359429,0.310090,0.250061,0.321745,0.276705,0.207188,0.275549,0.295566,0.167871,0.312679,0.309681,0.115669
571,2.379167,-0.849092,-0.096674,0.161738,-0.493495,0.177943,0.135304,0.218801,-0.763238,0.286205,-0.422381,-0.396421,0.236990,0.162358,0.239565,0.000853,-0.000294,0.000202,-1.000000,0.038743,0.137528,0.300283,0.215292,0.140663,0.428355,0.168521,0.141544,0.560914,-0.122311,0.143342,0.486928,-0.123395,0.141755,0.557569,0.231253,0.122131,0.562541,0.039164,0.124617,0.380603,0.197953,0.130595,0.381029,0.039225,0.125583,0.298980,-0.107483,0.132969,0.377921,-0.107932,0.132403,0.298598,0.198047,0.129656,0.298242,0.194986,0.129869,0.218997,0.038932,0.127567,0.223162,-0.107885,0.132219,0.225603,0.257435,0.153835,0.281192,,,,0.145494,0.222435,0.177520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112608,0.257217,-0.009014,0.111176,0.172948,0.148538,0.075946,0.250838,0.016147,,,,,,,0.359090,0.286649,0.291271,0.359285,0.310043,0.250109,0.321650,0.276619,0.207248,0.275437,0.295472,0.167950,0.312596,0.309567,0.115729
572,2.383333,-0.849181,-0.095186,0.160399,-0.494068,0.177897,0.135500,0.218915,-0.763313,0.286008,-0.422444,-0.396351,0.236939,0.162248,0.239641,0.000884,-0.000314,0.000203,-1.000000,0.038731,0.137530,0.300283,0.215291,0.140672,0.428342,0.168517,0.141563,0.560916,-0.122316,0.143358,0.486938,-0.123395,0.141773,0.557573,0.231246,0.122151,0.562532,0.039147,0.124653,0.380603,0.197935,0.130611,0.381038,0.039220,0.125610,0.298986,-0.107487,0.133000,0.377925,-0.107944,0.132438,0.298615,0.198043,0.129681,0.298252,0.194979,0.129898,0.218993,0.038929,0.127600,0.223174,-0.107881,0.132245,0.225614,0.257397,0.153757,0.281271,,,,0.145832,0.222503,0.177523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113579,0.257211,-0.009257,0.111443,0.173154,0.148318,0.076801,0.250914,0.015744,,,,,,,0.358982,0.286598,0.291319,0.359161,0.309992,0.250167,0.321551,0.276543,0.207321,0.275313,0.295381,0.168028,0.312490,0.309476,0.115803
573,2.387500,-0.849336,-0.093080,0.160252,-0.494251,0.177857,0.135470,0.218901,-0.763198,0.286424,-0.422020,-0.396724,0.236603,0.162305,0.239807,0.000856,-0.000336,0.000195,-1.000000,0.038717,0.137557,0.300277,0.215303,0.140700,0.428296,0.168498,0.141574,0.560924,-0.122321,0.143365,0.486942,-0.123405,0.141790,0.557579,0.231245,0.122165,0.562527,0.039146,0.124673,0.380621,0.197923,0.130626,0.381049,0.039211,0.125641,0.298997,-0.107495,0.133017,0.377934,-0.107956,0.132446,0.298626,0.198041,0.129723,0.298271,0.194960,0.129953,0.219012,0.038925,0.127637,0.223196,-0.107897,0.132248,0.225622,0.257337,0.153715,0.281370,,,,0.146139,0.222567,0.177583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114519,0.257215,-0.009531,0.111704,0.173289,0.148118,0.077629,0.251064,0.015395,,,,,,,0.358797,0.286472,0.291449,0.359045,0.309914,0.250243,0.321450,0.276456,0.207409,0.274967,0.295434,0.168260,0.312374,0.309382,0.115893
574,2.391667,-0.849528,-0.091734,0.158841,-0.494628,0.177783,0.135576,0.219001,-0.763346,0.286159,-0.422017,-0.396633,0.236576,0.162147,0.239921,0.000892,-0.000331,0.000235,-1.000000,0.038699,0.137553,0.300283,0.215274,0.140686,0.428326,0.168468,0.141584,0.560915,-0.122336,0.143393,0.486944,-0.123419,0.141810,0.557584,0.231232,0.122162,0.562529,0.039132,0.124692,0.380627,0.197907,0.130654,0.381058,0.039202,0.125685,0.299019,-0.107503,0.133042,0.377946,-0.107969,0.132504,0.298636,0.198029,0.129765,0.298286,0.194950,0.129996,0.219008,0.038900,0.127681,0.223214,-0.107895,0.132285,0.225631,0.257452,0.153318,0.281432,,,,0.146438,0.222555,0.177535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115402,0.257240,-0.009757,0.111931,0.173397,0.147954,0.078462,0.251123,0.015033,,,,,,,0.358717,0.286381,0.291509,0.358935,0.309824,0.250331,0.321337,0.276354,0.207526,0.274854,0.295287,0.168361,0.312241,0.309277,0.115991
575,2.395833,-0.849682,-0.090170,0.157960,-0.494934,0.177753,0.135548,0.219038,-0.762400,0.286228,-0.421543,-0.398901,0.236075,0.162289,0.240630,0.000830,-0.000355,0.000264,-1.000000,0.038688,0.137588,0.300283,0.215294,0.140698,0.428292,0.168462,0.141571,0.560925,-0.122352,0.143408,0.486958,-0.123429,0.141830,0.557590,0.231242,0.122156,0.562523,0.039127,0.124711,0.380637,0.197885,0.130665,0.381078,0.039188,0.125702,0.299023,-0.107528,0.133052,0.377949,-0.107987,0.132508,0.298651,0.198014,0.129780,0.298309,0.194944,0.130001,0.219011,0.038885,0.127691,0.223223,-0.107911,0.132292,0.225637,0.257283,0.153275,0.281628,,,,0.146763,0.222523,0.177536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116295,0.257158,-0.010000,0.112190,0.173430,0.147761,0.079280,0.251121,0.014674,,,,,,,0.358649,0.286235,0.291590,0.358825,0.309711,0.250434,0.321218,0.276235,0.207638,0.274758,0.295095,0.168478,0.311873,0.308570,0.115973
576,2.400000,-0.849815,-0.088651,0.157436,-0.495146,0.177773,0.135510,0.219013,-0.764006,0.285760,-0.421438,-0.396265,0.236488,0.161773,0.240162,0.000906,-0.000356,0.000260,-1.000000,0.038684,0.137551,0.300299,0.215275,0.140677,0.428329,0.168480,0.141578,0.560947,-0.122368,0.143405,0.486971,-0.123439,0.141825,0.557599,0.231252,0.122163,0.562523,0.039117,0.124710,0.380654,0.197874,0.130684,0.381096,0.039165,0.125704,0.299029,-0.107538,0.133050,0.377961,-0.107999,0.132511,0.298657,0.198007,0.129785,0.298313,0.194954,0.129985,0.219007,0.038873,0.127712,0.223241,-0.107920,0.132301,0.225641,0.257296,0.153051,0.281723,,,,0.147113,0.222476,0.177435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117148,0.257113,-0.010277,0.112464,0.173471,0.147570,0.080018,0.251156,0.014343,,,,,,,0.358607,0.286034,0.291694,0.358723,0.309555,0.250552,0.321118,0.276114,0.207768,0.274567,0.295031,0.168659,0.311832,0.309049,0.116294
577,2.404167,-0.849889,-0.087581,0.156386,-0.495543,0.177842,0.135547,0.219026,-0.764049,0.285991,-0.420896,-0.396592,0.236253,0.161729,0.240390,0.000866,-0.000338,0.000268,-1.000000,0.038693,0.137548,0.300321,0.215282,0.140661,0.428360,0.168483,0.141556,0.560974,-0.122366,0.143389,0.486987,-0.123441,0.141804,0.557617,0.231248,0.122132,0.562549,0.039120,0.124684,0.380673,0.197647,0.130675,0.380946,0.039172,0.125683,0.299059,-0.107544,0.133028,0.377975,-0.107993,0.132484,0.298676,0.197997,0.129758,0.298331,0.194929,0.130006,0.219049,0.038872,0.127695,0.223255,-0.107925,0.132272,0.225666,0.257282,0.152821,0.281856,,,,0.147402,0.222507,0.177474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117945,0.257017,-0.010523,0.112769,0.173493,0.147370,0.080793,0.251109,0.013963,,,,,,,0.358572,0.285863,0.291805,0.358617,0.309382,0.250693,0.320994,0.275958,0.207929,0.274341,0.295000,0.168909,0.311665,0.308923,0.116423
578,2.408333,-0.849980,-0.086076,0.155903,-0.495801,0.177846,0.135523,0.219022,-0.765077,0.284671,-0.421586,-0.394823,0.236674,0.161179,0.240259,0.000862,-0.000261,0.000285,-1.000000,0.038719,0.137530,0.300348,0.215285,0.140645,0.428382,0.168482,0.141540,0.560989,-0.122365,0.143372,0.486991,-0.123436,0.141788,0.557624,0.231200,0.122092,0.562660,0.039118,0.124673,0.380687,0.197646,0.130663,0.380960,0.039175,0.125666,0.299069,-0.107540,0.133022,0.377984,-0.108000,0.132458,0.298684,0.197998,0.129743,0.298339,0.194898,0.130070,0.219091,0.038871,0.127675,0.223265,-0.107923,0.132259,0.225671,0.257210,0.152686,0.281974,,,,0.147663,0.222502,0.177454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118758,0.256940,-0.010755,0.113023,0.173548,0.147180,0.081501,0.251133,0.013644,,,,,,,0.358493,0.285676,0.292053,0.358203,0.309500,0.250767,0.320897,0.275805,0.208061,0.274156,0.294907,0.169106,0.311495,0.308823,0.116573
579,2.412500,-0.850004,-0.085106,0.154875,-0.496249,0.177874,0.135589,0.219043,-0.765369,0.284300,-0.421494,-0.394622,0.236703,0.160916,0.240386,0.000866,-0.000318,0.000235,-1.000000,0.038712,0.137515,0.300335,0.215287,0.140638,0.428390,0.168494,0.141525,0.560983,-0.122353,0.143350,0.486992,-0.123431,0.141758,0.557624,0.231258,0.122120,0.562570,0.039137,0.124648,0.380689,0.197662,0.130626,0.380937,0.039179,0.125643,0.299055,-0.107529,0.132999,0.377978,-0.107992,0.132440,0.298681,0.197995,0.129672,0.298317,0.194904,0.130024,0.219074,0.038875,0.127648,0.223252,-0.107919,0.132241,0.225668,0.257286,0.152375,0.282045,,,,0.147920,0.222455,0.177392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119509,0.256830,-0.010998,0.113275,0.173585,0.146984,0.082135,0.251073,0.013297,,,,,,,0.358449,0.285516,0.292156,0.358116,0.309309,0.250862,0.320803,0.275642,0.208172,0.274070,0.294653,0.169212,0.311317,0.308685,0.116715
580,2.416667,-0.849935,-0.083841,0.154171,-0.496802,0.177884,0.135633,0.219039,-0.765752,0.283637,-0.421562,-0.394283,0.236840,0.160578,0.240492,0.000769,-0.000311,0.000189,-1.000000,0.038725,0.137555,0.300306,0.215322,0.140675,0.428341,0.168490,0.141524,0.560950,-0.122339,0.143332,0.486966,-0.123426,0.141738,0.557603,0.231258,0.122123,0.562561,0.039154,0.124653,0.380680,0.197681,0.130604,0.380901,0.039190,0.125631,0.299017,-0.107521,0.132979,0.377958,-0.107974,0.132420,0.298646,0.198007,0.129650,0.298285,0.194928,0.129979,0.219006,0.038889,0.127639,0.223217,-0.107923,0.132231,0.225640,0.257367,0.152013,0.282055,,,,0.148219,0.222414,0.177328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120236,0.256664,-0.011318,0.113505,0.173627,0.146756,0.082839,0.250955,0.012932,,,,,,,0.358414,0.285368,0.292224,0.358044,0.309146,0.250937,0.320703,0.275472,0.208262,0.274031,0.294318,0.169272,0.311129,0.308534,0.116837
581,2.420833,-0.849996,-0.082368,0.154402,-0.496872,0.177946,0.135466,0.218899,-0.766085,0.283067,-0.421539,-0.394070,0.236939,0.160258,0.240637,0.000766,-0.000309,0.000173,-1.000000,0.038736,0.137553,0.300291,0.215319,0.140683,0.428326,0.168509,0.141518,0.560933,-0.122321,0.143318,0.486946,-0.123411,0.141737,0.557589,0.231261,0.122129,0.562554,0.039178,0.124636,0.380650,0.197695,0.130573,0.380874,0.039206,0.125603,0.298984,-0.107504,0.132953,0.377929,-0.107960,0.132383,0.298617,0.198027,0.129623,0.298250,0.195000,0.129823,0.218929,0.038895,0.127615,0.223177,-0.107905,0.132217,0.225616,0.257445,0.151696,0.282075,,,,0.148512,0.222316,0.177201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120890,0.256520,-0.011581,0.113754,0.173594,0.146524,0.083430,0.250938,0.012616,,,,,,,0.358370,0.285198,0.292312,0.357998,0.308957,0.251013,0.320628,0.275280,0.208359,0.273955,0.294012,0.169390,0.310939,0.308349,0.116972
582,2.425000,-0.849989,-0.081098,0.154412,-0.497089,0.177992,0.135366,0.218815,-0.766407,0.282809,-0.421096,-0.394104,0.236896,0.160055,0.240831,0.000770,-0.000303,0.000142,-1.000000,0.038745,0.137545,0.300278,0.215320,0.140686,0.428320,0.168522,0.141527,0.560905,-0.122306,0.143302,0.486932,-0.123395,0.141716,0.557575,0.231250,0.122127,0.562550,0.039198,0.124623,0.380635,0.197715,0.130553,0.380851,0.039215,0.125593,0.298961,-0.107477,0.132941,0.377920,-0.107942,0.132368,0.298592,0.198047,0.129603,0.298230,0.195025,0.129815,0.218904,0.038912,0.127601,0.223161,-0.107893,0.132201,0.225603,0.257433,0.151546,0.282167,,,,0.148747,0.222295,0.177163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121476,0.256350,-0.011806,0.113979,0.173568,0.146335,0.083984,0.250893,0.012292,,,,,,,0.358345,0.285022,0.292391,0.357946,0.308767,0.251101,0.320548,0.275083,0.208463,0.273776,0.293854,0.169595,0.310723,0.308183,0.117122
583,2.429167,-0.849804,-0.076553,0.160612,-0.496162,0.178177,0.134360,0.218028,-0.766762,0.282635,-0.420796,-0.393858,0.236878,0.159816,0.240939,0.000743,-0.000298,0.000137,-1.000000,0.038760,0.137543,0.300280,0.215328,0.140682,0.428321,0.168538,0.141503,0.560909,-0.122288,0.143286,0.486928,-0.123380,0.141704,0.557578,0.231257,0.122120,0.562557,0.039217,0.124614,0.380636,0.197737,0.130547,0.380846,0.039230,0.125586,0.298964,-0.107470,0.132923,0.377916,-0.107926,0.132356,0.298584,0.198060,0.129585,0.298226,0.195010,0.129836,0.218918,0.038933,0.127579,0.223146,-0.107881,0.132189,0.225603,0.257470,0.151331,0.282234,,,,0.148921,0.222256,0.177124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122064,0.256128,-0.012082,0.114194,0.173504,0.146170,0.084527,0.250724,0.011965,,,,0.154283,0.210199,0.140397,0.358305,0.284807,0.292496,0.357888,0.308572,0.251226,0.320473,0.274882,0.208570,0.273613,0.293697,0.169777,0.310531,0.308074,0.117265
584,2.433333,-0.849611,-0.075733,0.160323,-0.496711,0.178240,0.134414,0.218002,-0.766914,0.283041,-0.420484,-0.393605,0.236677,0.159677,0.240991,0.000838,-0.000298,0.000159,-1.000000,0.038764,0.137498,0.300286,0.215313,0.140647,0.428361,0.168543,0.141505,0.560904,-0.122287,0.143289,0.486930,-0.123373,0.141709,0.557579,0.231276,0.122118,0.562549,0.039226,0.124607,0.380643,0.197742,0.130539,0.380846,0.039237,0.125577,0.298971,-0.107459,0.132930,0.377918,-0.107917,0.132361,0.298590,0.198060,0.129588,0.298232,0.194973,0.129942,0.218968,0.038943,0.127583,0.223157,-0.107877,0.132193,0.225600,0.257473,0.151144,0.282316,,,,0.149093,0.222231,0.177050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122551,0.255915,-0.012350,0.114387,0.173495,0.146024,0.084973,0.250596,0.011680,,,,0.154503,0.210196,0.140204,0.358158,0.284514,0.292704,0.357809,0.308391,0.251383,0.320379,0.274705,0.208703,0.273401,0.293660,0.170005,0.310371,0.308019,0.117433
585,2.437500,-0.849408,-0.074293,0.161237,-0.496980,0.178291,0.134277,0.217900,-0.775751,0.277987,-0.419319,-0.380927,0.239437,0.157480,0.238559,0.000845,-0.000300,0.000181,-1.000000,0.038758,0.137496,0.300302,0.215306,0.140641,0.428374,0.168541,0.141497,0.560920,-0.122288,0.143294,0.486947,-0.123381,0.141721,0.557596,0.231270,0.122113,0.562566,0.039228,0.124603,0.380655,0.197734,0.130545,0.380861,0.039238,0.125586,0.298990,-0.107468,0.132932,0.377932,-0.107918,0.132364,0.298608,0.198061,0.129586,0.298247,0.194925,0.130058,0.219039,0.038939,0.127586,0.223171,-0.107883,0.132194,0.225614,0.257274,0.151316,0.282637,,,,0.149240,0.222179,0.177019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122977,0.255709,-0.012578,0.114533,0.173493,0.145909,0.085356,0.250457,0.011429,,,,0.154810,0.210019,0.139980,0.358124,0.284286,0.292807,0.357728,0.308199,0.251576,0.320292,0.274525,0.208845,0.273193,0.293674,0.170244,,,
586,2.441667,-0.849173,-0.073404,0.160941,-0.497609,0.178240,0.134362,0.217944,-0.764619,0.287009,-0.417082,-0.398780,0.234398,0.160879,0.242430,0.000847,-0.000311,0.000190,-1.000000,0.038746,0.137520,0.300309,0.215299,0.140655,0.428374,0.168539,0.141527,0.560948,-0.122308,0.143331,0.486958,-0.123392,0.141739,0.557600,0.231272,0.122135,0.562554,0.039225,0.124587,0.380664,0.197722,0.130580,0.380878,0.039220,0.125609,0.299005,-0.107488,0.132960,0.377946,-0.107930,0.132395,0.298618,0.198048,0.129632,0.298262,0.194870,0.130195,0.219089,0.038932,0.127611,0.223189,-0.107886,0.132215,0.225623,0.257355,0.150878,0.282697,,,,0.149383,0.222120,0.176929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123366,0.255504,-0.012786,0.114628,0.173548,0.145810,0.085712,0.250299,0.011157,,,,0.154932,0.209988,0.139863,0.358104,0.284034,0.292957,0.357649,0.308011,0.251752,,,,0.273008,0.293685,0.170494,0.309984,0.307951,0.117833
587,2.445833,-0.848860,-0.072690,0.160402,-0.498421,0.178181,0.134480,0.218024,-0.776783,0.278174,-0.417986,-0.380151,0.239259,0.157151,0.238726,0.000872,-0.000308,0.000191,-1.000000,0.038734,0.137520,0.300310,0.215294,0.140661,0.428375,0.168525,0.141542,0.560955,-0.122326,0.143342,0.486961,-0.123413,0.141752,0.557599,0.231263,0.122146,0.562553,0.039209,0.124607,0.380670,0.197701,0.130609,0.380893,0.039207,0.125635,0.299016,-0.107501,0.132972,0.377956,-0.107958,0.132411,0.298637,0.198027,0.129647,0.298272,0.194875,0.130161,0.219092,0.038912,0.127632,0.223207,-0.107901,0.132230,0.225632,0.257372,0.150558,0.282721,,,,0.149514,0.222048,0.176859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123717,0.255227,-0.013028,0.114696,0.173556,0.145718,0.086052,0.250062,0.010873,,,,0.155035,0.209970,0.139770,0.358116,0.283795,0.293052,0.357554,0.307835,0.251899,0.320042,0.274233,0.209174,0.272887,0.293566,0.170717,,,
588,2.450000,-0.848513,-0.071870,0.160103,-0.499227,0.178107,0.134594,0.218090,-0.769093,0.282620,-0.418907,-0.391329,0.236743,0.158683,0.241155,-0.000326,-0.000231,0.000041,-1.000000,0.038799,0.138129,0.300294,0.215510,0.141067,0.428323,0.168499,0.141551,0.560962,-0.122344,0.143362,0.486959,-0.123426,0.141788,0.557597,0.231261,0.122150,0.562546,0.039178,0.124624,0.380673,0.197674,0.130635,0.380908,0.039182,0.125660,0.299018,-0.107525,0.133004,0.377956,-0.107975,0.132454,0.298646,0.198010,0.129681,0.298282,0.194889,0.130176,0.219079,0.038894,0.127673,0.223216,-0.107912,0.132259,0.225636,0.257371,0.150297,0.282720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124052,0.254922,-0.013267,0.114765,0.173589,0.145604,0.086340,0.249856,0.010604,,,,0.155109,0.209945,0.139666,0.358143,0.283527,0.293136,0.357473,0.307657,0.252046,0.319931,0.274121,0.209330,0.273109,0.293105,0.170676,0.309574,0.307941,0.118251
589,2.454167,-0.848169,-0.071106,0.159950,-0.499970,0.178045,0.134660,0.218140,-0.769525,0.283005,-0.417971,-0.391204,0.236571,0.158585,0.241267,-0.000356,-0.000232,0.000039,-1.000000,0.038789,0.138142,0.300303,0.215497,0.141071,0.428338,0.168495,0.141549,0.560978,-0.122365,0.143365,0.486968,-0.123440,0.141784,0.557602,0.231265,0.122149,0.562546,0.039167,0.124625,0.380687,0.197658,0.130658,0.380931,0.039174,0.125669,0.299034,-0.107540,0.133006,0.377963,-0.107993,0.132447,0.298662,0.197996,0.129694,0.298306,0.194910,0.130119,0.219067,0.038873,0.127689,0.223240,-0.107923,0.132245,0.225647,0.257359,0.149979,0.282704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124330,0.254594,-0.013514,0.114813,0.173562,0.145506,0.086583,0.249641,0.010364,,,,0.155192,0.209900,0.139578,0.358187,0.283227,0.293232,0.357438,0.307433,0.252219,0.319839,0.273994,0.209492,0.272953,0.293083,0.170917,0.309386,0.307911,0.118448
