Format Version,1.23,Take Name,cap_039,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.50.07.482 PM,Total Frames in Take,2805,Total Exported Frames,2805,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.025000,-0.761529,-0.131012,0.121990,-0.622919,0.173143,0.346900,-0.037381,-0.672345,0.249123,-0.533408,-0.448739,0.309401,0.248587,0.173142,-0.000347,-0.000065,-0.000005,-1.000000,0.038887,0.137951,0.300265,0.215658,0.140917,0.428315,0.168609,0.141419,0.560906,-0.122309,0.143140,0.486819,-0.123649,0.141596,0.557624,0.231268,0.121922,0.562636,0.039103,0.123873,0.380412,0.039260,0.124562,0.298878,0.322043,0.255248,0.227831,0.197841,0.130767,0.380900,0.198026,0.129591,0.298176,0.039035,0.126102,0.223112,-0.107859,0.132123,0.298580,0.196076,0.127835,0.218588,-0.107765,0.133037,0.225574,-0.107492,0.132833,0.377778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102367,0.387896,-0.290999,0.105703,0.352279,-0.115613,0.065601,0.383294,-0.265554,0.172305,0.355881,-0.118891,0.138193,0.392090,-0.132201,0.416181,0.389964,0.213156,0.423935,0.402676,0.168461,0.395587,0.357673,0.129089,0.357884,0.362920,0.078849,0.403258,0.367008,0.032123
7,0.029167,-0.761462,-0.131144,0.121945,-0.622982,0.173154,0.346909,-0.037287,-0.672150,0.248979,-0.533741,-0.448714,0.309333,0.248608,0.173157,0.000945,-0.000171,0.000130,-1.000000,0.038779,0.137344,0.300274,0.215378,0.140546,0.428361,0.168637,0.141509,0.560871,-0.122316,0.143149,0.486818,-0.123657,0.141600,0.557624,0.231228,0.121938,0.562636,0.039090,0.123871,0.380406,0.039259,0.124538,0.298871,0.321945,0.255296,0.227785,0.197817,0.130771,0.380876,0.198018,0.129575,0.298165,0.039009,0.126101,0.223104,-0.107882,0.132134,0.298565,0.196067,0.127827,0.218569,-0.107793,0.133031,0.225566,-0.107501,0.132836,0.377770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102350,0.387842,-0.290908,0.105714,0.352253,-0.115521,0.065563,0.383253,-0.265453,0.172298,0.355887,-0.118787,0.138186,0.392065,-0.132110,0.416022,0.390048,0.213171,0.423805,0.402744,0.168452,0.395507,0.357702,0.129105,0.357823,0.362926,0.078845,0.403211,0.367005,0.032126
8,0.033333,-0.761250,-0.132338,0.120556,-0.623258,0.173106,0.347211,-0.037125,-0.672031,0.248743,-0.534088,-0.448610,0.309319,0.248611,0.173179,0.000986,-0.000183,0.000099,-1.000000,0.038756,0.137323,0.300272,0.215343,0.140548,0.428350,0.168606,0.141523,0.560874,-0.122304,0.143128,0.486815,-0.123652,0.141593,0.557630,0.231185,0.121946,0.562625,0.039100,0.123861,0.380412,0.039257,0.124541,0.298868,0.321864,0.255344,0.227803,0.197777,0.130773,0.380861,0.198016,0.129549,0.298161,0.039015,0.126093,0.223108,-0.107906,0.132165,0.298557,0.196069,0.127818,0.218574,-0.107819,0.133048,0.225552,-0.107487,0.132822,0.377772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102325,0.387819,-0.290821,0.105748,0.352221,-0.115420,0.065533,0.383210,-0.265360,0.171961,0.356463,-0.118548,0.138201,0.392050,-0.132011,0.415893,0.390134,0.213181,0.423677,0.402823,0.168444,0.395440,0.357741,0.129126,0.357779,0.362936,0.078855,0.403179,0.367016,0.032145
9,0.037500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.041667,-0.761155,-0.132583,0.120678,-0.623299,0.173180,0.347207,-0.036911,-0.671874,0.248407,-0.534625,-0.448393,0.309240,0.248645,0.173249,0.000953,-0.000223,0.000167,-1.000000,0.038690,0.137332,0.300310,0.215294,0.140522,0.428365,0.168507,0.141459,0.560908,-0.122332,0.143152,0.486873,-0.123673,0.141609,0.557681,0.231144,0.121947,0.562645,0.039077,0.123866,0.380457,0.039222,0.124571,0.298933,0.321518,0.255618,0.227993,0.197714,0.130794,0.380888,0.197997,0.129593,0.298230,0.038998,0.126119,0.223163,-0.107970,0.132168,0.298596,0.196035,0.127846,0.218637,-0.107869,0.133052,0.225568,-0.107516,0.132856,0.377830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102257,0.387774,-0.290559,0.105788,0.352193,-0.115157,0.065493,0.383129,-0.265114,0.171941,0.356473,-0.118325,0.138238,0.391979,-0.131821,0.415642,0.390260,0.213222,0.423409,0.402986,0.168514,0.395270,0.357874,0.129215,0.357642,0.362983,0.078916,0.403085,0.367072,0.032239
11,0.045833,-0.761089,-0.132749,0.120667,-0.623346,0.173205,0.347231,-0.036781,-0.671757,0.248308,-0.534831,-0.448376,0.309154,0.248710,0.173314,0.000946,-0.000236,0.000218,-1.000000,0.038663,0.137356,0.300339,0.215289,0.140526,0.428386,0.168478,0.141469,0.560948,-0.122369,0.143187,0.486903,-0.123705,0.141650,0.557718,0.231142,0.121944,0.562656,0.039036,0.123884,0.380491,0.039186,0.124607,0.298971,0.321357,0.255747,0.228056,0.197681,0.130799,0.380923,0.197958,0.129641,0.298265,0.038969,0.126142,0.223198,-0.107998,0.132183,0.298639,0.195993,0.127887,0.218684,-0.107891,0.133058,0.225604,-0.107554,0.132875,0.377867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102206,0.387744,-0.290383,0.105782,0.352190,-0.115030,0.065481,0.383100,-0.264970,0.171961,0.356484,-0.118209,0.138237,0.391972,-0.131703,0.415505,0.390363,0.213275,0.423280,0.403078,0.168575,0.395165,0.357958,0.129275,0.357567,0.363033,0.078962,0.403003,0.367121,0.032296
12,0.050000,-0.761016,-0.132877,0.120650,-0.623412,0.173236,0.347276,-0.036655,-0.671617,0.248276,-0.535009,-0.448393,0.309067,0.248795,0.173369,0.000949,-0.000238,0.000251,-1.000000,0.038660,0.137370,0.300360,0.215309,0.140528,0.428403,0.168477,0.141473,0.560973,-0.122391,0.143214,0.486925,-0.123731,0.141676,0.557742,0.231157,0.121949,0.562671,0.039018,0.123912,0.380503,0.039165,0.124642,0.298992,0.321220,0.255879,0.228117,0.197687,0.130822,0.380971,0.197944,0.129691,0.298298,0.038946,0.126178,0.223218,-0.108007,0.132212,0.298673,0.195967,0.127915,0.218714,-0.107883,0.133100,0.225629,-0.107575,0.132903,0.377892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102192,0.387731,-0.290241,0.105786,0.352203,-0.114907,0.065473,0.383086,-0.264827,0.171991,0.356520,-0.118081,0.138260,0.391975,-0.131599,0.415404,0.390459,0.213313,0.423163,0.403176,0.168651,0.395079,0.358055,0.129333,0.357488,0.363096,0.078999,0.402960,0.367173,0.032340
13,0.054167,-0.760946,-0.133049,0.120578,-0.623474,0.173270,0.347306,-0.036528,-0.671465,0.248381,-0.535057,-0.448504,0.308936,0.248899,0.173420,0.000282,-0.000267,0.000484,-1.000000,0.038656,0.137606,0.300356,0.215337,0.140535,0.428425,0.168498,0.141060,0.560863,-0.122407,0.143247,0.486948,-0.123755,0.141718,0.557763,0.231192,0.121919,0.562687,0.039003,0.123928,0.380522,0.039140,0.124682,0.299022,0.321082,0.256006,0.228187,0.197697,0.130822,0.381014,0.197919,0.129730,0.298326,0.038922,0.126210,0.223245,-0.107993,0.132213,0.298714,0.195940,0.127966,0.218749,-0.107876,0.133102,0.225683,-0.107600,0.132934,0.377916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102181,0.387711,-0.290105,0.105804,0.352209,-0.114789,0.065473,0.383040,-0.264677,0.172032,0.356516,-0.117967,0.138264,0.391973,-0.131479,0.415323,0.390533,0.213348,0.423069,0.403240,0.168721,0.394981,0.358145,0.129383,0.357414,0.363158,0.079036,0.402909,0.367221,0.032386
14,0.058333,-0.759577,-0.129821,0.122762,-0.625396,0.172830,0.348082,-0.036145,-0.671375,0.248344,-0.535195,-0.448495,0.308891,0.248950,0.173456,0.000307,-0.000266,0.000489,-1.000000,0.038680,0.137591,0.300369,0.215372,0.140521,0.428445,0.168529,0.141048,0.560872,-0.122394,0.143248,0.486955,-0.123744,0.141713,0.557782,0.231221,0.121924,0.562696,0.039012,0.123938,0.380534,0.039162,0.124697,0.299042,0.320994,0.256113,0.228231,0.197727,0.130829,0.381041,0.197928,0.129746,0.298343,0.038943,0.126212,0.223259,-0.107966,0.132209,0.298746,0.195950,0.127972,0.218759,-0.107848,0.133108,0.225699,-0.107590,0.132937,0.377925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102214,0.387672,-0.290010,0.105227,0.353179,-0.114473,0.065492,0.383014,-0.264553,0.172083,0.356524,-0.117855,0.138309,0.391969,-0.131364,0.415241,0.390594,0.213370,0.423010,0.403311,0.168760,0.394930,0.358199,0.129426,0.357378,0.363199,0.079062,0.402880,0.367262,0.032429
15,0.062500,-0.760872,-0.133295,0.120596,-0.623509,0.173401,0.347302,-0.036329,-0.671232,0.248327,-0.535359,-0.448523,0.308829,0.248994,0.173485,0.000303,-0.000263,0.000503,-1.000000,0.038695,0.137579,0.300385,0.215385,0.140506,0.428462,0.168537,0.141036,0.560886,-0.122373,0.143234,0.486975,-0.123720,0.141707,0.557794,0.231224,0.121898,0.562716,0.039028,0.123919,0.380545,0.039181,0.124684,0.299048,0.320962,0.256106,0.228336,0.197744,0.130825,0.381047,0.197950,0.129729,0.298349,0.038954,0.126198,0.223268,-0.107949,0.132198,0.298749,0.195964,0.127959,0.218771,-0.107830,0.133090,0.225711,-0.107562,0.132929,0.377936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102218,0.387653,-0.289908,0.105912,0.352169,-0.114560,0.065508,0.382976,-0.264437,0.172117,0.356521,-0.117766,0.138341,0.391951,-0.131255,0.415152,0.390651,0.213405,0.422940,0.403360,0.168780,0.394877,0.358249,0.129456,0.357345,0.363218,0.079080,0.402855,0.367272,0.032460
16,0.066667,-0.760867,-0.133434,0.120600,-0.623484,0.173470,0.347292,-0.036263,-0.671039,0.248277,-0.535613,-0.448535,0.308793,0.249039,0.173487,0.000314,-0.000259,0.000477,-1.000000,0.038712,0.137569,0.300368,0.215380,0.140503,0.428447,0.168542,0.141040,0.560873,-0.122336,0.143229,0.486953,-0.123677,0.141684,0.557776,0.231220,0.121908,0.562699,0.039063,0.123916,0.380528,0.039214,0.124675,0.299028,0.320938,0.256172,0.228262,0.197764,0.130825,0.381012,0.197985,0.129710,0.298333,0.038989,0.126180,0.223249,-0.107924,0.132222,0.298725,0.196014,0.127953,0.218751,-0.107818,0.133100,0.225681,-0.107525,0.132919,0.377920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102237,0.387641,-0.289843,0.105975,0.352145,-0.114474,0.065517,0.382959,-0.264365,0.172140,0.356544,-0.117682,0.138390,0.391940,-0.131161,0.415059,0.390720,0.213420,0.422882,0.403431,0.168765,0.394851,0.358296,0.129464,0.357336,0.363241,0.079069,0.402866,0.367280,0.032461
