Format Version,1.23,Take Name,cap_039,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.50.07.482 PM,Total Frames in Take,2805,Total Exported Frames,2805,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2675,Unlabeled 2675,Unlabeled 2675,Unlabeled 2676,Unlabeled 2676,Unlabeled 2676,Unlabeled 2677,Unlabeled 2677,Unlabeled 2677,Unlabeled 2678,Unlabeled 2678,Unlabeled 2678,Unlabeled 2679,Unlabeled 2679,Unlabeled 2679,Unlabeled 2680,Unlabeled 2680,Unlabeled 2680,Unlabeled 2681,Unlabeled 2681,Unlabeled 2681,Unlabeled 2682,Unlabeled 2682,Unlabeled 2682,Unlabeled 2683,Unlabeled 2683,Unlabeled 2683,Unlabeled 2684,Unlabeled 2684,Unlabeled 2684,Unlabeled 2686,Unlabeled 2686,Unlabeled 2686,Unlabeled 2687,Unlabeled 2687,Unlabeled 2687,Unlabeled 2688,Unlabeled 2688,Unlabeled 2688,Unlabeled 2689,Unlabeled 2689,Unlabeled 2689,Unlabeled 2690,Unlabeled 2690,Unlabeled 2690,Unlabeled 2691,Unlabeled 2691,Unlabeled 2691,Unlabeled 2693,Unlabeled 2693,Unlabeled 2693,Unlabeled 2694,Unlabeled 2694,Unlabeled 2694,Unlabeled 2695,Unlabeled 2695,Unlabeled 2695,Unlabeled 2696,Unlabeled 2696,Unlabeled 2696,Unlabeled 2697,Unlabeled 2697,Unlabeled 2697,Unlabeled 2698,Unlabeled 2698,Unlabeled 2698,Unlabeled 2699,Unlabeled 2699,Unlabeled 2699,Unlabeled 2702,Unlabeled 2702,Unlabeled 2702,Unlabeled 2703,Unlabeled 2703,Unlabeled 2703,Unlabeled 2704,Unlabeled 2704,Unlabeled 2704,Unlabeled 2705,Unlabeled 2705,Unlabeled 2705,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DCA40","DCA40","DCA40","DC480","DC480","DC480","DC5F0","DC5F0","DC5F0","DC600","DC600","DC600","DC460","DC460","DC460","DC590","DC590","DC590","DCAE0","DCAE0","DCAE0","DD080","DD080","DD080","DD7D0","DD7D0","DD7D0","DD810","DD810","DD810","DD8B0","DD8B0","DD8B0","DD8D0","DD8D0","DD8D0","DD8E0","DD8E0","DD8E0","DD8F0","DD8F0","DD8F0","DD900","DD900","DD900","DD960","DD960","DD960","DD990","DD990","DD990","DD6A0","DD6A0","DD6A0","DD9B0","DD9B0","DD9B0","DD9E0","DD9E0","DD9E0","DD9C0","DD9C0","DD9C0","DD9D0","DD9D0","DD9D0","DDA10","DDA10","DDA10","DD9A0","DD9A0","DD9A0","DDA30","DDA30","DDA30","DDA50","DDA50","DDA50","DDA60","DDA60","DDA60","DDA70","DDA70","DDA70","DDAC0","DDAC0","DDAC0","DDAB0","DDAB0","DDAB0","DDAE0","DDAE0","DDAE0","DDAD0","DDAD0","DDAD0","DC4B0","DC4B0","DC4B0","DD6D0","DD6D0","DD6D0","DC6B0","DC6B0","DC6B0","DD930","DD930","DD930","DD6E0","DD6E0","DD6E0","DC550","DC550","DC550","DD0E0","DD0E0","DD0E0","DD0C0","DD0C0","DD0C0","DCB50","DCB50","DCB50","DC6A0","DC6A0","DC6A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.004167,-0.760488,-0.126338,0.125445,-0.624467,0.172482,0.347581,-0.037597,-0.673239,0.249086,-0.532764,-0.448183,0.309832,0.248354,0.173013,0.000946,-0.000263,0.000219,-1.000000,0.038649,0.137409,0.300311,0.215271,0.140577,0.428346,0.168466,0.141527,0.560908,-0.122352,0.143245,0.486888,-0.123687,0.141697,0.557696,0.231123,0.121994,0.562623,0.039061,0.123931,0.380476,0.039216,0.124669,0.298968,0.322312,0.255199,0.227750,0.197663,0.130853,0.380901,0.197982,0.129720,0.298274,0.038982,0.126188,0.223192,-0.107989,0.132268,0.298606,0.196011,0.127939,0.218684,-0.107896,0.133123,0.225576,-0.107526,0.132933,0.377849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102314,0.388176,-0.291462,0.104857,0.353518,-0.115774,0.065551,0.383546,-0.266116,0.172080,0.356005,-0.119361,0.138062,0.392249,-0.132641,0.416619,0.389587,0.213033,0.424218,0.402561,0.168406,0.395897,0.357581,0.129048,0.358128,0.362932,0.078880,0.403425,0.367039,0.032099
2,0.008333,-0.761625,-0.130366,0.122180,-0.622899,0.172929,0.347018,-0.037705,-0.673085,0.249164,-0.532815,-0.448310,0.309736,0.248417,0.173052,0.000923,-0.000239,0.000235,-1.000000,0.038680,0.137407,0.300320,0.215301,0.140563,0.428363,0.168498,0.141508,0.560935,-0.122345,0.143238,0.486886,-0.123687,0.141690,0.557697,0.231158,0.121974,0.562634,0.039072,0.123933,0.380476,0.039230,0.124663,0.298971,0.322267,0.255213,0.227811,0.197704,0.130840,0.380909,0.197988,0.129715,0.298271,0.038986,0.126190,0.223189,-0.107965,0.132235,0.298614,0.196025,0.127932,0.218681,-0.107866,0.133115,0.225579,-0.107510,0.132927,0.377846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102330,0.388123,-0.291350,0.105541,0.352496,-0.115894,0.065563,0.383500,-0.266003,0.172132,0.355987,-0.119265,0.138095,0.392229,-0.132526,0.416550,0.389655,0.213071,0.424175,0.402577,0.168445,0.395848,0.357616,0.129079,0.358076,0.362947,0.078890,0.403393,0.367046,0.032129
3,0.012500,-0.761603,-0.130490,0.122201,-0.622896,0.172986,0.346967,-0.037607,-0.672933,0.249198,-0.532896,-0.448423,0.309636,0.248454,0.173090,0.000918,-0.000218,0.000244,-1.000000,0.038711,0.137389,0.300332,0.215335,0.140539,0.428377,0.168540,0.141488,0.560967,-0.122343,0.143223,0.486889,-0.123692,0.141672,0.557700,0.231194,0.121948,0.562646,0.039066,0.123915,0.380482,0.039230,0.124635,0.298971,0.322199,0.255237,0.227854,0.197747,0.130819,0.380931,0.197983,0.129689,0.298263,0.038983,0.126165,0.223183,-0.107947,0.132191,0.298622,0.196031,0.127900,0.218683,-0.107837,0.133064,0.225602,-0.107519,0.132895,0.377851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102338,0.388046,-0.291231,0.105578,0.352425,-0.115803,0.065569,0.383442,-0.265868,0.172177,0.355937,-0.119163,0.138119,0.392192,-0.132426,0.416464,0.389710,0.213109,0.424117,0.402585,0.168479,0.395771,0.357624,0.129103,0.358010,0.362933,0.078896,0.403346,0.367036,0.032147
4,0.016667,-0.761561,-0.130637,0.122167,-0.622924,0.173053,0.346947,-0.037523,-0.672751,0.249196,-0.533026,-0.448542,0.309561,0.248491,0.173115,0.000825,-0.000174,0.000223,-1.000000,0.038762,0.137402,0.300318,0.215395,0.140540,0.428392,0.168568,0.141448,0.560945,-0.122338,0.143186,0.486869,-0.123671,0.141640,0.557671,0.231236,0.121922,0.562651,0.039080,0.123902,0.380465,0.039244,0.124605,0.298951,0.322153,0.255232,0.227852,0.197798,0.130799,0.380934,0.198004,0.129645,0.298244,0.039005,0.126136,0.223165,-0.107901,0.132162,0.298623,0.196050,0.127870,0.218649,-0.107787,0.133044,0.225603,-0.107509,0.132873,0.377832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102361,0.387989,-0.291140,0.105629,0.352385,-0.115734,0.065595,0.383386,-0.265750,0.172236,0.355917,-0.119070,0.138158,0.392144,-0.132349,0.416389,0.389777,0.213139,0.424074,0.402607,0.168486,0.395715,0.357631,0.129101,0.357975,0.362919,0.078885,0.403320,0.367015,0.032143
5,0.020833,-0.761554,-0.130796,0.122085,-0.622915,0.173093,0.346909,-0.037451,-0.672551,0.249210,-0.533158,-0.448679,0.309463,0.248546,0.173131,0.000806,-0.000152,0.000213,-1.000000,0.038791,0.137391,0.300303,0.215414,0.140528,0.428382,0.168595,0.141419,0.560935,-0.122323,0.143166,0.486846,-0.123664,0.141618,0.557647,0.231263,0.121913,0.562651,0.039088,0.123885,0.380441,0.039243,0.124577,0.298913,0.322089,0.255244,0.227852,0.197828,0.130786,0.380926,0.198009,0.129615,0.298213,0.039011,0.126115,0.223139,-0.107881,0.132123,0.298605,0.196057,0.127851,0.218624,-0.107777,0.133037,0.225594,-0.107503,0.132853,0.377805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102377,0.387934,-0.291068,0.105664,0.352322,-0.115670,0.065596,0.383335,-0.265647,0.172272,0.355883,-0.118982,0.138166,0.392107,-0.132283,0.416296,0.389866,0.213145,0.424007,0.402625,0.168479,0.395646,0.357645,0.129097,0.357927,0.362923,0.078871,0.403282,0.367011,0.032133
