Format Version,1.23,Take Name,cap_048,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.55.14.744 PM,Total Frames in Take,1709,Total Exported Frames,1709,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3089,Unlabeled 3089,Unlabeled 3089,Unlabeled 3090,Unlabeled 3090,Unlabeled 3090,Unlabeled 3091,Unlabeled 3091,Unlabeled 3091,Unlabeled 3092,Unlabeled 3092,Unlabeled 3092,Unlabeled 3093,Unlabeled 3093,Unlabeled 3093,Unlabeled 3094,Unlabeled 3094,Unlabeled 3094,Unlabeled 3095,Unlabeled 3095,Unlabeled 3095,Unlabeled 3096,Unlabeled 3096,Unlabeled 3096,Unlabeled 3097,Unlabeled 3097,Unlabeled 3097,Unlabeled 3098,Unlabeled 3098,Unlabeled 3098,Unlabeled 3099,Unlabeled 3099,Unlabeled 3099,Unlabeled 3100,Unlabeled 3100,Unlabeled 3100,Unlabeled 3101,Unlabeled 3101,Unlabeled 3101,Unlabeled 3102,Unlabeled 3102,Unlabeled 3102,Unlabeled 3103,Unlabeled 3103,Unlabeled 3103,Unlabeled 3104,Unlabeled 3104,Unlabeled 3104,Unlabeled 3105,Unlabeled 3105,Unlabeled 3105,Unlabeled 3106,Unlabeled 3106,Unlabeled 3106,Unlabeled 3107,Unlabeled 3107,Unlabeled 3107,Unlabeled 3108,Unlabeled 3108,Unlabeled 3108,Unlabeled 3109,Unlabeled 3109,Unlabeled 3109,Unlabeled 3110,Unlabeled 3110,Unlabeled 3110,Unlabeled 3111,Unlabeled 3111,Unlabeled 3111,Unlabeled 3112,Unlabeled 3112,Unlabeled 3112,Unlabeled 3113,Unlabeled 3113,Unlabeled 3113,Unlabeled 3114,Unlabeled 3114,Unlabeled 3114,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E0020","E0020","E0020","DF530","DF530","DF530","DF5A0","DF5A0","DF5A0","DF5B0","DF5B0","DF5B0","DFEC0","DFEC0","DFEC0","DF550","DF550","DF550","DFC30","DFC30","DFC30","DFDA0","DFDA0","DFDA0","DFE20","DFE20","DFE20","E0200","E0200","E0200","E0220","E0220","E0220","E0230","E0230","E0230","E0250","E0250","E0250","E0270","E0270","E0270","E02C0","E02C0","E02C0","E0400","E0400","E0400","E0420","E0420","E0420","E0440","E0440","E0440","E0450","E0450","E0450","E0430","E0430","E0430","E03E0","E03E0","E03E0","E04A0","E04A0","E04A0","E04B0","E04B0","E04B0","E04C0","E04C0","E04C0","E0490","E0490","E0490","E04D0","E04D0","E04D0","E04E0","E04E0","E04E0","E0140","E0140","E0140","E00F0","E00F0","E00F0","E04F0","E04F0","E04F0","E0530","E0530","E0530","E0290","E0290","E0290","E0100","E0100","E0100","DFDE0","DFDE0","DFDE0","E0330","E0330","E0330","E0410","E0410","E0410","DF4E0","DF4E0","DF4E0","DE880","DE880","DE880","E0010","E0010","E0010","DF4A0","DF4A0","DF4A0","CAC90","CAC90","CAC90"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.803215,-0.134400,0.055277,-0.577691,0.174998,0.323162,0.025645,-0.714208,0.277720,-0.415800,-0.489784,0.343986,0.263943,0.234861,0.000744,-0.000297,0.000280,-1.000000,0.038710,0.137462,0.300351,0.215358,0.140567,0.428376,0.168549,0.141470,0.560938,-0.122374,0.143228,0.486890,-0.123488,0.141675,0.557788,0.231159,0.121900,0.562659,0.039256,0.124477,0.298981,0.039035,0.125891,0.223204,0.039095,0.123900,0.380494,0.369611,0.261992,0.288275,-0.107727,0.133339,0.225583,0.196032,0.128157,0.218698,-0.107379,0.134016,0.377954,-0.107847,0.132263,0.298597,0.198027,0.129578,0.298303,0.197674,0.130910,0.380893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124768,0.395295,-0.225942,0.114608,0.335386,-0.057558,0.086238,0.385069,-0.205232,0.180180,0.344527,-0.053306,0.145916,0.378987,-0.065013,0.479331,0.382512,0.260294,0.480206,0.397754,0.215283,0.437724,0.361623,0.180474,0.392555,0.376883,0.138992,0.428590,0.377774,0.084642
1,0.004167,-0.805040,-0.135371,0.052906,-0.575141,0.174806,0.321892,0.025762,-0.713805,0.277802,-0.416118,-0.490055,0.343798,0.263875,0.235154,0.000754,-0.000288,0.000290,-1.000000,0.038713,0.137456,0.300337,0.215360,0.140557,0.428362,0.168549,0.141464,0.560934,-0.122373,0.143233,0.486876,-0.123492,0.141674,0.557766,0.231153,0.121901,0.562642,0.039260,0.124480,0.298965,0.039039,0.125884,0.223191,0.039099,0.123898,0.380481,0.369387,0.261960,0.288606,-0.107722,0.133331,0.225563,0.196041,0.128142,0.218688,-0.107375,0.134015,0.377943,-0.107837,0.132261,0.298583,0.198033,0.129579,0.298300,0.197673,0.130917,0.380886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124887,0.395439,-0.225374,0.114373,0.334205,-0.057692,0.086333,0.385124,-0.204785,0.180145,0.343936,-0.052979,0.145782,0.378746,-0.064494,0.479168,0.382437,0.260567,0.480051,0.397627,0.215567,0.437592,0.361481,0.180749,0.392471,0.376719,0.139222,0.428542,0.377554,0.084887
2,0.008333,-0.805582,-0.134579,0.052331,-0.574620,0.174444,0.321485,0.026269,-0.713014,0.278561,-0.416115,-0.490779,0.343377,0.263955,0.235539,0.000779,-0.000283,0.000302,-1.000000,0.038700,0.137456,0.300330,0.215335,0.140558,0.428355,0.168541,0.141482,0.560941,-0.122389,0.143248,0.486863,-0.123506,0.141687,0.557757,0.231139,0.121905,0.562636,0.039249,0.124494,0.298970,0.039030,0.125891,0.223191,0.039075,0.123901,0.380477,0.369170,0.261961,0.288890,-0.107739,0.133339,0.225567,0.196020,0.128157,0.218688,-0.107391,0.134041,0.377944,-0.107855,0.132284,0.298579,0.198014,0.129592,0.298298,0.197659,0.130926,0.380884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125034,0.395438,-0.224833,0.114166,0.333970,-0.057286,0.086408,0.385178,-0.204303,0.180020,0.343576,-0.052453,0.145633,0.378475,-0.063982,0.478968,0.382342,0.260870,0.479999,0.397281,0.216108,0.437439,0.361351,0.181043,0.392363,0.376529,0.139511,0.428440,0.377332,0.085151
3,0.012500,-0.805150,-0.132534,0.053034,-0.575635,0.173984,0.321769,0.027065,-0.713187,0.277747,-0.416807,-0.490401,0.343466,0.263632,0.235791,0.000756,-0.000283,0.000320,-1.000000,0.038693,0.137473,0.300312,0.215326,0.140565,0.428340,0.168529,0.141484,0.560914,-0.122387,0.143260,0.486849,-0.123512,0.141701,0.557737,0.231131,0.121900,0.562621,0.039252,0.124495,0.298948,0.039034,0.125905,0.223175,0.039080,0.123908,0.380460,0.368972,0.261922,0.289173,-0.107732,0.133357,0.225558,0.196029,0.128169,0.218672,-0.107388,0.134058,0.377925,-0.107846,0.132314,0.298566,0.198013,0.129592,0.298285,0.197666,0.130938,0.380872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125208,0.395445,-0.224307,0.114069,0.334569,-0.056436,0.086516,0.385190,-0.203811,0.179888,0.343181,-0.051970,0.145486,0.378212,-0.063419,0.478764,0.382215,0.261201,0.479758,0.397403,0.216156,0.437302,0.361191,0.181346,0.392269,0.376321,0.139766,0.428364,0.377086,0.085445
4,0.016667,-0.805972,-0.130482,0.054527,-0.574813,0.173725,0.321077,0.027526,-0.712802,0.277683,-0.417202,-0.490661,0.343290,0.263547,0.236150,0.000798,-0.000286,0.000347,-1.000000,0.038681,0.137471,0.300305,0.215318,0.140564,0.428336,0.168518,0.141500,0.560899,-0.122399,0.143283,0.486842,-0.123528,0.141729,0.557732,0.231124,0.121908,0.562614,0.039227,0.124518,0.298945,0.039010,0.125925,0.223164,0.039060,0.123925,0.380454,0.368750,0.261887,0.289509,-0.107732,0.133369,0.225556,0.196004,0.128189,0.218665,-0.107393,0.134073,0.377929,-0.107854,0.132326,0.298561,0.197996,0.129629,0.298281,0.197647,0.130960,0.380872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125318,0.395467,-0.223753,0.113796,0.334355,-0.055936,0.086623,0.385164,-0.203330,0.179255,0.343491,-0.051003,0.145338,0.377935,-0.062847,0.478548,0.382190,0.261547,0.479616,0.397288,0.216460,0.437159,0.361023,0.181654,0.392146,0.376138,0.140042,0.428273,0.376879,0.085746
5,0.020833,-0.806312,-0.130572,0.052164,-0.574535,0.173206,0.320824,0.028179,-0.712527,0.277625,-0.417341,-0.490975,0.343124,0.263444,0.236567,0.000760,-0.000274,0.000346,-1.000000,0.038690,0.137481,0.300307,0.215327,0.140565,0.428339,0.168530,0.141492,0.560910,-0.122398,0.143276,0.486844,-0.123527,0.141721,0.557727,0.231122,0.121896,0.562618,0.039228,0.124519,0.298946,0.039014,0.125925,0.223169,0.039064,0.123926,0.380450,0.368570,0.261710,0.289947,-0.107727,0.133363,0.225557,0.196009,0.128184,0.218666,-0.107376,0.134072,0.377934,-0.107840,0.132333,0.298560,0.198000,0.129626,0.298286,0.197650,0.130966,0.380876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125508,0.395423,-0.223176,0.113584,0.334010,-0.055473,0.086726,0.385145,-0.202844,0.179237,0.342767,-0.050597,0.145176,0.377634,-0.062236,0.478400,0.382083,0.261917,0.479489,0.397131,0.216776,0.437031,0.360876,0.182012,0.392006,0.375932,0.140357,0.428157,0.376637,0.086093
