Format Version,1.23,Take Name,cap_122,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.51.14.044 PM,Total Frames in Take,2124,Total Exported Frames,2124,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5846,Unlabeled 5846,Unlabeled 5846,Unlabeled 5847,Unlabeled 5847,Unlabeled 5847,Unlabeled 5848,Unlabeled 5848,Unlabeled 5848,Unlabeled 5849,Unlabeled 5849,Unlabeled 5849,Unlabeled 5850,Unlabeled 5850,Unlabeled 5850,Unlabeled 5851,Unlabeled 5851,Unlabeled 5851,Unlabeled 5852,Unlabeled 5852,Unlabeled 5852,Unlabeled 5853,Unlabeled 5853,Unlabeled 5853,Unlabeled 5854,Unlabeled 5854,Unlabeled 5854,Unlabeled 5855,Unlabeled 5855,Unlabeled 5855,Unlabeled 5856,Unlabeled 5856,Unlabeled 5856,Unlabeled 5857,Unlabeled 5857,Unlabeled 5857,Unlabeled 5858,Unlabeled 5858,Unlabeled 5858,Unlabeled 5859,Unlabeled 5859,Unlabeled 5859,Unlabeled 5860,Unlabeled 5860,Unlabeled 5860,Unlabeled 5861,Unlabeled 5861,Unlabeled 5861,Unlabeled 5862,Unlabeled 5862,Unlabeled 5862,Unlabeled 5863,Unlabeled 5863,Unlabeled 5863,Unlabeled 5864,Unlabeled 5864,Unlabeled 5864,Unlabeled 5865,Unlabeled 5865,Unlabeled 5865,Unlabeled 5866,Unlabeled 5866,Unlabeled 5866,Unlabeled 5867,Unlabeled 5867,Unlabeled 5867,Unlabeled 5868,Unlabeled 5868,Unlabeled 5868,Unlabeled 5869,Unlabeled 5869,Unlabeled 5869,Unlabeled 5870,Unlabeled 5870,Unlabeled 5870,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FCBD0","FCBD0","FCBD0","FE160","FE160","FE160","FE210","FE210","FE210","FE020","FE020","FE020","FC1B0","FC1B0","FC1B0","FD8E0","FD8E0","FD8E0","FE150","FE150","FE150","FE170","FE170","FE170","FE370","FE370","FE370","FE440","FE440","FE440","FE4D0","FE4D0","FE4D0","FE4E0","FE4E0","FE4E0","FE4F0","FE4F0","FE4F0","FE510","FE510","FE510","FE520","FE520","FE520","FE530","FE530","FE530","FE540","FE540","FE540","FE550","FE550","FE550","FE560","FE560","FE560","FE570","FE570","FE570","FE580","FE580","FE580","FE5A0","FE5A0","FE5A0","FE5B0","FE5B0","FE5B0","FE5C0","FE5C0","FE5C0","FE5E0","FE5E0","FE5E0","FE5F0","FE5F0","FE5F0","FE610","FE610","FE610","FE600","FE600","FE600","FE590","FE590","FE590","FE620","FE620","FE620","FE280","FE280","FE280","FE1B0","FE1B0","FE1B0","FE1C0","FE1C0","FE1C0","FE490","FE490","FE490","FE480","FE480","FE480","FE0D0","FE0D0","FE0D0","CAC60","CAC60","CAC60","FC960","FC960","FC960","FE100","FE100","FE100","CAC50","CAC50","CAC50"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.773461,-0.075956,0.054475,-0.626915,0.147392,0.339686,-0.064514,-0.668847,0.267063,-0.427196,-0.546649,0.314865,0.316148,0.171269,0.000038,0.000656,0.000236,-1.000000,0.039091,0.138165,0.299901,0.215624,0.141253,0.428203,0.168495,0.141667,0.560840,-0.122395,0.143341,0.486842,-0.124008,0.142345,0.556352,0.231301,0.122217,0.562494,0.039007,0.124182,0.380401,0.337895,0.321919,0.223175,0.039169,0.124913,0.298901,0.214734,0.131857,0.536907,0.197783,0.131107,0.380866,0.195830,0.128754,0.218651,0.197906,0.130196,0.298200,0.038908,0.126496,0.223114,-0.107901,0.133065,0.298494,-0.107533,0.133895,0.377830,-0.107813,0.134475,0.225626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122055,0.384540,-0.325957,0.094302,0.346641,-0.153203,0.081500,0.378748,-0.307513,0.161219,0.349308,-0.145191,0.129406,0.386457,-0.163036,0.455359,0.430854,0.181717,0.457377,0.439654,0.135465,0.413555,0.400764,0.105049,0.369619,0.412248,0.061340,0.405816,0.403770,0.007641
1,0.004167,-0.773537,-0.075837,0.054645,-0.626819,0.147412,0.339732,-0.064474,-0.668914,0.267304,-0.427278,-0.546385,0.314715,0.316090,0.171234,0.000048,0.000634,0.000244,-1.000000,0.039070,0.138166,0.299898,0.215604,0.141255,0.428190,0.168483,0.141679,0.560830,-0.122391,0.143349,0.486850,-0.124013,0.142352,0.556355,0.231280,0.122215,0.562484,0.039017,0.124198,0.380400,0.337704,0.321897,0.223167,0.039181,0.124920,0.298912,0.214733,0.131839,0.536921,0.197765,0.131118,0.380858,0.195830,0.128765,0.218661,0.197915,0.130202,0.298206,0.038910,0.126504,0.223123,-0.107899,0.133079,0.298496,-0.107528,0.133921,0.377838,-0.107826,0.134478,0.225609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122064,0.384653,-0.325912,0.094309,0.346733,-0.153136,0.081508,0.378874,-0.307469,0.161250,0.349364,-0.145147,0.129421,0.386519,-0.162989,0.455205,0.430785,0.181809,0.457239,0.439628,0.135569,0.413426,0.400752,0.105109,0.369518,0.412256,0.061382,0.405742,0.403807,0.007711
2,0.008333,-0.773604,-0.075728,0.054796,-0.626737,0.147427,0.339771,-0.064430,-0.669067,0.267583,-0.427301,-0.546043,0.314560,0.316010,0.171196,0.001367,0.000539,0.000467,-0.999999,0.038969,0.137527,0.299922,0.215349,0.140821,0.428246,0.168468,0.141683,0.560833,-0.122399,0.143371,0.486863,-0.124015,0.142368,0.556366,0.231266,0.122219,0.562489,0.039003,0.124204,0.380412,0.337491,0.321854,0.223171,0.039174,0.124943,0.298934,0.214721,0.131835,0.536913,0.197753,0.131125,0.380857,0.195821,0.128793,0.218679,0.197905,0.130231,0.298219,0.038901,0.126519,0.223137,-0.107912,0.133089,0.298509,-0.107535,0.133933,0.377850,-0.107841,0.134480,0.225604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122072,0.384747,-0.325869,0.094321,0.346808,-0.153073,0.081511,0.378985,-0.307418,0.161264,0.349412,-0.145098,0.129439,0.386577,-0.162935,0.455053,0.430687,0.181906,0.457087,0.439589,0.135706,0.413284,0.400738,0.105176,0.369402,0.412269,0.061445,0.405656,0.403860,0.007792
3,0.012500,-0.773655,-0.075575,0.055003,-0.626675,0.147450,0.339823,-0.064387,-0.669185,0.267899,-0.427279,-0.545760,0.314405,0.315949,0.171167,0.001394,0.000529,0.000491,-0.999999,0.038961,0.137515,0.299928,0.215343,0.140808,0.428248,0.168462,0.141688,0.560841,-0.122401,0.143374,0.486871,-0.124014,0.142379,0.556374,0.231262,0.122204,0.562487,0.039002,0.124209,0.380422,0.337245,0.321809,0.223196,0.039174,0.124960,0.298942,0.214713,0.131862,0.536928,0.197743,0.131118,0.380864,0.195821,0.128807,0.218691,0.197905,0.130237,0.298233,0.038900,0.126526,0.223143,-0.107914,0.133096,0.298522,-0.107531,0.133926,0.377859,-0.107848,0.134480,0.225608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122085,0.384843,-0.325818,0.094328,0.346900,-0.153022,0.081515,0.379099,-0.307370,0.161291,0.349470,-0.145046,0.129475,0.386639,-0.162885,0.454921,0.430612,0.182007,0.456954,0.439523,0.135838,0.413164,0.400713,0.105250,0.369301,0.412286,0.061500,0.405578,0.403914,0.007892
4,0.016667,-0.773714,-0.075413,0.055245,-0.626600,0.147476,0.339876,-0.064335,-0.669324,0.268174,-0.427219,-0.545502,0.314253,0.315882,0.171161,0.000753,0.000484,0.000683,-0.999999,0.038938,0.137726,0.299913,0.215349,0.140805,0.428247,0.168443,0.141252,0.560722,-0.122411,0.143393,0.486886,-0.124018,0.142387,0.556391,0.231270,0.122206,0.562484,0.038999,0.124232,0.380442,0.337058,0.321676,0.223203,0.039154,0.124977,0.298954,0.214725,0.131875,0.536931,0.197743,0.131125,0.380869,0.195813,0.128821,0.218708,0.197894,0.130254,0.298248,0.038890,0.126541,0.223159,-0.107925,0.133110,0.298535,-0.107534,0.133950,0.377881,-0.107852,0.134477,0.225614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122089,0.384955,-0.325750,0.094329,0.347005,-0.152959,0.081524,0.379216,-0.307297,0.161318,0.349532,-0.144993,0.129512,0.386700,-0.162833,0.454791,0.430526,0.182111,0.456817,0.439456,0.135968,0.413034,0.400680,0.105334,0.369199,0.412295,0.061573,0.405474,0.403963,0.007985
5,0.020833,-0.773828,-0.075290,0.055423,-0.626458,0.147513,0.339895,-0.064293,-0.669444,0.268467,-0.427197,-0.545228,0.314107,0.315804,0.171145,0.000779,0.000480,0.000720,-0.999999,0.038945,0.137714,0.299917,0.215364,0.140787,0.428252,0.168458,0.141244,0.560718,-0.122413,0.143400,0.486895,-0.124023,0.142402,0.556394,0.231287,0.122191,0.562491,0.038991,0.124233,0.380437,0.336871,0.321619,0.223199,0.039154,0.124980,0.298956,0.214736,0.131848,0.536936,0.197753,0.131124,0.380879,0.195797,0.128842,0.218719,0.197887,0.130277,0.298256,0.038891,0.126545,0.223169,-0.107929,0.133104,0.298542,-0.107543,0.133967,0.377888,-0.107839,0.134471,0.225631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122112,0.385071,-0.325687,0.094360,0.347079,-0.152915,0.081544,0.379341,-0.307231,0.161344,0.349574,-0.144948,0.129560,0.386756,-0.162777,0.454652,0.430421,0.182230,0.456698,0.439393,0.136089,0.412915,0.400632,0.105418,0.369115,0.412295,0.061648,0.405385,0.403999,0.008069
