Format Version,1.23,Take Name,cap_118,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.49.21.844 PM,Total Frames in Take,2206,Total Exported Frames,2206,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5698,Unlabeled 5698,Unlabeled 5698,Unlabeled 5699,Unlabeled 5699,Unlabeled 5699,Unlabeled 5700,Unlabeled 5700,Unlabeled 5700,Unlabeled 5701,Unlabeled 5701,Unlabeled 5701,Unlabeled 5702,Unlabeled 5702,Unlabeled 5702,Unlabeled 5703,Unlabeled 5703,Unlabeled 5703,Unlabeled 5704,Unlabeled 5704,Unlabeled 5704,Unlabeled 5705,Unlabeled 5705,Unlabeled 5705,Unlabeled 5706,Unlabeled 5706,Unlabeled 5706,Unlabeled 5707,Unlabeled 5707,Unlabeled 5707,Unlabeled 5708,Unlabeled 5708,Unlabeled 5708,Unlabeled 5709,Unlabeled 5709,Unlabeled 5709,Unlabeled 5710,Unlabeled 5710,Unlabeled 5710,Unlabeled 5711,Unlabeled 5711,Unlabeled 5711,Unlabeled 5712,Unlabeled 5712,Unlabeled 5712,Unlabeled 5713,Unlabeled 5713,Unlabeled 5713,Unlabeled 5714,Unlabeled 5714,Unlabeled 5714,Unlabeled 5715,Unlabeled 5715,Unlabeled 5715,Unlabeled 5716,Unlabeled 5716,Unlabeled 5716,Unlabeled 5718,Unlabeled 5718,Unlabeled 5718,Unlabeled 5719,Unlabeled 5719,Unlabeled 5719,Unlabeled 5720,Unlabeled 5720,Unlabeled 5720,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FCF60","FCF60","FCF60","FCA20","FCA20","FCA20","FCA80","FCA80","FCA80","FCA90","FCA90","FCA90","FD130","FD130","FD130","FCA40","FCA40","FCA40","FCC60","FCC60","FCC60","FCF50","FCF50","FCF50","FD100","FD100","FD100","FD1B0","FD1B0","FD1B0","FD270","FD270","FD270","FD2A0","FD2A0","FD2A0","FD2B0","FD2B0","FD2B0","FD310","FD310","FD310","FD420","FD420","FD420","FD430","FD430","FD430","FD4E0","FD4E0","FD4E0","FD500","FD500","FD500","FD510","FD510","FD510","FD530","FD530","FD530","FD560","FD560","FD560","FD540","FD540","FD540","FD550","FD550","FD550","FD570","FD570","FD570","FD5A0","FD5A0","FD5A0","FD5B0","FD5B0","FD5B0","FD590","FD590","FD590","FC990","FC990","FC990","FD1C0","FD1C0","FD1C0","FCFC0","FCFC0","FCFC0","FD4C0","FD4C0","FD4C0","FD460","FD460","FD460","FCEC0","FCEC0","FCEC0","FCD80","FCD80","FCD80","FD1A0","FD1A0","FD1A0","FC9B0","FC9B0","FC9B0","FC2A0","FC2A0","FC2A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.790451,-0.115985,0.061235,-0.598318,0.139596,0.338755,0.000103,-0.661157,0.263356,-0.484736,-0.508475,0.323813,0.294763,0.211633,-0.003124,0.000623,0.000567,-0.999995,0.039003,0.139506,0.299970,0.215392,0.141779,0.428442,0.168491,0.141258,0.560806,-0.122446,0.143391,0.486931,-0.124053,0.142387,0.556433,0.231262,0.121677,0.562432,0.038958,0.124295,0.380495,0.038879,0.126833,0.223186,0.215139,0.131507,0.537125,0.341184,0.302396,0.265728,0.039123,0.125165,0.298993,0.195367,0.129522,0.218657,-0.107924,0.132978,0.298690,-0.107803,0.134862,0.225722,0.197885,0.130287,0.298302,-0.107583,0.133979,0.377925,0.197761,0.131184,0.380971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095398,0.399750,-0.255596,0.080656,0.348990,-0.084512,0.056350,0.390799,-0.234999,0.147782,0.354422,-0.080220,0.113114,0.391112,-0.093650,0.450713,0.422204,0.236372,0.456624,0.431805,0.190778,0.420051,0.389242,0.155994,0.379656,0.397203,0.108106,0.421623,0.392913,0.058339
1,0.004167,-0.790607,-0.115922,0.061213,-0.598127,0.139475,0.338658,-0.000128,-0.660891,0.264258,-0.484608,-0.508474,0.323609,0.295014,0.211621,-0.003243,0.000626,0.000537,-0.999994,0.039004,0.139545,0.299986,0.215384,0.141802,0.428466,0.168469,0.141224,0.560807,-0.122435,0.143368,0.486950,-0.124046,0.142365,0.556448,0.231271,0.121674,0.562452,0.038974,0.124266,0.380502,0.038888,0.126810,0.223190,0.215152,0.131497,0.537132,0.340941,0.302544,0.265730,0.039140,0.125145,0.298992,0.195387,0.129484,0.218640,-0.107917,0.132938,0.298704,-0.107794,0.134840,0.225731,0.197892,0.130252,0.298305,-0.107573,0.133948,0.377937,0.197772,0.131153,0.380975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095314,0.399785,-0.255808,0.080554,0.348950,-0.084753,0.056247,0.390822,-0.235209,0.147663,0.354359,-0.080446,0.113007,0.391064,-0.093837,0.450666,0.422257,0.236591,0.456644,0.431876,0.190987,0.420061,0.389388,0.156147,0.379683,0.397446,0.108215,0.421722,0.393121,0.058477
2,0.008333,-0.790861,-0.116192,0.060850,-0.597776,0.139380,0.338513,-0.000372,-0.660653,0.265283,-0.484399,-0.508448,0.323379,0.295280,0.211591,-0.003379,0.000678,0.000581,-0.999994,0.038999,0.139584,0.300013,0.215357,0.141806,0.428486,0.168469,0.141207,0.560821,-0.122431,0.143354,0.486969,-0.124044,0.142356,0.556462,0.231156,0.121594,0.562540,0.038977,0.124255,0.380515,0.038883,0.126811,0.223207,0.215150,0.131472,0.537161,0.340783,0.302632,0.265704,0.039136,0.125147,0.299011,0.195407,0.129444,0.218626,-0.107915,0.132930,0.298716,-0.107801,0.134822,0.225734,0.197894,0.130245,0.298318,-0.107573,0.133946,0.377953,0.197765,0.131144,0.380979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095227,0.399831,-0.256014,0.080490,0.348821,-0.085027,0.056146,0.390870,-0.235409,0.147547,0.354308,-0.080652,0.112904,0.391002,-0.094030,0.450637,0.422313,0.236836,0.456661,0.431931,0.191209,0.420046,0.389547,0.156292,0.379713,0.397704,0.108330,0.421820,0.393358,0.058635
3,0.012500,-0.791031,-0.116208,0.060767,-0.597556,0.139267,0.338430,-0.000599,-0.660365,0.266257,-0.484265,-0.508441,0.323162,0.295545,0.211554,-0.002838,0.000703,0.000384,-0.999996,0.039021,0.139419,0.300044,0.215345,0.141832,0.428497,0.168495,0.141631,0.560952,-0.122412,0.143346,0.486973,-0.124031,0.142342,0.556470,0.231163,0.121594,0.562552,0.038983,0.124244,0.380524,0.038898,0.126797,0.223208,0.215156,0.131465,0.537171,0.340590,0.302713,0.265647,0.039141,0.125135,0.299012,0.195426,0.129421,0.218619,-0.107918,0.132923,0.298717,-0.107813,0.134821,0.225733,0.197904,0.130228,0.298319,-0.107566,0.133924,0.377960,0.197754,0.131141,0.380978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095150,0.399882,-0.256206,0.080407,0.348792,-0.085255,0.056033,0.390927,-0.235597,0.147428,0.354281,-0.080869,0.112780,0.390950,-0.094243,0.450591,0.422355,0.237041,0.456681,0.432005,0.191414,0.420037,0.389705,0.156426,0.379773,0.397956,0.108436,0.421923,0.393578,0.058769
4,0.016667,-0.791225,-0.116285,0.060638,-0.597297,0.139155,0.338347,-0.000838,-0.660386,0.266963,-0.484251,-0.508057,0.323056,0.295710,0.211475,-0.002815,0.000641,0.000318,-0.999996,0.039007,0.139435,0.300025,0.215329,0.141872,0.428488,0.168466,0.141640,0.560927,-0.122412,0.143351,0.486969,-0.124030,0.142356,0.556465,0.231276,0.121677,0.562482,0.038982,0.124256,0.380519,0.038894,0.126816,0.223206,0.215146,0.131505,0.537176,0.340379,0.302830,0.265576,0.039135,0.125140,0.299015,0.195432,0.129412,0.218600,-0.107936,0.132931,0.298702,-0.107834,0.134826,0.225715,0.197904,0.130240,0.298309,-0.107552,0.133938,0.377963,0.197735,0.131168,0.380964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095048,0.399958,-0.256392,0.080316,0.348766,-0.085526,0.055919,0.390990,-0.235794,0.147316,0.354247,-0.081078,0.112656,0.390929,-0.094459,0.450541,0.422425,0.237242,0.456669,0.432113,0.191609,0.420020,0.389890,0.156553,0.379817,0.398204,0.108527,0.422011,0.393877,0.058907
5,0.020833,-0.791387,-0.116251,0.060622,-0.597091,0.139044,0.338277,-0.001077,-0.660488,0.267662,-0.484275,-0.507534,0.322989,0.295823,0.211370,-0.002898,0.000630,0.000282,-0.999996,0.039007,0.139473,0.300022,0.215315,0.141905,0.428482,0.168466,0.141648,0.560914,-0.122393,0.143345,0.486968,-0.124016,0.142343,0.556467,0.231282,0.121681,0.562481,0.039006,0.124251,0.380510,0.038911,0.126799,0.223203,0.215161,0.131496,0.537191,0.340105,0.302933,0.265526,0.039156,0.125136,0.299005,0.195454,0.129391,0.218580,-0.107920,0.132940,0.298699,-0.107841,0.134837,0.225705,0.197921,0.130233,0.298307,-0.107552,0.133932,0.377955,0.197719,0.131173,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094949,0.400039,-0.256608,0.080200,0.348761,-0.085773,0.055828,0.391029,-0.236004,0.147223,0.354201,-0.081311,0.112549,0.390919,-0.094654,0.450504,0.422472,0.237447,0.456666,0.432200,0.191814,0.420015,0.390053,0.156675,0.379888,0.398436,0.108626,0.422126,0.394189,0.059044
