Format Version,1.23,Take Name,cap_044,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.53.05.777 PM,Total Frames in Take,2341,Total Exported Frames,2341,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2919,Unlabeled 2919,Unlabeled 2919,Unlabeled 2920,Unlabeled 2920,Unlabeled 2920,Unlabeled 2921,Unlabeled 2921,Unlabeled 2921,Unlabeled 2922,Unlabeled 2922,Unlabeled 2922,Unlabeled 2923,Unlabeled 2923,Unlabeled 2923,Unlabeled 2924,Unlabeled 2924,Unlabeled 2924,Unlabeled 2925,Unlabeled 2925,Unlabeled 2925,Unlabeled 2926,Unlabeled 2926,Unlabeled 2926,Unlabeled 2927,Unlabeled 2927,Unlabeled 2927,Unlabeled 2928,Unlabeled 2928,Unlabeled 2928,Unlabeled 2929,Unlabeled 2929,Unlabeled 2929,Unlabeled 2930,Unlabeled 2930,Unlabeled 2930,Unlabeled 2931,Unlabeled 2931,Unlabeled 2931,Unlabeled 2932,Unlabeled 2932,Unlabeled 2932,Unlabeled 2933,Unlabeled 2933,Unlabeled 2933,Unlabeled 2934,Unlabeled 2934,Unlabeled 2934,Unlabeled 2935,Unlabeled 2935,Unlabeled 2935,Unlabeled 2936,Unlabeled 2936,Unlabeled 2936,Unlabeled 2938,Unlabeled 2938,Unlabeled 2938,Unlabeled 2939,Unlabeled 2939,Unlabeled 2939,Unlabeled 2940,Unlabeled 2940,Unlabeled 2940,Unlabeled 2942,Unlabeled 2942,Unlabeled 2942,Unlabeled 2943,Unlabeled 2943,Unlabeled 2943,Unlabeled 2944,Unlabeled 2944,Unlabeled 2944,Unlabeled 2945,Unlabeled 2945,Unlabeled 2945,Unlabeled 2946,Unlabeled 2946,Unlabeled 2946,Unlabeled 2947,Unlabeled 2947,Unlabeled 2947,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DEBF0","DEBF0","DEBF0","DE530","DE530","DE530","DEC90","DEC90","DEC90","DECA0","DECA0","DECA0","DEB60","DEB60","DEB60","DEC40","DEC40","DEC40","DEE10","DEE10","DEE10","DF060","DF060","DF060","DF160","DF160","DF160","DF170","DF170","DF170","DF1A0","DF1A0","DF1A0","DF1B0","DF1B0","DF1B0","DF1C0","DF1C0","DF1C0","DF1D0","DF1D0","DF1D0","DF1F0","DF1F0","DF1F0","DF310","DF310","DF310","DF330","DF330","DF330","DF320","DF320","DF320","DF340","DF340","DF340","DF370","DF370","DF370","DF2A0","DF2A0","DF2A0","DF390","DF390","DF390","DF3A0","DF3A0","DF3A0","DF380","DF380","DF380","DF360","DF360","DF360","DF3D0","DF3D0","DF3D0","DF400","DF400","DF400","DF3E0","DF3E0","DF3E0","DF3F0","DF3F0","DF3F0","DF410","DF410","DF410","DF440","DF440","DF440","DF420","DF420","DF420","DF000","DF000","DF000","DF220","DF220","DF220","DF0F0","DF0F0","DF0F0","DF270","DF270","DF270","DECD0","DECD0","DECD0","DED90","DED90","DED90","DF140","DF140","DF140","DE840","DE840","DE840","DEFB0","DEFB0","DEFB0","DECC0","DECC0","DECC0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.809657,-0.026538,-0.062546,-0.582957,0.143986,0.317661,-0.058254,-0.652798,0.219260,-0.528844,-0.496089,0.308859,0.267677,0.210650,-0.001019,-0.000232,-0.000088,-0.999999,0.038892,0.138296,0.300319,0.215880,0.141158,0.428219,0.168655,0.141462,0.560856,-0.122280,0.143160,0.486851,-0.123420,0.141597,0.557894,0.231137,0.121900,0.562690,0.039097,0.123778,0.380468,0.039249,0.124379,0.298921,0.324269,0.279630,0.263974,0.195640,0.128906,0.218416,0.039024,0.125833,0.223163,-0.107845,0.132373,0.298617,-0.108111,0.132897,0.225684,-0.107449,0.133402,0.377845,0.198010,0.129531,0.298204,0.197692,0.130765,0.380784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177245,0.395269,-0.310917,0.112955,0.333760,-0.155649,0.134070,0.385668,-0.304125,0.175475,0.338335,-0.131284,0.146128,0.376294,-0.151832,0.420146,0.409657,0.231034,0.426496,0.417292,0.184887,0.395774,0.369036,0.151824,0.356331,0.369632,0.102653,0.400091,0.367300,0.054333
1,0.004167,-0.809689,-0.026049,-0.061508,-0.583045,0.144053,0.317693,-0.058155,-0.652748,0.219328,-0.528978,-0.495982,0.308829,0.267634,0.210706,-0.001690,-0.000232,0.000108,-0.999999,0.038814,0.138549,0.300345,0.215817,0.141184,0.428229,0.168461,0.141086,0.560885,-0.122333,0.143205,0.486895,-0.123466,0.141631,0.557925,0.231100,0.121898,0.562704,0.039060,0.123801,0.380507,0.039196,0.124427,0.298972,0.324216,0.279602,0.264062,0.195547,0.128992,0.218505,0.038974,0.125872,0.223212,-0.107896,0.132404,0.298652,-0.108146,0.132891,0.225691,-0.107497,0.133439,0.377880,0.197960,0.129580,0.298266,0.197649,0.130812,0.380844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177170,0.395250,-0.310775,0.112884,0.333744,-0.155501,0.133997,0.385654,-0.303999,0.175443,0.338277,-0.131196,0.146354,0.376437,-0.151892,0.420102,0.409591,0.231113,0.426435,0.417272,0.184997,0.395743,0.369026,0.151932,0.356317,0.369609,0.102739,0.400122,0.367281,0.054442
2,0.008333,-0.809757,-0.025749,-0.060989,-0.583019,0.144028,0.317676,-0.058035,-0.652800,0.219284,-0.529148,-0.495751,0.308849,0.267564,0.210775,-0.001125,-0.000254,0.000005,-0.999999,0.038773,0.138406,0.300384,0.215760,0.141206,0.428246,0.168473,0.141501,0.560996,-0.122380,0.143254,0.486924,-0.123508,0.141690,0.557956,0.231077,0.121911,0.562707,0.039015,0.123825,0.380537,0.039148,0.124492,0.299026,0.324220,0.279639,0.264162,0.195432,0.129142,0.218609,0.038935,0.125916,0.223257,-0.107957,0.132461,0.298686,-0.107890,0.133209,0.225663,-0.107541,0.133490,0.377915,0.197912,0.129641,0.298317,0.197587,0.130877,0.380903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177113,0.395258,-0.310637,0.112793,0.333805,-0.155328,0.133926,0.385650,-0.303871,0.175454,0.338221,-0.131109,0.146318,0.376414,-0.151801,0.420072,0.409526,0.231190,0.426363,0.417274,0.185145,0.395713,0.369025,0.152050,0.356307,0.369591,0.102841,0.400150,0.367286,0.054567
3,0.012500,-0.809792,-0.025591,-0.060648,-0.583012,0.144002,0.317642,-0.057922,-0.652953,0.219245,-0.529249,-0.495459,0.308881,0.267456,0.210824,-0.001793,-0.000306,0.000226,-0.999998,0.038706,0.138650,0.300382,0.215708,0.141224,0.428262,0.168424,0.141081,0.560897,-0.122431,0.143293,0.486945,-0.123568,0.141737,0.557987,0.231063,0.121911,0.562705,0.038969,0.123852,0.380567,0.039092,0.124535,0.299059,0.324067,0.279650,0.264265,0.195334,0.129223,0.218683,0.038892,0.125951,0.223284,-0.108007,0.132483,0.298718,-0.107929,0.133230,0.225690,-0.107603,0.133533,0.377950,0.197868,0.129686,0.298348,0.197519,0.130915,0.380949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177068,0.395242,-0.310531,0.112715,0.333809,-0.155182,0.133844,0.385602,-0.303725,0.175437,0.338165,-0.131039,0.146284,0.376381,-0.151701,0.420056,0.409447,0.231262,0.426297,0.417242,0.185304,0.395681,0.368991,0.152143,0.356283,0.369558,0.102935,0.400157,0.367290,0.054682
4,0.016667,-0.809710,-0.025902,-0.060484,-0.583130,0.144044,0.317607,-0.057734,-0.651797,0.220394,-0.529009,-0.496726,0.308249,0.267972,0.210969,-0.001822,-0.000313,0.000257,-0.999998,0.038683,0.138685,0.300385,0.215682,0.141239,0.428295,0.168426,0.141089,0.560881,-0.122472,0.143325,0.486955,-0.123607,0.141770,0.557983,0.231070,0.121919,0.562694,0.038927,0.123870,0.380572,0.039049,0.124555,0.299073,0.324019,0.279643,0.264336,0.195265,0.129307,0.218711,0.038853,0.125978,0.223296,-0.108044,0.132512,0.298731,-0.107942,0.133258,0.225696,-0.107649,0.133572,0.377962,0.197829,0.129722,0.298367,0.197471,0.130966,0.380968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177026,0.395219,-0.310411,0.112634,0.333771,-0.155066,0.133651,0.385321,-0.303260,0.175440,0.338108,-0.130994,0.146266,0.376360,-0.151603,0.420059,0.409382,0.231322,0.426238,0.417212,0.185433,0.395247,0.369491,0.152224,0.356273,0.369518,0.103015,0.400139,0.367296,0.054775
5,0.020833,-0.809693,-0.025707,-0.060220,-0.583189,0.144017,0.317584,-0.057632,-0.651978,0.220359,-0.528989,-0.496525,0.308286,0.267871,0.211017,-0.001822,-0.000306,0.000271,-0.999998,0.038672,0.138687,0.300382,0.215668,0.141230,0.428322,0.168430,0.141089,0.560867,-0.122510,0.143342,0.486942,-0.123641,0.141770,0.557980,0.231083,0.121921,0.562683,0.038901,0.123886,0.380574,0.039006,0.124571,0.299074,0.324022,0.279569,0.264391,0.195213,0.129341,0.218719,0.038831,0.125988,0.223291,-0.108051,0.132507,0.298731,-0.107949,0.133262,0.225709,-0.107688,0.133580,0.377958,0.197789,0.129745,0.298372,0.197445,0.130971,0.380962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176990,0.395160,-0.310313,0.112582,0.333771,-0.154946,0.133640,0.385260,-0.303151,0.175428,0.338056,-0.130933,0.146247,0.376322,-0.151511,0.420068,0.409316,0.231389,0.426220,0.417150,0.185544,0.395238,0.369445,0.152301,0.356257,0.369471,0.103087,0.400117,0.367292,0.054849
