Format Version,1.23,Take Name,cap_041,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.51.34.810 PM,Total Frames in Take,2102,Total Exported Frames,2102,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2813,Unlabeled 2813,Unlabeled 2813,Unlabeled 2814,Unlabeled 2814,Unlabeled 2814,Unlabeled 2815,Unlabeled 2815,Unlabeled 2815,Unlabeled 2816,Unlabeled 2816,Unlabeled 2816,Unlabeled 2817,Unlabeled 2817,Unlabeled 2817,Unlabeled 2818,Unlabeled 2818,Unlabeled 2818,Unlabeled 2819,Unlabeled 2819,Unlabeled 2819,Unlabeled 2820,Unlabeled 2820,Unlabeled 2820,Unlabeled 2821,Unlabeled 2821,Unlabeled 2821,Unlabeled 2822,Unlabeled 2822,Unlabeled 2822,Unlabeled 2823,Unlabeled 2823,Unlabeled 2823,Unlabeled 2824,Unlabeled 2824,Unlabeled 2824,Unlabeled 2826,Unlabeled 2826,Unlabeled 2826,Unlabeled 2827,Unlabeled 2827,Unlabeled 2827,Unlabeled 2829,Unlabeled 2829,Unlabeled 2829,Unlabeled 2830,Unlabeled 2830,Unlabeled 2830,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DE4F0","DE4F0","DE4F0","DE530","DE530","DE530","DE5D0","DE5D0","DE5D0","DE5E0","DE5E0","DE5E0","DE4E0","DE4E0","DE4E0","DE4D0","DE4D0","DE4D0","DE500","DE500","DE500","DE510","DE510","DE510","DE520","DE520","DE520","DE550","DE550","DE550","DE570","DE570","DE570","DE5F0","DE5F0","DE5F0","DE6E0","DE6E0","DE6E0","DE6F0","DE6F0","DE6F0","DE720","DE720","DE720","DE7C0","DE7C0","DE7C0","DE7D0","DE7D0","DE7D0","DE810","DE810","DE810","DE7E0","DE7E0","DE7E0","DE850","DE850","DE850","DE860","DE860","DE860","DE5B0","DE5B0","DE5B0","DE590","DE590","DE590","DE560","DE560","DE560","DE750","DE750","DE750","DE580","DE580","DE580","DE600","DE600","DE600","DE7A0","DE7A0","DE7A0","D3990","D3990","D3990","DE610","DE610","DE610","DE620","DE620","DE620"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.892140,0.101305,-0.137441,-0.418250,-0.090100,0.149671,0.211097,-0.817009,-0.185954,0.090583,-0.538249,-0.325667,0.371751,0.177215,0.000086,-0.000427,0.000468,-1.000000,0.038616,0.137718,0.300333,0.215355,0.140598,0.428336,0.168447,0.141055,0.560783,-0.122327,0.143288,0.486948,-0.123633,0.141714,0.557846,0.231175,0.121956,0.562599,0.038927,0.124795,0.223156,0.197784,0.129435,0.298274,0.197571,0.130535,0.380871,0.195960,0.127993,0.218621,0.039200,0.123637,0.298991,0.039106,0.123558,0.380580,-0.292059,0.375211,0.168252,-0.107887,0.132325,0.298585,-0.107909,0.132676,0.225434,-0.107472,0.133824,0.377918,,,,,,,,,,,,,,,,,,,0.012905,0.306857,0.022257,-0.093341,0.203907,0.122897,-0.031490,0.302060,0.015323,-0.039606,0.190343,0.160784,-0.059979,0.237265,0.150294,-0.302649,0.504939,0.055756,-0.348607,0.512076,0.048236,-0.382628,0.466576,0.081972,-0.432334,0.470414,0.120628,-0.479970,0.465078,0.076452
1,0.004167,-0.892309,0.101073,-0.137095,-0.418060,-0.089923,0.149273,0.211299,-0.817125,-0.185739,0.090648,-0.538136,-0.325675,0.371603,0.177365,0.000106,-0.000466,0.000486,-1.000000,0.038587,0.137719,0.300321,0.215355,0.140601,0.428311,0.168460,0.141056,0.560752,-0.122360,0.143301,0.486955,-0.123671,0.141736,0.557846,0.231170,0.121964,0.562578,0.038941,0.124797,0.223134,0.197788,0.129448,0.298255,0.197568,0.130534,0.380851,0.195970,0.127994,0.218597,0.039207,0.123643,0.298966,0.039083,0.123569,0.380576,-0.291986,0.375007,0.168338,-0.107923,0.132352,0.298596,-0.107907,0.132664,0.225410,-0.107470,0.133829,0.377890,,,,,,,,,,,,,,,,,,,0.012901,0.306595,0.022452,-0.093266,0.203546,0.123123,-0.031510,0.301749,0.015549,-0.039469,0.189939,0.160974,-0.059865,0.236947,0.150513,-0.302571,0.504789,0.055948,-0.348551,0.511981,0.048426,-0.382579,0.466498,0.082129,-0.432282,0.470337,0.120786,-0.479921,0.465012,0.076615
2,0.008333,-0.892453,0.100956,-0.136637,-0.417931,-0.089791,0.148904,0.211557,-0.817374,-0.185716,0.090728,-0.537752,-0.325628,0.371371,0.177433,0.000103,-0.000472,0.000485,-1.000000,0.038569,0.137710,0.300326,0.215350,0.140593,0.428309,0.168441,0.141040,0.560753,-0.122383,0.143288,0.486960,-0.123700,0.141729,0.557857,0.231171,0.121955,0.562584,0.038927,0.124782,0.223130,0.197785,0.129417,0.298256,0.197563,0.130517,0.380852,0.195963,0.127992,0.218586,0.039190,0.123634,0.298965,0.039064,0.123546,0.380589,-0.291928,0.374796,0.168447,-0.107954,0.132337,0.298610,-0.107910,0.132631,0.225403,-0.107469,0.133804,0.377883,,,,,,,,,,,,,,,,,,,0.012873,0.306301,0.022688,-0.093218,0.203229,0.123406,-0.031543,0.301444,0.015806,-0.039381,0.189603,0.161205,-0.059768,0.236565,0.150778,-0.302502,0.504629,0.056126,-0.348499,0.511890,0.048614,-0.382520,0.466377,0.082299,-0.432218,0.470181,0.120962,-0.479878,0.464903,0.076790
3,0.012500,-0.892609,0.100890,-0.136265,-0.417735,-0.089663,0.148538,0.211793,-0.817567,-0.185646,0.090768,-0.537476,-0.325574,0.371159,0.177527,0.000140,-0.000480,0.000483,-1.000000,0.038559,0.137689,0.300338,0.215348,0.140578,0.428317,0.168448,0.141038,0.560763,-0.122400,0.143287,0.486975,-0.123720,0.141721,0.557870,0.231168,0.121959,0.562593,0.038930,0.124769,0.223134,0.197786,0.129418,0.298259,0.197559,0.130504,0.380862,0.195961,0.127978,0.218595,0.039200,0.123637,0.298973,0.039050,0.123546,0.380598,-0.291864,0.374601,0.168546,-0.107970,0.132336,0.298624,-0.107900,0.132642,0.225410,-0.107480,0.133792,0.377888,,,,,,,,,,,,,,,,,,,0.012858,0.306013,0.022924,-0.093129,0.202895,0.123676,-0.031516,0.301199,0.016078,-0.039308,0.189263,0.161423,-0.059672,0.236230,0.151055,-0.302423,0.504489,0.056285,-0.348411,0.511761,0.048816,-0.382437,0.466242,0.082463,-0.432147,0.470035,0.121122,-0.479788,0.464794,0.076945
4,0.016667,-0.892786,0.100885,-0.135792,-0.417511,-0.089568,0.148171,0.212025,-0.817611,-0.185579,0.090785,-0.537429,-0.325498,0.370971,0.177677,0.000124,-0.000474,0.000489,-1.000000,0.038560,0.137690,0.300344,0.215349,0.140574,0.428328,0.168437,0.141030,0.560778,-0.122396,0.143281,0.486983,-0.123715,0.141718,0.557873,0.231162,0.121948,0.562594,0.038920,0.124762,0.223145,0.197772,0.129402,0.298275,0.197555,0.130502,0.380880,0.195947,0.127964,0.218619,0.039190,0.123629,0.298991,0.039059,0.123543,0.380608,-0.291796,0.374410,0.168669,-0.107973,0.132328,0.298625,-0.107920,0.132629,0.225424,-0.107476,0.133789,0.377903,,,,,,,,,,,,,,,,,,,0.012823,0.305739,0.023173,-0.093084,0.202589,0.123968,-0.031525,0.300942,0.016352,-0.039244,0.188909,0.161627,-0.059616,0.235894,0.151307,-0.302325,0.504329,0.056438,-0.348305,0.511579,0.048991,-0.382330,0.466059,0.082620,-0.432069,0.469872,0.121282,-0.479693,0.464650,0.077098
5,0.020833,-0.892967,0.100851,-0.135412,-0.417257,-0.089461,0.147808,0.212232,-0.817697,-0.185561,0.090786,-0.537305,-0.325387,0.370773,0.177772,0.000128,-0.000456,0.000462,-1.000000,0.038586,0.137684,0.300345,0.215354,0.140578,0.428334,0.168453,0.141036,0.560790,-0.122370,0.143267,0.486975,-0.123682,0.141704,0.557865,0.231174,0.121953,0.562602,0.038937,0.124767,0.223151,0.197794,0.129409,0.298281,0.197569,0.130512,0.380886,0.195962,0.127973,0.218624,0.039201,0.123631,0.298994,0.039072,0.123539,0.380600,-0.291710,0.374217,0.168780,-0.107950,0.132310,0.298616,-0.107914,0.132638,0.225433,-0.107477,0.133798,0.377910,,,,,,,,,,,,,,,,,,,0.012823,0.305492,0.023400,-0.093014,0.202279,0.124234,-0.031528,0.300723,0.016609,-0.039177,0.188537,0.161853,-0.059552,0.235580,0.151535,-0.302204,0.504171,0.056568,-0.348177,0.511412,0.049127,-0.382215,0.465897,0.082746,-0.431956,0.469694,0.121406,-0.479579,0.464499,0.077225
