Format Version,1.23,Take Name,cap_036,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.47.51.507 PM,Total Frames in Take,1983,Total Exported Frames,1983,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2518,Unlabeled 2518,Unlabeled 2518,Unlabeled 2519,Unlabeled 2519,Unlabeled 2519,Unlabeled 2520,Unlabeled 2520,Unlabeled 2520,Unlabeled 2521,Unlabeled 2521,Unlabeled 2521,Unlabeled 2522,Unlabeled 2522,Unlabeled 2522,Unlabeled 2523,Unlabeled 2523,Unlabeled 2523,Unlabeled 2524,Unlabeled 2524,Unlabeled 2524,Unlabeled 2525,Unlabeled 2525,Unlabeled 2525,Unlabeled 2526,Unlabeled 2526,Unlabeled 2526,Unlabeled 2527,Unlabeled 2527,Unlabeled 2527,Unlabeled 2528,Unlabeled 2528,Unlabeled 2528,Unlabeled 2529,Unlabeled 2529,Unlabeled 2529,Unlabeled 2533,Unlabeled 2533,Unlabeled 2533,Unlabeled 2534,Unlabeled 2534,Unlabeled 2534,Unlabeled 2535,Unlabeled 2535,Unlabeled 2535,Unlabeled 2536,Unlabeled 2536,Unlabeled 2536,Unlabeled 2537,Unlabeled 2537,Unlabeled 2537,Unlabeled 2538,Unlabeled 2538,Unlabeled 2538,Unlabeled 2539,Unlabeled 2539,Unlabeled 2539,Unlabeled 2540,Unlabeled 2540,Unlabeled 2540,Unlabeled 2542,Unlabeled 2542,Unlabeled 2542,Unlabeled 2543,Unlabeled 2543,Unlabeled 2543,Unlabeled 2544,Unlabeled 2544,Unlabeled 2544,Unlabeled 2545,Unlabeled 2545,Unlabeled 2545,Unlabeled 2546,Unlabeled 2546,Unlabeled 2546,Unlabeled 2547,Unlabeled 2547,Unlabeled 2547,Unlabeled 2548,Unlabeled 2548,Unlabeled 2548,Unlabeled 2549,Unlabeled 2549,Unlabeled 2549,Unlabeled 2550,Unlabeled 2550,Unlabeled 2550,Unlabeled 2551,Unlabeled 2551,Unlabeled 2551,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DBF00","DBF00","DBF00","DA980","DA980","DA980","DAA00","DAA00","DAA00","DAA10","DAA10","DAA10","DA910","DA910","DA910","DA9C0","DA9C0","DA9C0","DBF70","DBF70","DBF70","DBFA0","DBFA0","DBFA0","DBFC0","DBFC0","DBFC0","DC0B0","DC0B0","DC0B0","DC0C0","DC0C0","DC0C0","DC0D0","DC0D0","DC0D0","DC0E0","DC0E0","DC0E0","DC130","DC130","DC130","DC150","DC150","DC150","DC2B0","DC2B0","DC2B0","DC2C0","DC2C0","DC2C0","DBDB0","DBDB0","DBDB0","DC310","DC310","DC310","DC340","DC340","DC340","DC330","DC330","DC330","DC350","DC350","DC350","DC300","DC300","DC300","DC380","DC380","DC380","DC3C0","DC3C0","DC3C0","DC3E0","DC3E0","DC3E0","DC3A0","DC3A0","DC3A0","DC3F0","DC3F0","DC3F0","DC410","DC410","DC410","DC420","DC420","DC420","DC390","DC390","DC390","DC440","DC440","DC440","DC320","DC320","DC320","DC370","DC370","DC370","DC450","DC450","DC450","DC1D0","DC1D0","DC1D0","DC290","DC290","DC290","DC170","DC170","DC170","DC1B0","DC1B0","DC1B0","DB5D0","DB5D0","DB5D0","DBBC0","DBBC0","DBBC0","DBFB0","DBFB0","DBFB0","DBA00","DBA00","DBA00","DB390","DB390","DB390","DC250","DC250","DC250"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.638929,0.303997,-0.627754,-0.324469,0.236342,0.171333,0.229233,-0.817808,0.005895,-0.217577,-0.532744,0.121961,0.255333,0.056087,0.000500,-0.000209,0.000202,-1.000000,0.038720,0.137562,0.300329,0.215248,0.140643,0.428406,0.168532,0.141465,0.560938,-0.122351,0.143195,0.486890,-0.123514,0.141641,0.557666,0.231142,0.121892,0.562673,0.039029,0.123599,0.380552,0.159269,0.259873,0.073471,0.038923,0.125282,0.223216,-0.107725,0.133862,0.225664,0.197598,0.130856,0.380848,0.197896,0.129750,0.298245,0.195472,0.128346,0.218526,0.039158,0.124058,0.299003,-0.107433,0.134031,0.378014,-0.107929,0.132322,0.298686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454506,0.323421,0.244702,0.319706,0.219619,0.190370,0.444360,0.315543,0.201537,0.302818,0.212194,0.254903,0.306065,0.257634,0.228273,0.213289,0.398335,-0.008942,0.183066,0.406928,-0.044354,0.137480,0.359650,-0.044914,0.074948,0.360148,-0.049134,0.068655,0.359810,-0.114008
1,0.004167,-0.638965,0.303979,-0.627835,-0.324257,0.236335,0.171175,0.229167,-0.818056,0.005829,-0.217388,-0.532440,0.121986,0.255234,0.055991,0.000453,-0.000208,0.000142,-1.000000,0.038718,0.137572,0.300332,0.215238,0.140665,0.428424,0.168533,0.141458,0.560931,-0.122345,0.143162,0.486888,-0.123507,0.141615,0.557673,0.231125,0.121905,0.562669,0.039042,0.123578,0.380540,0.159261,0.259858,0.073503,0.038930,0.125247,0.223211,-0.107728,0.133841,0.225650,0.197609,0.130836,0.380836,0.197909,0.129729,0.298235,0.195512,0.128267,0.218496,0.039174,0.124029,0.298995,-0.107440,0.134013,0.377993,-0.107926,0.132297,0.298670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454445,0.323332,0.244714,0.319683,0.219512,0.190309,0.444279,0.315470,0.201537,0.302777,0.212102,0.254869,0.306067,0.257442,0.228240,0.213264,0.398305,-0.008926,0.183064,0.406854,-0.044355,0.137408,0.359774,-0.045084,0.074919,0.360122,-0.049092,0.068601,0.359781,-0.113972
2,0.008333,-0.638481,0.303552,-0.628564,-0.324198,0.236402,0.170942,0.229076,-0.817037,0.006287,-0.217387,-0.533998,0.121659,0.255631,0.056515,0.000527,-0.000224,0.000104,-1.000000,0.038743,0.137532,0.300321,0.215246,0.140658,0.428438,0.168623,0.141464,0.560863,-0.122300,0.143139,0.486878,-0.123472,0.141596,0.557673,0.231111,0.121921,0.562673,0.039080,0.123549,0.380529,0.159254,0.259801,0.073524,0.038967,0.125222,0.223191,-0.107727,0.133824,0.225622,0.197648,0.130801,0.380830,0.197938,0.129687,0.298223,0.195580,0.128190,0.218447,0.039213,0.124008,0.298980,-0.107430,0.134003,0.377980,-0.107911,0.132286,0.298646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454395,0.323256,0.244727,0.319802,0.219216,0.190190,0.444238,0.315414,0.201534,0.302752,0.212001,0.254821,0.306058,0.257291,0.228206,0.213259,0.398258,-0.008905,0.183076,0.406824,-0.044346,0.137032,0.360070,-0.044634,0.074899,0.360083,-0.049056,0.068557,0.359767,-0.113936
3,0.012500,-0.638225,0.303293,-0.628959,-0.324182,0.236390,0.170767,0.229033,-0.817075,0.006286,-0.217286,-0.533980,0.121639,0.255588,0.056543,0.000527,-0.000222,0.000096,-1.000000,0.038753,0.137521,0.300321,0.215248,0.140650,0.428439,0.168632,0.141456,0.560854,-0.122273,0.143126,0.486877,-0.123460,0.141580,0.557675,0.231102,0.121913,0.562679,0.039099,0.123535,0.380527,0.159249,0.259738,0.073545,0.038984,0.125199,0.223182,-0.108037,0.133565,0.225693,0.197671,0.130785,0.380819,0.197963,0.129672,0.298210,0.195613,0.128158,0.218434,0.039238,0.123994,0.298972,-0.107426,0.133990,0.377971,-0.107893,0.132276,0.298640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454341,0.323192,0.244736,0.319752,0.218952,0.190126,0.444179,0.315358,0.201529,0.302686,0.211882,0.254789,0.306033,0.257195,0.228179,0.213245,0.398218,-0.008875,0.183061,0.406781,-0.044328,0.136982,0.360047,-0.044593,0.074872,0.360045,-0.049014,0.068507,0.359748,-0.113896
4,0.016667,-0.639910,0.304968,-0.626939,-0.323199,0.236141,0.170903,0.228811,-0.816996,0.006648,-0.217297,-0.534093,0.121463,0.255515,0.056596,0.000558,-0.000218,0.000086,-1.000000,0.038775,0.137507,0.300315,0.215262,0.140649,0.428448,0.168651,0.141453,0.560837,-0.122242,0.143119,0.486873,-0.123431,0.141581,0.557666,0.231113,0.121926,0.562674,0.039125,0.123527,0.380523,0.159271,0.259687,0.073556,0.039016,0.125194,0.223169,-0.108008,0.133550,0.225690,0.197704,0.130781,0.380808,0.197998,0.129653,0.298204,0.195655,0.128160,0.218419,0.039270,0.124001,0.298976,-0.107399,0.133998,0.377962,-0.107863,0.132273,0.298634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454289,0.323139,0.244742,0.319221,0.219299,0.189731,0.444136,0.315311,0.201540,0.302575,0.211774,0.254816,0.306007,0.257109,0.228158,0.212976,0.397774,-0.008883,0.183064,0.406702,-0.044319,0.136944,0.360016,-0.044533,0.074865,0.360015,-0.048967,0.068474,0.359725,-0.113845
5,0.020833,-0.640076,0.305006,-0.626825,-0.323055,0.236081,0.170836,0.228812,-0.817156,0.006482,-0.217226,-0.533879,0.121494,0.255443,0.056617,0.000510,-0.000227,0.000126,-1.000000,0.038768,0.137544,0.300323,0.215254,0.140665,0.428451,0.168660,0.141463,0.560846,-0.122252,0.143141,0.486877,-0.123436,0.141614,0.557681,0.231113,0.121910,0.562678,0.039114,0.123553,0.380534,0.159255,0.259626,0.073583,0.039009,0.125216,0.223192,-0.108017,0.133562,0.225703,0.197695,0.130807,0.380818,0.197984,0.129677,0.298217,0.195637,0.128180,0.218444,0.039266,0.124023,0.298982,-0.107398,0.134008,0.377976,-0.107867,0.132292,0.298640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454205,0.323096,0.244755,0.319150,0.219264,0.189743,0.444051,0.315292,0.201542,0.302511,0.211704,0.254810,0.305929,0.257053,0.228180,0.212940,0.397739,-0.008846,0.183018,0.406697,-0.044238,0.136907,0.359992,-0.044485,0.074822,0.359983,-0.048878,0.068413,0.359708,-0.113760
