Format Version,1.23,Take Name,cap_051,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.57.51.075 PM,Total Frames in Take,2679,Total Exported Frames,2679,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3206,Unlabeled 3206,Unlabeled 3206,Unlabeled 3207,Unlabeled 3207,Unlabeled 3207,Unlabeled 3208,Unlabeled 3208,Unlabeled 3208,Unlabeled 3209,Unlabeled 3209,Unlabeled 3209,Unlabeled 3210,Unlabeled 3210,Unlabeled 3210,Unlabeled 3211,Unlabeled 3211,Unlabeled 3211,Unlabeled 3212,Unlabeled 3212,Unlabeled 3212,Unlabeled 3213,Unlabeled 3213,Unlabeled 3213,Unlabeled 3214,Unlabeled 3214,Unlabeled 3214,Unlabeled 3215,Unlabeled 3215,Unlabeled 3215,Unlabeled 3216,Unlabeled 3216,Unlabeled 3216,Unlabeled 3217,Unlabeled 3217,Unlabeled 3217,Unlabeled 3218,Unlabeled 3218,Unlabeled 3218,Unlabeled 3219,Unlabeled 3219,Unlabeled 3219,Unlabeled 3220,Unlabeled 3220,Unlabeled 3220,Unlabeled 3221,Unlabeled 3221,Unlabeled 3221,Unlabeled 3222,Unlabeled 3222,Unlabeled 3222,Unlabeled 3223,Unlabeled 3223,Unlabeled 3223,Unlabeled 3224,Unlabeled 3224,Unlabeled 3224,Unlabeled 3225,Unlabeled 3225,Unlabeled 3225,Unlabeled 3226,Unlabeled 3226,Unlabeled 3226,Unlabeled 3227,Unlabeled 3227,Unlabeled 3227,Unlabeled 3228,Unlabeled 3228,Unlabeled 3228,Unlabeled 3229,Unlabeled 3229,Unlabeled 3229,Unlabeled 3230,Unlabeled 3230,Unlabeled 3230,Unlabeled 3231,Unlabeled 3231,Unlabeled 3231,Unlabeled 3232,Unlabeled 3232,Unlabeled 3232,Unlabeled 3233,Unlabeled 3233,Unlabeled 3233,Unlabeled 3234,Unlabeled 3234,Unlabeled 3234,Unlabeled 3235,Unlabeled 3235,Unlabeled 3235,Unlabeled 3236,Unlabeled 3236,Unlabeled 3236,Unlabeled 3237,Unlabeled 3237,Unlabeled 3237,Unlabeled 3238,Unlabeled 3238,Unlabeled 3238,Unlabeled 3239,Unlabeled 3239,Unlabeled 3239,Unlabeled 3240,Unlabeled 3240,Unlabeled 3240,Unlabeled 3241,Unlabeled 3241,Unlabeled 3241,Unlabeled 3242,Unlabeled 3242,Unlabeled 3242,Unlabeled 3243,Unlabeled 3243,Unlabeled 3243,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E08F0","E08F0","E08F0","E0920","E0920","E0920","E0990","E0990","E0990","E09A0","E09A0","E09A0","E0D80","E0D80","E0D80","E0930","E0930","E0930","E0950","E0950","E0950","E0A60","E0A60","E0A60","E0E80","E0E80","E0E80","E0E90","E0E90","E0E90","E0EB0","E0EB0","E0EB0","E0F10","E0F10","E0F10","E1220","E1220","E1220","E12F0","E12F0","E12F0","E1710","E1710","E1710","E17C0","E17C0","E17C0","E17D0","E17D0","E17D0","E17E0","E17E0","E17E0","E1800","E1800","E1800","E1810","E1810","E1810","E1730","E1730","E1730","E1670","E1670","E1670","E0580","E0580","E0580","E1870","E1870","E1870","E1820","E1820","E1820","E1830","E1830","E1830","E1880","E1880","E1880","E18A0","E18A0","E18A0","E18D0","E18D0","E18D0","E1900","E1900","E1900","E1920","E1920","E1920","E1910","E1910","E1910","E1930","E1930","E1930","E1940","E1940","E1940","E1950","E1950","E1950","E1970","E1970","E1970","E1980","E1980","E1980","E1960","E1960","E1960","E19B0","E19B0","E19B0","E19D0","E19D0","E19D0","E19E0","E19E0","E19E0","E19C0","E19C0","E19C0","E1A00","E1A00","E1A00","E0F70","E0F70","E0F70","E1740","E1740","E1740","E0F30","E0F30","E0F30","E1680","E1680","E1680","E17A0","E17A0","E17A0","E15E0","E15E0","E15E0","E13F0","E13F0","E13F0","E1510","E1510","E1510","E1540","E1540","E1540","E1530","E1530","E1530"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.718505,-0.141618,0.273168,-0.623759,-0.330296,0.460609,-0.165531,-0.730618,0.174301,-0.308810,-0.583483,0.060604,0.384638,-0.052897,-0.001522,-0.000393,0.000249,-0.999999,0.038708,0.138559,0.300319,0.215588,0.141172,0.428304,0.168473,0.141092,0.560757,-0.122376,0.143341,0.486961,-0.123434,0.141770,0.557851,0.231148,0.122000,0.562578,0.039063,0.124067,0.380531,0.039041,0.126195,0.223224,0.039301,0.124715,0.299077,0.196052,0.128220,0.218755,-0.107823,0.133430,0.225584,-0.107937,0.132441,0.298617,0.197698,0.130945,0.380981,0.197972,0.129783,0.298355,0.099158,0.387967,-0.014024,-0.107477,0.134051,0.377948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.457236,0.495114,-0.397183,-0.414178,0.471876,-0.225078,-0.486509,0.498571,-0.363323,-0.350898,0.463850,-0.245055,-0.381330,0.504420,-0.253288,0.197038,0.498656,-0.089126,0.184033,0.507734,-0.133265,0.132458,0.469167,-0.147579,0.076729,0.480830,-0.174500,0.093497,0.472452,-0.237025
1,0.004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.012500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.016667,-0.718301,-0.141164,0.272932,-0.624199,-0.330927,0.461158,-0.164934,-0.730379,0.173463,-0.309337,-0.583753,0.060554,0.384853,-0.052303,0.000069,-0.000514,0.000473,-1.000000,0.038614,0.137714,0.300362,0.215355,0.140595,0.428329,0.168497,0.141053,0.560798,-0.122375,0.143274,0.486998,-0.123433,0.141703,0.557889,0.231152,0.121929,0.562617,0.039066,0.124009,0.380560,0.039036,0.126149,0.223244,0.039298,0.124658,0.299098,0.196048,0.128157,0.218793,-0.107843,0.133399,0.225605,-0.107939,0.132382,0.298637,0.197693,0.130902,0.380999,0.197970,0.129734,0.298373,0.099153,0.388255,-0.013467,-0.107478,0.134010,0.377976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.457637,0.495437,-0.396733,-0.414779,0.472376,-0.224556,-0.486963,0.498904,-0.362904,-0.351434,0.464308,-0.244489,-0.381879,0.504877,-0.252800,0.196771,0.499116,-0.088677,0.183800,0.508005,-0.132881,0.132267,0.469327,-0.147132,0.076508,0.480905,-0.174014,0.093296,0.472482,-0.236547
5,0.020833,-0.718323,-0.141030,0.272940,-0.624201,-0.331029,0.461214,-0.164872,-0.730281,0.173301,-0.309464,-0.583857,0.060555,0.384916,-0.052201,0.000040,-0.000499,0.000425,-1.000000,0.038633,0.137712,0.300337,0.215356,0.140601,0.428314,0.168484,0.141044,0.560771,-0.122342,0.143248,0.486963,-0.123399,0.141668,0.557863,0.231159,0.121935,0.562598,0.039102,0.124003,0.380517,0.039065,0.126133,0.223211,0.039330,0.124647,0.299050,0.196090,0.128142,0.218736,-0.107784,0.133347,0.225564,-0.107898,0.132337,0.298589,0.197733,0.130892,0.380948,0.198004,0.129713,0.298326,0.099161,0.388311,-0.013352,-0.107447,0.133980,0.377935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.457690,0.495503,-0.396697,-0.414871,0.472442,-0.224507,-0.487024,0.498987,-0.362865,-0.351522,0.464369,-0.244430,-0.381955,0.504936,-0.252752,0.196725,0.499201,-0.088584,0.183778,0.508072,-0.132860,0.132256,0.469378,-0.147064,0.076475,0.480918,-0.173943,0.093278,0.472482,-0.236483
