Format Version,1.23,Take Name,cap_055,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.59.58.808 PM,Total Frames in Take,1678,Total Exported Frames,1678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3358,Unlabeled 3358,Unlabeled 3358,Unlabeled 3359,Unlabeled 3359,Unlabeled 3359,Unlabeled 3360,Unlabeled 3360,Unlabeled 3360,Unlabeled 3361,Unlabeled 3361,Unlabeled 3361,Unlabeled 3362,Unlabeled 3362,Unlabeled 3362,Unlabeled 3363,Unlabeled 3363,Unlabeled 3363,Unlabeled 3364,Unlabeled 3364,Unlabeled 3364,Unlabeled 3365,Unlabeled 3365,Unlabeled 3365,Unlabeled 3366,Unlabeled 3366,Unlabeled 3366,Unlabeled 3367,Unlabeled 3367,Unlabeled 3367,Unlabeled 3368,Unlabeled 3368,Unlabeled 3368,Unlabeled 3369,Unlabeled 3369,Unlabeled 3369,Unlabeled 3370,Unlabeled 3370,Unlabeled 3370,Unlabeled 3371,Unlabeled 3371,Unlabeled 3371,Unlabeled 3372,Unlabeled 3372,Unlabeled 3372,Unlabeled 3373,Unlabeled 3373,Unlabeled 3373,Unlabeled 3374,Unlabeled 3374,Unlabeled 3374,Unlabeled 3375,Unlabeled 3375,Unlabeled 3375,Unlabeled 3376,Unlabeled 3376,Unlabeled 3376,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E25B0","E25B0","E25B0","E25F0","E25F0","E25F0","E2660","E2660","E2660","E2580","E2580","E2580","E2570","E2570","E2570","E2600","E2600","E2600","E2610","E2610","E2610","E2620","E2620","E2620","E2740","E2740","E2740","E2760","E2760","E2760","E2870","E2870","E2870","E2880","E2880","E2880","E28A0","E28A0","E28A0","E2960","E2960","E2960","E2970","E2970","E2970","E29C0","E29C0","E29C0","E29D0","E29D0","E29D0","E29E0","E29E0","E29E0","E29F0","E29F0","E29F0","E2A00","E2A00","E2A00","E2A10","E2A10","E2A10","E2A20","E2A20","E2A20","E2A30","E2A30","E2A30","E2A60","E2A60","E2A60","E2380","E2380","E2380","E24D0","E24D0","E24D0","E26D0","E26D0","E26D0","E2590","E2590","E2590","E25A0","E25A0","E25A0","E29B0","E29B0","E29B0","E2680","E2680","E2680","E26A0","E26A0","E26A0","E26B0","E26B0","E26B0","E26C0","E26C0","E26C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.830704,0.202369,-0.115548,-0.505595,-0.115562,0.266132,0.075571,-0.757339,-0.292075,0.225019,-0.538977,-0.277897,0.351095,0.096672,0.000200,-0.000600,0.000374,-1.000000,0.038575,0.137753,0.300387,0.215328,0.140686,0.428359,0.168459,0.141137,0.560819,-0.122361,0.143348,0.487009,-0.123488,0.141773,0.557975,0.231250,0.122124,0.562563,0.039190,0.124374,0.299130,0.038865,0.125423,0.223198,0.039018,0.123821,0.380600,0.197727,0.129545,0.298317,0.195912,0.127943,0.218678,-0.248843,0.355853,0.077271,-0.107888,0.133273,0.225670,-0.107930,0.132140,0.298620,-0.107524,0.134055,0.378004,0.197537,0.130646,0.380885,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026168,0.359756,-0.129721,-0.104124,0.303717,-0.020211,-0.017943,0.363176,-0.138833,-0.055235,0.284424,0.022492,-0.064429,0.331749,0.002606,-0.305763,0.471529,-0.036355,-0.352637,0.476620,-0.028167,-0.369673,0.433709,0.018996,-0.403589,0.439701,0.071585,-0.462864,0.428191,0.046698
1,0.004167,-0.830721,0.201964,-0.115437,-0.505754,-0.115421,0.266078,0.075533,-0.757279,-0.291967,0.225012,-0.539124,-0.277930,0.351204,0.096662,-0.000066,-0.000566,0.000320,-1.000000,0.038621,0.137881,0.300392,0.215412,0.140775,0.428359,0.168482,0.141144,0.560844,-0.122343,0.143338,0.487010,-0.123470,0.141767,0.557980,0.231265,0.122123,0.562566,0.039210,0.124379,0.299135,0.038872,0.125432,0.223210,0.039028,0.123817,0.380601,0.197742,0.129543,0.298330,0.195919,0.127947,0.218688,-0.248877,0.355946,0.077265,-0.107877,0.133267,0.225665,-0.107920,0.132155,0.298624,-0.107518,0.134050,0.378008,0.197547,0.130647,0.380896,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026130,0.359729,-0.129867,-0.104065,0.303678,-0.020249,-0.018009,0.363090,-0.138966,-0.055141,0.284377,0.022402,-0.064367,0.331683,0.002492,-0.305758,0.471593,-0.036414,-0.352640,0.476699,-0.028230,-0.369693,0.433790,0.018936,-0.403612,0.439816,0.071522,-0.462889,0.428287,0.046637
2,0.008333,-0.830792,0.201617,-0.115296,-0.505808,-0.115291,0.266001,0.075499,-0.757087,-0.291969,0.224866,-0.539451,-0.277934,0.351367,0.096706,-0.000180,-0.000509,0.000360,-1.000000,0.038627,0.137912,0.300418,0.215407,0.140779,0.428375,0.168484,0.141149,0.560857,-0.122338,0.143324,0.487029,-0.123466,0.141756,0.557991,0.231163,0.122034,0.562659,0.039219,0.124370,0.299143,0.038870,0.125423,0.223222,0.039037,0.123814,0.380611,0.197741,0.129541,0.298345,0.195917,0.127944,0.218706,-0.248925,0.356035,0.077264,-0.107883,0.133270,0.225689,-0.107917,0.132141,0.298646,-0.107511,0.134040,0.378018,0.197548,0.130655,0.380918,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026088,0.359705,-0.129980,-0.104019,0.303616,-0.020285,-0.018060,0.363044,-0.139069,-0.055043,0.284324,0.022322,-0.064313,0.331622,0.002417,-0.305773,0.471665,-0.036454,-0.352640,0.476748,-0.028292,-0.369716,0.433877,0.018889,-0.403647,0.439908,0.071482,-0.462922,0.428342,0.046586
3,0.012500,-0.830866,0.201389,-0.115122,-0.505818,-0.115171,0.265926,0.075444,-0.756886,-0.291947,0.224747,-0.539795,-0.277930,0.351519,0.096732,-0.000175,-0.000494,0.000326,-1.000000,0.038653,0.137908,0.300424,0.215420,0.140788,0.428383,0.168505,0.141155,0.560872,-0.122317,0.143311,0.487028,-0.123447,0.141743,0.557991,0.231186,0.122046,0.562673,0.039248,0.124357,0.299139,0.038887,0.125434,0.223240,0.039057,0.123801,0.380608,0.197747,0.129547,0.298355,0.195933,0.127945,0.218723,-0.248954,0.356135,0.077258,-0.107860,0.133250,0.225676,-0.107909,0.132161,0.298670,-0.107489,0.134016,0.378020,0.197558,0.130648,0.380924,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026073,0.359676,-0.130100,-0.103956,0.303568,-0.020332,-0.018077,0.363003,-0.139170,-0.054951,0.284266,0.022224,-0.064258,0.331560,0.002338,-0.305772,0.471732,-0.036513,-0.352628,0.476775,-0.028384,-0.369728,0.433933,0.018810,-0.403672,0.440001,0.071427,-0.462933,0.428397,0.046513
4,0.016667,-0.830946,0.201147,-0.115054,-0.505798,-0.115066,0.265830,0.075359,-0.756787,-0.291852,0.224685,-0.540012,-0.277961,0.351616,0.096723,-0.000207,-0.000478,0.000320,-1.000000,0.038682,0.137896,0.300420,0.215451,0.140770,0.428382,0.168525,0.141126,0.560870,-0.122292,0.143285,0.487023,-0.123427,0.141712,0.557980,0.231197,0.122021,0.562674,0.039264,0.124328,0.299131,0.038914,0.125424,0.223230,0.039086,0.123774,0.380605,0.197771,0.129521,0.298354,0.195954,0.127926,0.218723,-0.248975,0.356228,0.077232,-0.107832,0.133228,0.225669,-0.107880,0.132135,0.298664,-0.107465,0.133990,0.378017,0.197578,0.130646,0.380925,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026064,0.359654,-0.130226,-0.103898,0.303485,-0.020422,-0.018086,0.362960,-0.139286,-0.054879,0.284201,0.022123,-0.064197,0.331473,0.002237,-0.305775,0.471771,-0.036564,-0.352639,0.476803,-0.028478,-0.369752,0.433987,0.018722,-0.403686,0.440082,0.071358,-0.462964,0.428459,0.046414
5,0.020833,-0.831000,0.200986,-0.114999,-0.505786,-0.114977,0.265745,0.075245,-0.756721,-0.291795,0.224601,-0.540170,-0.277970,0.351714,0.096679,-0.000089,-0.000534,0.000242,-1.000000,0.038709,0.137835,0.300385,0.215481,0.140749,0.428368,0.168555,0.141116,0.560844,-0.122259,0.143263,0.487001,-0.123393,0.141677,0.557954,0.231328,0.122089,0.562571,0.039306,0.124309,0.299104,0.038939,0.125399,0.223219,0.039132,0.123753,0.380578,0.197801,0.129515,0.298339,0.195984,0.127923,0.218700,-0.248991,0.356311,0.077185,-0.107796,0.133192,0.225641,-0.107857,0.132117,0.298640,-0.107419,0.133962,0.377990,0.197612,0.130626,0.380908,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026076,0.359618,-0.130379,-0.103848,0.303420,-0.020533,-0.018070,0.362910,-0.139417,-0.054805,0.284123,0.022005,-0.064147,0.331407,0.002106,-0.305763,0.471834,-0.036640,-0.352629,0.476845,-0.028577,-0.369762,0.434051,0.018612,-0.403688,0.440164,0.071268,-0.462981,0.428523,0.046307
