Format Version,1.23,Take Name,cap_025,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.34.09.176 PM,Total Frames in Take,3350,Total Exported Frames,3350,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
638,2.658333,-0.716829,-0.269562,0.413473,-0.492476,-0.108506,0.138646,0.229409,-0.823718,0.121859,-0.292369,-0.470276,0.074014,0.216605,0.205903,-0.000863,-0.000292,0.000057,-1.000000,0.038781,0.138340,0.300365,0.215606,0.141154,0.428327,0.168463,0.141529,0.560950,-0.122321,0.143355,0.487060,-0.123349,0.141731,0.557745,0.231144,0.122018,0.562640,0.039123,0.123693,0.380619,0.039224,0.123968,0.299059,0.116095,0.217328,0.240263,0.197837,0.129571,0.298342,-0.107390,0.133966,0.225778,-0.107860,0.132358,0.298547,-0.107394,0.133021,0.377964,0.038638,0.125678,0.223137,0.195943,0.127609,0.218766,0.197726,0.130629,0.380961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.310097,0.226414,0.078550,-0.207016,0.164479,0.211239,-0.323750,0.222431,0.121347,-0.157344,0.159506,0.166967,-0.184199,0.202154,0.179846,0.187365,0.357736,0.188866,0.167626,0.374583,0.149180,0.120537,0.331716,0.130429,0.061103,0.339975,0.111450,0.070968,0.349953,0.047660
639,2.662500,-0.717081,-0.268811,0.413636,-0.492383,-0.108527,0.138635,0.229387,-0.824059,0.121934,-0.291872,-0.469968,0.074208,0.216462,0.206003,-0.000900,-0.000282,0.000050,-1.000000,0.038798,0.138346,0.300357,0.215620,0.141157,0.428317,0.168478,0.141517,0.560954,-0.122312,0.143340,0.487049,-0.123338,0.141723,0.557732,0.231159,0.122005,0.562635,0.039135,0.123687,0.380611,0.039226,0.123985,0.299049,0.116317,0.217236,0.240359,0.197848,0.129556,0.298343,-0.107392,0.133951,0.225775,-0.107858,0.132354,0.298530,-0.107374,0.133017,0.377954,0.038643,0.125666,0.223150,0.195957,0.127600,0.218765,0.197752,0.130628,0.380956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309884,0.226659,0.078348,-0.206986,0.164615,0.211144,-0.323577,0.222681,0.121172,-0.157296,0.159546,0.166908,-0.184100,0.202227,0.179745,0.187605,0.357583,0.189008,0.167794,0.374455,0.149349,0.120705,0.331613,0.130612,0.061264,0.339940,0.111678,0.071074,0.349974,0.047901
640,2.666667,-0.717269,-0.268167,0.413823,-0.492303,-0.108568,0.138617,0.229331,-0.824488,0.121901,-0.291438,-0.469493,0.074437,0.216291,0.206027,-0.000873,-0.000271,0.000047,-1.000000,0.038808,0.138340,0.300354,0.215622,0.141158,0.428313,0.168497,0.141525,0.560964,-0.122302,0.143341,0.487042,-0.123337,0.141730,0.557721,0.231156,0.122014,0.562633,0.039146,0.123669,0.380613,0.039221,0.123969,0.299044,0.117521,0.214903,0.239458,0.197858,0.129561,0.298347,-0.107392,0.133934,0.225764,-0.107858,0.132361,0.298517,-0.107380,0.133011,0.377950,0.038643,0.125635,0.223166,0.195962,0.127610,0.218751,0.197763,0.130611,0.380955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309744,0.226836,0.078169,-0.206985,0.164707,0.211031,-0.323464,0.222916,0.120981,-0.157272,0.159573,0.166827,-0.184039,0.202288,0.179630,0.187840,0.357432,0.189094,0.167946,0.374360,0.149529,0.120872,0.331549,0.130739,0.061398,0.339905,0.111865,0.071154,0.349986,0.048087
641,2.670833,-0.717455,-0.267745,0.413800,-0.492280,-0.108575,0.138626,0.229260,-0.825292,0.121458,-0.291233,-0.468320,0.074885,0.216066,0.205801,-0.000587,-0.000289,0.000086,-1.000000,0.038803,0.138206,0.300339,0.215574,0.141074,0.428315,0.168507,0.141530,0.560940,-0.122287,0.143343,0.487020,-0.123316,0.141741,0.557704,0.231167,0.122025,0.562612,0.039163,0.123668,0.380599,0.039241,0.123960,0.299013,0.117734,0.214869,0.239489,0.197867,0.129578,0.298328,-0.107378,0.133909,0.225737,-0.107841,0.132339,0.298475,-0.107358,0.133023,0.377923,0.038671,0.125592,0.223153,0.195985,0.127614,0.218736,0.197782,0.130616,0.380937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309597,0.226969,0.077977,-0.206966,0.164783,0.210897,-0.323342,0.223060,0.120772,-0.157225,0.159607,0.166728,-0.183977,0.202347,0.179499,0.188053,0.357314,0.189158,0.168097,0.374304,0.149665,0.121174,0.331953,0.130569,0.061556,0.339858,0.112015,0.071257,0.349996,0.048232
642,2.675000,-0.717614,-0.267448,0.413729,-0.492271,-0.108587,0.138629,0.229172,-0.825450,0.121374,-0.290978,-0.468222,0.075063,0.216003,0.205872,-0.000458,-0.000342,0.000028,-1.000000,0.038812,0.138171,0.300294,0.215587,0.141077,0.428280,0.168526,0.141536,0.560913,-0.122273,0.143358,0.486984,-0.123308,0.141746,0.557669,0.231277,0.122127,0.562506,0.039178,0.123677,0.380570,0.039248,0.123959,0.298967,0.117922,0.214841,0.239507,0.197884,0.129589,0.298304,-0.107385,0.133907,0.225691,-0.107829,0.132345,0.298434,-0.107351,0.133038,0.377894,0.038692,0.125576,0.223112,0.195987,0.127630,0.218710,0.197792,0.130622,0.380913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309490,0.227041,0.077803,-0.206978,0.164815,0.210757,-0.323248,0.223164,0.120557,-0.157197,0.159633,0.166608,-0.183924,0.202398,0.179362,0.188226,0.357256,0.189211,0.168254,0.374253,0.149749,0.121311,0.331927,0.130650,0.061680,0.339821,0.112131,0.071324,0.349985,0.048333
643,2.679167,-0.717705,-0.267251,0.413579,-0.492371,-0.108576,0.138644,0.229090,-0.825629,0.121303,-0.290799,-0.468036,0.075241,0.215940,0.205902,0.000678,-0.000416,0.000206,-1.000000,0.038746,0.137626,0.300271,0.215382,0.140717,0.428290,0.168533,0.141550,0.560854,-0.122260,0.143374,0.486948,-0.123294,0.141765,0.557634,0.231281,0.122137,0.562482,0.039186,0.123710,0.380534,0.039268,0.123957,0.298919,0.118212,0.214988,0.239533,0.197886,0.129607,0.298272,-0.107387,0.133869,0.225647,-0.107807,0.132331,0.298391,-0.107319,0.133041,0.377854,0.038737,0.125555,0.223067,0.196005,0.127648,0.218681,0.197805,0.130633,0.380880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309397,0.227048,0.077599,-0.206960,0.164827,0.210624,-0.323158,0.223193,0.120350,-0.157149,0.159651,0.166495,-0.183878,0.202419,0.179229,0.188395,0.357201,0.189282,0.168403,0.374236,0.149809,0.121440,0.331919,0.130710,0.061800,0.339793,0.112222,0.071404,0.349995,0.048415
644,2.683333,-0.717800,-0.267107,0.413348,-0.492505,-0.108594,0.138655,0.229050,-0.825811,0.121090,-0.290717,-0.467822,0.075438,0.215887,0.205927,-0.000509,-0.000350,0.000028,-1.000000,0.038821,0.138217,0.300237,0.215620,0.141116,0.428195,0.168538,0.141551,0.560836,-0.122260,0.143380,0.486937,-0.123293,0.141770,0.557621,0.231269,0.122144,0.562473,0.039186,0.123720,0.380515,0.039274,0.123964,0.298899,0.118375,0.215006,0.239564,0.197879,0.129604,0.298259,-0.107384,0.133854,0.225628,-0.107799,0.132339,0.298377,-0.107314,0.133040,0.377833,0.038733,0.125575,0.223063,0.195999,0.127631,0.218668,0.197808,0.130634,0.380856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309330,0.227033,0.077423,-0.206981,0.164834,0.210519,-0.323116,0.223172,0.120171,-0.157124,0.159651,0.166422,-0.183861,0.202417,0.179138,0.188523,0.357213,0.189322,0.168519,0.374237,0.149877,0.121563,0.331923,0.130759,0.061898,0.339772,0.112299,0.071471,0.350005,0.048496
645,2.687500,-0.717787,-0.267002,0.413140,-0.492755,-0.108588,0.138664,0.229043,-0.825924,0.120890,-0.290618,-0.467735,0.075616,0.215882,0.205977,-0.000722,-0.000314,0.000008,-1.000000,0.038847,0.138315,0.300233,0.215670,0.141175,0.428202,0.168537,0.141549,0.560833,-0.122258,0.143375,0.486928,-0.123292,0.141766,0.557613,0.231264,0.122125,0.562476,0.039191,0.123723,0.380514,0.039282,0.123965,0.298905,0.118549,0.215058,0.239606,0.197875,0.129598,0.298261,-0.107394,0.133840,0.225632,-0.107793,0.132332,0.298374,-0.107308,0.133035,0.377822,0.038752,0.125551,0.223057,0.195990,0.127628,0.218665,0.197813,0.130626,0.380853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309272,0.226935,0.077272,-0.206976,0.164810,0.210456,-0.323072,0.223085,0.120027,-0.157091,0.159624,0.166373,-0.183843,0.202391,0.179078,0.188642,0.357252,0.189348,0.168637,0.374267,0.149915,0.121675,0.331944,0.130807,0.061986,0.339771,0.112377,0.071550,0.350027,0.048571
646,2.691667,-0.717774,-0.267033,0.412858,-0.492993,-0.108604,0.138674,0.229054,-0.826074,0.120607,-0.290580,-0.467567,0.075798,0.215868,0.205995,0.000708,-0.000414,0.000212,-1.000000,0.038731,0.137605,0.300257,0.215352,0.140702,0.428279,0.168522,0.141545,0.560835,-0.122262,0.143366,0.486935,-0.123304,0.141760,0.557614,0.231255,0.122128,0.562474,0.039178,0.123697,0.380523,0.039271,0.123959,0.298912,0.118696,0.215126,0.239650,0.197858,0.129585,0.298268,-0.107403,0.133853,0.225645,-0.107805,0.132334,0.298395,-0.107325,0.133026,0.377834,0.038726,0.125562,0.223082,0.195977,0.127613,0.218671,0.197799,0.130619,0.380866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309256,0.226816,0.077172,-0.207002,0.164767,0.210413,-0.323079,0.222954,0.119917,-0.157097,0.159594,0.166352,-0.183859,0.202360,0.179041,0.188734,0.357299,0.189363,0.168711,0.374330,0.149933,0.121766,0.331976,0.130841,0.062064,0.339775,0.112428,0.071601,0.350050,0.048632
647,2.695833,-0.717723,-0.267125,0.412533,-0.493289,-0.108617,0.138685,0.229080,-0.826114,0.120205,-0.290519,-0.467639,0.076023,0.215933,0.206057,0.000700,-0.000417,0.000226,-1.000000,0.038729,0.137596,0.300265,0.215352,0.140688,0.428281,0.168519,0.141530,0.560851,-0.122267,0.143354,0.486945,-0.123304,0.141755,0.557623,0.231259,0.122105,0.562480,0.039178,0.123671,0.380529,0.039275,0.123937,0.298928,0.118865,0.215225,0.239701,0.197853,0.129558,0.298272,-0.107399,0.133854,0.225647,-0.107805,0.132330,0.298397,-0.107329,0.133014,0.377840,0.038724,0.125541,0.223085,0.195974,0.127597,0.218676,0.197797,0.130613,0.380861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309259,0.226647,0.077075,-0.207027,0.164698,0.210381,-0.323106,0.222782,0.119821,-0.157097,0.159548,0.166352,-0.183879,0.202317,0.179022,0.188882,0.357428,0.189323,0.168818,0.374434,0.149906,0.121871,0.332040,0.130842,0.062157,0.339799,0.112459,0.071680,0.350065,0.048657
648,2.700000,-0.717708,-0.267322,0.412162,-0.493515,-0.108646,0.138687,0.229108,-0.826092,0.119873,-0.290558,-0.467738,0.076191,0.216014,0.206112,0.000683,-0.000432,0.000228,-1.000000,0.038718,0.137596,0.300280,0.215352,0.140679,0.428290,0.168503,0.141519,0.560868,-0.122276,0.143354,0.486961,-0.123308,0.141743,0.557646,0.231264,0.122100,0.562480,0.039168,0.123635,0.380552,0.039254,0.123923,0.298953,0.119023,0.215331,0.239764,0.197856,0.129565,0.298282,-0.107410,0.133860,0.225665,-0.107819,0.132340,0.298427,-0.107352,0.133018,0.377866,0.038677,0.125559,0.223107,0.195966,0.127580,0.218688,0.197782,0.130605,0.380881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309293,0.226497,0.077017,-0.207063,0.164621,0.210363,-0.323174,0.222597,0.119748,-0.157113,0.159500,0.166371,-0.183932,0.202261,0.179014,0.188970,0.357555,0.189314,0.168898,0.374553,0.149852,0.121955,0.332116,0.130842,0.062231,0.339828,0.112471,0.071739,0.350088,0.048665
649,2.704167,-0.717677,-0.267564,0.411790,-0.493739,-0.108664,0.138671,0.229143,-0.826068,0.119494,-0.290659,-0.467814,0.076389,0.216117,0.206137,0.000694,-0.000437,0.000240,-1.000000,0.038713,0.137584,0.300302,0.215350,0.140664,0.428306,0.168500,0.141519,0.560888,-0.122276,0.143356,0.486985,-0.123315,0.141734,0.557672,0.231262,0.122085,0.562506,0.039160,0.123634,0.380565,0.039244,0.123910,0.298984,0.119170,0.215384,0.239853,0.197853,0.129544,0.298290,-0.107404,0.133882,0.225687,-0.107820,0.132351,0.298459,-0.107345,0.133009,0.377887,0.038649,0.125587,0.223123,0.195966,0.127596,0.218701,0.197770,0.130607,0.380903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309336,0.226316,0.076974,-0.207093,0.164519,0.210357,-0.323221,0.222373,0.119704,-0.157137,0.159434,0.166391,-0.183982,0.202185,0.179023,0.189045,0.357708,0.189285,0.168988,0.374703,0.149769,0.122084,0.332243,0.130800,0.062323,0.339881,0.112458,0.071816,0.350118,0.048650
650,2.708333,-0.717588,-0.267770,0.411503,-0.493996,-0.108693,0.138667,0.229180,-0.825961,0.119167,-0.290819,-0.467987,0.076527,0.216269,0.206189,-0.000735,-0.000349,0.000015,-1.000000,0.038795,0.138292,0.300317,0.215616,0.141142,0.428290,0.168479,0.141522,0.560923,-0.122293,0.143352,0.487019,-0.123322,0.141737,0.557708,0.231258,0.122092,0.562524,0.039142,0.123606,0.380595,0.039230,0.123898,0.299020,0.119303,0.215534,0.239917,0.197848,0.129551,0.298319,-0.107420,0.133908,0.225721,-0.107846,0.132356,0.298498,-0.107372,0.133014,0.377923,0.038611,0.125590,0.223145,0.195949,0.127579,0.218737,0.197753,0.130612,0.380925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309400,0.226120,0.076945,-0.207132,0.164434,0.210355,-0.323297,0.222183,0.119670,-0.157156,0.159377,0.166420,-0.184058,0.202106,0.179037,0.189093,0.357897,0.189253,0.169043,0.374900,0.149706,0.122151,0.332362,0.130778,0.062393,0.339970,0.112436,0.071882,0.350165,0.048629
651,2.712500,-0.717474,-0.267878,0.411277,-0.494290,-0.108710,0.138637,0.229236,-0.825772,0.118744,-0.291019,-0.468304,0.076695,0.216454,0.206282,-0.000887,-0.000290,0.000067,-1.000000,0.038803,0.138337,0.300366,0.215621,0.141145,0.428327,0.168487,0.141523,0.560951,-0.122289,0.143340,0.487060,-0.123321,0.141724,0.557744,0.231154,0.121986,0.562643,0.039146,0.123593,0.380629,0.039240,0.123886,0.299066,0.119529,0.215870,0.239964,0.197851,0.129547,0.298348,-0.107421,0.133934,0.225766,-0.107835,0.132359,0.298538,-0.107367,0.133018,0.377960,0.038612,0.125578,0.223176,0.195956,0.127585,0.218766,0.197756,0.130608,0.380962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309437,0.225894,0.076907,-0.207146,0.164333,0.210364,-0.323335,0.221985,0.119644,-0.157169,0.159297,0.166456,-0.184118,0.202003,0.179064,0.189167,0.358144,0.189193,0.169100,0.375089,0.149641,0.122220,0.332496,0.130755,0.062490,0.340051,0.112415,0.071973,0.350194,0.048593
652,2.716667,-0.717502,-0.268143,0.410816,-0.494490,-0.108733,0.138615,0.229301,-0.825493,0.118456,-0.291246,-0.468727,0.076802,0.216668,0.206381,0.000646,-0.000407,0.000274,-1.000000,0.038699,0.137574,0.300425,0.215345,0.140642,0.428410,0.168499,0.141514,0.561003,-0.122293,0.143321,0.487102,-0.123319,0.141714,0.557795,0.231155,0.121994,0.562672,0.039147,0.123569,0.380671,0.039239,0.123856,0.299117,0.119664,0.216071,0.240040,0.197842,0.129543,0.298391,-0.107416,0.133952,0.225827,-0.107845,0.132343,0.298591,-0.107373,0.133004,0.378007,0.038596,0.125565,0.223205,0.195952,0.127580,0.218812,0.197744,0.130598,0.381006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309476,0.225700,0.076881,-0.207179,0.164222,0.210375,-0.323374,0.221783,0.119611,-0.157174,0.159250,0.166504,-0.184186,0.201897,0.179106,0.189212,0.358387,0.189144,0.169150,0.375258,0.149558,0.122301,0.332634,0.130718,0.062578,0.340152,0.112374,0.072060,0.350222,0.048539
653,2.720833,-0.717780,-0.268774,0.409863,-0.494536,-0.108730,0.138595,0.229355,-0.825217,0.118108,-0.291558,-0.469108,0.076941,0.216875,0.206451,-0.000588,-0.000316,0.000096,-1.000000,0.038789,0.138165,0.300439,0.215567,0.141023,0.428411,0.168501,0.141495,0.561027,-0.122280,0.143316,0.487122,-0.123306,0.141689,0.557823,0.231159,0.121978,0.562702,0.039153,0.123535,0.380695,0.039264,0.123810,0.299146,0.119820,0.216293,0.240092,0.197860,0.129533,0.298421,-0.107410,0.133958,0.225867,-0.107823,0.132334,0.298626,-0.107358,0.132989,0.378038,0.038609,0.125507,0.223215,0.195952,0.127569,0.218838,0.197762,0.130582,0.381024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309479,0.225535,0.076843,-0.207195,0.164066,0.210358,-0.323403,0.221513,0.119551,-0.157146,0.159217,0.166542,-0.184245,0.201803,0.179165,0.189284,0.358649,0.189065,0.169193,0.375435,0.149487,0.122395,0.332784,0.130658,0.062669,0.340250,0.112298,0.072171,0.350236,0.048455
654,2.725000,-0.718352,-0.269896,0.408246,-0.494430,-0.108719,0.138608,0.229406,-0.824885,0.117853,-0.291866,-0.469563,0.077042,0.217101,0.206491,-0.000564,-0.000332,0.000095,-1.000000,0.038792,0.138148,0.300444,0.215572,0.141014,0.428415,0.168511,0.141481,0.561029,-0.122268,0.143305,0.487133,-0.123304,0.141689,0.557832,0.231175,0.121981,0.562696,0.039168,0.123509,0.380704,0.039266,0.123784,0.299147,0.119974,0.216497,0.240112,0.197864,0.129526,0.298415,-0.107398,0.133987,0.225866,-0.107819,0.132317,0.298624,-0.107357,0.132975,0.378042,0.038617,0.125445,0.223194,0.195958,0.127570,0.218843,0.197767,0.130583,0.381023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309463,0.225389,0.076790,-0.207227,0.163870,0.210318,-0.323451,0.221172,0.119458,-0.157086,0.159246,0.166568,-0.184331,0.201715,0.179244,0.189336,0.358895,0.188971,0.169242,0.375601,0.149353,0.122489,0.332957,0.130546,0.062771,0.340351,0.112187,0.072277,0.350248,0.048325
655,2.729167,-0.719004,-0.271353,0.406296,-0.494292,-0.108649,0.138690,0.229430,-0.824509,0.117592,-0.292174,-0.470097,0.077154,0.217359,0.206530,-0.000450,-0.000408,0.000018,-1.000000,0.038797,0.138115,0.300411,0.215588,0.141026,0.428390,0.168524,0.141494,0.560988,-0.122249,0.143301,0.487117,-0.123279,0.141689,0.557818,0.231292,0.122073,0.562599,0.039184,0.123493,0.380684,0.039283,0.123756,0.299128,0.120136,0.216713,0.240113,0.197873,0.129531,0.298400,-0.107390,0.133991,0.225843,-0.107792,0.132311,0.298603,-0.107325,0.132975,0.378034,0.038659,0.125373,0.223148,0.195973,0.127580,0.218826,0.197790,0.130577,0.381001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309392,0.225241,0.076736,-0.207224,0.163623,0.210268,-0.323457,0.220813,0.119364,-0.156958,0.159324,0.166589,-0.184448,0.201749,0.179240,0.189410,0.359148,0.188865,0.169330,0.375815,0.149181,0.122596,0.333134,0.130420,0.062871,0.340462,0.112049,0.072397,0.350268,0.048163
656,2.733333,-0.719775,-0.272746,0.404317,-0.494026,-0.108571,0.138715,0.229501,-0.824186,0.117210,-0.292420,-0.470605,0.077317,0.217602,0.206565,-0.000779,-0.000385,-0.000012,-1.000000,0.038832,0.138280,0.300386,0.215690,0.141132,0.428328,0.168526,0.141489,0.560972,-0.122238,0.143311,0.487101,-0.123270,0.141697,0.557802,0.231295,0.122068,0.562593,0.039186,0.123470,0.380671,0.039288,0.123723,0.299110,0.120343,0.217084,0.240123,0.197884,0.129535,0.298385,-0.107377,0.134070,0.225839,-0.107789,0.132310,0.298584,-0.107332,0.132988,0.378009,0.038681,0.125306,0.223122,0.195970,0.127592,0.218815,0.197793,0.130576,0.380985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309291,0.225091,0.076692,-0.207184,0.163367,0.210242,-0.323445,0.220521,0.119302,-0.156815,0.159413,0.166632,-0.184502,0.201686,0.179363,0.189528,0.359429,0.188712,0.169422,0.376017,0.149009,0.122684,0.333293,0.130299,0.062988,0.340555,0.111904,0.072509,0.350291,0.047994
657,2.737500,-0.720513,-0.274074,0.402399,-0.493780,-0.108458,0.138722,0.229565,-0.823891,0.116900,-0.292788,-0.470970,0.077454,0.217809,0.206559,-0.000676,-0.000375,-0.000015,-1.000000,0.038840,0.138227,0.300373,0.215673,0.141102,0.428336,0.168540,0.141490,0.560957,-0.122227,0.143304,0.487079,-0.123259,0.141689,0.557782,0.231298,0.122077,0.562579,0.039201,0.123450,0.380656,0.039317,0.123672,0.299087,0.120460,0.217284,0.240134,0.197881,0.129554,0.298376,-0.107360,0.134106,0.225837,-0.107762,0.132287,0.298557,-0.107306,0.132982,0.377986,0.038721,0.125203,0.223114,0.195973,0.127597,0.218802,0.197808,0.130574,0.380968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309149,0.224933,0.076647,-0.207119,0.163104,0.210208,-0.323393,0.220206,0.119225,-0.156638,0.159471,0.166667,-0.184503,0.201619,0.179470,0.189580,0.359647,0.188601,0.169521,0.376253,0.148843,0.122771,0.333447,0.130181,0.063094,0.340634,0.111739,0.072633,0.350301,0.047849
658,2.741667,-0.721201,-0.275219,0.400641,-0.493569,-0.108358,0.138735,0.229647,-0.823611,0.116533,-0.293130,-0.471338,0.077606,0.217998,0.206557,-0.000642,-0.000376,-0.000004,-1.000000,0.038839,0.138210,0.300359,0.215665,0.141088,0.428313,0.168542,0.141480,0.560945,-0.122226,0.143308,0.487066,-0.123258,0.141689,0.557764,0.231291,0.122082,0.562574,0.039205,0.123422,0.380643,0.039325,0.123628,0.299078,0.120559,0.217476,0.240149,0.197870,0.129536,0.298374,-0.107361,0.134158,0.225845,-0.107750,0.132267,0.298545,-0.107308,0.132978,0.377969,0.038734,0.125120,0.223112,0.195965,0.127578,0.218798,0.197801,0.130563,0.380954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.309008,0.224819,0.076614,-0.207059,0.162891,0.210190,-0.323319,0.219921,0.119141,-0.156473,0.159528,0.166716,-0.184496,0.201561,0.179578,0.189646,0.359873,0.188476,0.169593,0.376453,0.148682,0.122862,0.333583,0.130039,0.063197,0.340705,0.111600,0.072752,0.350289,0.047694
