Format Version,1.23,Take Name,cap_125,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.52.17.877 PM,Total Frames in Take,1886,Total Exported Frames,1886,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5951,Unlabeled 5951,Unlabeled 5951,Unlabeled 5952,Unlabeled 5952,Unlabeled 5952,Unlabeled 5953,Unlabeled 5953,Unlabeled 5953,Unlabeled 5954,Unlabeled 5954,Unlabeled 5954,Unlabeled 5955,Unlabeled 5955,Unlabeled 5955,Unlabeled 5956,Unlabeled 5956,Unlabeled 5956,Unlabeled 5957,Unlabeled 5957,Unlabeled 5957,Unlabeled 5958,Unlabeled 5958,Unlabeled 5958,Unlabeled 5959,Unlabeled 5959,Unlabeled 5959,Unlabeled 5960,Unlabeled 5960,Unlabeled 5960,Unlabeled 5961,Unlabeled 5961,Unlabeled 5961,Unlabeled 5962,Unlabeled 5962,Unlabeled 5962,Unlabeled 5963,Unlabeled 5963,Unlabeled 5963,Unlabeled 5964,Unlabeled 5964,Unlabeled 5964,Unlabeled 5965,Unlabeled 5965,Unlabeled 5965,Unlabeled 5966,Unlabeled 5966,Unlabeled 5966,Unlabeled 5967,Unlabeled 5967,Unlabeled 5967,Unlabeled 5968,Unlabeled 5968,Unlabeled 5968,Unlabeled 5969,Unlabeled 5969,Unlabeled 5969,Unlabeled 5970,Unlabeled 5970,Unlabeled 5970,Unlabeled 5971,Unlabeled 5971,Unlabeled 5971,Unlabeled 5972,Unlabeled 5972,Unlabeled 5972,Unlabeled 5973,Unlabeled 5973,Unlabeled 5973,Unlabeled 5974,Unlabeled 5974,Unlabeled 5974,Unlabeled 5975,Unlabeled 5975,Unlabeled 5975,Unlabeled 5976,Unlabeled 5976,Unlabeled 5976,Unlabeled 5977,Unlabeled 5977,Unlabeled 5977,Unlabeled 5978,Unlabeled 5978,Unlabeled 5978,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FEB50","FEB50","FEB50","FE700","FE700","FE700","FE770","FE770","FE770","FE810","FE810","FE810","FEE00","FEE00","FEE00","FE6C0","FE6C0","FE6C0","FEE20","FEE20","FEE20","FEE80","FEE80","FEE80","FEEB0","FEEB0","FEEB0","FEF00","FEF00","FEF00","FEF10","FEF10","FEF10","FEF70","FEF70","FEF70","FEF90","FEF90","FEF90","FEFA0","FEFA0","FEFA0","FEFD0","FEFD0","FEFD0","FF000","FF000","FF000","FF010","FF010","FF010","FF030","FF030","FF030","FF020","FF020","FF020","FF040","FF040","FF040","FF060","FF060","FF060","FF070","FF070","FF070","FF090","FF090","FF090","FF050","FF050","FF050","FF080","FF080","FF080","FEB90","FEB90","FEB90","FF0B0","FF0B0","FF0B0","FF0E0","FF0E0","FF0E0","FF0F0","FF0F0","FF0F0","FF130","FF130","FF130","FF120","FF120","FF120","FF160","FF160","FF160","FF170","FF170","FF170","FE7B0","FE7B0","FE7B0","FEED0","FEED0","FEED0","FEDF0","FEDF0","FEDF0","FEFF0","FEFF0","FEFF0","FE850","FE850","FE850","FE360","FE360","FE360","FE970","FE970","FE970","FE900","FE900","FE900","FE250","FE250","FE250","FE330","FE330","FE330"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.819151,-0.029632,0.115228,-0.561103,0.139330,0.290567,0.009934,-0.633072,0.285139,-0.483973,-0.532622,0.314449,0.271633,0.171588,0.000712,0.000520,0.000718,-0.999999,0.038944,0.137715,0.299872,0.215387,0.140780,0.428188,0.168446,0.141233,0.560683,-0.122440,0.143366,0.486844,-0.124063,0.142373,0.556343,0.231251,0.122132,0.562482,0.038978,0.124385,0.380384,0.329083,0.281244,0.225907,0.038972,0.126835,0.223144,0.039151,0.125192,0.298897,0.197913,0.130233,0.298219,0.197763,0.131117,0.380863,-0.107906,0.133214,0.298566,-0.107647,0.133067,0.377829,-0.107945,0.133439,0.225554,0.195875,0.128271,0.218587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114142,0.376551,-0.240937,0.085718,0.318526,-0.074151,0.073706,0.375213,-0.221214,0.152046,0.309753,-0.069118,0.126419,0.353756,-0.080010,0.448801,0.391539,0.196391,0.457118,0.398297,0.150681,0.418584,0.357122,0.116371,0.381175,0.365666,0.066341,0.423560,0.356929,0.017730
1,0.004167,-0.819135,-0.030127,0.114972,-0.561152,0.139398,0.290628,0.010034,-0.633109,0.285247,-0.484075,-0.532427,0.314461,0.271736,0.171670,0.000652,0.000578,0.000794,-0.999999,0.038938,0.137702,0.299918,0.215339,0.140735,0.428245,0.168433,0.141211,0.560712,-0.122428,0.143346,0.486873,-0.124046,0.142351,0.556374,0.231126,0.122020,0.562587,0.038991,0.124368,0.380413,0.329040,0.281369,0.226026,0.038962,0.126818,0.223156,0.039165,0.125175,0.298932,0.197920,0.130211,0.298240,0.197758,0.131102,0.380880,-0.107907,0.133199,0.298591,-0.107641,0.133061,0.377865,-0.107956,0.133415,0.225579,0.195886,0.128261,0.218616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114073,0.376594,-0.240834,0.085750,0.318532,-0.074046,0.073649,0.375212,-0.221110,0.152082,0.309828,-0.069000,0.126405,0.353801,-0.079906,0.448780,0.391665,0.196574,0.457118,0.398417,0.150819,0.418589,0.357269,0.116529,0.381205,0.365806,0.066481,0.423613,0.357114,0.017865
2,0.008333,-0.819136,-0.030651,0.114602,-0.561198,0.139440,0.290689,0.010143,-0.624559,0.289855,-0.484324,-0.539760,0.312357,0.274365,0.172451,0.000622,0.000576,0.000808,-0.999999,0.038929,0.137702,0.299955,0.215318,0.140724,0.428281,0.168408,0.141176,0.560750,-0.122424,0.143335,0.486913,-0.124041,0.142344,0.556409,0.231121,0.122008,0.562623,0.038996,0.124352,0.380454,0.328962,0.281488,0.226168,0.038958,0.126792,0.223177,0.039163,0.125159,0.298973,0.197922,0.130205,0.298267,0.197749,0.131082,0.380892,-0.107919,0.133181,0.298617,-0.107634,0.133050,0.377904,-0.107975,0.133396,0.225610,0.195892,0.128237,0.218655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114006,0.376638,-0.240730,0.085763,0.318526,-0.073953,0.073579,0.375215,-0.221001,0.152096,0.309918,-0.068856,0.126382,0.353837,-0.079799,0.448753,0.391776,0.196772,0.457117,0.398524,0.150966,0.418586,0.357420,0.116700,0.381209,0.365948,0.066624,0.424896,0.355351,0.019372
3,0.012500,-0.819169,-0.031061,0.114366,-0.561175,0.139492,0.290746,0.010237,-0.624555,0.289991,-0.484332,-0.539684,0.312348,0.274499,0.172562,0.001294,0.000580,0.000644,-0.999999,0.038938,0.137476,0.299995,0.215311,0.140709,0.428296,0.168434,0.141615,0.560878,-0.122410,0.143330,0.486932,-0.124031,0.142342,0.556435,0.231119,0.121996,0.562635,0.039002,0.124347,0.380476,0.328941,0.281607,0.226294,0.038951,0.126786,0.223188,0.039161,0.125165,0.298993,0.197930,0.130197,0.298289,0.197742,0.131069,0.380906,-0.107922,0.133176,0.298629,-0.107636,0.133034,0.377925,-0.107993,0.133424,0.225624,0.195901,0.128233,0.218671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113953,0.376717,-0.240623,0.085784,0.318544,-0.073854,0.073538,0.375261,-0.220892,0.152119,0.310012,-0.068740,0.126380,0.353885,-0.079698,0.448748,0.391901,0.196966,0.457127,0.398649,0.151120,0.418604,0.357571,0.116855,0.381225,0.366092,0.066756,0.424926,0.355498,0.019538
4,0.016667,-0.819227,-0.031406,0.114184,-0.561109,0.139532,0.290777,0.010322,-0.624679,0.290106,-0.484211,-0.539587,0.312356,0.274627,0.172686,0.001240,0.000587,0.000621,-0.999999,0.038948,0.137497,0.300011,0.215324,0.140723,0.428317,0.168446,0.141611,0.560887,-0.122413,0.143323,0.486951,-0.124025,0.142326,0.556446,0.231122,0.121998,0.562657,0.039002,0.124339,0.380480,0.328906,0.281810,0.226431,0.038953,0.126792,0.223205,0.039163,0.125168,0.298999,0.197929,0.130182,0.298286,0.197739,0.131061,0.380904,-0.107910,0.133176,0.298643,-0.107624,0.133035,0.377935,-0.107977,0.133404,0.225644,0.195892,0.128228,0.218673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113912,0.376788,-0.240515,0.085808,0.318555,-0.073759,0.073487,0.375317,-0.220789,0.152134,0.310081,-0.068641,0.126366,0.353921,-0.079590,0.448760,0.392015,0.197131,0.457166,0.398776,0.151299,0.418618,0.357704,0.116995,0.381234,0.366256,0.066902,0.424916,0.355674,0.019711
5,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
