Format Version,1.23,Take Name,cap_073,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.07.59.458 PM,Total Frames in Take,2234,Total Exported Frames,2234,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4018,Unlabeled 4018,Unlabeled 4018,Unlabeled 4019,Unlabeled 4019,Unlabeled 4019,Unlabeled 4020,Unlabeled 4020,Unlabeled 4020,Unlabeled 4021,Unlabeled 4021,Unlabeled 4021,Unlabeled 4022,Unlabeled 4022,Unlabeled 4022,Unlabeled 4023,Unlabeled 4023,Unlabeled 4023,Unlabeled 4024,Unlabeled 4024,Unlabeled 4024,Unlabeled 4025,Unlabeled 4025,Unlabeled 4025,Unlabeled 4026,Unlabeled 4026,Unlabeled 4026,Unlabeled 4027,Unlabeled 4027,Unlabeled 4027,Unlabeled 4028,Unlabeled 4028,Unlabeled 4028,Unlabeled 4029,Unlabeled 4029,Unlabeled 4029,Unlabeled 4030,Unlabeled 4030,Unlabeled 4030,Unlabeled 4031,Unlabeled 4031,Unlabeled 4031,Unlabeled 4032,Unlabeled 4032,Unlabeled 4032,Unlabeled 4033,Unlabeled 4033,Unlabeled 4033,Unlabeled 4034,Unlabeled 4034,Unlabeled 4034,Unlabeled 4035,Unlabeled 4035,Unlabeled 4035,Unlabeled 4036,Unlabeled 4036,Unlabeled 4036,Unlabeled 4037,Unlabeled 4037,Unlabeled 4037,Unlabeled 4039,Unlabeled 4039,Unlabeled 4039,Unlabeled 4041,Unlabeled 4041,Unlabeled 4041,Unlabeled 4042,Unlabeled 4042,Unlabeled 4042,Unlabeled 4043,Unlabeled 4043,Unlabeled 4043,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E4160","E4160","E4160","E42A0","E42A0","E42A0","E4320","E4320","E4320","E4330","E4330","E4330","E5390","E5390","E5390","E42B0","E42B0","E42B0","E42C0","E42C0","E42C0","E4C40","E4C40","E4C40","E5A60","E5A60","E5A60","E5A70","E5A70","E5A70","E5AA0","E5AA0","E5AA0","E5AB0","E5AB0","E5AB0","E5B00","E5B00","E5B00","E5BC0","E5BC0","E5BC0","E5BD0","E5BD0","E5BD0","E5C50","E5C50","E5C50","E5A50","E5A50","E5A50","E5C90","E5C90","E5C90","E5C70","E5C70","E5C70","E5CB0","E5CB0","E5CB0","E5CC0","E5CC0","E5CC0","E5CD0","E5CD0","E5CD0","E5CE0","E5CE0","E5CE0","E5CF0","E5CF0","E5CF0","E5C80","E5C80","E5C80","E5D20","E5D20","E5D20","E5D40","E5D40","E5D40","E5D50","E5D50","E5D50","E5D60","E5D60","E5D60","E5C30","E5C30","E5C30","E55B0","E55B0","E55B0","E5AD0","E5AD0","E5AD0","E5C20","E5C20","E5C20","E4CB0","E4CB0","E4CB0","E5B40","E5B40","E5B40","E5AE0","E5AE0","E5AE0","E4DA0","E4DA0","E4DA0","E5A10","E5A10","E5A10","E4370","E4370","E4370"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.859995,0.083319,-0.069835,-0.498588,-0.057935,0.285271,-0.032442,-0.806571,-0.208591,0.204214,-0.514033,-0.331218,0.328665,0.013849,0.000216,-0.001064,0.000101,-0.999999,0.038423,0.137815,0.300603,0.215475,0.140863,0.428269,0.168532,0.141523,0.560917,-0.122292,0.143326,0.486960,-0.123457,0.141677,0.558945,0.231208,0.122106,0.562619,0.039224,0.124049,0.299092,0.039048,0.123765,0.380586,0.038941,0.125239,0.223257,0.197743,0.129582,0.298275,-0.107883,0.133333,0.225654,0.195783,0.127993,0.218671,-0.298168,0.330159,-0.002918,-0.107884,0.132908,0.298657,-0.107513,0.133569,0.377952,0.197531,0.130663,0.380893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022864,0.404386,-0.256808,-0.072134,0.325712,-0.126865,-0.022508,0.400556,-0.256825,-0.013275,0.314213,-0.095263,-0.033708,0.359584,-0.110596,-0.324300,0.459239,-0.112223,-0.370220,0.470375,-0.109665,-0.399520,0.428262,-0.068317,-0.438877,0.436010,-0.019840,-0.495506,0.434960,-0.052652
1,0.004167,-0.859947,0.083352,-0.069815,-0.498668,-0.057918,0.285280,-0.032490,-0.806569,-0.208571,0.204164,-0.514064,-0.331197,0.328646,0.013830,0.000258,-0.001118,0.000069,-0.999999,0.038421,0.137796,0.300577,0.215479,0.140854,0.428264,0.168554,0.141506,0.560901,-0.122281,0.143320,0.486943,-0.123440,0.141670,0.558923,0.231262,0.122152,0.562521,0.039236,0.124036,0.299073,0.039065,0.123755,0.380577,0.038952,0.125227,0.223241,0.197748,0.129572,0.298266,-0.107883,0.133328,0.225643,0.195784,0.127984,0.218661,-0.298137,0.330142,-0.002937,-0.107869,0.132891,0.298638,-0.107498,0.133550,0.377938,0.197531,0.130656,0.380877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022895,0.404343,-0.256883,-0.072105,0.325701,-0.126923,-0.022487,0.400528,-0.256897,-0.013265,0.314209,-0.095316,-0.033684,0.359580,-0.110646,-0.324269,0.459227,-0.112253,-0.370182,0.470347,-0.109692,-0.399491,0.428229,-0.068344,-0.438858,0.435987,-0.019871,-0.495481,0.434937,-0.052695
2,0.008333,-0.859879,0.083339,-0.069903,-0.498775,-0.057904,0.285303,-0.032537,-0.806634,-0.208626,0.204097,-0.513967,-0.331172,0.328612,0.013779,0.000217,-0.001057,0.000086,-0.999999,0.038447,0.137803,0.300587,0.215484,0.140857,0.428260,0.168562,0.141504,0.560892,-0.122269,0.143308,0.486941,-0.123430,0.141663,0.558918,0.231225,0.122106,0.562613,0.039242,0.124044,0.299067,0.039068,0.123750,0.380566,0.038966,0.125228,0.223234,0.197753,0.129568,0.298262,-0.107872,0.133315,0.225636,0.195794,0.127991,0.218658,-0.298118,0.330131,-0.002955,-0.107860,0.132893,0.298633,-0.107488,0.133544,0.377933,0.197542,0.130662,0.380878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022913,0.404316,-0.256945,-0.072093,0.325701,-0.126989,-0.022442,0.400488,-0.256979,-0.013239,0.314215,-0.095363,-0.033661,0.359587,-0.110702,-0.324254,0.459221,-0.112265,-0.370167,0.470344,-0.109710,-0.399473,0.428220,-0.068366,-0.438839,0.435947,-0.019899,-0.495467,0.434906,-0.052724
3,0.012500,-0.859833,0.083300,-0.069997,-0.498847,-0.057880,0.285328,-0.032576,-0.806682,-0.208657,0.204092,-0.513881,-0.331152,0.328578,0.013737,0.000230,-0.001118,0.000049,-0.999999,0.038438,0.137800,0.300570,0.215495,0.140861,0.428259,0.168570,0.141496,0.560895,-0.122265,0.143299,0.486933,-0.123422,0.141661,0.558919,0.231279,0.122149,0.562511,0.039251,0.124036,0.299066,0.039084,0.123748,0.380563,0.038974,0.125223,0.223229,0.197771,0.129574,0.298252,-0.107859,0.133309,0.225635,0.195809,0.127996,0.218658,-0.298094,0.330135,-0.002970,-0.107854,0.132886,0.298625,-0.107487,0.133540,0.377928,0.197546,0.130660,0.380876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022949,0.404312,-0.257006,-0.072060,0.325697,-0.127038,-0.022408,0.400474,-0.257035,-0.013224,0.314234,-0.095403,-0.033630,0.359616,-0.110742,-0.324243,0.459215,-0.112279,-0.370151,0.470336,-0.109723,-0.399456,0.428197,-0.068388,-0.438820,0.435924,-0.019914,-0.495451,0.434888,-0.052738
4,0.016667,-0.859792,0.083490,-0.069783,-0.498917,-0.057879,0.285373,-0.032592,-0.806622,-0.208734,0.204009,-0.513976,-0.331128,0.328614,0.013763,0.000184,-0.001052,0.000081,-0.999999,0.038459,0.137821,0.300603,0.215495,0.140870,0.428282,0.168568,0.141501,0.560916,-0.122261,0.143309,0.486953,-0.123428,0.141671,0.558930,0.231246,0.122113,0.562624,0.039252,0.124037,0.299093,0.039078,0.123746,0.380582,0.038980,0.125222,0.223247,0.197767,0.129587,0.298276,-0.107861,0.133326,0.225649,0.195811,0.128016,0.218672,-0.298072,0.330159,-0.002965,-0.107864,0.132879,0.298644,-0.107490,0.133549,0.377941,0.197563,0.130676,0.380898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022966,0.404292,-0.257043,-0.072054,0.325751,-0.127059,-0.022379,0.400472,-0.257070,-0.013213,0.314245,-0.095427,-0.033605,0.359630,-0.110772,-0.324236,0.459238,-0.112268,-0.370160,0.470339,-0.109724,-0.399458,0.428204,-0.068387,-0.438822,0.435923,-0.019906,-0.495447,0.434868,-0.052739
5,0.020833,-0.859799,0.083562,-0.069700,-0.498904,-0.057864,0.285370,-0.032612,-0.806670,-0.208795,0.203997,-0.513881,-0.331121,0.328600,0.013746,0.000162,-0.001058,0.000066,-0.999999,0.038459,0.137823,0.300630,0.215507,0.140869,0.428310,0.168564,0.141494,0.560942,-0.122260,0.143298,0.486987,-0.123431,0.141655,0.558958,0.231252,0.122109,0.562645,0.039256,0.124033,0.299120,0.039078,0.123740,0.380608,0.038976,0.125207,0.223272,0.197779,0.129586,0.298305,-0.107866,0.133312,0.225680,0.195810,0.128002,0.218708,-0.298043,0.330180,-0.002955,-0.107861,0.132879,0.298677,-0.107482,0.133553,0.377970,0.197569,0.130665,0.380917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022993,0.404266,-0.257068,-0.072038,0.325744,-0.127081,-0.022358,0.400494,-0.257081,-0.013192,0.314247,-0.095449,-0.033586,0.359629,-0.110786,-0.324244,0.459258,-0.112242,-0.370169,0.470351,-0.109719,-0.399463,0.428200,-0.068385,-0.438825,0.435912,-0.019887,-0.495447,0.434866,-0.052713
