Format Version,1.23,Take Name,cap_109,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.45.29.743 PM,Total Frames in Take,1981,Total Exported Frames,1981,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5367,Unlabeled 5367,Unlabeled 5367,Unlabeled 5368,Unlabeled 5368,Unlabeled 5368,Unlabeled 5369,Unlabeled 5369,Unlabeled 5369,Unlabeled 5370,Unlabeled 5370,Unlabeled 5370,Unlabeled 5371,Unlabeled 5371,Unlabeled 5371,Unlabeled 5372,Unlabeled 5372,Unlabeled 5372,Unlabeled 5373,Unlabeled 5373,Unlabeled 5373,Unlabeled 5374,Unlabeled 5374,Unlabeled 5374,Unlabeled 5375,Unlabeled 5375,Unlabeled 5375,Unlabeled 5376,Unlabeled 5376,Unlabeled 5376,Unlabeled 5377,Unlabeled 5377,Unlabeled 5377,Unlabeled 5378,Unlabeled 5378,Unlabeled 5378,Unlabeled 5379,Unlabeled 5379,Unlabeled 5379,Unlabeled 5381,Unlabeled 5381,Unlabeled 5381,Unlabeled 5382,Unlabeled 5382,Unlabeled 5382,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FB370","FB370","FB370","FAFD0","FAFD0","FAFD0","FB090","FB090","FB090","FB0A0","FB0A0","FB0A0","FB2F0","FB2F0","FB2F0","FAF00","FAF00","FAF00","FB000","FB000","FB000","FB0B0","FB0B0","FB0B0","FB3B0","FB3B0","FB3B0","FB540","FB540","FB540","FB550","FB550","FB550","FB560","FB560","FB560","FB570","FB570","FB570","FB5A0","FB5A0","FB5A0","FB5D0","FB5D0","FB5D0","FB5F0","FB5F0","FB5F0","FB620","FB620","FB620","FB630","FB630","FB630","FB660","FB660","FB660","FB670","FB670","FB670","FB040","FB040","FB040","FB030","FB030","FB030","FB0E0","FB0E0","FB0E0","FB610","FB610","FB610","FB300","FB300","FB300","FABC0","FABC0","FABC0","FAF50","FAF50","FAF50","FABB0","FABB0","FABB0","FAF60","FAF60","FAF60","FAF10","FAF10","FAF10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.734378,-0.109364,0.040262,-0.668661,0.136250,0.352484,-0.056521,-0.660922,0.286148,-0.531748,-0.445585,0.308743,0.216040,0.149120,0.001329,0.000527,0.000564,-0.999999,0.038941,0.137488,0.300026,0.215334,0.140745,0.428352,0.168449,0.141620,0.560925,-0.122428,0.143336,0.486976,-0.124044,0.142352,0.556472,0.231242,0.122100,0.562586,0.038928,0.127509,0.223262,0.039101,0.125661,0.299023,0.038950,0.124531,0.380485,0.318728,0.220558,0.205190,0.195864,0.128644,0.218745,-0.107969,0.132893,0.298737,-0.107672,0.133228,0.377973,0.197886,0.130255,0.298276,0.215333,0.131274,0.537103,0.197637,0.131137,0.380888,-0.107987,0.133843,0.225720,,,,,,,,,,,,,0.103881,0.366321,-0.320535,0.081863,0.345286,-0.144176,0.063973,0.360095,-0.301087,0.148040,0.354487,-0.137726,0.113222,0.386859,-0.159255,0.421037,0.349745,0.198872,0.431110,0.363904,0.154586,0.402453,0.321740,0.112913,0.367464,0.330741,0.061212,0.415213,0.333639,0.016769
1,0.004167,-0.734608,-0.109668,0.040346,-0.668354,0.136332,0.352479,-0.056295,-0.660868,0.286088,-0.531638,-0.445834,0.308751,0.216242,0.149299,0.001345,0.000524,0.000569,-0.999999,0.038936,0.137475,0.300031,0.215325,0.140734,0.428358,0.168443,0.141612,0.560929,-0.122426,0.143333,0.486983,-0.124047,0.142348,0.556477,0.231241,0.122098,0.562589,0.038921,0.127509,0.223270,0.039100,0.125656,0.299031,0.038945,0.124526,0.380488,0.318824,0.220779,0.205377,0.195865,0.128647,0.218757,-0.107978,0.132884,0.298737,-0.107682,0.133214,0.377974,0.197888,0.130248,0.298292,0.215314,0.131266,0.537117,0.197628,0.131128,0.380892,-0.108003,0.133832,0.225719,,,,,,,,,,,,,0.103800,0.366524,-0.320267,0.081888,0.345336,-0.143938,0.063915,0.360241,-0.300809,0.148072,0.354545,-0.137495,0.113252,0.386927,-0.159001,0.421101,0.349913,0.198956,0.431171,0.364078,0.154678,0.402482,0.321897,0.113038,0.367480,0.330892,0.061323,0.415219,0.333763,0.016868
2,0.008333,-0.734845,-0.109645,0.040669,-0.668076,0.136384,0.352466,-0.056073,-0.660930,0.286014,-0.531494,-0.445962,0.308784,0.216421,0.149450,0.001210,0.000584,0.000638,-0.999999,0.038939,0.137524,0.300038,0.215334,0.140740,0.428342,0.168428,0.141608,0.560934,-0.122439,0.143335,0.486978,-0.124053,0.142357,0.556474,0.231146,0.122008,0.562665,0.038918,0.127506,0.223268,0.039087,0.125669,0.299029,0.038935,0.124537,0.380483,0.318869,0.220956,0.205517,0.195860,0.128648,0.218756,-0.107995,0.132868,0.298740,-0.107689,0.133217,0.377976,0.197879,0.130254,0.298290,0.215324,0.131292,0.537101,0.197624,0.131139,0.380894,-0.108005,0.133842,0.225729,,,,,,,,,,,,,0.103736,0.366692,-0.320026,0.081858,0.345378,-0.143700,0.063845,0.360439,-0.300534,0.148099,0.354596,-0.137268,0.113295,0.387008,-0.158755,0.421184,0.350086,0.199039,0.431214,0.364230,0.154767,0.402511,0.322066,0.113149,0.367495,0.331051,0.061432,0.415217,0.333917,0.016964
3,0.012500,-0.734183,-0.105250,0.044643,-0.669257,0.136111,0.353008,-0.055751,-0.660943,0.285989,-0.531328,-0.446156,0.308803,0.216630,0.149593,0.001213,0.000597,0.000634,-0.999999,0.038941,0.137523,0.300026,0.215330,0.140738,0.428339,0.168433,0.141611,0.560921,-0.122444,0.143342,0.486961,-0.124057,0.142349,0.556457,0.231137,0.122013,0.562658,0.038920,0.127518,0.223267,0.039084,0.125670,0.299017,0.038928,0.124535,0.380474,0.318958,0.221089,0.205672,0.195854,0.128658,0.218745,-0.107997,0.132876,0.298726,-0.107685,0.133218,0.377964,0.197882,0.130255,0.298276,0.215320,0.131291,0.537070,0.197620,0.131140,0.380879,-0.108006,0.133844,0.225710,,,,,,,,,,,,,0.103685,0.366839,-0.319777,0.081301,0.346563,-0.143287,0.063785,0.360618,-0.300268,0.148141,0.354672,-0.137078,0.113331,0.387095,-0.158503,0.421265,0.350289,0.199125,0.431275,0.364379,0.154834,0.402551,0.322256,0.113246,0.367524,0.331217,0.061525,0.415217,0.334070,0.017053
4,0.016667,-0.734388,-0.105045,0.045309,-0.669020,0.136209,0.353026,-0.055537,-0.661019,0.285642,-0.531701,-0.445821,0.308940,0.216728,0.149743,-0.000581,0.000594,0.000524,-1.000000,0.038998,0.138338,0.299960,0.215544,0.141188,0.428296,0.168432,0.141214,0.560774,-0.122462,0.143350,0.486942,-0.124072,0.142362,0.556438,0.231243,0.122122,0.562553,0.038914,0.127532,0.223256,0.039069,0.125689,0.298994,0.038913,0.124548,0.380455,0.319009,0.221240,0.205788,0.195838,0.128660,0.218721,-0.107996,0.132899,0.298707,-0.107704,0.133231,0.377940,0.197872,0.130274,0.298261,0.215321,0.131338,0.537044,0.197610,0.131141,0.380868,-0.108011,0.133861,0.225696,,,,,,,,,,,,,0.103616,0.367011,-0.319510,0.081329,0.346696,-0.143053,0.063723,0.360851,-0.299955,0.148181,0.354716,-0.136904,0.113377,0.387180,-0.158271,0.421349,0.350493,0.199196,0.431173,0.364657,0.155264,0.402572,0.322446,0.113339,0.367546,0.331408,0.061620,0.415204,0.334247,0.017141
5,0.020833,-0.734566,-0.105207,0.045603,-0.668778,0.136327,0.353039,-0.055319,-0.661017,0.285788,-0.531430,-0.446053,0.308921,0.216958,0.149861,0.000024,0.000649,0.000356,-1.000000,0.039026,0.138145,0.299970,0.215553,0.141189,0.428286,0.168436,0.141632,0.560907,-0.122459,0.143348,0.486916,-0.124068,0.142360,0.556417,0.231248,0.122123,0.562548,0.038929,0.127526,0.223252,0.039074,0.125677,0.298979,0.038915,0.124535,0.380430,0.319046,0.221416,0.205904,0.195847,0.128653,0.218707,-0.107992,0.132891,0.298687,-0.107694,0.133209,0.377930,0.197874,0.130252,0.298243,0.215299,0.131354,0.537004,0.197612,0.131140,0.380853,-0.107999,0.133865,0.225686,,,,,,,,,,,,,0.103555,0.367180,-0.319238,0.081393,0.346761,-0.142817,0.063679,0.361007,-0.299667,0.148222,0.354769,-0.136693,0.113446,0.387263,-0.158043,0.421426,0.350667,0.199312,0.431260,0.364805,0.155334,0.402619,0.322613,0.113408,0.367581,0.331597,0.061719,0.415206,0.334394,0.017214
