Format Version,1.23,Take Name,cap_059,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.01.17.675 PM,Total Frames in Take,1757,Total Exported Frames,1757,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3492,Unlabeled 3492,Unlabeled 3492,Unlabeled 3493,Unlabeled 3493,Unlabeled 3493,Unlabeled 3494,Unlabeled 3494,Unlabeled 3494,Unlabeled 3495,Unlabeled 3495,Unlabeled 3495,Unlabeled 3496,Unlabeled 3496,Unlabeled 3496,Unlabeled 3497,Unlabeled 3497,Unlabeled 3497,Unlabeled 3498,Unlabeled 3498,Unlabeled 3498,Unlabeled 3499,Unlabeled 3499,Unlabeled 3499,Unlabeled 3500,Unlabeled 3500,Unlabeled 3500,Unlabeled 3501,Unlabeled 3501,Unlabeled 3501,Unlabeled 3502,Unlabeled 3502,Unlabeled 3502,Unlabeled 3503,Unlabeled 3503,Unlabeled 3503,Unlabeled 3504,Unlabeled 3504,Unlabeled 3504,Unlabeled 3505,Unlabeled 3505,Unlabeled 3505,Unlabeled 3507,Unlabeled 3507,Unlabeled 3507,Unlabeled 3508,Unlabeled 3508,Unlabeled 3508,Unlabeled 3509,Unlabeled 3509,Unlabeled 3509,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E2F90","E2F90","E2F90","E2FD0","E2FD0","E2FD0","E3020","E3020","E3020","E3030","E3030","E3030","E30F0","E30F0","E30F0","E2FE0","E2FE0","E2FE0","E2FF0","E2FF0","E2FF0","E30D0","E30D0","E30D0","E32D0","E32D0","E32D0","E32E0","E32E0","E32E0","E32F0","E32F0","E32F0","E3300","E3300","E3300","E3320","E3320","E3320","E3340","E3340","E3340","E3350","E3350","E3350","E3460","E3460","E3460","E3470","E3470","E3470","E3480","E3480","E3480","E3490","E3490","E3490","E34B0","E34B0","E34B0","E34D0","E34D0","E34D0","E34E0","E34E0","E34E0","E34C0","E34C0","E34C0","E3500","E3500","E3500","E34F0","E34F0","E34F0","E3510","E3510","E3510","E3550","E3550","E3550","E31F0","E31F0","E31F0","E2F70","E2F70","E2F70","E3370","E3370","E3370","E2ED0","E2ED0","E2ED0","E2F50","E2F50","E2F50","E3280","E3280","E3280","E3420","E3420","E3420","E33B0","E33B0","E33B0","E2E80","E2E80","E2E80","E3430","E3430","E3430"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.012500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.016667,-0.833287,0.125534,-0.103606,-0.528336,-0.038980,0.330090,-0.052979,-0.772432,-0.196562,0.169990,-0.579496,-0.401005,0.400264,-0.000898,0.000340,-0.000731,0.000197,-1.000000,0.038541,0.137753,0.300498,0.215440,0.140793,0.428344,0.168546,0.141521,0.560925,-0.122276,0.143328,0.486954,-0.123564,0.141751,0.558388,0.231162,0.122050,0.562621,0.039089,0.124063,0.380510,0.039319,0.124664,0.299045,0.039037,0.126114,0.223199,-0.358739,0.403782,-0.018984,0.195921,0.127886,0.218675,0.197821,0.129532,0.298317,0.197577,0.130648,0.380914,-0.107844,0.133356,0.225597,-0.107441,0.134002,0.377961,-0.107886,0.132352,0.298608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068974,0.427182,-0.276376,-0.042050,0.363307,-0.150725,0.024269,0.425804,-0.281201,0.013023,0.351887,-0.112852,-0.003589,0.396865,-0.133601,-0.390098,0.513625,-0.142516,-0.436702,0.522443,-0.144579,-0.467100,0.483904,-0.100555,-0.510868,0.495685,-0.056876,-0.564233,0.486554,-0.093433
5,0.020833,-0.833340,0.125623,-0.103495,-0.528253,-0.038951,0.329991,-0.052973,-0.772795,-0.196690,0.170153,-0.578920,-0.400842,0.400066,-0.000871,0.000414,-0.000731,0.000162,-1.000000,0.038553,0.137724,0.300510,0.215447,0.140793,0.428352,0.168551,0.141527,0.560933,-0.122280,0.143322,0.486963,-0.123568,0.141747,0.558397,0.231217,0.122083,0.562647,0.039082,0.124056,0.380524,0.039320,0.124668,0.299054,0.039042,0.126112,0.223204,-0.358542,0.403733,-0.018842,0.195922,0.127892,0.218675,0.197828,0.129536,0.298312,0.197588,0.130649,0.380924,-0.107835,0.133351,0.225596,-0.107446,0.133998,0.377966,-0.107897,0.132351,0.298623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069013,0.427113,-0.276356,-0.042037,0.363266,-0.150683,0.024300,0.425736,-0.281168,0.013064,0.351796,-0.112855,-0.003558,0.396753,-0.133595,-0.389977,0.513569,-0.142363,-0.436572,0.522468,-0.144354,-0.466946,0.483870,-0.100383,-0.510698,0.495605,-0.056670,-0.564102,0.486508,-0.093227
