Format Version,1.23,Take Name,cap_089,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.16.02.276 PM,Total Frames in Take,1897,Total Exported Frames,1897,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4616,Unlabeled 4616,Unlabeled 4616,Unlabeled 4617,Unlabeled 4617,Unlabeled 4617,Unlabeled 4618,Unlabeled 4618,Unlabeled 4618,Unlabeled 4619,Unlabeled 4619,Unlabeled 4619,Unlabeled 4620,Unlabeled 4620,Unlabeled 4620,Unlabeled 4621,Unlabeled 4621,Unlabeled 4621,Unlabeled 4622,Unlabeled 4622,Unlabeled 4622,Unlabeled 4623,Unlabeled 4623,Unlabeled 4623,Unlabeled 4624,Unlabeled 4624,Unlabeled 4624,Unlabeled 4625,Unlabeled 4625,Unlabeled 4625,Unlabeled 4626,Unlabeled 4626,Unlabeled 4626,Unlabeled 4627,Unlabeled 4627,Unlabeled 4627,Unlabeled 4628,Unlabeled 4628,Unlabeled 4628,Unlabeled 4629,Unlabeled 4629,Unlabeled 4629,Unlabeled 4630,Unlabeled 4630,Unlabeled 4630,Unlabeled 4631,Unlabeled 4631,Unlabeled 4631,Unlabeled 4632,Unlabeled 4632,Unlabeled 4632,Unlabeled 4633,Unlabeled 4633,Unlabeled 4633,Unlabeled 4634,Unlabeled 4634,Unlabeled 4634,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E7230","E7230","E7230","E87D0","E87D0","E87D0","E8830","E8830","E8830","E8840","E8840","E8840","E8E80","E8E80","E8E80","E87F0","E87F0","E87F0","E8800","E8800","E8800","E8EC0","E8EC0","E8EC0","E8F10","E8F10","E8F10","E8F30","E8F30","E8F30","E8F60","E8F60","E8F60","E8F70","E8F70","E8F70","E8FA0","E8FA0","E8FA0","E9010","E9010","E9010","E9030","E9030","E9030","E9110","E9110","E9110","E9130","E9130","E9130","E9150","E9150","E9150","E9170","E9170","E9170","E9180","E9180","E9180","E9190","E9190","E9190","E91B0","E91B0","E91B0","E91D0","E91D0","E91D0","E91E0","E91E0","E91E0","E90A0","E90A0","E90A0","E8C00","E8C00","E8C00","E90B0","E90B0","E90B0","E8C30","E8C30","E8C30","E8C90","E8C90","E8C90","E8CC0","E8CC0","E8CC0","E90F0","E90F0","E90F0","E90D0","E90D0","E90D0","E8B70","E8B70","E8B70","E8890","E8890","E8890"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.856935,0.124319,-0.042926,-0.498362,-0.086798,0.271307,0.068873,-0.835259,-0.231196,0.163256,-0.471422,-0.286317,0.331375,0.118606,0.000310,-0.001260,0.000086,-0.999999,0.038228,0.137829,0.300738,0.215407,0.140919,0.428338,0.168495,0.141567,0.560941,-0.122369,0.143386,0.487007,-0.123861,0.141614,0.559777,0.231225,0.122204,0.562574,0.039185,0.125229,0.299086,0.038979,0.124393,0.380556,0.038888,0.126905,0.223228,0.195832,0.128392,0.218746,-0.248309,0.337877,0.100842,-0.108024,0.133006,0.298714,-0.107918,0.134456,0.225728,0.197689,0.130022,0.298332,-0.107750,0.133036,0.378043,0.197499,0.130741,0.380942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004026,0.383529,-0.154985,-0.097399,0.313549,-0.025387,-0.041197,0.384390,-0.154664,-0.039816,0.296231,0.006028,-0.055679,0.343752,-0.008886,-0.281887,0.476888,0.009978,-0.328386,0.485499,0.012104,-0.356829,0.437051,0.046673,-0.398195,0.437019,0.094125,-0.453414,0.437315,0.059254
1,0.004167,-0.856748,0.124140,-0.043954,-0.498638,-0.086742,0.271340,0.068807,-0.836698,-0.231336,0.163159,-0.468828,-0.286351,0.331084,0.117926,0.000636,-0.001345,0.000120,-0.999999,0.038166,0.137680,0.300755,0.215330,0.140831,0.428350,0.168475,0.141574,0.560941,-0.122384,0.143397,0.487004,-0.123867,0.141630,0.559779,0.231226,0.122223,0.562567,0.039175,0.125238,0.299081,0.038969,0.124399,0.380553,0.038881,0.126907,0.223230,0.195826,0.128397,0.218736,-0.248288,0.337938,0.100906,-0.108030,0.133012,0.298701,-0.107924,0.134467,0.225728,0.197684,0.130037,0.298321,-0.107754,0.133041,0.378034,0.197490,0.130750,0.380936,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004282,0.383460,-0.155021,-0.097258,0.313473,-0.025517,-0.040939,0.384277,-0.154752,-0.039691,0.296271,0.006009,-0.055591,0.343756,-0.008970,-0.281820,0.476973,0.010036,-0.328279,0.486164,0.012406,-0.356788,0.437161,0.046724,-0.398166,0.437097,0.094141,-0.453371,0.437419,0.059259
2,0.008333,-0.856508,0.124218,-0.044824,-0.498953,-0.086713,0.271401,0.068745,-0.836738,-0.231228,0.163019,-0.468857,-0.286333,0.331155,0.118005,0.000621,-0.001340,0.000140,-0.999999,0.038164,0.137692,0.300756,0.215332,0.140833,0.428355,0.168472,0.141573,0.560948,-0.122395,0.143407,0.487002,-0.123879,0.141643,0.559786,0.231226,0.122219,0.562564,0.039172,0.125248,0.299088,0.038961,0.124406,0.380564,0.038877,0.126913,0.223239,0.195828,0.128389,0.218738,-0.248255,0.338005,0.100975,-0.108017,0.133015,0.298699,-0.107934,0.134464,0.225735,0.197688,0.130035,0.298319,-0.107755,0.133035,0.378032,0.197498,0.130741,0.380938,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004573,0.383347,-0.155072,-0.097124,0.313417,-0.025614,-0.040628,0.384169,-0.154853,-0.039577,0.296318,0.005988,-0.055504,0.343749,-0.009060,-0.281750,0.477037,0.010114,-0.328207,0.486240,0.012466,-0.356747,0.437257,0.046790,-0.398137,0.437162,0.094178,-0.453334,0.437498,0.059289
3,0.012500,-0.856198,0.124827,-0.045175,-0.499302,-0.086734,0.271555,0.068702,-0.836864,-0.231222,0.162871,-0.468688,-0.286305,0.331218,0.118034,0.000645,-0.001346,0.000129,-0.999999,0.038166,0.137683,0.300764,0.215345,0.140834,0.428351,0.168474,0.141583,0.560969,-0.122397,0.143401,0.487010,-0.123887,0.141649,0.559794,0.231242,0.122224,0.562564,0.039169,0.125246,0.299112,0.038954,0.124416,0.380578,0.038879,0.126926,0.223256,0.195842,0.128391,0.218740,-0.248203,0.338079,0.101056,-0.108007,0.133011,0.298690,-0.107933,0.134468,0.225741,0.197692,0.130024,0.298320,-0.107743,0.133039,0.378029,0.197516,0.130742,0.380939,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004915,0.383243,-0.155101,-0.097039,0.313523,-0.025665,-0.040298,0.384058,-0.154972,-0.039467,0.296377,0.005971,-0.055397,0.343766,-0.009163,-0.281693,0.477108,0.010208,-0.328159,0.486380,0.012550,-0.356712,0.437367,0.046865,-0.398109,0.437231,0.094237,-0.453291,0.437572,0.059325
4,0.016667,-0.855859,0.125687,-0.045088,-0.499674,-0.086755,0.271760,0.068689,-0.836981,-0.231187,0.162717,-0.468550,-0.286283,0.331275,0.118084,0.000321,-0.001153,0.000136,-0.999999,0.038261,0.137846,0.300752,0.215441,0.140935,0.428334,0.168463,0.141588,0.560981,-0.122391,0.143401,0.487024,-0.123892,0.141666,0.559800,0.231205,0.122188,0.562659,0.039180,0.125255,0.299134,0.038958,0.124434,0.380582,0.038884,0.126933,0.223269,0.195871,0.128397,0.218740,-0.248146,0.338188,0.101146,-0.107979,0.133027,0.298687,-0.107912,0.134483,0.225757,0.197717,0.130030,0.298318,-0.107714,0.133068,0.378031,0.197541,0.130743,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005235,0.383154,-0.155132,-0.096970,0.313723,-0.025650,-0.039968,0.383939,-0.155090,-0.039353,0.296429,0.005958,-0.055285,0.343798,-0.009264,-0.281632,0.477192,0.010313,-0.328107,0.486486,0.012648,-0.356674,0.437471,0.046948,-0.398084,0.437291,0.094296,-0.453250,0.437648,0.059377
5,0.020833,-0.855522,0.126582,-0.045148,-0.500020,-0.086795,0.271954,0.068624,-0.836942,-0.231121,0.162556,-0.468708,-0.286263,0.331391,0.118199,0.000309,-0.001143,0.000148,-0.999999,0.038281,0.137864,0.300745,0.215474,0.140945,0.428320,0.168473,0.141603,0.560985,-0.122384,0.143416,0.487024,-0.123889,0.141679,0.559791,0.231223,0.122188,0.562651,0.039191,0.125265,0.299148,0.038962,0.124449,0.380587,0.038891,0.126946,0.223279,0.195894,0.128413,0.218730,-0.248087,0.338289,0.101222,-0.107959,0.133027,0.298662,-0.107901,0.134488,0.225754,0.197755,0.130046,0.298307,-0.107691,0.133070,0.378012,0.197580,0.130747,0.380933,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005576,0.383040,-0.155207,-0.096882,0.313879,-0.025711,-0.039588,0.383851,-0.155235,-0.039263,0.296488,0.005912,-0.055166,0.343832,-0.009387,-0.281581,0.477275,0.010406,-0.328062,0.486557,0.012695,-0.356647,0.437596,0.047006,-0.398066,0.437372,0.094343,-0.453216,0.437729,0.059407
