Format Version,1.23,Take Name,cap_101,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.40.54.644 PM,Total Frames in Take,1941,Total Exported Frames,1941,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5067,Unlabeled 5067,Unlabeled 5067,Unlabeled 5068,Unlabeled 5068,Unlabeled 5068,Unlabeled 5069,Unlabeled 5069,Unlabeled 5069,Unlabeled 5070,Unlabeled 5070,Unlabeled 5070,Unlabeled 5071,Unlabeled 5071,Unlabeled 5071,Unlabeled 5072,Unlabeled 5072,Unlabeled 5072,Unlabeled 5073,Unlabeled 5073,Unlabeled 5073,Unlabeled 5074,Unlabeled 5074,Unlabeled 5074,Unlabeled 5075,Unlabeled 5075,Unlabeled 5075,Unlabeled 5076,Unlabeled 5076,Unlabeled 5076,Unlabeled 5077,Unlabeled 5077,Unlabeled 5077,Unlabeled 5078,Unlabeled 5078,Unlabeled 5078,Unlabeled 5080,Unlabeled 5080,Unlabeled 5080,Unlabeled 5081,Unlabeled 5081,Unlabeled 5081,Unlabeled 5083,Unlabeled 5083,Unlabeled 5083,Unlabeled 5084,Unlabeled 5084,Unlabeled 5084,Unlabeled 5085,Unlabeled 5085,Unlabeled 5085,Unlabeled 5086,Unlabeled 5086,Unlabeled 5086,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","F9270","F9270","F9270","F9370","F9370","F9370","F9440","F9440","F9440","F9450","F9450","F9450","F9330","F9330","F9330","F9350","F9350","F9350","F9380","F9380","F9380","F9400","F9400","F9400","F94E0","F94E0","F94E0","F9500","F9500","F9500","F9550","F9550","F9550","F9560","F9560","F9560","F9570","F9570","F9570","F9590","F9590","F9590","F95C0","F95C0","F95C0","F95E0","F95E0","F95E0","F9610","F9610","F9610","F9660","F9660","F9660","F9650","F9650","F9650","F9690","F9690","F9690","F96A0","F96A0","F96A0","F96B0","F96B0","F96B0","F9680","F9680","F9680","F9490","F9490","F9490","F9480","F9480","F9480","F94A0","F94A0","F94A0","F9600","F9600","F9600","F95F0","F95F0","F95F0","F9390","F9390","F9390","F9520","F9520","F9520","F9530","F9530","F9530","F93D0","F93D0","F93D0","F93C0","F93C0","F93C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.772790,-0.060891,-0.006837,-0.631697,0.205939,0.327972,-0.056382,-0.587795,0.262459,-0.607024,-0.465977,0.329849,0.249035,0.124760,0.001325,0.000531,0.000607,-0.999999,0.038970,0.137517,0.299998,0.215341,0.140766,0.428317,0.168488,0.141635,0.560902,-0.122387,0.143366,0.486940,-0.124006,0.142403,0.556444,0.231254,0.122106,0.562569,0.197682,0.131290,0.380898,0.333554,0.260536,0.180104,0.039002,0.124415,0.380472,-0.107871,0.133037,0.298638,0.038979,0.126830,0.223191,0.215345,0.131446,0.537120,-0.107462,0.134014,0.377944,-0.107810,0.134527,0.225674,0.039231,0.125169,0.299028,0.195867,0.128975,0.218757,0.197955,0.130328,0.298285,,,,,,,,,,,,,,,,,,,,,,0.208158,0.371699,-0.319147,0.163339,0.331779,-0.150408,0.166103,0.364501,-0.305987,0.228037,0.338569,-0.134622,0.196991,0.374282,-0.156512,0.430614,0.394195,0.167355,0.446614,0.401252,0.123758,0.425419,0.351983,0.085379,0.398133,0.351001,0.028477,0.451742,0.349260,-0.008553
1,0.004167,-0.772807,-0.060871,-0.006770,-0.631679,0.205940,0.327972,-0.056393,-0.587726,0.262443,-0.607058,-0.466028,0.329802,0.249070,0.124787,0.001336,0.000538,0.000587,-0.999999,0.038972,0.137526,0.299993,0.215348,0.140782,0.428308,0.168481,0.141652,0.560913,-0.122393,0.143376,0.486932,-0.124010,0.142408,0.556437,0.231256,0.122132,0.562560,0.197679,0.131297,0.380887,0.333526,0.260545,0.180113,0.038998,0.124428,0.380459,-0.107876,0.133052,0.298630,0.038984,0.126843,0.223191,0.215342,0.131438,0.537099,-0.107460,0.134032,0.377939,-0.107799,0.134548,0.225672,0.039237,0.125181,0.299017,0.195858,0.128996,0.218754,0.197947,0.130332,0.298276,,,,,,,,,,,,,,,,,,,,,,0.208144,0.371710,-0.319142,0.163328,0.331792,-0.150421,0.166093,0.364510,-0.305976,0.228033,0.338575,-0.134653,0.196990,0.374281,-0.156527,0.430571,0.394242,0.167370,0.446570,0.401277,0.123775,0.425382,0.352002,0.085390,0.398106,0.351020,0.028497,0.451705,0.349267,-0.008535
2,0.008333,-0.772773,-0.060795,-0.006651,-0.631729,0.205931,0.327990,-0.056389,-0.587686,0.262394,-0.607102,-0.466050,0.329765,0.249083,0.124826,0.000081,0.000631,0.000376,-1.000000,0.039054,0.138151,0.299979,0.215575,0.141209,0.428281,0.168483,0.141664,0.560918,-0.122411,0.143370,0.486928,-0.124027,0.142412,0.556433,0.231269,0.122143,0.562556,0.197666,0.131300,0.380890,0.333484,0.260564,0.180137,0.038982,0.124444,0.380462,-0.107883,0.133053,0.298656,0.038978,0.126859,0.223204,0.215348,0.131481,0.537067,-0.107460,0.134048,0.377952,-0.107797,0.134548,0.225692,0.039234,0.125190,0.299028,0.195843,0.129003,0.218764,0.197933,0.130336,0.298285,,,,,,,,,,,,,,,,,,,,,,0.208125,0.371692,-0.319142,0.163303,0.331810,-0.150406,0.166078,0.364507,-0.305972,0.228031,0.338579,-0.134658,0.196979,0.374284,-0.156534,0.430521,0.394271,0.167398,0.446533,0.401298,0.123805,0.425343,0.352013,0.085417,0.398059,0.351017,0.028518,0.451672,0.349270,-0.008512
3,0.012500,-0.772571,-0.061404,-0.006769,-0.631916,0.206020,0.328036,-0.056323,-0.587645,0.262331,-0.607166,-0.466053,0.329747,0.249093,0.124857,0.000052,0.000655,0.000380,-1.000000,0.039076,0.138164,0.299978,0.215597,0.141212,0.428292,0.168491,0.141660,0.560922,-0.122409,0.143375,0.486920,-0.124023,0.142412,0.556423,0.231291,0.122140,0.562559,0.197672,0.131313,0.380885,0.333461,0.260577,0.180157,0.038983,0.124442,0.380453,-0.107881,0.133056,0.298660,0.038994,0.126861,0.223217,0.215351,0.131434,0.537061,-0.107451,0.134068,0.377956,-0.107784,0.134557,0.225704,0.039251,0.125192,0.299038,0.195837,0.129014,0.218763,0.197932,0.130358,0.298277,,,,,,,,,,,,,,,,,,,,,,0.208109,0.371691,-0.319136,0.163302,0.331810,-0.150416,0.165928,0.364247,-0.305643,0.228039,0.338586,-0.134672,0.196983,0.374270,-0.156549,0.430485,0.394304,0.167422,0.446498,0.401320,0.123825,0.425317,0.352027,0.085428,0.398032,0.351016,0.028536,0.451654,0.349270,-0.008492
4,0.016667,-0.772568,-0.061373,-0.006725,-0.631923,0.206014,0.328018,-0.056332,-0.587625,0.262338,-0.607189,-0.466044,0.329714,0.249091,0.124875,-0.000018,0.000660,0.000385,-1.000000,0.039089,0.138199,0.299981,0.215631,0.141231,0.428282,0.168501,0.141654,0.560936,-0.122419,0.143381,0.486923,-0.124028,0.142419,0.556427,0.231314,0.122136,0.562568,0.197658,0.131310,0.380891,0.333447,0.260587,0.180173,0.038976,0.124448,0.380457,-0.107873,0.133053,0.298671,0.039002,0.126864,0.223238,0.215376,0.131460,0.537042,-0.107444,0.134051,0.377966,-0.107777,0.134563,0.225711,0.039265,0.125182,0.299044,0.195836,0.129012,0.218765,0.197939,0.130357,0.298279,,,,,,,,,,,,,,,,,,,,,,0.208104,0.371669,-0.319147,0.163286,0.331792,-0.150425,0.165920,0.364226,-0.305641,0.228036,0.338565,-0.134693,0.196980,0.374257,-0.156556,0.430443,0.394307,0.167444,0.446469,0.401319,0.123852,0.425283,0.352027,0.085449,0.398007,0.351011,0.028560,0.451625,0.349273,-0.008473
5,0.020833,-0.772571,-0.061434,-0.006819,-0.631913,0.206002,0.328012,-0.056344,-0.587657,0.262113,-0.607317,-0.465963,0.329753,0.249066,0.124915,-0.000059,0.000676,0.000382,-1.000000,0.039107,0.138221,0.299972,0.215647,0.141242,0.428278,0.168514,0.141655,0.560933,-0.122414,0.143389,0.486912,-0.124022,0.142417,0.556409,0.231329,0.122140,0.562562,0.197667,0.131322,0.380879,0.333426,0.260604,0.180196,0.038978,0.124449,0.380449,-0.107855,0.133063,0.298665,0.039017,0.126865,0.223232,0.215387,0.131480,0.537034,-0.107428,0.134061,0.377967,-0.107752,0.134581,0.225709,0.039279,0.125192,0.299043,0.195841,0.129039,0.218760,0.197934,0.130374,0.298279,,,,,,,,,,,,,,,,,,,,,,0.208099,0.371668,-0.319152,0.163285,0.331785,-0.150450,0.165920,0.364213,-0.305655,0.228030,0.338556,-0.134723,0.196954,0.374264,-0.156544,0.430416,0.394342,0.167450,0.446428,0.401352,0.123860,0.425269,0.352044,0.085456,0.397982,0.350996,0.028573,0.451612,0.349277,-0.008466
