Format Version,1.23,Take Name,cap_032,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.44.18.477 PM,Total Frames in Take,2766,Total Exported Frames,2766,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2333,Unlabeled 2333,Unlabeled 2333,Unlabeled 2334,Unlabeled 2334,Unlabeled 2334,Unlabeled 2335,Unlabeled 2335,Unlabeled 2335,Unlabeled 2336,Unlabeled 2336,Unlabeled 2336,Unlabeled 2337,Unlabeled 2337,Unlabeled 2337,Unlabeled 2338,Unlabeled 2338,Unlabeled 2338,Unlabeled 2339,Unlabeled 2339,Unlabeled 2339,Unlabeled 2340,Unlabeled 2340,Unlabeled 2340,Unlabeled 2341,Unlabeled 2341,Unlabeled 2341,Unlabeled 2342,Unlabeled 2342,Unlabeled 2342,Unlabeled 2343,Unlabeled 2343,Unlabeled 2343,Unlabeled 2345,Unlabeled 2345,Unlabeled 2345,Unlabeled 2346,Unlabeled 2346,Unlabeled 2346,Unlabeled 2347,Unlabeled 2347,Unlabeled 2347,Unlabeled 2348,Unlabeled 2348,Unlabeled 2348,Unlabeled 2350,Unlabeled 2350,Unlabeled 2350,Unlabeled 2351,Unlabeled 2351,Unlabeled 2351,Unlabeled 2352,Unlabeled 2352,Unlabeled 2352,Unlabeled 2353,Unlabeled 2353,Unlabeled 2353,Unlabeled 2355,Unlabeled 2355,Unlabeled 2355,Unlabeled 2356,Unlabeled 2356,Unlabeled 2356,Unlabeled 2357,Unlabeled 2357,Unlabeled 2357,Unlabeled 2358,Unlabeled 2358,Unlabeled 2358,Unlabeled 2359,Unlabeled 2359,Unlabeled 2359,Unlabeled 2360,Unlabeled 2360,Unlabeled 2360,Unlabeled 2361,Unlabeled 2361,Unlabeled 2361,Unlabeled 2362,Unlabeled 2362,Unlabeled 2362,Unlabeled 2363,Unlabeled 2363,Unlabeled 2363,Unlabeled 2364,Unlabeled 2364,Unlabeled 2364,Unlabeled 2365,Unlabeled 2365,Unlabeled 2365,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","D84B0","D84B0","D84B0","D84F0","D84F0","D84F0","D8560","D8560","D8560","D8570","D8570","D8570","D84A0","D84A0","D84A0","D8520","D8520","D8520","D97D0","D97D0","D97D0","DA160","DA160","DA160","DA390","DA390","DA390","DA5B0","DA5B0","DA5B0","DA610","DA610","DA610","DA620","DA620","DA620","DA660","DA660","DA660","DA680","DA680","DA680","DA690","DA690","DA690","DA6E0","DA6E0","DA6E0","DA700","DA700","DA700","DA710","DA710","DA710","DA720","DA720","DA720","DA730","DA730","DA730","DA740","DA740","DA740","DA760","DA760","DA760","DA780","DA780","DA780","DA7B0","DA7B0","DA7B0","DA790","DA790","DA790","DA7F0","DA7F0","DA7F0","DA840","DA840","DA840","DA850","DA850","DA850","DA870","DA870","DA870","DA880","DA880","DA880","DA890","DA890","DA890","DA7C0","DA7C0","DA7C0","DA8B0","DA8B0","DA8B0","DA8D0","DA8D0","DA8D0","DA8E0","DA8E0","DA8E0","DA670","DA670","DA670","DA6D0","DA6D0","DA6D0","DA6B0","DA6B0","DA6B0","D9F40","D9F40","D9F40","DA6C0","DA6C0","DA6C0","DA500","DA500","DA500","DA560","DA560","DA560","DA410","DA410","DA410","D9CC0","D9CC0","D9CC0","DA250","DA250","DA250"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.861418,0.219688,-0.190725,-0.416318,-0.110933,0.291491,0.100224,-0.815134,-0.263880,0.055542,-0.512678,-0.240777,0.305933,0.207456,-0.000274,-0.000429,0.000412,-1.000000,0.038719,0.137891,0.300332,0.215430,0.140707,0.428316,0.168479,0.141061,0.560793,-0.122256,0.143302,0.487029,-0.123301,0.141685,0.557757,0.231183,0.121955,0.562615,0.039117,0.124146,0.380533,0.039353,0.125159,0.299063,0.038935,0.126678,0.223173,-0.200531,0.320261,0.195517,0.197885,0.129458,0.298323,-0.107534,0.133975,0.378000,-0.107896,0.132133,0.298646,-0.108013,0.131915,0.225685,0.195946,0.127743,0.218702,0.197637,0.130456,0.380935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053284,0.425400,-0.061367,-0.087099,0.343891,0.014101,0.010970,0.428009,-0.077048,-0.045152,0.322101,0.061760,-0.054652,0.371503,0.048207,-0.244350,0.448402,0.094957,-0.291357,0.448787,0.089227,-0.315853,0.396022,0.121052,-0.364008,0.389473,0.161094,-0.412118,0.379405,0.118223
1,0.004167,-0.861566,0.219604,-0.190419,-0.416195,-0.111093,0.291490,0.100194,-0.815428,-0.263762,0.056135,-0.512206,-0.240806,0.305730,0.207172,0.000038,-0.000451,0.000449,-1.000000,0.038701,0.137726,0.300350,0.215363,0.140596,0.428348,0.168478,0.141054,0.560802,-0.122245,0.143288,0.487040,-0.123294,0.141670,0.557774,0.231189,0.121948,0.562627,0.039122,0.124132,0.380547,0.039358,0.125145,0.299068,0.038933,0.126676,0.223191,-0.200532,0.320067,0.195226,0.197881,0.129447,0.298331,-0.107533,0.133981,0.378021,-0.107905,0.132126,0.298666,-0.108009,0.131913,0.225702,0.195947,0.127748,0.218710,0.197653,0.130468,0.380945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053019,0.425478,-0.061425,-0.087317,0.343917,0.014078,0.010700,0.428067,-0.077086,-0.045342,0.322118,0.061684,-0.054817,0.371548,0.048182,-0.244353,0.448288,0.094784,-0.291373,0.448728,0.089099,-0.315879,0.395946,0.120915,-0.364003,0.389430,0.161014,-0.412159,0.379444,0.118165
2,0.008333,-0.861728,0.219447,-0.190180,-0.416052,-0.111241,0.291480,0.100161,-0.815613,-0.263582,0.056726,-0.511940,-0.240859,0.305574,0.206957,0.000018,-0.000437,0.000422,-1.000000,0.038703,0.137725,0.300369,0.215368,0.140597,0.428375,0.168469,0.141041,0.560828,-0.122253,0.143273,0.487056,-0.123301,0.141649,0.557789,0.231188,0.121955,0.562647,0.039122,0.124118,0.380558,0.039353,0.125127,0.299088,0.038932,0.126666,0.223204,-0.200554,0.319811,0.194929,0.197882,0.129451,0.298351,-0.107532,0.133972,0.378031,-0.107906,0.132108,0.298682,-0.108012,0.131913,0.225723,0.195942,0.127739,0.218728,0.197646,0.130449,0.380966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052737,0.425568,-0.061483,-0.087531,0.343950,0.014055,0.010443,0.428156,-0.077127,-0.045513,0.322137,0.061631,-0.055000,0.371573,0.048143,-0.244360,0.448174,0.094623,-0.291385,0.448656,0.088958,-0.315919,0.395891,0.120794,-0.364005,0.389409,0.160942,-0.412232,0.379495,0.118125
3,0.012500,-0.861771,0.218125,-0.191184,-0.416197,-0.111247,0.291294,0.100202,-0.815799,-0.263399,0.057259,-0.511678,-0.240908,0.305433,0.206730,0.000046,-0.000439,0.000411,-1.000000,0.038701,0.137694,0.300369,0.215361,0.140578,0.428373,0.168470,0.141039,0.560827,-0.122248,0.143248,0.487052,-0.123302,0.141628,0.557793,0.231185,0.121933,0.562648,0.039121,0.124102,0.380563,0.039353,0.125113,0.299082,0.038927,0.126664,0.223211,-0.200597,0.319605,0.194657,0.197878,0.129434,0.298351,-0.107543,0.133972,0.378042,-0.107913,0.132110,0.298687,-0.108015,0.131901,0.225724,0.195947,0.127727,0.218740,0.197648,0.130439,0.380967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052459,0.425663,-0.061561,-0.087713,0.343489,0.014272,0.010189,0.428268,-0.077176,-0.045679,0.322164,0.061551,-0.055201,0.371599,0.048073,-0.244352,0.448082,0.094446,-0.291393,0.448598,0.088800,-0.315945,0.395851,0.120665,-0.364010,0.389388,0.160846,-0.412279,0.379559,0.118052
4,0.016667,-0.861966,0.217994,-0.190878,-0.416004,-0.111397,0.291293,0.100120,-0.815966,-0.263100,0.057870,-0.511496,-0.240993,0.305313,0.206517,0.000087,-0.000439,0.000394,-1.000000,0.038700,0.137678,0.300358,0.215358,0.140578,0.428365,0.168474,0.141040,0.560818,-0.122258,0.143242,0.487039,-0.123303,0.141629,0.557780,0.231190,0.121952,0.562635,0.039114,0.124106,0.380546,0.039345,0.125106,0.299066,0.038925,0.126666,0.223204,-0.200664,0.319423,0.194374,0.197868,0.129435,0.298336,-0.107553,0.133967,0.378031,-0.107914,0.132110,0.298680,-0.108021,0.131914,0.225716,0.195939,0.127722,0.218726,0.197638,0.130434,0.380956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052191,0.425761,-0.061674,-0.087898,0.343542,0.014216,0.009905,0.428399,-0.077244,-0.045856,0.322184,0.061446,-0.055416,0.371647,0.047988,-0.244352,0.447987,0.094254,-0.291394,0.448545,0.088636,-0.315984,0.395836,0.120523,-0.364026,0.389417,0.160744,-0.412339,0.379667,0.117974
5,0.020833,-0.862270,0.218981,-0.189477,-0.415495,-0.111682,0.291469,0.099913,-0.816187,-0.262783,0.058484,-0.511237,-0.241068,0.305196,0.206270,-0.000278,-0.000408,0.000341,-1.000000,0.038731,0.137856,0.300335,0.215437,0.140696,0.428326,0.168474,0.141039,0.560802,-0.122241,0.143240,0.487019,-0.123297,0.141627,0.557762,0.231177,0.121947,0.562622,0.039121,0.124111,0.380521,0.039358,0.125109,0.299039,0.038925,0.126663,0.223185,-0.200766,0.319245,0.194072,0.197871,0.129454,0.298320,-0.107547,0.133950,0.378012,-0.107922,0.132110,0.298665,-0.108022,0.131916,0.225699,0.195942,0.127731,0.218710,0.197638,0.130445,0.380936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051934,0.425898,-0.061786,-0.088109,0.344100,0.013874,0.009649,0.428515,-0.077347,-0.046028,0.322208,0.061334,-0.055610,0.371687,0.047900,-0.244329,0.447917,0.094055,-0.291380,0.448511,0.088462,-0.316014,0.395853,0.120362,-0.364019,0.389461,0.160628,-0.412394,0.379804,0.117875
