Format Version,1.23,Take Name,cap_024,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.33.37.909 PM,Total Frames in Take,3087,Total Exported Frames,3087,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Active 1024,Active 1024,Active 1024,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 1908,Unlabeled 1908,Unlabeled 1908,Unlabeled 1909,Unlabeled 1909,Unlabeled 1909,Unlabeled 1910,Unlabeled 1910,Unlabeled 1910,Unlabeled 1911,Unlabeled 1911,Unlabeled 1911,Unlabeled 1912,Unlabeled 1912,Unlabeled 1912,Unlabeled 1913,Unlabeled 1913,Unlabeled 1913,Unlabeled 1914,Unlabeled 1914,Unlabeled 1914,Unlabeled 1915,Unlabeled 1915,Unlabeled 1915,Unlabeled 1916,Unlabeled 1916,Unlabeled 1916,Unlabeled 1917,Unlabeled 1917,Unlabeled 1917,Unlabeled 1918,Unlabeled 1918,Unlabeled 1918,Unlabeled 1921,Unlabeled 1921,Unlabeled 1921,Unlabeled 1922,Unlabeled 1922,Unlabeled 1922,Unlabeled 1923,Unlabeled 1923,Unlabeled 1923,Unlabeled 1924,Unlabeled 1924,Unlabeled 1924,Unlabeled 1925,Unlabeled 1925,Unlabeled 1925,Unlabeled 1927,Unlabeled 1927,Unlabeled 1927,Unlabeled 1928,Unlabeled 1928,Unlabeled 1928,Unlabeled 1929,Unlabeled 1929,Unlabeled 1929,Unlabeled 1930,Unlabeled 1930,Unlabeled 1930,Unlabeled 1931,Unlabeled 1931,Unlabeled 1931,Unlabeled 1932,Unlabeled 1932,Unlabeled 1932,Unlabeled 1934,Unlabeled 1934,Unlabeled 1934,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,Unlabeled 1936,Unlabeled 1936,Unlabeled 1936,Unlabeled 1937,Unlabeled 1937,Unlabeled 1937,Unlabeled 1939,Unlabeled 1939,Unlabeled 1939,Unlabeled 1940,Unlabeled 1940,Unlabeled 1940,Unlabeled 1942,Unlabeled 1942,Unlabeled 1942,Unlabeled 1943,Unlabeled 1943,Unlabeled 1943,Unlabeled 1944,Unlabeled 1944,Unlabeled 1944,Unlabeled 1945,Unlabeled 1945,Unlabeled 1945,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4008D403B2A","4008D403B2A","4008D403B2A","D6020","D6020","D6020","D4980","D4980","D4980","D49E0","D49E0","D49E0","D49F0","D49F0","D49F0","D4940","D4940","D4940","D4990","D4990","D4990","D4FC0","D4FC0","D4FC0","D4FD0","D4FD0","D4FD0","D6060","D6060","D6060","D6130","D6130","D6130","D6140","D6140","D6140","D6150","D6150","D6150","D6170","D6170","D6170","D6190","D6190","D6190","D61B0","D61B0","D61B0","D63F0","D63F0","D63F0","D6410","D6410","D6410","D6420","D6420","D6420","D6440","D6440","D6440","D6460","D6460","D6460","D6470","D6470","D6470","D6490","D6490","D6490","D6480","D6480","D6480","D64A0","D64A0","D64A0","D64B0","D64B0","D64B0","D64D0","D64D0","D64D0","D64C0","D64C0","D64C0","D64E0","D64E0","D64E0","D64F0","D64F0","D64F0","D6510","D6510","D6510","D6520","D6520","D6520","D6450","D6450","D6450","D6540","D6540","D6540","D6570","D6570","D6570","D6580","D6580","D6580","D6590","D6590","D6590","D65A0","D65A0","D65A0","D4A30","D4A30","D4A30","D60A0","D60A0","D60A0","D4AF0","D4AF0","D4AF0","D62F0","D62F0","D62F0","D6220","D6220","D6220","D4920","D4920","D4920","D62A0","D62A0","D62A0","D4910","D4910","D4910","D4930","D4930","D4930","D6200","D6200","D6200"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.696453,-0.248983,0.466527,-0.485091,-0.257387,0.349194,0.125441,-0.794191,0.032007,-0.174863,-0.581084,0.087547,0.334637,0.051050,-0.000769,-0.000338,0.000005,-1.000000,0.038806,0.138353,0.300292,,,,0.215625,0.141198,0.428261,0.168483,0.141559,0.560905,-0.122283,0.143396,0.486993,-0.123318,0.141779,0.557677,0.231260,0.122145,0.562504,0.039108,0.123771,0.380579,0.197738,0.130653,0.380903,0.039301,0.124168,0.299078,0.136720,0.340000,0.071446,0.197940,0.129906,0.298284,0.039065,0.125421,0.223231,-0.107741,0.132139,0.225589,-0.107868,0.132514,0.298617,0.195945,0.127693,0.218664,-0.107371,0.134025,0.377949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.463231,0.444672,-0.014852,-0.354756,0.381682,0.113385,-0.473789,0.444122,0.028876,-0.308844,0.370544,0.065798,-0.331982,0.415644,0.077888,0.191005,0.460383,-0.029480,0.161175,0.468938,-0.064967,0.110571,0.426452,-0.059728,0.048020,0.434225,-0.062068,0.039387,0.428748,-0.126675
1,0.004167,-0.696511,-0.249101,0.466478,-0.484994,-0.257308,0.349013,0.125513,-0.794189,0.031997,-0.174858,-0.581089,0.087491,0.334608,0.051123,-0.000533,-0.000361,0.000042,-1.000000,0.038784,0.138237,0.300289,,,,0.215552,0.141120,0.428274,0.168494,0.141570,0.560891,-0.122280,0.143397,0.486984,-0.123314,0.141778,0.557671,0.231257,0.122137,0.562495,0.039108,0.123769,0.380570,0.197739,0.130645,0.380891,0.039306,0.124170,0.299064,0.136678,0.339973,0.071515,0.197938,0.129914,0.298271,0.039069,0.125425,0.223220,-0.107740,0.132133,0.225576,-0.107854,0.132517,0.298604,0.195945,0.127700,0.218654,-0.107371,0.134015,0.377943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.463169,0.444526,-0.014755,-0.354688,0.381506,0.113459,-0.473717,0.443943,0.029007,-0.308759,0.370374,0.065891,-0.331914,0.415465,0.077980,0.190953,0.460358,-0.029412,0.161114,0.468902,-0.064895,0.110510,0.426426,-0.059655,0.047961,0.434191,-0.061998,0.039327,0.428718,-0.126602
2,0.008333,-0.696581,-0.249091,0.466491,-0.484887,-0.257255,0.348805,0.125602,-0.794189,0.031940,-0.174893,-0.581081,0.087447,0.334581,0.051202,-0.000815,-0.000334,-0.000004,-1.000000,0.038813,0.138388,0.300273,,,,0.215652,0.141231,0.428224,0.168487,0.141571,0.560885,-0.122282,0.143403,0.486978,-0.123322,0.141795,0.557661,0.231261,0.122154,0.562500,0.039104,0.123785,0.380562,0.197732,0.130650,0.380880,0.039303,0.124181,0.299047,0.136631,0.339958,0.071584,0.197932,0.129920,0.298262,0.039063,0.125425,0.223216,-0.107740,0.132146,0.225566,-0.107866,0.132518,0.298592,0.195934,0.127703,0.218655,-0.107371,0.134019,0.377935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.463108,0.444391,-0.014654,-0.354625,0.381326,0.113535,-0.473657,0.443778,0.029119,-0.308704,0.370176,0.065998,-0.331840,0.415276,0.078090,0.190894,0.460340,-0.029337,0.161039,0.468889,-0.064818,0.110459,0.426396,-0.059575,0.047903,0.434164,-0.061915,0.039270,0.428681,-0.126532
3,0.012500,-0.696598,-0.249117,0.466509,-0.484830,-0.257190,0.348595,0.125699,-0.794207,0.031947,-0.174880,-0.581061,0.087386,0.334534,0.051289,-0.000729,-0.000341,0.000004,-1.000000,0.038803,0.138335,0.300284,,,,0.215622,0.141191,0.428256,0.168490,0.141567,0.560885,-0.122279,0.143394,0.486989,-0.123317,0.141779,0.557668,0.231246,0.122145,0.562500,0.039110,0.123766,0.380565,0.197738,0.130639,0.380873,0.039304,0.124171,0.299055,0.136578,0.339919,0.071669,0.197928,0.129908,0.298265,0.039063,0.125429,0.223218,-0.107748,0.132139,0.225575,-0.107867,0.132513,0.298600,0.195929,0.127695,0.218667,-0.107365,0.134025,0.377941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.463045,0.444212,-0.014528,-0.354561,0.381123,0.113635,-0.473585,0.443576,0.029242,-0.308649,0.369971,0.066109,-0.331774,0.415082,0.078193,0.190832,0.460296,-0.029243,0.160981,0.468850,-0.064731,0.110387,0.426349,-0.059482,0.047843,0.434123,-0.061816,0.039217,0.428646,-0.126440
4,0.016667,-0.696657,-0.249061,0.466545,-0.484740,-0.257144,0.348373,0.125804,-0.794310,0.031878,-0.174908,-0.580916,0.087360,0.334449,0.051352,0.000698,-0.000442,0.000214,-1.000000,0.038705,0.137613,0.300316,,,,0.215341,0.140704,0.428315,0.168500,0.141547,0.560903,-0.122278,0.143375,0.487003,-0.123314,0.141760,0.557685,0.231245,0.122131,0.562518,0.039113,0.123753,0.380580,0.197744,0.130627,0.380884,0.039306,0.124155,0.299068,0.136513,0.339868,0.071766,0.197930,0.129899,0.298275,0.039064,0.125406,0.223230,-0.107740,0.132136,0.225600,-0.107855,0.132490,0.298616,0.195931,0.127687,0.218686,-0.107368,0.134011,0.377952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.462982,0.444051,-0.014402,-0.354500,0.380917,0.113742,-0.473517,0.443416,0.029336,-0.308603,0.369760,0.066217,-0.331706,0.414896,0.078309,0.190778,0.460248,-0.029144,0.160922,0.468833,-0.064633,0.110332,0.426299,-0.059390,0.047793,0.434072,-0.061708,0.039162,0.428604,-0.126354
5,0.020833,-0.696747,-0.249139,0.466456,-0.484657,-0.257085,0.348167,0.125904,-0.794343,0.031887,-0.174868,-0.580882,0.087305,0.334384,0.051443,0.000732,-0.000442,0.000222,-1.000000,0.038704,0.137585,0.300340,,,,0.215335,0.140680,0.428344,0.168492,0.141540,0.560924,-0.122274,0.143364,0.487024,-0.123313,0.141749,0.557709,0.231248,0.122115,0.562540,0.039112,0.123732,0.380594,0.197748,0.130606,0.380900,0.039302,0.124136,0.299087,0.136441,0.339819,0.071877,0.197929,0.129864,0.298300,0.039063,0.125383,0.223247,-0.107739,0.132118,0.225628,-0.107847,0.132470,0.298634,0.195913,0.127659,0.218714,-0.107362,0.133985,0.377972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.462930,0.443871,-0.014279,-0.354438,0.380708,0.113856,-0.473439,0.443229,0.029425,-0.308553,0.369581,0.066300,-0.331646,0.414691,0.078438,0.190714,0.460184,-0.029047,0.160869,0.468782,-0.064538,0.110271,0.426230,-0.059284,0.047741,0.434023,-0.061600,0.039096,0.428564,-0.126257
