Format Version,1.23,Take Name,cap_068,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.05.52.476 PM,Total Frames in Take,1678,Total Exported Frames,1678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3845,Unlabeled 3845,Unlabeled 3845,Unlabeled 3846,Unlabeled 3846,Unlabeled 3846,Unlabeled 3847,Unlabeled 3847,Unlabeled 3847,Unlabeled 3848,Unlabeled 3848,Unlabeled 3848,Unlabeled 3849,Unlabeled 3849,Unlabeled 3849,Unlabeled 3850,Unlabeled 3850,Unlabeled 3850,Unlabeled 3851,Unlabeled 3851,Unlabeled 3851,Unlabeled 3852,Unlabeled 3852,Unlabeled 3852,Unlabeled 3853,Unlabeled 3853,Unlabeled 3853,Unlabeled 3854,Unlabeled 3854,Unlabeled 3854,Unlabeled 3855,Unlabeled 3855,Unlabeled 3855,Unlabeled 3856,Unlabeled 3856,Unlabeled 3856,Unlabeled 3857,Unlabeled 3857,Unlabeled 3857,Unlabeled 3858,Unlabeled 3858,Unlabeled 3858,Unlabeled 3859,Unlabeled 3859,Unlabeled 3859,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E4160","E4160","E4160","E42A0","E42A0","E42A0","E4320","E4320","E4320","E4330","E4330","E4330","E4D90","E4D90","E4D90","E42B0","E42B0","E42B0","E42C0","E42C0","E42C0","E4910","E4910","E4910","E4C30","E4C30","E4C30","E4DF0","E4DF0","E4DF0","E4E40","E4E40","E4E40","E4E70","E4E70","E4E70","E4ED0","E4ED0","E4ED0","E4F50","E4F50","E4F50","E4F60","E4F60","E4F60","E4F20","E4F20","E4F20","E4F80","E4F80","E4F80","E4F70","E4F70","E4F70","E4F90","E4F90","E4F90","E4FB0","E4FB0","E4FB0","E4F40","E4F40","E4F40","E4D50","E4D50","E4D50","E4F30","E4F30","E4F30","E32A0","E32A0","E32A0","E4CB0","E4CB0","E4CB0","E4F10","E4F10","E4F10","E4E30","E4E30","E4E30","E4950","E4950","E4950","E4360","E4360","E4360","E4370","E4370","E4370"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.825375,0.218157,-0.190377,-0.484686,-0.004549,0.312741,-0.124295,-0.791783,-0.150211,0.109657,-0.581801,-0.301230,0.337080,-0.076234,-0.000622,-0.000992,-0.000057,-0.999999,0.038432,0.138245,0.300615,0.215541,0.141147,0.428337,0.168477,0.141529,0.560996,-0.122350,0.143340,0.487037,-0.123578,0.141714,0.558767,0.231238,0.122152,0.562590,0.039221,0.124221,0.299151,0.039019,0.123894,0.380622,0.038967,0.125418,0.223298,-0.259322,0.339355,-0.087119,-0.107875,0.133240,0.225673,0.197906,0.129889,0.298333,0.195811,0.128345,0.218709,0.197665,0.130994,0.380991,-0.107595,0.132895,0.378024,-0.107921,0.132813,0.298696,,,,,,,,,,,,,,,,0.161102,0.414667,-0.306232,0.019328,0.351166,-0.217631,0.118706,0.416370,-0.321680,0.061737,0.334593,-0.167718,0.053657,0.381644,-0.188705,-0.268030,0.454116,-0.211239,-0.313329,0.463133,-0.220507,-0.350760,0.424097,-0.182530,-0.400550,0.434893,-0.145764,-0.447833,0.427679,-0.190270
1,0.004167,-0.825366,0.217979,-0.190598,-0.484694,-0.004480,0.312747,-0.124323,-0.791710,-0.150214,0.109808,-0.581870,-0.301111,0.337106,-0.076205,-0.000629,-0.000933,-0.000027,-0.999999,0.038455,0.138236,0.300656,0.215547,0.141138,0.428360,0.168487,0.141530,0.561018,-0.122345,0.143334,0.487064,-0.123564,0.141709,0.558790,0.231193,0.122103,0.562717,0.039225,0.124214,0.299169,0.039025,0.123889,0.380645,0.038966,0.125417,0.223312,-0.259238,0.339336,-0.087100,-0.107873,0.133227,0.225698,0.197906,0.129885,0.298351,0.195815,0.128333,0.218737,0.197660,0.130981,0.381008,-0.107592,0.132900,0.378041,-0.107902,0.132800,0.298726,,,,,,,,,,,,,,,,0.161154,0.414714,-0.306245,0.019410,0.351167,-0.217674,0.118749,0.416400,-0.321694,0.061801,0.334623,-0.167736,0.053705,0.381671,-0.188735,-0.267934,0.454109,-0.211242,-0.313227,0.463124,-0.220510,-0.350646,0.424097,-0.182512,-0.400438,0.434916,-0.145729,-0.447732,0.427703,-0.190231
2,0.008333,-0.825384,0.217821,-0.190723,-0.484685,-0.004384,0.312745,-0.124356,-0.791690,-0.150190,0.109938,-0.581880,-0.300996,0.337101,-0.076191,-0.000814,-0.000921,-0.000070,-0.999999,0.038493,0.138316,0.300668,0.215626,0.141195,0.428363,0.168515,0.141531,0.561025,-0.122327,0.143316,0.487083,-0.123543,0.141693,0.558806,0.231209,0.122090,0.562736,0.039247,0.124196,0.299187,0.039039,0.123877,0.380660,0.038990,0.125406,0.223332,-0.259126,0.339337,-0.087083,-0.107848,0.133225,0.225718,0.197929,0.129872,0.298367,0.195831,0.128333,0.218759,0.197686,0.130972,0.381021,-0.107569,0.132881,0.378066,-0.107885,0.132803,0.298742,,,,,,,,,,,,,,,,0.161214,0.414755,-0.306273,0.019490,0.351163,-0.217727,0.118808,0.416436,-0.321724,0.061890,0.334657,-0.167759,0.053795,0.381680,-0.188771,-0.267822,0.454086,-0.211235,-0.313120,0.463103,-0.220513,-0.350525,0.424105,-0.182503,-0.400317,0.434917,-0.145696,-0.447625,0.427720,-0.190202
3,0.012500,-0.825348,0.217304,-0.191369,-0.484724,-0.004255,0.312686,-0.124431,-0.791752,-0.150094,0.110108,-0.581788,-0.300911,0.337067,-0.076205,-0.000828,-0.000925,-0.000080,-0.999999,0.038513,0.138314,0.300670,0.215646,0.141190,0.428369,0.168537,0.141508,0.561028,-0.122303,0.143309,0.487085,-0.123530,0.141681,0.558810,0.231242,0.122101,0.562728,0.039265,0.124194,0.299191,0.039065,0.123857,0.380666,0.039012,0.125401,0.223334,-0.259017,0.339337,-0.087078,-0.107837,0.133219,0.225727,0.197948,0.129868,0.298363,0.195852,0.128314,0.218761,0.197709,0.130971,0.381027,-0.107549,0.132873,0.378059,-0.107866,0.132781,0.298744,,,,,,,,,,,,,,,,0.161295,0.414796,-0.306326,0.019613,0.351028,-0.217856,0.118887,0.416476,-0.321770,0.061992,0.334696,-0.167811,0.053898,0.381698,-0.188814,-0.267704,0.454058,-0.211231,-0.313022,0.463096,-0.220512,-0.350425,0.424103,-0.182502,-0.400202,0.434934,-0.145669,-0.447530,0.427760,-0.190181
4,0.016667,-0.825367,0.217335,-0.191290,-0.484710,-0.004166,0.312714,-0.124492,-0.791722,-0.150026,0.110250,-0.581820,-0.300819,0.337076,-0.076213,-0.000776,-0.000918,-0.000075,-0.999999,0.038532,0.138284,0.300657,0.215666,0.141176,0.428355,0.168557,0.141507,0.561011,-0.122290,0.143294,0.487071,-0.123510,0.141683,0.558795,0.231247,0.122089,0.562729,0.039285,0.124185,0.299174,0.039084,0.123856,0.380648,0.039029,0.125398,0.223312,-0.258886,0.339325,-0.087096,-0.107810,0.133217,0.225707,0.197972,0.129846,0.298339,0.195871,0.128306,0.218738,0.197723,0.130958,0.381005,-0.107540,0.132874,0.378046,-0.107857,0.132777,0.298723,,,,,,,,,,,,,,,,0.161392,0.414832,-0.306396,0.019681,0.351068,-0.217923,0.118960,0.416496,-0.321839,0.062090,0.334716,-0.167875,0.053983,0.381724,-0.188864,-0.267595,0.454041,-0.211256,-0.312927,0.463090,-0.220540,-0.350315,0.424090,-0.182524,-0.400098,0.434967,-0.145667,-0.447444,0.427795,-0.190182
5,0.020833,-0.825408,0.217592,-0.190896,-0.484680,-0.004085,0.312769,-0.124560,-0.791740,-0.149903,0.110421,-0.581794,-0.300753,0.337052,-0.076232,-0.000807,-0.000973,-0.000111,-0.999999,0.038525,0.138303,0.300610,0.215682,0.141189,0.428326,0.168561,0.141496,0.560981,-0.122281,0.143289,0.487038,-0.123510,0.141680,0.558765,0.231306,0.122129,0.562596,0.039288,0.124186,0.299147,0.039094,0.123846,0.380623,0.039042,0.125393,0.223287,-0.258784,0.339283,-0.087135,-0.107798,0.133212,0.225675,0.197977,0.129849,0.298323,0.195887,0.128308,0.218704,0.197733,0.130951,0.380985,-0.107526,0.132860,0.378018,-0.107850,0.132771,0.298689,,,,,,,,,,,,,,,,0.161473,0.414839,-0.306487,0.019770,0.351170,-0.217978,0.119049,0.416505,-0.321935,0.062179,0.334716,-0.167963,0.054065,0.381746,-0.188929,-0.267497,0.454001,-0.211270,-0.312835,0.463073,-0.220570,-0.350231,0.424079,-0.182542,-0.399996,0.434986,-0.145674,-0.447353,0.427829,-0.190182
