Format Version,1.23,Take Name,cap_018,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.30.41.609 PM,Total Frames in Take,2621,Total Exported Frames,2621,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 1616,Unlabeled 1616,Unlabeled 1616,Unlabeled 1617,Unlabeled 1617,Unlabeled 1617,Unlabeled 1618,Unlabeled 1618,Unlabeled 1618,Unlabeled 1619,Unlabeled 1619,Unlabeled 1619,Unlabeled 1620,Unlabeled 1620,Unlabeled 1620,Unlabeled 1621,Unlabeled 1621,Unlabeled 1621,Unlabeled 1622,Unlabeled 1622,Unlabeled 1622,Unlabeled 1623,Unlabeled 1623,Unlabeled 1623,Unlabeled 1624,Unlabeled 1624,Unlabeled 1624,Unlabeled 1625,Unlabeled 1625,Unlabeled 1625,Unlabeled 1626,Unlabeled 1626,Unlabeled 1626,Unlabeled 1627,Unlabeled 1627,Unlabeled 1627,Unlabeled 1628,Unlabeled 1628,Unlabeled 1628,Unlabeled 1629,Unlabeled 1629,Unlabeled 1629,Unlabeled 1630,Unlabeled 1630,Unlabeled 1630,Unlabeled 1631,Unlabeled 1631,Unlabeled 1631,Unlabeled 1632,Unlabeled 1632,Unlabeled 1632,Unlabeled 1633,Unlabeled 1633,Unlabeled 1633,Unlabeled 1634,Unlabeled 1634,Unlabeled 1634,Unlabeled 1635,Unlabeled 1635,Unlabeled 1635,Unlabeled 1636,Unlabeled 1636,Unlabeled 1636,Unlabeled 1637,Unlabeled 1637,Unlabeled 1637,Unlabeled 1639,Unlabeled 1639,Unlabeled 1639,Unlabeled 1640,Unlabeled 1640,Unlabeled 1640,Unlabeled 1641,Unlabeled 1641,Unlabeled 1641,Unlabeled 1642,Unlabeled 1642,Unlabeled 1642,Unlabeled 1643,Unlabeled 1643,Unlabeled 1643,Unlabeled 1644,Unlabeled 1644,Unlabeled 1644,Unlabeled 1645,Unlabeled 1645,Unlabeled 1645,Unlabeled 1646,Unlabeled 1646,Unlabeled 1646,Unlabeled 1647,Unlabeled 1647,Unlabeled 1647,Unlabeled 1648,Unlabeled 1648,Unlabeled 1648,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","D3EC0","D3EC0","D3EC0","D3F00","D3F00","D3F00","D3F70","D3F70","D3F70","D3F80","D3F80","D3F80","D3E40","D3E40","D3E40","D3E60","D3E60","D3E60","D3F10","D3F10","D3F10","D4480","D4480","D4480","D4490","D4490","D4490","D44A0","D44A0","D44A0","D44D0","D44D0","D44D0","D44E0","D44E0","D44E0","D4530","D4530","D4530","D4570","D4570","D4570","D4590","D4590","D4590","D4710","D4710","D4710","D4720","D4720","D4720","D4740","D4740","D4740","D4730","D4730","D4730","D4760","D4760","D4760","D46F0","D46F0","D46F0","D4790","D4790","D4790","D47C0","D47C0","D47C0","D47A0","D47A0","D47A0","D47D0","D47D0","D47D0","D47E0","D47E0","D47E0","D4780","D4780","D4780","D4840","D4840","D4840","D4810","D4810","D4810","D4850","D4850","D4850","D4860","D4860","D4860","D4800","D4800","D4800","D4870","D4870","D4870","D4830","D4830","D4830","D4880","D4880","D4880","D48A0","D48A0","D48A0","D48B0","D48B0","D48B0","D3BA0","D3BA0","D3BA0","D4080","D4080","D4080","D4060","D4060","D4060","D4580","D4580","D4580","D4560","D4560","D4560","D41E0","D41E0","D41E0","D42F0","D42F0","D42F0","D3E80","D3E80","D3E80","D3EB0","D3EB0","D3EB0","D4200","D4200","D4200"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.857936,-0.070641,0.069574,-0.504098,0.135237,0.291957,0.099770,-0.797647,0.245446,-0.329073,-0.441845,0.317991,0.232255,0.233166,0.000695,-0.000304,0.000218,-1.000000,0.038753,0.137592,0.300313,0.215351,0.140688,0.428361,0.168534,0.141529,0.560942,-0.122341,0.143343,0.486964,-0.123401,0.141752,0.557612,0.231289,0.122093,0.562577,0.356617,0.221318,0.277792,0.039170,0.124533,0.380512,0.197877,0.130598,0.380961,0.039312,0.125469,0.298969,0.198131,0.129749,0.298290,0.039044,0.127310,0.223150,-0.107442,0.132888,0.377868,-0.107823,0.132503,0.298507,-0.107712,0.132019,0.225595,0.196047,0.127764,0.218786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107774,0.411863,-0.136538,0.081070,0.326824,0.018404,0.067355,0.403012,-0.118811,0.148171,0.323548,0.024854,0.118004,0.366850,0.019599,0.452340,0.353020,0.252329,0.443497,0.376023,0.211480,0.395159,0.344131,0.179730,0.343145,0.362059,0.151025,0.367384,0.374568,0.091450
1,0.004167,-0.857937,-0.070807,0.069392,-0.504098,0.135266,0.291939,0.099804,-0.797455,0.245417,-0.329238,-0.442085,0.317961,0.232338,0.233269,0.000793,-0.000313,0.000203,-1.000000,0.038743,0.137548,0.300324,0.215309,0.140669,0.428407,0.168531,0.141542,0.560934,-0.122335,0.143339,0.486967,-0.123386,0.141747,0.557627,0.231283,0.122111,0.562574,0.356620,0.221358,0.277850,0.039164,0.124534,0.380513,0.197861,0.130614,0.380954,0.039321,0.125478,0.298973,0.198148,0.129749,0.298295,0.039051,0.127307,0.223149,-0.107424,0.132894,0.377874,-0.107803,0.132496,0.298513,-0.107709,0.132025,0.225606,0.196055,0.127774,0.218786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107779,0.411836,-0.136492,0.081097,0.326782,0.018417,0.067359,0.402982,-0.118782,0.148190,0.323546,0.024913,0.118023,0.366822,0.019616,0.452292,0.353176,0.252415,0.443494,0.376055,0.211512,0.395149,0.344156,0.179755,0.343154,0.362070,0.151061,0.367391,0.374570,0.091477
2,0.008333,-0.857934,-0.070942,0.069262,-0.504103,0.135282,0.291916,0.099847,-0.797408,0.245388,-0.329314,-0.442128,0.317954,0.232350,0.233323,0.000824,-0.000332,0.000188,-1.000000,0.038721,0.137538,0.300338,0.215279,0.140673,0.428412,0.168515,0.141544,0.560935,-0.122328,0.143335,0.486987,-0.123385,0.141747,0.557648,0.231253,0.122129,0.562589,0.356618,0.221374,0.277938,0.039149,0.124537,0.380516,0.197837,0.130609,0.380959,0.039315,0.125492,0.298982,0.198139,0.129739,0.298308,0.039049,0.127308,0.223168,-0.107424,0.132893,0.377898,-0.107800,0.132492,0.298531,-0.107715,0.132020,0.225627,0.196046,0.127773,0.218799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107770,0.411807,-0.136445,0.081112,0.326734,0.018456,0.067354,0.402943,-0.118740,0.148186,0.323538,0.024968,0.118030,0.366791,0.019647,0.452271,0.353192,0.252461,0.443473,0.376072,0.211550,0.395134,0.344181,0.179790,0.343156,0.362074,0.151107,0.367394,0.374555,0.091514
3,0.012500,-0.857920,-0.071032,0.069144,-0.504130,0.135296,0.291911,0.099899,-0.797489,0.245245,-0.329338,-0.442044,0.318013,0.232331,0.233362,0.000854,-0.000356,0.000205,-1.000000,0.038709,0.137526,0.300349,0.215258,0.140661,0.428420,0.168509,0.141546,0.560940,-0.122314,0.143344,0.487006,-0.123370,0.141752,0.557662,0.231243,0.122127,0.562588,0.356632,0.221389,0.278013,0.039146,0.124546,0.380522,0.197830,0.130624,0.380954,0.039330,0.125496,0.299006,0.198153,0.129749,0.298333,0.039056,0.127318,0.223187,-0.107420,0.132892,0.377920,-0.107791,0.132496,0.298556,-0.107697,0.132031,0.225648,0.196060,0.127780,0.218821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107780,0.411783,-0.136394,0.081123,0.326711,0.018495,0.067365,0.402909,-0.118688,0.148201,0.323535,0.025017,0.118032,0.366786,0.019684,0.452299,0.353231,0.252487,0.443467,0.376092,0.211599,0.395125,0.344197,0.179829,0.343171,0.362076,0.151156,0.367411,0.374558,0.091574
4,0.016667,-0.857916,-0.071059,0.069123,-0.504135,0.135295,0.291897,0.099949,-0.797542,0.245183,-0.329336,-0.441984,0.318033,0.232320,0.233406,0.000860,-0.000370,0.000197,-1.000000,0.038695,0.137529,0.300366,0.215237,0.140670,0.428433,0.168504,0.141550,0.560964,-0.122313,0.143340,0.487024,-0.123377,0.141761,0.557685,0.231233,0.122137,0.562592,0.356636,0.221416,0.278083,0.039137,0.124547,0.380537,0.197809,0.130629,0.380967,0.039320,0.125503,0.299032,0.198136,0.129762,0.298353,0.039053,0.127327,0.223218,-0.107422,0.132903,0.377931,-0.107799,0.132511,0.298581,-0.107706,0.132033,0.225671,0.196047,0.127790,0.218851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107774,0.411773,-0.136354,0.081122,0.326690,0.018555,0.067358,0.402886,-0.118640,0.148200,0.323511,0.025065,0.118021,0.366778,0.019738,0.452299,0.353238,0.252530,0.443459,0.376106,0.211648,0.395117,0.344202,0.179876,0.343169,0.362081,0.151217,0.367415,0.374561,0.091639
5,0.020833,-0.857086,-0.074349,0.063033,-0.505868,0.135028,0.293007,0.100557,-0.797528,0.245131,-0.329381,-0.442005,0.318056,0.232330,0.233464,0.000898,-0.000366,0.000208,-1.000000,0.038695,0.137521,0.300363,0.215253,0.140665,0.428431,0.168486,0.141556,0.560958,-0.122317,0.143353,0.487025,-0.123378,0.141773,0.557682,0.231232,0.122150,0.562590,0.356659,0.221421,0.278123,0.039129,0.124551,0.380537,0.197811,0.130638,0.380971,0.039322,0.125510,0.299034,0.198146,0.129776,0.298355,0.039060,0.127345,0.223217,-0.107433,0.132911,0.377940,-0.107799,0.132519,0.298585,-0.107709,0.132045,0.225663,0.196046,0.127799,0.218848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107777,0.411750,-0.136334,0.081115,0.326699,0.018591,0.067368,0.402862,-0.118616,0.147177,0.325729,0.025934,0.118011,0.366773,0.019764,0.452311,0.353262,0.252573,0.443469,0.376123,0.211702,0.395132,0.344215,0.179923,0.343176,0.362083,0.151268,0.367420,0.374568,0.091669
