Format Version,1.23,Take Name,cap_104,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.42.14.010 PM,Total Frames in Take,4117,Total Exported Frames,4117,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5180,Unlabeled 5180,Unlabeled 5180,Unlabeled 5181,Unlabeled 5181,Unlabeled 5181,Unlabeled 5182,Unlabeled 5182,Unlabeled 5182,Unlabeled 5183,Unlabeled 5183,Unlabeled 5183,Unlabeled 5184,Unlabeled 5184,Unlabeled 5184,Unlabeled 5185,Unlabeled 5185,Unlabeled 5185,Unlabeled 5186,Unlabeled 5186,Unlabeled 5186,Unlabeled 5187,Unlabeled 5187,Unlabeled 5187,Unlabeled 5188,Unlabeled 5188,Unlabeled 5188,Unlabeled 5189,Unlabeled 5189,Unlabeled 5189,Unlabeled 5190,Unlabeled 5190,Unlabeled 5190,Unlabeled 5191,Unlabeled 5191,Unlabeled 5191,Unlabeled 5192,Unlabeled 5192,Unlabeled 5192,Unlabeled 5193,Unlabeled 5193,Unlabeled 5193,Unlabeled 5194,Unlabeled 5194,Unlabeled 5194,Unlabeled 5195,Unlabeled 5195,Unlabeled 5195,Unlabeled 5196,Unlabeled 5196,Unlabeled 5196,Unlabeled 5198,Unlabeled 5198,Unlabeled 5198,Unlabeled 5199,Unlabeled 5199,Unlabeled 5199,Unlabeled 5201,Unlabeled 5201,Unlabeled 5201,Unlabeled 5202,Unlabeled 5202,Unlabeled 5202,Unlabeled 5203,Unlabeled 5203,Unlabeled 5203,Unlabeled 5205,Unlabeled 5205,Unlabeled 5205,Unlabeled 5206,Unlabeled 5206,Unlabeled 5206,Unlabeled 5207,Unlabeled 5207,Unlabeled 5207,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","F9350","F9350","F9350","F9550","F9550","F9550","F9440","F9440","F9440","F9450","F9450","F9450","F9330","F9330","F9330","F9400","F9400","F9400","F9720","F9720","F9720","F9BB0","F9BB0","F9BB0","F9DA0","F9DA0","F9DA0","F9DF0","F9DF0","F9DF0","F9E50","F9E50","F9E50","F9E70","F9E70","F9E70","F9E80","F9E80","F9E80","F9EA0","F9EA0","F9EA0","F9EE0","F9EE0","F9EE0","F9F10","F9F10","F9F10","F9F40","F9F40","F9F40","F9F50","F9F50","F9F50","F9F70","F9F70","F9F70","F9F80","F9F80","F9F80","F9F60","F9F60","F9F60","F9F90","F9F90","F9F90","F9FD0","F9FD0","F9FD0","F9FA0","F9FA0","F9FA0","FA040","FA040","FA040","FA050","FA050","FA050","FA060","FA060","FA060","FA070","FA070","FA070","FA080","FA080","FA080","FA0A0","FA0A0","FA0A0","F9A00","F9A00","F9A00","F9AB0","F9AB0","F9AB0","F9D50","F9D50","F9D50","F9F30","F9F30","F9F30","F9E90","F9E90","F9E90","F9390","F9390","F9390","F96D0","F96D0","F96D0","F9D00","F9D00","F9D00","F93C0","F93C0","F93C0","F9580","F9580","F9580"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.810376,-0.095036,0.073879,-0.573412,0.198848,0.282416,0.039452,-0.616674,0.275987,-0.569105,-0.468684,0.315644,0.227754,0.176713,-0.000664,0.000615,0.000587,-0.999999,0.039069,0.138444,0.299959,0.215643,0.141254,0.428294,0.168510,0.141265,0.560777,-0.122434,0.143439,0.486939,-0.124045,0.142452,0.556433,0.231325,0.122151,0.562567,0.038970,0.124326,0.380488,0.038875,0.126692,0.223199,0.039144,0.125114,0.299001,0.215397,0.131494,0.537047,0.323513,0.235765,0.232565,0.197888,0.130296,0.298295,0.195819,0.128525,0.218744,-0.107900,0.132965,0.298689,-0.107843,0.133976,0.225691,0.197796,0.131143,0.380966,-0.107518,0.133317,0.377992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159078,0.359573,-0.212334,0.141379,0.299905,-0.044771,0.119484,0.353126,-0.191880,0.207689,0.301934,-0.040279,0.175419,0.342928,-0.050676,0.424965,0.365945,0.220466,0.438321,0.375374,0.176521,0.412480,0.329340,0.136911,0.381457,0.332808,0.082087,0.432374,0.331353,0.041391
1,0.004167,-0.810384,-0.094948,0.073791,-0.573426,0.198775,0.282401,0.039403,-0.616672,0.276303,-0.569059,-0.468555,0.315648,0.227836,0.176742,-0.000683,0.000625,0.000565,-0.999999,0.039074,0.138446,0.299943,0.215639,0.141260,0.428271,0.168493,0.141264,0.560763,-0.122405,0.143427,0.486913,-0.124036,0.142436,0.556425,0.231308,0.122151,0.562560,0.038987,0.124315,0.380462,0.038897,0.126666,0.223177,0.039157,0.125104,0.298970,0.215414,0.131490,0.537042,0.323522,0.235816,0.232619,0.197903,0.130276,0.298273,0.195847,0.128516,0.218715,-0.107882,0.132986,0.298670,-0.107839,0.133987,0.225667,0.197794,0.131140,0.380940,-0.107510,0.133316,0.377972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159073,0.359563,-0.212396,0.141323,0.299903,-0.044836,0.119469,0.353112,-0.191943,0.207654,0.301914,-0.040313,0.175362,0.342897,-0.050748,0.424968,0.365988,0.220617,0.438386,0.375427,0.176653,0.412534,0.329394,0.137026,0.381519,0.332929,0.082203,0.432450,0.331481,0.041513
2,0.008333,-0.810351,-0.094955,0.073565,-0.573501,0.198688,0.282430,0.039389,-0.616704,0.276529,-0.569058,-0.468381,0.315670,0.227887,0.176786,-0.000601,0.000613,0.000548,-1.000000,0.039062,0.138409,0.299939,0.215630,0.141251,0.428254,0.168481,0.141273,0.560764,-0.122402,0.143412,0.486917,-0.124027,0.142436,0.556420,0.231288,0.122164,0.562553,0.038997,0.124292,0.380454,0.038905,0.126653,0.223162,0.039173,0.125091,0.298970,0.215393,0.131465,0.537064,0.323465,0.236009,0.232761,0.197917,0.130249,0.298264,0.195863,0.128485,0.218704,-0.107881,0.132966,0.298651,-0.107839,0.133991,0.225650,0.197789,0.131131,0.380927,-0.107520,0.133304,0.377952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159057,0.359551,-0.212441,0.141269,0.299905,-0.044878,0.119442,0.353089,-0.192001,0.207586,0.301933,-0.040326,0.175290,0.342923,-0.050755,0.424970,0.366027,0.220788,0.438421,0.375471,0.176783,0.412584,0.329448,0.137150,0.381570,0.333030,0.082318,0.432515,0.331586,0.041649
3,0.012500,-0.810309,-0.094950,0.073439,-0.573578,0.198625,0.282441,0.039374,-0.616630,0.276818,-0.569050,-0.468317,0.315662,0.227956,0.176847,0.001314,0.000555,0.000552,-0.999999,0.038990,0.137559,0.299987,0.215371,0.140818,0.428309,0.168509,0.141684,0.560909,-0.122385,0.143395,0.486917,-0.124019,0.142412,0.556432,0.231262,0.122169,0.562558,0.039012,0.124266,0.380459,0.038915,0.126632,0.223163,0.039189,0.125068,0.298980,0.215374,0.131455,0.537082,0.323504,0.236064,0.232811,0.197934,0.130226,0.298267,0.195890,0.128449,0.218705,-0.107876,0.132956,0.298643,-0.107847,0.133975,0.225638,0.197785,0.131122,0.380923,-0.107514,0.133291,0.377945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159041,0.359521,-0.212483,0.141225,0.299905,-0.044902,0.119412,0.353055,-0.192054,0.207554,0.301925,-0.040335,0.175217,0.342913,-0.050779,0.424968,0.366065,0.220979,0.438469,0.375501,0.176916,0.412644,0.329488,0.137287,0.381634,0.333120,0.082445,0.432585,0.331657,0.041785
4,0.016667,-0.810272,-0.094993,0.073227,-0.573650,0.198549,0.282470,0.039365,-0.616655,0.276996,-0.569074,-0.468150,0.315687,0.228007,0.176919,0.001317,0.000549,0.000540,-0.999999,0.038983,0.137547,0.299990,0.215354,0.140814,0.428310,0.168502,0.141668,0.560905,-0.122374,0.143375,0.486922,-0.124014,0.142404,0.556436,0.231246,0.122168,0.562563,0.039015,0.124262,0.380470,0.038924,0.126625,0.223162,0.039200,0.125041,0.298984,0.215377,0.131428,0.537113,0.323491,0.236128,0.232883,0.197940,0.130201,0.298268,0.195901,0.128443,0.218709,-0.107887,0.132957,0.298637,-0.107860,0.133966,0.225630,0.197775,0.131096,0.380914,-0.107518,0.133287,0.377936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159011,0.359511,-0.212523,0.141175,0.299908,-0.044932,0.119381,0.353033,-0.192102,0.207500,0.301939,-0.040327,0.175143,0.342926,-0.050800,0.424969,0.366103,0.221149,0.438500,0.375559,0.177067,0.412683,0.329544,0.137432,0.381688,0.333217,0.082575,0.432639,0.331763,0.041938
5,0.020833,-0.810257,-0.094968,0.073153,-0.573684,0.198495,0.282475,0.039344,-0.616613,0.277178,-0.569097,-0.468069,0.315693,0.228072,0.176995,0.001332,0.000557,0.000526,-0.999999,0.038984,0.137530,0.299992,0.215337,0.140805,0.428321,0.168500,0.141660,0.560906,-0.122366,0.143362,0.486919,-0.123999,0.142388,0.556434,0.231230,0.122168,0.562569,0.039027,0.124236,0.380467,0.038934,0.126610,0.223164,0.039202,0.125031,0.298990,0.215372,0.131428,0.537129,0.323458,0.236172,0.232944,0.197941,0.130188,0.298266,0.195903,0.128414,0.218708,-0.107879,0.132943,0.298631,-0.107858,0.133959,0.225628,0.197769,0.131084,0.380907,-0.107524,0.133278,0.377935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158988,0.359501,-0.212562,0.141127,0.299906,-0.044958,0.119362,0.353016,-0.192144,0.207468,0.301934,-0.040346,0.175090,0.342942,-0.050815,0.424976,0.366127,0.221302,0.438528,0.375626,0.177210,0.412715,0.329600,0.137562,0.381746,0.333306,0.082700,0.432687,0.331841,0.042061
6,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.029167,-0.810170,-0.095025,0.072811,-0.573841,0.198371,0.282560,0.039343,-0.616552,0.277702,-0.568950,-0.468019,0.315656,0.228270,0.177165,0.001305,0.000567,0.000533,-0.999999,0.038998,0.137527,0.300001,0.215359,0.140793,0.428334,0.168515,0.141644,0.560915,-0.122370,0.143351,0.486923,-0.124009,0.142373,0.556444,0.231256,0.122144,0.562583,0.039029,0.124237,0.380476,0.038922,0.126609,0.223166,0.039200,0.125019,0.298991,0.215387,0.131428,0.537134,0.323378,0.236333,0.233068,0.197935,0.130171,0.298269,0.195901,0.128417,0.218714,-0.107875,0.132921,0.298647,-0.107854,0.133946,0.225647,0.197788,0.131060,0.380912,-0.107506,0.133267,0.377956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158955,0.359499,-0.212587,0.141028,0.299945,-0.045005,0.119314,0.352983,-0.192206,0.207372,0.302005,-0.040360,0.174996,0.342976,-0.050842,0.425030,0.366205,0.221607,0.438619,0.375745,0.177576,0.412761,0.329756,0.137819,0.381818,0.333501,0.082957,0.432780,0.332044,0.042327
