Format Version,1.23,Take Name,cap_038,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.48.40.647 PM,Total Frames in Take,2957,Total Exported Frames,2957,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2614,Unlabeled 2614,Unlabeled 2614,Unlabeled 2615,Unlabeled 2615,Unlabeled 2615,Unlabeled 2616,Unlabeled 2616,Unlabeled 2616,Unlabeled 2617,Unlabeled 2617,Unlabeled 2617,Unlabeled 2618,Unlabeled 2618,Unlabeled 2618,Unlabeled 2619,Unlabeled 2619,Unlabeled 2619,Unlabeled 2620,Unlabeled 2620,Unlabeled 2620,Unlabeled 2621,Unlabeled 2621,Unlabeled 2621,Unlabeled 2622,Unlabeled 2622,Unlabeled 2622,Unlabeled 2623,Unlabeled 2623,Unlabeled 2623,Unlabeled 2624,Unlabeled 2624,Unlabeled 2624,Unlabeled 2625,Unlabeled 2625,Unlabeled 2625,Unlabeled 2626,Unlabeled 2626,Unlabeled 2626,Unlabeled 2627,Unlabeled 2627,Unlabeled 2627,Unlabeled 2628,Unlabeled 2628,Unlabeled 2628,Unlabeled 2629,Unlabeled 2629,Unlabeled 2629,Unlabeled 2630,Unlabeled 2630,Unlabeled 2630,Unlabeled 2631,Unlabeled 2631,Unlabeled 2631,Unlabeled 2632,Unlabeled 2632,Unlabeled 2632,Unlabeled 2634,Unlabeled 2634,Unlabeled 2634,Unlabeled 2635,Unlabeled 2635,Unlabeled 2635,Unlabeled 2636,Unlabeled 2636,Unlabeled 2636,Unlabeled 2637,Unlabeled 2637,Unlabeled 2637,Unlabeled 2638,Unlabeled 2638,Unlabeled 2638,Unlabeled 2639,Unlabeled 2639,Unlabeled 2639,Unlabeled 2640,Unlabeled 2640,Unlabeled 2640,Unlabeled 2641,Unlabeled 2641,Unlabeled 2641,Unlabeled 2642,Unlabeled 2642,Unlabeled 2642,Unlabeled 2643,Unlabeled 2643,Unlabeled 2643,Unlabeled 2644,Unlabeled 2644,Unlabeled 2644,Unlabeled 2646,Unlabeled 2646,Unlabeled 2646,Unlabeled 2647,Unlabeled 2647,Unlabeled 2647,Unlabeled 2648,Unlabeled 2648,Unlabeled 2648,Unlabeled 2649,Unlabeled 2649,Unlabeled 2649,Unlabeled 2650,Unlabeled 2650,Unlabeled 2650,Unlabeled 2651,Unlabeled 2651,Unlabeled 2651,Unlabeled 2653,Unlabeled 2653,Unlabeled 2653,Unlabeled 2654,Unlabeled 2654,Unlabeled 2654,Unlabeled 2656,Unlabeled 2656,Unlabeled 2656,Unlabeled 2657,Unlabeled 2657,Unlabeled 2657,Unlabeled 2658,Unlabeled 2658,Unlabeled 2658,Unlabeled 2659,Unlabeled 2659,Unlabeled 2659,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DCA40","DCA40","DCA40","DC480","DC480","DC480","DC5F0","DC5F0","DC5F0","DC600","DC600","DC600","DC460","DC460","DC460","DC590","DC590","DC590","DC7C0","DC7C0","DC7C0","DCAE0","DCAE0","DCAE0","DCB90","DCB90","DCB90","DCC50","DCC50","DCC50","DCCB0","DCCB0","DCCB0","DCCF0","DCCF0","DCCF0","DCD00","DCD00","DCD00","DCD40","DCD40","DCD40","DCD50","DCD50","DCD50","DCDB0","DCDB0","DCDB0","DCDD0","DCDD0","DCDD0","DCDE0","DCDE0","DCDE0","DCD80","DCD80","DCD80","DCDF0","DCDF0","DCDF0","DCE10","DCE10","DCE10","DCE30","DCE30","DCE30","DCE20","DCE20","DCE20","DCE40","DCE40","DCE40","DCE00","DCE00","DCE00","DCE70","DCE70","DCE70","DCEB0","DCEB0","DCEB0","DCE90","DCE90","DCE90","DCE80","DCE80","DCE80","DCEC0","DCEC0","DCEC0","DCEE0","DCEE0","DCEE0","DCEF0","DCEF0","DCEF0","DCDC0","DCDC0","DCDC0","DCF00","DCF00","DCF00","DCF60","DCF60","DCF60","DCF40","DCF40","DCF40","DCFC0","DCFC0","DCFC0","DCFA0","DCFA0","DCFA0","DCFE0","DCFE0","DCFE0","DCFF0","DCFF0","DCFF0","DD000","DD000","DD000","DD030","DD030","DD030","DCFD0","DCFD0","DCFD0","DD060","DD060","DD060","DD070","DD070","DD070","DD080","DD080","DD080","DD050","DD050","DD050","DC4B0","DC4B0","DC4B0","DCBA0","DCBA0","DCBA0","DC6B0","DC6B0","DC6B0","DCC30","DCC30","DCC30","DCD60","DCD60","DCD60","DC550","DC550","DC550","DC9C0","DC9C0","DC9C0","DC6F0","DC6F0","DC6F0","DCB50","DCB50","DCB50","DC6A0","DC6A0","DC6A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.792306,-0.275966,0.191183,-0.509453,0.058215,0.251800,0.114396,-0.718151,0.113130,-0.497745,-0.472980,0.243225,0.162357,0.205376,-0.000870,-0.000220,0.000082,-1.000000,0.038800,0.138291,0.300282,0.215617,0.141105,0.428252,0.168471,0.141479,0.560889,-0.122343,0.143297,0.486931,-0.123408,0.141702,0.557660,0.231145,0.121938,0.562598,0.039094,0.123731,0.380534,0.039037,0.125493,0.223188,0.039222,0.124181,0.298962,0.264581,0.178523,0.252183,-0.107644,0.133197,0.225536,0.196204,0.128144,0.218831,-0.107819,0.132566,0.298559,-0.107436,0.134237,0.377868,0.197989,0.129777,0.298264,0.197664,0.130949,0.380869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.090772,0.334953,-0.090260,-0.030745,0.264053,0.062650,-0.117438,0.320490,-0.056824,0.031249,0.277324,0.041169,-0.007223,0.311368,0.047713,0.332255,0.320451,0.204407,0.327676,0.328355,0.158261,0.299052,0.274962,0.131451,0.250887,0.268457,0.091321,0.283682,0.272048,0.034875
1,0.004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.008333,-0.792372,-0.275794,0.190532,-0.509688,0.058332,0.251741,0.114758,-0.718538,0.114472,-0.497623,-0.472198,0.243364,0.162574,0.205349,-0.000841,-0.000236,0.000092,-1.000000,0.038818,0.138276,0.300309,0.215644,0.141093,0.428276,0.168501,0.141477,0.560912,-0.122314,0.143295,0.486962,-0.123382,0.141705,0.557697,0.231158,0.121935,0.562614,0.039115,0.123725,0.380554,0.039040,0.125515,0.223207,0.039231,0.124201,0.298988,0.264481,0.178608,0.252273,-0.107640,0.133209,0.225554,0.196275,0.128135,0.218891,-0.107792,0.132536,0.298580,-0.107404,0.134206,0.377901,0.198006,0.129783,0.298280,0.197684,0.130974,0.380884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.090393,0.334817,-0.090081,-0.030573,0.263973,0.062886,-0.117129,0.320357,-0.056697,0.031479,0.277261,0.041495,-0.007068,0.311255,0.047966,0.332447,0.320494,0.204903,0.328025,0.328491,0.158739,0.299622,0.275466,0.131738,0.251120,0.269029,0.091665,0.284151,0.272655,0.035250
3,0.012500,-0.792378,-0.275752,0.190128,-0.509852,0.058390,0.251704,0.114946,-0.718462,0.115487,-0.497538,-0.472156,0.243261,0.162665,0.205362,-0.000851,-0.000240,0.000076,-1.000000,0.038835,0.138254,0.300338,0.215676,0.141076,0.428305,0.168514,0.141449,0.560936,-0.122296,0.143259,0.486992,-0.123361,0.141678,0.557732,0.231168,0.121915,0.562637,0.039140,0.123689,0.380576,0.039044,0.125501,0.223231,0.039247,0.124182,0.299011,0.264456,0.178596,0.252325,-0.107635,0.133198,0.225583,0.196051,0.128134,0.218721,-0.107780,0.132499,0.298615,-0.107378,0.134181,0.377923,0.198032,0.129744,0.298306,0.197688,0.130950,0.380906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.090215,0.334725,-0.090005,-0.030486,0.263922,0.063006,-0.116955,0.320223,-0.056652,0.031591,0.277206,0.041655,-0.006986,0.311170,0.048101,0.332570,0.320455,0.205177,0.328223,0.328498,0.159004,0.299754,0.275552,0.131916,0.251338,0.269235,0.091774,0.284315,0.272845,0.035407
4,0.016667,-0.792420,-0.275725,0.189706,-0.509959,0.058451,0.251644,0.115115,-0.718499,0.116145,-0.497426,-0.472057,0.243254,0.162712,0.205418,-0.000859,-0.000239,0.000075,-1.000000,0.038861,0.138234,0.300365,0.215696,0.141056,0.428333,0.168545,0.141432,0.560961,-0.122270,0.143237,0.487019,-0.123334,0.141652,0.557757,0.231188,0.121887,0.562668,0.039165,0.123665,0.380599,0.039056,0.125487,0.223245,0.039263,0.124154,0.299027,0.264517,0.178607,0.252376,-0.107623,0.133167,0.225603,0.196064,0.128106,0.218742,-0.107757,0.132449,0.298631,-0.107354,0.134151,0.377951,0.198060,0.129729,0.298325,0.197706,0.130937,0.380923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.090049,0.334640,-0.089952,-0.030391,0.263844,0.063113,-0.116779,0.320096,-0.056623,0.031704,0.277135,0.041804,-0.006890,0.311082,0.048239,0.332724,0.320421,0.205455,0.328403,0.328526,0.159230,0.299880,0.275616,0.132096,0.251481,0.269361,0.091913,0.284477,0.272992,0.035559
5,0.020833,-0.792444,-0.275721,0.189207,-0.510109,0.058505,0.251614,0.115288,-0.718540,0.116675,-0.497324,-0.471971,0.243265,0.162765,0.205493,-0.000813,-0.000242,0.000061,-1.000000,0.038877,0.138195,0.300385,0.215715,0.141030,0.428355,0.168573,0.141422,0.560993,-0.122258,0.143210,0.487041,-0.123319,0.141630,0.557774,0.231201,0.121878,0.562676,0.039185,0.123644,0.380620,0.039069,0.125474,0.223257,0.039274,0.124126,0.299042,0.264517,0.178588,0.252432,-0.107620,0.133145,0.225614,0.196071,0.128090,0.218750,-0.107740,0.132419,0.298649,-0.107348,0.134132,0.377971,0.198073,0.129708,0.298342,0.197715,0.130917,0.380926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089874,0.334553,-0.089904,-0.030295,0.263779,0.063217,-0.116592,0.319970,-0.056606,0.031804,0.277092,0.041954,-0.006813,0.311011,0.048354,0.332861,0.320431,0.205703,0.328567,0.328558,0.159451,0.300003,0.275676,0.132272,0.251610,0.269481,0.092048,0.284618,0.273128,0.035731
