Format Version,1.23,Take Name,cap_008,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.16.30.979 PM,Total Frames in Take,2501,Total Exported Frames,2501,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 1041,Unlabeled 1041,Unlabeled 1041,Unlabeled 1042,Unlabeled 1042,Unlabeled 1042,Unlabeled 1043,Unlabeled 1043,Unlabeled 1043,Unlabeled 1044,Unlabeled 1044,Unlabeled 1044,Unlabeled 1045,Unlabeled 1045,Unlabeled 1045,Unlabeled 1046,Unlabeled 1046,Unlabeled 1046,Unlabeled 1047,Unlabeled 1047,Unlabeled 1047,Unlabeled 1048,Unlabeled 1048,Unlabeled 1048,Unlabeled 1049,Unlabeled 1049,Unlabeled 1049,Unlabeled 1050,Unlabeled 1050,Unlabeled 1050,Unlabeled 1051,Unlabeled 1051,Unlabeled 1051,Unlabeled 1052,Unlabeled 1052,Unlabeled 1052,Unlabeled 1053,Unlabeled 1053,Unlabeled 1053,Unlabeled 1054,Unlabeled 1054,Unlabeled 1054,Unlabeled 1056,Unlabeled 1056,Unlabeled 1056,Unlabeled 1057,Unlabeled 1057,Unlabeled 1057,Unlabeled 1058,Unlabeled 1058,Unlabeled 1058,Unlabeled 1059,Unlabeled 1059,Unlabeled 1059,Unlabeled 1060,Unlabeled 1060,Unlabeled 1060,Unlabeled 1061,Unlabeled 1061,Unlabeled 1061,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072,Unlabeled 1073,Unlabeled 1073,Unlabeled 1073,Unlabeled 1074,Unlabeled 1074,Unlabeled 1074,Unlabeled 1075,Unlabeled 1075,Unlabeled 1075,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","CDC90","CDC90","CDC90","CDCD0","CDCD0","CDCD0","CDD40","CDD40","CDD40","CDD50","CDD50","CDD50","CDC80","CDC80","CDC80","CDCA0","CDCA0","CDCA0","CDCB0","CDCB0","CDCB0","CDCC0","CDCC0","CDCC0","CDCE0","CDCE0","CDCE0","CDCF0","CDCF0","CDCF0","CDD10","CDD10","CDD10","CDD20","CDD20","CDD20","CDD30","CDD30","CDD30","CDDD0","CDDD0","CDDD0","CF050","CF050","CF050","CF100","CF100","CF100","CF110","CF110","CF110","CF120","CF120","CF120","CF130","CF130","CF130","CF160","CF160","CF160","CF140","CF140","CF140","CF190","CF190","CF190","CF1A0","CF1A0","CF1A0","CF1D0","CF1D0","CF1D0","CF1E0","CF1E0","CF1E0","CF200","CF200","CF200","CF1F0","CF1F0","CF1F0","CF220","CF220","CF220","CF210","CF210","CF210","CF240","CF240","CF240","CF1B0","CF1B0","CF1B0","CF250","CF250","CF250","CF270","CF270","CF270","CF260","CF260","CF260","CF280","CF280","CF280","CF290","CF290","CF290","CF2B0","CF2B0","CF2B0","CF2E0","CF2E0","CF2E0","CF300","CF300","CF300","CEE50","CEE50","CEE50","CF0E0","CF0E0","CF0E0","CEEB0","CEEB0","CEEB0","CEE30","CEE30","CEE30","CEE40","CEE40","CEE40","CF040","CF040","CF040","CEFA0","CEFA0","CEFA0","CF020","CF020","CF020","CF000","CF000","CF000","CEF20","CEF20","CEF20"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.910570,0.006614,-0.018274,-0.412898,-0.104770,0.158344,0.210705,-0.823051,-0.256077,-0.055365,-0.503931,-0.283697,0.254332,0.227699,-0.000484,0.000027,0.000039,-1.000000,0.038861,0.138208,0.300245,0.215607,0.141119,0.428274,0.168543,0.141534,0.560948,-0.122238,0.143364,0.487037,-0.123894,0.141805,0.557330,0.231231,0.122142,0.562644,0.198076,0.129125,0.298329,0.197803,0.130582,0.380936,0.196033,0.127774,0.218776,0.039421,0.124926,0.299113,0.038984,0.126406,0.223240,-0.107420,0.133683,0.377997,-0.107828,0.131847,0.298729,-0.107638,0.133362,0.225728,0.039141,0.124175,0.380574,-0.251307,0.269291,0.226622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073093,0.325261,0.005665,-0.137580,0.213703,0.129048,-0.116912,0.316854,0.011609,-0.073993,0.203330,0.149309,-0.100147,0.248442,0.146658,-0.281479,0.405046,0.126682,-0.326603,0.402387,0.112711,-0.350885,0.344682,0.135327,-0.404564,0.330639,0.164978,-0.442643,0.319884,0.113319
1,0.004167,-0.910631,0.006525,-0.018280,-0.412765,-0.104750,0.158215,0.210726,-0.823083,-0.256003,-0.055303,-0.503923,-0.283676,0.254339,0.227685,-0.000435,-0.000024,0.000010,-1.000000,0.038855,0.138206,0.300214,0.215607,0.141128,0.428262,0.168547,0.141546,0.560939,-0.122227,0.143378,0.487015,-0.123881,0.141818,0.557311,0.231284,0.122203,0.562533,0.198095,0.129146,0.298313,0.197815,0.130595,0.380910,0.196037,0.127798,0.218766,0.039427,0.124945,0.299093,0.038988,0.126423,0.223233,-0.107401,0.133704,0.377981,-0.107823,0.131858,0.298710,-0.107614,0.133381,0.225708,0.039154,0.124194,0.380557,-0.251287,0.269304,0.226624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073112,0.325204,0.005725,-0.137570,0.213592,0.129089,-0.116933,0.316778,0.011679,-0.073990,0.203223,0.149346,-0.100145,0.248331,0.146700,-0.281432,0.405067,0.126681,-0.326565,0.402392,0.112691,-0.350844,0.344705,0.135317,-0.404532,0.330668,0.164974,-0.442600,0.319933,0.113309
2,0.008333,-0.910698,0.006485,-0.018186,-0.412622,-0.104747,0.158077,0.210747,-0.822990,-0.255909,-0.055266,-0.504127,-0.283680,0.254374,0.227733,-0.000453,-0.000030,0.000011,-1.000000,0.038858,0.138224,0.300205,0.215614,0.141145,0.428247,0.168561,0.141557,0.560924,-0.122224,0.143387,0.487014,-0.123876,0.141831,0.557301,0.231279,0.122208,0.562529,0.198105,0.129158,0.298307,0.197816,0.130600,0.380898,0.196032,0.127811,0.218759,0.039433,0.124958,0.299084,0.038983,0.126442,0.223227,-0.107398,0.133719,0.377969,-0.107810,0.131870,0.298707,-0.107615,0.133386,0.225702,0.039160,0.124205,0.380549,-0.251273,0.269324,0.226621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073150,0.325132,0.005788,-0.137570,0.213479,0.129134,-0.116976,0.316709,0.011751,-0.074012,0.203100,0.149385,-0.100153,0.248211,0.146746,-0.281401,0.405087,0.126679,-0.326513,0.402328,0.112649,-0.350820,0.344729,0.135316,-0.404507,0.330687,0.164976,-0.442582,0.319960,0.113301
3,0.012500,-0.910739,0.006481,-0.018046,-0.412537,-0.104738,0.157972,0.210781,-0.822915,-0.255785,-0.055236,-0.504314,-0.283686,0.254419,0.227779,-0.000473,-0.000025,0.000014,-1.000000,0.038867,0.138249,0.300195,0.215623,0.141161,0.428242,0.168566,0.141572,0.560910,-0.122212,0.143409,0.487001,-0.123870,0.141841,0.557292,0.231284,0.122222,0.562518,0.198115,0.129181,0.298301,0.197825,0.130620,0.380889,0.196041,0.127843,0.218752,0.039436,0.124978,0.299081,0.038988,0.126456,0.223214,-0.107386,0.133724,0.377968,-0.107805,0.131886,0.298705,-0.107607,0.133402,0.225691,0.039168,0.124227,0.380539,-0.251260,0.269336,0.226613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073179,0.325064,0.005840,-0.137570,0.213398,0.129188,-0.116996,0.316635,0.011832,-0.074016,0.203004,0.149413,-0.100161,0.248120,0.146793,-0.281363,0.405120,0.126682,-0.326462,0.402292,0.112616,-0.350782,0.344762,0.135312,-0.404484,0.330726,0.164978,-0.442553,0.320010,0.113290
4,0.016667,-0.910788,0.006528,-0.017879,-0.412436,-0.104752,0.157848,0.210838,-0.822967,-0.255758,-0.055206,-0.504248,-0.283674,0.254429,0.227781,-0.000466,-0.000032,0.000019,-1.000000,0.038855,0.138257,0.300210,0.215612,0.141171,0.428252,0.168550,0.141586,0.560928,-0.122218,0.143417,0.487017,-0.123878,0.141858,0.557312,0.231279,0.122226,0.562531,0.198102,0.129193,0.298312,0.197815,0.130636,0.380900,0.196026,0.127832,0.218761,0.039429,0.124991,0.299093,0.038973,0.126453,0.223234,-0.107391,0.133754,0.377985,-0.107814,0.131899,0.298720,-0.107618,0.133410,0.225706,0.039153,0.124234,0.380555,-0.251262,0.269339,0.226635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073209,0.324973,0.005921,-0.137585,0.213300,0.129260,-0.117030,0.316559,0.011941,-0.074037,0.202888,0.149470,-0.100179,0.248013,0.146870,-0.281345,0.405138,0.126703,-0.326439,0.402329,0.112641,-0.350768,0.344795,0.135338,-0.404468,0.330754,0.164994,-0.442545,0.320054,0.113314
5,0.020833,-0.910839,0.006688,-0.017591,-0.412334,-0.104777,0.157729,0.210887,-0.823053,-0.255722,-0.055181,-0.504129,-0.283661,0.254434,0.227778,-0.000755,0.000051,0.000009,-1.000000,0.038885,0.138398,0.300235,0.215658,0.141262,0.428261,0.168543,0.141590,0.560940,-0.122230,0.143423,0.487031,-0.123888,0.141865,0.557320,0.231227,0.122191,0.562642,0.198096,0.129201,0.298330,0.197809,0.130645,0.380925,0.196024,0.127838,0.218788,0.039418,0.124995,0.299116,0.038982,0.126465,0.223244,-0.107393,0.133757,0.377998,-0.107815,0.131916,0.298737,-0.107622,0.133404,0.225726,0.039151,0.124243,0.380568,-0.251257,0.269353,0.226657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073223,0.324888,0.005996,-0.137616,0.213219,0.129343,-0.117048,0.316490,0.012038,-0.074053,0.202766,0.149509,-0.100194,0.247910,0.146938,-0.281324,0.405147,0.126729,-0.326424,0.402398,0.112688,-0.350747,0.344824,0.135373,-0.404454,0.330790,0.165022,-0.442542,0.320108,0.113336
