Format Version,1.23,Take Name,cap_027,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.36.26.701 PM,Total Frames in Take,2001,Total Exported Frames,2001,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
333,1.387500,-0.861890,0.024003,-0.033340,-0.505429,-0.092052,0.138643,0.232231,-0.862854,-0.375781,0.072557,-0.330161,-0.253161,0.255686,0.214848,0.000226,-0.000434,0.000043,-1.000000,0.038675,0.137626,0.300222,0.215426,0.140745,0.428238,0.168467,0.141101,0.560721,-0.122451,0.143006,0.486903,-0.123385,0.141671,0.557631,0.231266,0.122089,0.562463,0.039146,0.125864,0.298929,-0.222942,0.275307,0.201170,0.038832,0.128387,0.223127,0.039025,0.124375,0.380424,-0.107512,0.133797,0.377934,0.195932,0.127563,0.218582,0.197537,0.130235,0.380828,0.197785,0.129562,0.298195,-0.107986,0.132009,0.298576,-0.107754,0.139128,0.226120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047553,0.259002,-0.001232,-0.120243,0.176678,0.139856,-0.091913,0.252371,0.004276,-0.057416,0.169346,0.164191,-0.082579,0.213012,0.151010,-0.295781,0.424857,0.163888,-0.343304,0.422302,0.170241,-0.354151,0.356247,0.183614,-0.389789,0.329261,0.227777,-0.446324,0.326606,0.195026
334,1.391667,-0.861142,0.025177,-0.033355,-0.506644,-0.092012,0.138662,0.232079,-0.863061,-0.375604,0.072737,-0.329782,-0.252738,0.255453,0.214798,0.000243,-0.000430,0.000045,-1.000000,0.038683,0.137629,0.300194,0.215430,0.140755,0.428216,0.168465,0.141110,0.560688,-0.122437,0.143009,0.486870,-0.123373,0.141689,0.557607,0.231271,0.122097,0.562438,0.039162,0.125789,0.298909,-0.222512,0.275021,0.201060,0.038850,0.128276,0.223086,0.039040,0.124340,0.380399,-0.107480,0.133800,0.377911,0.195933,0.127577,0.218550,0.197541,0.130250,0.380800,0.197800,0.129576,0.298170,-0.107972,0.132023,0.298542,-0.107729,0.139070,0.226077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046971,0.258259,-0.001675,-0.119991,0.176481,0.139593,-0.091353,0.251784,0.003813,-0.057235,0.169105,0.163981,-0.082312,0.212805,0.150668,-0.295292,0.424680,0.163972,-0.342858,0.422253,0.170379,-0.353656,0.356081,0.183667,-0.389327,0.329118,0.227814,-0.445859,0.326510,0.195127
335,1.395833,-0.860583,0.026008,-0.034230,-0.507493,-0.091956,0.138549,0.231893,-0.863227,-0.375343,0.073034,-0.329581,-0.252345,0.255217,0.214810,0.000551,-0.000438,0.000105,-1.000000,0.038665,0.137475,0.300196,0.215362,0.140647,0.428231,0.168467,0.141101,0.560697,-0.122435,0.143011,0.486860,-0.123375,0.141694,0.557600,0.231265,0.122095,0.562435,0.039152,0.125714,0.298903,-0.222113,0.274797,0.201001,0.038849,0.128154,0.223089,0.039034,0.124305,0.380401,-0.107482,0.133793,0.377908,0.195940,0.127573,0.218551,0.197541,0.130250,0.380804,0.197797,0.129551,0.298169,-0.107972,0.132016,0.298538,-0.107730,0.139000,0.226060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046295,0.257622,-0.001991,-0.119661,0.176165,0.139270,-0.090694,0.251223,0.003404,-0.057044,0.168834,0.163804,-0.081998,0.212588,0.150366,-0.294791,0.424482,0.164060,-0.342354,0.422031,0.170483,-0.353196,0.355926,0.183711,-0.388892,0.329010,0.227898,-0.445391,0.326423,0.195266
336,1.400000,-0.859777,0.027075,-0.035029,-0.508747,-0.091877,0.138530,0.231765,-0.863346,-0.375159,0.073301,-0.329417,-0.251946,0.255035,0.214815,0.000119,-0.000366,0.000115,-1.000000,0.038705,0.137660,0.300207,0.215451,0.140747,0.428212,0.168475,0.141084,0.560704,-0.122423,0.142996,0.486868,-0.123357,0.141691,0.557610,0.231182,0.122006,0.562514,0.039176,0.125673,0.298902,-0.221723,0.274577,0.200974,0.038866,0.128082,0.223087,0.039050,0.124302,0.380405,-0.107457,0.133785,0.377919,0.195946,0.127557,0.218559,0.197557,0.130236,0.380810,0.197807,0.129566,0.298178,-0.107953,0.132018,0.298540,-0.107708,0.138929,0.226057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045491,0.256851,-0.002366,-0.119268,0.175886,0.138952,-0.089950,0.250535,0.002940,-0.056815,0.168573,0.163675,-0.081611,0.212356,0.150085,-0.294281,0.424346,0.164108,-0.341925,0.422005,0.170589,-0.352774,0.355815,0.183752,-0.388444,0.328909,0.227992,-0.444946,0.326351,0.195363
337,1.404167,-0.859121,0.028757,-0.035287,-0.509744,-0.091851,0.138475,0.231653,-0.863419,-0.374973,0.073586,-0.329376,-0.251582,0.254906,0.214831,0.000148,-0.000364,0.000130,-1.000000,0.038707,0.137644,0.300221,0.215454,0.140734,0.428231,0.168475,0.141087,0.560711,-0.122425,0.142993,0.486879,-0.123350,0.141695,0.557626,0.231177,0.121991,0.562530,0.039180,0.125672,0.298915,-0.221363,0.274396,0.200941,0.038860,0.128074,0.223104,0.039053,0.124297,0.380425,-0.107457,0.133796,0.377928,0.195958,0.127562,0.218572,0.197565,0.130235,0.380827,0.197807,0.129549,0.298189,-0.107954,0.132028,0.298558,-0.107706,0.138876,0.226057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044637,0.256088,-0.002666,-0.118927,0.175649,0.138706,-0.089123,0.250006,0.002605,-0.056564,0.168282,0.163571,-0.081224,0.212115,0.149813,-0.293862,0.424208,0.164125,-0.341443,0.421929,0.170654,-0.352371,0.355753,0.183803,-0.388002,0.328861,0.228060,-0.444570,0.326329,0.195431
338,1.408333,-0.858277,0.030424,-0.036100,-0.511011,-0.091821,0.138481,0.231566,-0.863480,-0.374678,0.073822,-0.329498,-0.251225,0.254780,0.214877,0.000127,-0.000366,0.000136,-1.000000,0.038716,0.137664,0.300230,0.215467,0.140743,0.428239,0.168489,0.141097,0.560725,-0.122413,0.143012,0.486899,-0.123348,0.141701,0.557628,0.231186,0.121999,0.562533,0.039188,0.125693,0.298933,-0.221014,0.274245,0.200898,0.038863,0.128107,0.223116,0.039059,0.124323,0.380429,-0.107446,0.133790,0.377933,0.195961,0.127574,0.218581,0.197568,0.130242,0.380833,0.197821,0.129556,0.298197,-0.107942,0.132040,0.298570,-0.107719,0.138821,0.226052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043633,0.255310,-0.002990,-0.118547,0.175401,0.138461,-0.088126,0.249332,0.002188,-0.056271,0.168002,0.163508,-0.080772,0.211875,0.149550,-0.293409,0.424091,0.164105,-0.341018,0.421874,0.170643,-0.351930,0.355675,0.183836,-0.387580,0.328835,0.228087,-0.444188,0.326337,0.195467
339,1.412500,-0.857572,0.031928,-0.037078,-0.512031,-0.091752,0.138390,0.231501,-0.863507,-0.374358,0.074119,-0.329725,-0.250909,0.254677,0.214939,0.000092,-0.000352,0.000117,-1.000000,0.038715,0.137685,0.300257,0.215457,0.140763,0.428272,0.168481,0.141108,0.560742,-0.122419,0.143014,0.486921,-0.123348,0.141696,0.557650,0.231176,0.122004,0.562575,0.039176,0.125709,0.298943,-0.220678,0.274123,0.200876,0.038851,0.128121,0.223138,0.039047,0.124343,0.380446,-0.107463,0.133802,0.377958,0.195951,0.127571,0.218608,0.197561,0.130260,0.380848,0.197812,0.129571,0.298217,-0.107961,0.132049,0.298600,-0.107731,0.138780,0.226052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042591,0.254541,-0.003167,-0.118107,0.175085,0.138194,-0.087171,0.248696,0.001892,-0.055981,0.167715,0.163486,-0.080263,0.211592,0.149333,-0.292989,0.423983,0.164068,-0.340566,0.421767,0.170549,-0.351537,0.355608,0.183854,-0.387184,0.328853,0.228112,-0.443855,0.326360,0.195507
340,1.416667,-0.856740,0.034773,-0.037314,-0.513220,-0.091908,0.138402,0.231387,-0.863524,-0.374243,0.074445,-0.329738,-0.250526,0.254597,0.214920,0.000103,-0.000362,0.000115,-1.000000,0.038712,0.137679,0.300277,0.215462,0.140759,0.428287,0.168480,0.141111,0.560758,-0.122420,0.143015,0.486948,-0.123350,0.141692,0.557672,0.231181,0.122005,0.562594,0.039173,0.125691,0.298967,-0.220289,0.274028,0.200839,0.038849,0.128085,0.223167,0.039048,0.124344,0.380469,-0.107455,0.133806,0.377974,0.195948,0.127569,0.218633,0.197564,0.130257,0.380856,0.197802,0.129567,0.298232,-0.107967,0.132072,0.298629,-0.107740,0.138739,0.226068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041470,0.253633,-0.003377,-0.117930,0.174994,0.137656,-0.086045,0.248044,0.001544,-0.055650,0.167395,0.163463,-0.079714,0.211347,0.149154,-0.292546,0.423926,0.164027,-0.340100,0.421679,0.170426,-0.351133,0.355547,0.183843,-0.386796,0.328836,0.228132,-0.443401,0.326368,0.195569
341,1.420833,-0.856018,0.037512,-0.037011,-0.514253,-0.091880,0.138343,0.231367,-0.863506,-0.374144,0.074796,-0.329818,-0.250155,0.254549,0.214896,0.000422,-0.000396,0.000167,-1.000000,0.038664,0.137519,0.300310,0.215359,0.140649,0.428334,0.168458,0.141109,0.560784,-0.122441,0.143015,0.486982,-0.123359,0.141690,0.557697,0.231170,0.122000,0.562614,0.039163,0.125637,0.299005,-0.219960,0.273881,0.200787,0.038825,0.127992,0.223184,0.039044,0.124315,0.380486,-0.107470,0.133803,0.377996,0.195918,0.127562,0.218658,0.197546,0.130255,0.380872,0.197775,0.129570,0.298255,-0.107983,0.132069,0.298663,-0.107753,0.138676,0.226080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040298,0.252750,-0.003578,-0.117499,0.174830,0.137464,-0.084951,0.247441,0.001349,-0.055315,0.166997,0.163459,-0.079136,0.211065,0.148998,-0.292145,0.423873,0.163948,-0.339678,0.421603,0.170335,-0.350722,0.355525,0.183815,-0.386404,0.328828,0.228164,-0.442999,0.326402,0.195592
342,1.425000,-0.855233,0.041101,-0.035924,-0.515360,-0.091852,0.138369,0.231388,-0.863546,-0.373995,0.075208,-0.329788,-0.249798,0.254513,0.214804,0.000545,-0.000471,0.000113,-1.000000,0.038646,0.137472,0.300315,0.215338,0.140635,0.428352,0.168461,0.141102,0.560795,-0.122449,0.143016,0.487001,-0.123352,0.141679,0.557716,0.231260,0.122081,0.562547,0.039156,0.125563,0.299021,-0.219626,0.273739,0.200704,0.038826,0.127884,0.223202,0.039044,0.124277,0.380503,-0.107470,0.133812,0.378003,0.195903,0.127568,0.218675,0.197532,0.130239,0.380878,0.197762,0.129564,0.298264,-0.107994,0.132066,0.298684,-0.107760,0.138622,0.226090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039011,0.251899,-0.003713,-0.117080,0.174858,0.137402,-0.083679,0.246822,0.001076,-0.054929,0.166583,0.163479,-0.078409,0.210761,0.148861,-0.291737,0.423836,0.163822,-0.339248,0.421569,0.170205,-0.350321,0.355558,0.183788,-0.385968,0.328845,0.228166,-0.442648,0.326483,0.195568
343,1.429167,-0.854517,0.044425,-0.035177,-0.516324,-0.091776,0.138310,0.231399,-0.863504,-0.373750,0.075792,-0.330042,-0.249466,0.254480,0.214779,0.000249,-0.000462,0.000078,-1.000000,0.038651,0.137614,0.300337,0.215400,0.140726,0.428368,0.168444,0.141094,0.560816,-0.122466,0.143011,0.487035,-0.123354,0.141682,0.557745,0.231243,0.122073,0.562559,0.039137,0.125496,0.299044,-0.219292,0.273696,0.200623,0.038807,0.127806,0.223229,0.039042,0.124249,0.380517,-0.107482,0.133817,0.378028,0.195875,0.127563,0.218701,0.197508,0.130240,0.380896,0.197734,0.129546,0.298295,-0.108012,0.132072,0.298715,-0.107788,0.138558,0.226095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037665,0.250937,-0.003834,-0.116544,0.174710,0.137248,-0.082444,0.246285,0.000897,-0.054550,0.166157,0.163522,-0.077666,0.210476,0.148767,-0.291325,0.423771,0.163664,-0.338846,0.421455,0.170061,-0.349956,0.355572,0.183752,-0.385542,0.328918,0.228179,-0.442271,0.326594,0.195559
344,1.433333,-0.853747,0.047544,-0.035083,-0.517324,-0.091704,0.138314,0.231392,-0.863337,-0.373573,0.076174,-0.330590,-0.249100,0.254503,0.214824,0.000494,-0.000418,0.000167,-1.000000,0.038641,0.137470,0.300367,0.215329,0.140616,0.428399,0.168450,0.141093,0.560828,-0.122461,0.142994,0.487048,-0.123339,0.141674,0.557753,0.231142,0.121992,0.562661,0.039154,0.125450,0.299047,-0.218971,0.273654,0.200508,0.038810,0.127731,0.223251,0.039057,0.124226,0.380522,-0.107455,0.133805,0.378038,0.195875,0.127556,0.218711,0.197512,0.130231,0.380904,0.197738,0.129557,0.298305,-0.108004,0.132063,0.298731,-0.107778,0.138528,0.226109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036275,0.250122,-0.003932,-0.115952,0.174691,0.137043,-0.081069,0.245670,0.000680,-0.054120,0.165777,0.163568,-0.076960,0.210195,0.148672,-0.290926,0.423730,0.163481,-0.338459,0.421524,0.169902,-0.349557,0.355593,0.183676,-0.385136,0.328997,0.228160,-0.441882,0.326675,0.195517
345,1.437500,-0.852880,0.050253,-0.036228,-0.518418,-0.091790,0.138398,0.231389,-0.863120,-0.373438,0.076687,-0.331191,-0.248733,0.254528,0.214866,0.000652,-0.000493,0.000116,-1.000000,0.038638,0.137397,0.300373,0.215335,0.140589,0.428417,0.168460,0.141081,0.560845,-0.122454,0.142975,0.487073,-0.123323,0.141668,0.557770,0.231250,0.122060,0.562587,0.039156,0.125417,0.299065,-0.218631,0.273595,0.200370,0.038818,0.127700,0.223266,0.039059,0.124195,0.380539,-0.107453,0.133788,0.378055,0.195879,0.127540,0.218732,0.197510,0.130226,0.380922,0.197746,0.129521,0.298319,-0.108011,0.132046,0.298748,-0.107772,0.138480,0.226117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034865,0.249374,-0.003939,-0.115476,0.174628,0.136842,-0.079667,0.245091,0.000418,-0.053762,0.165541,0.163670,-0.076407,0.209984,0.148531,-0.290530,0.423691,0.163272,-0.338046,0.421465,0.169714,-0.349142,0.355593,0.183590,-0.384754,0.329090,0.228125,-0.441518,0.326721,0.195540
346,1.441667,-0.852183,0.052741,-0.037324,-0.519239,-0.091762,0.138406,0.231354,-0.862985,-0.373448,0.077282,-0.331394,-0.248337,0.254507,0.214752,0.000220,-0.000409,0.000121,-1.000000,0.038690,0.137574,0.300390,0.215433,0.140676,0.428410,0.168479,0.141064,0.560856,-0.122435,0.142962,0.487078,-0.123299,0.141642,0.557787,0.231170,0.121965,0.562676,0.039178,0.125401,0.299077,-0.218265,0.273533,0.200190,0.038837,0.127700,0.223278,0.039077,0.124197,0.380548,-0.107413,0.133773,0.378067,0.195902,0.127529,0.218740,0.197545,0.130209,0.380939,0.197778,0.129509,0.298331,-0.107988,0.132021,0.298754,-0.107752,0.138449,0.226127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033421,0.248740,-0.003945,-0.114950,0.174507,0.136621,-0.078294,0.244550,0.000229,-0.053356,0.165290,0.163743,-0.075738,0.209783,0.148425,-0.290154,0.423600,0.163069,-0.337656,0.421448,0.169526,-0.348777,0.355576,0.183476,-0.384308,0.329141,0.228047,-0.441124,0.326708,0.195551
347,1.445833,-0.851784,0.056030,-0.037127,-0.519564,-0.091737,0.138345,0.231337,-0.862910,-0.373388,0.077933,-0.331503,-0.247991,0.254447,0.214618,0.000519,-0.000430,0.000166,-1.000000,0.038667,0.137411,0.300417,0.215363,0.140564,0.428457,0.168478,0.141049,0.560876,-0.122433,0.142942,0.487106,-0.123303,0.141632,0.557804,0.231172,0.121948,0.562694,0.039184,0.125407,0.299115,-0.217920,0.273484,0.200003,0.038836,0.127703,0.223296,0.039080,0.124182,0.380570,-0.107412,0.133735,0.378090,0.195908,0.127507,0.218763,0.197547,0.130183,0.380960,0.197783,0.129482,0.298358,-0.107981,0.132001,0.298778,-0.107748,0.138447,0.226149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032035,0.248122,-0.003857,-0.114419,0.174517,0.136490,-0.076927,0.244284,0.000205,-0.052938,0.164988,0.163827,-0.075065,0.209539,0.148398,-0.289783,0.423515,0.162862,-0.337313,0.421550,0.169428,-0.348419,0.355542,0.183357,-0.383927,0.329164,0.227983,-0.440737,0.326718,0.195578
348,1.450000,-0.851339,0.060185,-0.035519,-0.519941,-0.091690,0.138506,0.231420,-0.862922,-0.373371,0.078669,-0.331318,-0.247654,0.254372,0.214375,0.000508,-0.000408,0.000176,-1.000000,0.038688,0.137396,0.300429,0.215377,0.140543,0.428465,0.168486,0.141029,0.560910,-0.122412,0.142924,0.487105,-0.123297,0.141615,0.557812,0.231179,0.121921,0.562709,0.039209,0.125397,0.299126,-0.217568,0.273439,0.199812,0.038857,0.127693,0.223316,0.039091,0.124169,0.380584,-0.107408,0.133732,0.378098,0.195930,0.127491,0.218776,0.197562,0.130164,0.380976,0.197802,0.129469,0.298371,-0.107968,0.131974,0.298785,-0.107737,0.138456,0.226166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030648,0.247681,-0.003736,-0.113947,0.174863,0.136573,-0.075567,0.244096,0.000211,-0.052514,0.164717,0.163941,-0.074276,0.209496,0.148448,-0.289403,0.423482,0.162626,-0.336911,0.421546,0.169286,-0.348059,0.355505,0.183232,-0.383533,0.329160,0.227921,-0.440405,0.326746,0.195588
349,1.454167,-0.851013,0.063748,-0.034383,-0.520126,-0.091633,0.138572,0.231523,-0.862931,-0.373243,0.079607,-0.331214,-0.247341,0.254238,0.214134,0.000456,-0.000399,0.000184,-1.000000,0.038694,0.137410,0.300433,0.215381,0.140540,0.428470,0.168490,0.141011,0.560917,-0.122405,0.142925,0.487099,-0.123315,0.141604,0.557821,0.231191,0.121907,0.562716,0.039209,0.125365,0.299129,-0.217181,0.273379,0.199576,0.038863,0.127661,0.223323,0.039076,0.124139,0.380604,-0.107424,0.133709,0.378107,0.195941,0.127461,0.218778,0.197567,0.130148,0.380977,0.197808,0.129456,0.298383,-0.107961,0.131957,0.298781,-0.107722,0.138521,0.226189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029362,0.247214,-0.003570,-0.113523,0.175012,0.136655,-0.074324,0.244002,0.000355,-0.052119,0.164513,0.164083,-0.073541,0.209424,0.148534,-0.288984,0.423374,0.162350,-0.336556,0.421388,0.169094,-0.347714,0.355463,0.183094,-0.383129,0.329148,0.227862,-0.440107,0.326732,0.195636
350,1.458333,-0.850981,0.066855,-0.033784,-0.519828,-0.091575,0.138619,0.231576,-0.862945,-0.373295,0.080426,-0.330919,-0.246974,0.254151,0.213821,0.000477,-0.000394,0.000158,-1.000000,0.038699,0.137392,0.300403,0.215391,0.140537,0.428442,0.168483,0.141004,0.560881,-0.122395,0.142903,0.487069,-0.123319,0.141591,0.557792,0.231198,0.121913,0.562689,0.039227,0.125339,0.299094,-0.216778,0.273290,0.199300,0.038882,0.127628,0.223304,0.039072,0.124120,0.380589,-0.107424,0.133695,0.378085,0.195963,0.127464,0.218750,0.197583,0.130145,0.380956,0.197817,0.129446,0.298353,-0.107944,0.131953,0.298754,-0.107692,0.138589,0.226167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028143,0.247057,-0.003316,-0.113024,0.175214,0.136726,-0.073103,0.244161,0.000508,-0.051784,0.164377,0.164263,-0.072874,0.209440,0.148672,-0.288610,0.423312,0.162085,-0.336175,0.421257,0.168884,-0.347338,0.355423,0.182947,-0.382690,0.329130,0.227770,-0.439771,0.326732,0.195642
351,1.462500,-0.851111,0.069022,-0.034045,-0.519314,-0.091513,0.138628,0.231668,-0.862935,-0.373453,0.081354,-0.330541,-0.246608,0.254041,0.213480,0.000454,-0.000379,0.000183,-1.000000,0.038700,0.137407,0.300367,0.215393,0.140540,0.428406,0.168479,0.141010,0.560847,-0.122402,0.142915,0.487025,-0.123337,0.141604,0.557758,0.231194,0.121897,0.562666,0.039232,0.125332,0.299055,-0.216386,0.273164,0.198995,0.038880,0.127606,0.223270,0.039055,0.124117,0.380566,-0.107446,0.133706,0.378065,0.195954,0.127463,0.218719,0.197575,0.130157,0.380936,0.197821,0.129450,0.298324,-0.107939,0.131952,0.298710,-0.107689,0.138673,0.226149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027068,0.247117,-0.002903,-0.112532,0.175406,0.136814,-0.072056,0.244345,0.000798,-0.051475,0.164301,0.164472,-0.072358,0.209520,0.148857,-0.288253,0.423246,0.161827,-0.335786,0.421130,0.168724,-0.346990,0.355336,0.182782,-0.382308,0.329083,0.227682,-0.439389,0.326687,0.195713
352,1.466667,-0.851420,0.070962,-0.034634,-0.518507,-0.091519,0.138629,0.231764,-0.862847,-0.373699,0.082224,-0.330276,-0.246175,0.253962,0.213162,0.000505,-0.000388,0.000162,-1.000000,0.038700,0.137407,0.300322,0.215393,0.140559,0.428357,0.168481,0.141035,0.560803,-0.122393,0.142929,0.486978,-0.123332,0.141623,0.557719,0.231204,0.121938,0.562616,0.039234,0.125335,0.299005,-0.216165,0.273490,0.198741,0.038891,0.127625,0.223216,0.039059,0.124133,0.380528,-0.107449,0.133719,0.378026,0.195966,0.127483,0.218667,0.197578,0.130162,0.380895,0.197825,0.129466,0.298281,-0.107940,0.131964,0.298658,-0.107679,0.138765,0.226119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026049,0.247336,-0.002447,-0.112168,0.175569,0.136929,-0.071072,0.244739,0.001150,-0.051218,0.164336,0.164744,-0.071905,0.209632,0.149131,-0.287872,0.423172,0.161549,-0.335418,0.421076,0.168556,-0.346607,0.355273,0.182625,-0.381877,0.329022,0.227587,-0.438939,0.326622,0.195763
353,1.470833,-0.851879,0.072387,-0.035641,-0.517487,-0.091552,0.138610,0.231910,-0.862712,-0.373899,0.082936,-0.330226,-0.245756,0.253886,0.212943,0.000547,-0.000447,0.000123,-1.000000,0.038688,0.137404,0.300277,0.215393,0.140571,0.428319,0.168481,0.141026,0.560765,-0.122398,0.142937,0.486949,-0.123345,0.141633,0.557685,0.231289,0.122010,0.562508,0.039233,0.125363,0.298971,-0.215748,0.273427,0.198515,0.038882,0.127660,0.223178,0.039054,0.124144,0.380499,-0.107461,0.133727,0.377998,0.195965,0.127474,0.218628,0.197569,0.130170,0.380867,0.197827,0.129469,0.298245,-0.107951,0.131957,0.298617,-0.107683,0.138824,0.226122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025167,0.247739,-0.001827,-0.111860,0.175751,0.137097,-0.070220,0.245194,0.001600,-0.051002,0.164398,0.165084,-0.071549,0.209811,0.149456,-0.287528,0.423061,0.161322,-0.335068,0.420929,0.168382,-0.346237,0.355174,0.182484,-0.381416,0.328981,0.227520,-0.438556,0.326534,0.195786
354,1.475000,-0.852491,0.073839,-0.036190,-0.516233,-0.091593,0.138664,0.232099,-0.862634,-0.374042,0.083672,-0.330083,-0.245333,0.253735,0.212689,0.000550,-0.000443,0.000114,-1.000000,0.038694,0.137399,0.300246,0.215399,0.140568,0.428286,0.168484,0.141023,0.560738,-0.122399,0.142933,0.486917,-0.123338,0.141622,0.557652,0.231296,0.122011,0.562481,0.039232,0.125407,0.298946,-0.215354,0.273348,0.198271,0.038895,0.127714,0.223131,0.039062,0.124154,0.380469,-0.107446,0.133711,0.377969,0.195967,0.127474,0.218599,0.197574,0.130168,0.380845,0.197827,0.129473,0.298215,-0.107930,0.131964,0.298589,-0.107674,0.138910,0.226097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024428,0.248354,-0.001155,-0.111602,0.176134,0.137356,-0.069467,0.245827,0.002166,-0.050809,0.164558,0.165457,-0.071268,0.210046,0.149846,-0.287175,0.422885,0.161091,-0.334684,0.420694,0.168189,-0.345838,0.355016,0.182350,-0.380925,0.328879,0.227440,-0.438162,0.326422,0.195781
