Format Version,1.23,Take Name,cap_085,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.14.08.481 PM,Total Frames in Take,2068,Total Exported Frames,2068,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4455,Unlabeled 4455,Unlabeled 4455,Unlabeled 4456,Unlabeled 4456,Unlabeled 4456,Unlabeled 4457,Unlabeled 4457,Unlabeled 4457,Unlabeled 4458,Unlabeled 4458,Unlabeled 4458,Unlabeled 4459,Unlabeled 4459,Unlabeled 4459,Unlabeled 4460,Unlabeled 4460,Unlabeled 4460,Unlabeled 4461,Unlabeled 4461,Unlabeled 4461,Unlabeled 4462,Unlabeled 4462,Unlabeled 4462,Unlabeled 4463,Unlabeled 4463,Unlabeled 4463,Unlabeled 4464,Unlabeled 4464,Unlabeled 4464,Unlabeled 4465,Unlabeled 4465,Unlabeled 4465,Unlabeled 4466,Unlabeled 4466,Unlabeled 4466,Unlabeled 4467,Unlabeled 4467,Unlabeled 4467,Unlabeled 4468,Unlabeled 4468,Unlabeled 4468,Unlabeled 4469,Unlabeled 4469,Unlabeled 4469,Unlabeled 4470,Unlabeled 4470,Unlabeled 4470,Unlabeled 4471,Unlabeled 4471,Unlabeled 4471,Unlabeled 4472,Unlabeled 4472,Unlabeled 4472,Unlabeled 4474,Unlabeled 4474,Unlabeled 4474,Unlabeled 4475,Unlabeled 4475,Unlabeled 4475,Unlabeled 4476,Unlabeled 4476,Unlabeled 4476,Unlabeled 4477,Unlabeled 4477,Unlabeled 4477,Unlabeled 4478,Unlabeled 4478,Unlabeled 4478,Unlabeled 4479,Unlabeled 4479,Unlabeled 4479,Unlabeled 4480,Unlabeled 4480,Unlabeled 4480,Unlabeled 4481,Unlabeled 4481,Unlabeled 4481,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E7BB0","E7BB0","E7BB0","E7C60","E7C60","E7C60","E7CE0","E7CE0","E7CE0","E7CF0","E7CF0","E7CF0","E7B40","E7B40","E7B40","E7C70","E7C70","E7C70","E7C80","E7C80","E7C80","E7C90","E7C90","E7C90","E8000","E8000","E8000","E8080","E8080","E8080","E80A0","E80A0","E80A0","E80B0","E80B0","E80B0","E80D0","E80D0","E80D0","E8100","E8100","E8100","E8130","E8130","E8130","E8150","E8150","E8150","E8170","E8170","E8170","E8190","E8190","E8190","E8180","E8180","E8180","E81A0","E81A0","E81A0","E81C0","E81C0","E81C0","E81E0","E81E0","E81E0","E8200","E8200","E8200","E8210","E8210","E8210","E8230","E8230","E8230","E8240","E8240","E8240","E8250","E8250","E8250","E81F0","E81F0","E81F0","E8270","E8270","E8270","E8260","E8260","E8260","E8280","E8280","E8280","E8160","E8160","E8160","E8060","E8060","E8060","E8140","E8140","E8140","E7F10","E7F10","E7F10","E7BF0","E7BF0","E7BF0","E7CD0","E7CD0","E7CD0","E7D00","E7D00","E7D00","E7D10","E7D10","E7D10","E7D20","E7D20","E7D20","E7D30","E7D30","E7D30"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.837031,0.094740,-0.007713,-0.538835,-0.085273,0.309304,-0.005171,-0.809151,-0.206769,0.252680,-0.488544,-0.326440,0.333151,0.091141,-0.000256,-0.001200,0.000200,-0.999999,0.038295,0.138043,0.300698,0.215439,0.140957,0.428325,0.168488,0.141267,0.560855,-0.122353,0.143401,0.487004,-0.123641,0.141712,0.559423,0.231199,0.122207,0.562663,0.039118,0.124369,0.299093,0.038912,0.123978,0.380584,0.038800,0.125672,0.223235,-0.107963,0.133401,0.225691,-0.299145,0.332270,0.074742,0.195789,0.128465,0.218836,-0.107934,0.133043,0.298678,-0.107612,0.133056,0.378024,0.197542,0.130816,0.380944,0.197712,0.129655,0.298327,-0.079025,0.307826,-0.017835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017998,0.402836,-0.245373,-0.105658,0.343559,-0.100900,-0.062931,0.403598,-0.240955,-0.044801,0.329101,-0.074196,-0.062784,0.374962,-0.091184,-0.320786,0.466340,-0.032747,-0.366969,0.480168,-0.025720,-0.395140,0.438722,0.017291,-0.429485,0.447871,0.069205,-0.488736,0.451428,0.041450
1,0.004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.008333,-0.837169,0.093903,-0.008333,-0.538759,-0.085211,0.309309,-0.005059,-0.809178,-0.206572,0.252593,-0.488627,-0.326629,0.333080,0.091170,-0.000322,-0.001205,0.000202,-0.999999,0.038322,0.138074,0.300691,0.215485,0.140972,0.428316,0.168522,0.141264,0.560841,-0.122339,0.143404,0.487004,-0.123628,0.141712,0.559426,0.231238,0.122199,0.562651,0.039156,0.124371,0.299079,0.038944,0.123971,0.380569,0.038830,0.125676,0.223222,-0.107939,0.133421,0.225699,-0.299296,0.332180,0.074739,0.195823,0.128467,0.218817,-0.107913,0.133046,0.298661,-0.107592,0.133075,0.378035,0.197574,0.130817,0.380934,0.197752,0.129658,0.298315,-0.078991,0.307893,-0.017735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018103,0.402995,-0.245242,-0.105642,0.343496,-0.100817,-0.063036,0.403702,-0.240811,-0.044804,0.329213,-0.074076,-0.062814,0.375057,-0.091038,-0.320862,0.466213,-0.032695,-0.367130,0.480110,-0.025756,-0.395311,0.438673,0.017241,-0.429638,0.447821,0.069164,-0.488865,0.451368,0.041420
3,0.012500,-0.837072,0.093719,-0.008305,-0.538941,-0.085198,0.309379,-0.004920,-0.809200,-0.206520,0.252589,-0.488613,-0.326724,0.333040,0.091150,-0.000268,-0.001209,0.000197,-0.999999,0.038322,0.138048,0.300690,0.215488,0.140961,0.428312,0.168524,0.141263,0.560839,-0.122334,0.143396,0.487008,-0.123628,0.141715,0.559422,0.231233,0.122208,0.562650,0.039153,0.124360,0.299072,0.038948,0.123963,0.380563,0.038830,0.125663,0.223218,-0.107939,0.133422,0.225700,-0.299397,0.332127,0.074724,0.195819,0.128458,0.218815,-0.107915,0.133045,0.298659,-0.107592,0.133072,0.378033,0.197589,0.130814,0.380930,0.197756,0.129654,0.298309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018167,0.403047,-0.245181,-0.105677,0.343575,-0.100711,-0.063122,0.403565,-0.240559,-0.044820,0.329276,-0.074015,-0.062831,0.375089,-0.090988,-0.320928,0.466179,-0.032729,-0.367195,0.480077,-0.025779,-0.395385,0.438643,0.017236,-0.429733,0.447783,0.069145,-0.488953,0.451349,0.041394
4,0.016667,-0.837062,0.093539,-0.008398,-0.538988,-0.085209,0.309420,-0.004863,-0.809243,-0.206592,0.252568,-0.488524,-0.326803,0.332999,0.091087,-0.000230,-0.001200,0.000223,-0.999999,0.038306,0.138040,0.300683,0.215473,0.140952,0.428307,0.168503,0.141257,0.560833,-0.122351,0.143415,0.486998,-0.123652,0.141730,0.559419,0.231213,0.122221,0.562645,0.039137,0.124358,0.299069,0.038919,0.123958,0.380560,0.038815,0.125662,0.223213,-0.107960,0.133423,0.225702,-0.299504,0.332085,0.074706,0.195803,0.128444,0.218808,-0.107921,0.133047,0.298650,-0.107614,0.133066,0.378025,0.197562,0.130809,0.380932,0.197734,0.129641,0.298303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018222,0.403081,-0.245143,-0.105695,0.343594,-0.100649,-0.063183,0.403604,-0.240514,-0.044846,0.329333,-0.073955,-0.062880,0.375119,-0.090945,-0.321005,0.466191,-0.032799,-0.367281,0.480045,-0.025793,-0.395484,0.438600,0.017221,-0.429843,0.447738,0.069118,-0.489046,0.451315,0.041366
5,0.020833,-0.837027,0.093333,-0.008552,-0.539075,-0.085206,0.309477,-0.004819,-0.809311,-0.206647,0.252590,-0.488376,-0.326887,0.332948,0.090979,-0.000257,-0.001201,0.000249,-0.999999,0.038296,0.138061,0.300664,0.215456,0.140958,0.428282,0.168497,0.141261,0.560817,-0.122360,0.143431,0.486976,-0.123657,0.141750,0.559393,0.231201,0.122211,0.562634,0.039124,0.124352,0.299048,0.038917,0.123967,0.380539,0.038805,0.125665,0.223187,-0.107970,0.133429,0.225668,-0.299605,0.332043,0.074675,0.195802,0.128458,0.218796,-0.107942,0.133039,0.298630,-0.107617,0.133096,0.377995,0.197555,0.130818,0.380907,0.197718,0.129641,0.298281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018259,0.403123,-0.245116,-0.105695,0.343620,-0.100603,-0.063225,0.403620,-0.240496,-0.044862,0.329393,-0.073915,-0.062911,0.375168,-0.090920,-0.321089,0.466208,-0.032922,-0.367347,0.480015,-0.025820,-0.395573,0.438560,0.017188,-0.429949,0.447697,0.069067,-0.489140,0.451292,0.041308
