Format Version,1.23,Take Name,cap_009,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.16.52.674 PM,Total Frames in Take,2799,Total Exported Frames,2799,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
49,0.204167,-0.939280,0.143729,-0.065738,-0.304587,-0.059036,0.194926,0.178509,-0.863050,-0.320298,-0.110028,-0.374763,-0.282763,0.301406,0.180418,-0.000157,-0.000010,-0.000130,-1.000000,0.038824,0.138012,0.300293,0.215567,0.141114,0.428348,0.168517,0.141537,0.560988,-0.122317,0.143141,0.487035,-0.123862,0.141819,0.557429,0.231237,0.122151,0.562662,-0.249494,0.323252,0.181062,0.197772,0.130612,0.380964,0.039225,0.125301,0.223154,0.039351,0.124175,0.299214,0.039140,0.123884,0.380672,-0.107448,0.133635,0.378027,-0.107786,0.131697,0.225713,-0.107810,0.132054,0.298753,0.197919,0.128944,0.298382,0.196038,0.127431,0.218796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046675,0.388041,0.028489,-0.062807,0.270982,0.108462,0.001734,0.389136,0.024816,-0.007862,0.243362,0.136128,-0.024342,0.292752,0.139934,-0.309532,0.472408,0.124886,-0.354171,0.465550,0.110923,-0.368351,0.401372,0.118013,-0.417223,0.371160,0.143886,-0.456954,0.369383,0.092204
50,0.208333,-0.939245,0.143593,-0.065763,-0.304755,-0.059176,0.194795,0.178594,-0.863059,-0.320167,-0.110087,-0.374838,-0.282802,0.301359,0.180437,-0.000259,-0.000015,-0.000145,-1.000000,0.038825,0.138060,0.300293,0.215584,0.141145,0.428318,0.168517,0.141529,0.560996,-0.122314,0.143143,0.487038,-0.123865,0.141814,0.557436,0.231236,0.122152,0.562670,-0.249515,0.323190,0.181059,0.197770,0.130605,0.380973,0.039220,0.125297,0.223152,0.039345,0.124165,0.299217,0.039138,0.123887,0.380683,-0.107441,0.133638,0.378044,-0.107785,0.131691,0.225727,-0.107820,0.132051,0.298769,0.197924,0.128944,0.298390,0.196036,0.127455,0.218810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046461,0.387823,0.028493,-0.062961,0.270816,0.108489,0.001533,0.388997,0.024852,-0.008007,0.243249,0.136195,-0.024511,0.292626,0.139986,-0.309519,0.472359,0.124889,-0.354166,0.465524,0.110912,-0.368346,0.401335,0.118007,-0.417239,0.371138,0.143872,-0.456964,0.369366,0.092171
51,0.212500,-0.939233,0.143386,-0.065980,-0.304841,-0.059289,0.194671,0.178648,-0.863135,-0.320055,-0.110035,-0.374774,-0.282806,0.301294,0.180385,-0.000241,-0.000021,-0.000131,-1.000000,0.038837,0.138053,0.300281,0.215600,0.141135,0.428308,0.168535,0.141534,0.560972,-0.122301,0.143152,0.487029,-0.123852,0.141815,0.557428,0.231251,0.122146,0.562662,-0.249515,0.323136,0.181032,0.197781,0.130612,0.380952,0.039236,0.125293,0.223130,0.039362,0.124166,0.299203,0.039150,0.123878,0.380672,-0.107439,0.133652,0.378037,-0.107778,0.131684,0.225707,-0.107806,0.132049,0.298759,0.197931,0.128954,0.298379,0.196048,0.127466,0.218796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046295,0.387727,0.028515,-0.063093,0.270672,0.108514,0.001356,0.388861,0.024875,-0.008149,0.243136,0.136264,-0.024649,0.292505,0.140022,-0.309486,0.472317,0.124851,-0.354128,0.465474,0.110906,-0.368329,0.401307,0.117983,-0.417224,0.371117,0.143844,-0.456959,0.369365,0.092129
52,0.216667,-0.939207,0.143267,-0.066129,-0.304947,-0.059443,0.194556,0.178708,-0.863189,-0.319951,-0.109980,-0.374753,-0.282823,0.301243,0.180343,-0.000207,-0.000087,-0.000175,-1.000000,0.038815,0.138049,0.300256,0.215598,0.141143,0.428287,0.168534,0.141544,0.560967,-0.122306,0.143156,0.487019,-0.123852,0.141810,0.557421,0.231291,0.122201,0.562555,-0.249529,0.323095,0.181014,0.197786,0.130617,0.380938,0.039236,0.125295,0.223114,0.039355,0.124172,0.299190,0.039156,0.123893,0.380657,-0.107442,0.133642,0.378026,-0.107787,0.131685,0.225684,-0.107813,0.132041,0.298747,0.197924,0.128962,0.298367,0.196036,0.127463,0.218787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046117,0.387620,0.028528,-0.063235,0.270537,0.108542,0.001166,0.388724,0.024887,-0.008342,0.243007,0.136332,-0.024813,0.292389,0.140075,-0.309454,0.472279,0.124814,-0.354108,0.465446,0.110883,-0.368322,0.401283,0.117954,-0.417229,0.371096,0.143816,-0.456966,0.369360,0.092091
53,0.220833,-0.939197,0.143111,-0.066315,-0.305009,-0.059585,0.194428,0.178746,-0.863237,-0.319831,-0.109889,-0.374772,-0.282821,0.301192,0.180312,-0.000178,-0.000095,-0.000167,-1.000000,0.038810,0.138044,0.300242,0.215596,0.141140,0.428272,0.168536,0.141557,0.560942,-0.122312,0.143170,0.487013,-0.123847,0.141815,0.557404,0.231283,0.122205,0.562544,-0.249531,0.323059,0.180981,0.197782,0.130619,0.380913,0.039237,0.125298,0.223096,0.039355,0.124176,0.299174,0.039150,0.123910,0.380643,-0.107454,0.133678,0.378019,-0.107765,0.131679,0.225680,-0.107809,0.132063,0.298733,0.197924,0.128978,0.298354,0.196035,0.127484,0.218778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045948,0.387532,0.028548,-0.063388,0.270397,0.108567,0.000977,0.388574,0.024896,-0.008511,0.242891,0.136378,-0.024974,0.292251,0.140109,-0.309410,0.472232,0.124779,-0.354057,0.465408,0.110855,-0.368299,0.401267,0.117924,-0.417201,0.371087,0.143798,-0.456945,0.369364,0.092064
54,0.225000,-0.939191,0.142907,-0.066560,-0.305070,-0.059736,0.194285,0.178796,-0.863268,-0.319735,-0.109786,-0.374814,-0.282828,0.301149,0.180300,-0.000209,-0.000086,-0.000173,-1.000000,0.038800,0.138058,0.300247,0.215582,0.141152,0.428277,0.168528,0.141557,0.560952,-0.122328,0.143167,0.487017,-0.123856,0.141816,0.557404,0.231262,0.122205,0.562554,-0.249545,0.323024,0.180954,0.197776,0.130617,0.380924,0.038978,0.125308,0.223298,0.039348,0.124173,0.299175,0.039138,0.123905,0.380640,-0.107467,0.133663,0.378026,-0.107773,0.131676,0.225684,-0.107814,0.132054,0.298735,0.197896,0.128977,0.298360,0.196017,0.127482,0.218788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045752,0.387418,0.028593,-0.063555,0.270242,0.108608,0.000769,0.388425,0.024914,-0.008672,0.242770,0.136426,-0.025172,0.292104,0.140154,-0.309373,0.472181,0.124749,-0.354025,0.465383,0.110837,-0.368287,0.401252,0.117914,-0.417193,0.371077,0.143786,-0.456939,0.369351,0.092062
55,0.229167,-0.939192,0.142752,-0.066703,-0.305108,-0.059875,0.194156,0.178841,-0.863317,-0.319667,-0.109649,-0.374799,-0.282811,0.301113,0.180264,-0.000186,-0.000082,-0.000170,-1.000000,0.038807,0.138040,0.300251,0.215590,0.141138,0.428286,0.168540,0.141543,0.560958,-0.122329,0.143156,0.487025,-0.123852,0.141812,0.557400,0.231266,0.122201,0.562557,-0.249533,0.322984,0.180920,0.197775,0.130607,0.380918,0.038982,0.125288,0.223300,0.039346,0.124167,0.299175,0.039143,0.123905,0.380648,-0.107467,0.133664,0.378027,-0.107761,0.131670,0.225685,-0.107803,0.132064,0.298739,0.197897,0.128971,0.298369,0.196012,0.127477,0.218790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045567,0.387312,0.028630,-0.063702,0.270103,0.108641,0.000577,0.388290,0.024947,-0.008834,0.242663,0.136468,-0.025336,0.291983,0.140194,-0.309328,0.472146,0.124722,-0.353980,0.465372,0.110805,-0.368265,0.401231,0.117898,-0.417160,0.371071,0.143777,-0.456924,0.369360,0.092061
56,0.233333,-0.939216,0.142507,-0.067073,-0.305067,-0.060035,0.194020,0.178883,-0.863363,-0.319644,-0.109504,-0.374754,-0.282803,0.301091,0.180217,-0.000214,-0.000021,-0.000143,-1.000000,0.038816,0.138053,0.300269,0.215585,0.141148,0.428289,0.168525,0.141553,0.560959,-0.122335,0.143156,0.487029,-0.123861,0.141825,0.557404,0.231213,0.122162,0.562659,-0.249529,0.322960,0.180879,0.197769,0.130618,0.380930,0.038983,0.125286,0.223298,0.039347,0.124175,0.299181,0.039139,0.123901,0.380646,-0.107467,0.133654,0.378030,-0.107771,0.131677,0.225697,-0.107808,0.132048,0.298743,0.197894,0.128953,0.298364,0.196007,0.127456,0.218790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045312,0.387247,0.028757,-0.063858,0.269998,0.108681,0.000393,0.388163,0.024984,-0.009002,0.242539,0.136519,-0.025543,0.291874,0.140256,-0.309307,0.472124,0.124691,-0.353971,0.465364,0.110774,-0.368248,0.401228,0.117883,-0.417149,0.371069,0.143765,-0.456925,0.369378,0.092065
57,0.237500,-0.939206,0.142362,-0.067308,-0.305115,-0.060181,0.193915,0.178915,-0.863399,-0.319686,-0.109381,-0.374671,-0.282768,0.301090,0.180149,-0.000468,-0.000007,-0.000182,-1.000000,0.038835,0.138188,0.300256,0.215640,0.141243,0.428265,0.168531,0.141571,0.560946,-0.122333,0.143166,0.487020,-0.123861,0.141834,0.557395,0.231212,0.122166,0.562649,-0.249505,0.322947,0.180829,0.197769,0.130623,0.380924,0.038989,0.125305,0.223294,0.039344,0.124194,0.299172,0.039137,0.123913,0.380640,-0.107464,0.133654,0.378014,-0.107773,0.131688,0.225685,-0.107812,0.132075,0.298737,0.197900,0.128973,0.298363,0.196010,0.127463,0.218785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045141,0.387150,0.028792,-0.064021,0.269880,0.108693,0.000218,0.388052,0.025005,-0.009140,0.242446,0.136556,-0.025718,0.291782,0.140283,-0.309280,0.472135,0.124643,-0.353951,0.465375,0.110746,-0.368234,0.401224,0.117849,-0.417124,0.371081,0.143738,-0.456920,0.369381,0.092061
58,0.241667,-0.939196,0.142271,-0.067517,-0.305141,-0.060362,0.193822,0.178956,-0.863450,-0.319693,-0.109252,-0.374586,-0.282758,0.301073,0.180089,-0.000218,-0.000021,-0.000145,-1.000000,0.038809,0.138079,0.300257,0.215571,0.141176,0.428281,0.168506,0.141576,0.560950,-0.122334,0.143176,0.487007,-0.123873,0.141854,0.557401,0.231224,0.122186,0.562641,-0.249483,0.322941,0.180768,0.197753,0.130643,0.380926,0.038980,0.125311,0.223296,0.039331,0.124204,0.299179,0.039121,0.123930,0.380646,-0.107470,0.133688,0.378017,-0.107787,0.131714,0.225695,-0.107822,0.132079,0.298742,0.197899,0.128987,0.298359,0.196012,0.127479,0.218776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044958,0.387074,0.028842,-0.064231,0.269757,0.108730,0.000037,0.387958,0.025042,-0.009308,0.242360,0.136604,-0.025909,0.291713,0.140321,-0.309270,0.472127,0.124602,-0.353945,0.465358,0.110734,-0.368230,0.401234,0.117819,-0.417126,0.371087,0.143715,-0.456920,0.369385,0.092066
59,0.245833,-0.939206,0.142256,-0.067681,-0.305080,-0.060552,0.193697,0.178978,-0.863469,-0.319707,-0.109150,-0.374561,-0.282733,0.301057,0.180050,-0.000477,-0.000061,-0.000206,-1.000000,0.038816,0.138212,0.300247,0.215640,0.141262,0.428277,0.168513,0.141575,0.560962,-0.122331,0.143181,0.487013,-0.123871,0.141850,0.557413,0.231262,0.122222,0.562548,-0.249438,0.322931,0.180717,0.197760,0.130646,0.380942,0.038987,0.125313,0.223290,0.039336,0.124212,0.299186,0.039129,0.123928,0.380655,-0.107460,0.133677,0.378021,-0.107795,0.131725,0.225697,-0.107821,0.132100,0.298741,0.197902,0.128983,0.298363,0.196021,0.127491,0.218779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044790,0.386975,0.028919,-0.064415,0.269626,0.108763,-0.000131,0.387860,0.025088,-0.009495,0.242235,0.136648,-0.026092,0.291608,0.140355,-0.309247,0.472111,0.124568,-0.353926,0.465349,0.110709,-0.368210,0.401216,0.117795,-0.417106,0.371085,0.143697,-0.456906,0.369375,0.092069
60,0.250000,-0.939208,0.142277,-0.067790,-0.305041,-0.060744,0.193575,0.179008,-0.863497,-0.319759,-0.109011,-0.374492,-0.282707,0.301039,0.180004,-0.000266,-0.000012,-0.000132,-1.000000,0.038816,0.138095,0.300284,0.215575,0.141174,0.428315,0.168509,0.141566,0.560987,-0.122326,0.143177,0.487025,-0.123873,0.141850,0.557429,0.231220,0.122171,0.562658,-0.249391,0.322909,0.180666,0.197754,0.130642,0.380966,0.038989,0.125304,0.223313,0.039339,0.124196,0.299216,0.039124,0.123909,0.380673,-0.107451,0.133670,0.378032,-0.107804,0.131736,0.225722,-0.107828,0.132082,0.298769,0.197917,0.128966,0.298377,0.196023,0.127467,0.218797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044629,0.386860,0.028978,-0.064598,0.269503,0.108811,-0.000289,0.387754,0.025140,-0.009662,0.242116,0.136684,-0.026301,0.291489,0.140394,-0.309232,0.472094,0.124545,-0.353927,0.465333,0.110688,-0.368203,0.401200,0.117775,-0.417087,0.371078,0.143696,-0.456909,0.369360,0.092088
61,0.254167,-0.939220,0.142321,-0.067828,-0.304974,-0.060915,0.193459,0.179024,-0.863535,-0.319828,-0.108872,-0.374385,-0.282659,0.301017,0.179934,-0.000268,-0.000016,-0.000137,-1.000000,0.038824,0.138088,0.300294,0.215586,0.141169,0.428321,0.168519,0.141557,0.560998,-0.122314,0.143165,0.487040,-0.123869,0.141843,0.557439,0.231234,0.122165,0.562668,-0.249347,0.322892,0.180612,0.197762,0.130625,0.380980,0.039001,0.125284,0.223318,0.039347,0.124190,0.299222,0.039135,0.123902,0.380686,-0.107442,0.133646,0.378035,-0.107781,0.131725,0.225735,-0.107826,0.132080,0.298773,0.197918,0.128962,0.298385,0.196032,0.127466,0.218803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044491,0.386752,0.029029,-0.064764,0.269383,0.108833,-0.000439,0.387660,0.025194,-0.009826,0.242003,0.136712,-0.026459,0.291390,0.140426,-0.309213,0.472079,0.124510,-0.353906,0.465328,0.110651,-0.368172,0.401169,0.117752,-0.417053,0.371050,0.143688,-0.456895,0.369359,0.092088
62,0.258333,-0.939231,0.142388,-0.067883,-0.304900,-0.061112,0.193356,0.179032,-0.863557,-0.319904,-0.108739,-0.374309,-0.282624,0.301003,0.179864,-0.000202,-0.000014,-0.000141,-1.000000,0.038822,0.138056,0.300289,0.215587,0.141157,0.428320,0.168513,0.141563,0.560993,-0.122317,0.143153,0.487031,-0.123870,0.141847,0.557437,0.231230,0.122167,0.562662,-0.249320,0.322873,0.180548,0.197761,0.130634,0.380975,0.039001,0.125285,0.223318,0.039343,0.124198,0.299222,0.039134,0.123903,0.380683,-0.107448,0.133659,0.378034,-0.107784,0.131730,0.225736,-0.107817,0.132085,0.298772,0.197919,0.128957,0.298382,0.196029,0.127453,0.218807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044342,0.386665,0.029079,-0.064960,0.269288,0.108853,-0.000599,0.387567,0.025246,-0.010000,0.241906,0.136735,-0.026641,0.291290,0.140446,-0.309202,0.472060,0.124456,-0.353905,0.465322,0.110614,-0.368160,0.401156,0.117715,-0.417035,0.371036,0.143665,-0.456888,0.369341,0.092082
63,0.262500,-0.939216,0.142577,-0.067693,-0.304899,-0.061304,0.193261,0.179051,-0.863553,-0.319995,-0.108623,-0.374273,-0.282576,0.300992,0.179788,-0.000243,-0.000022,-0.000147,-1.000000,0.038824,0.138076,0.300274,0.215592,0.141171,0.428293,0.168527,0.141573,0.560973,-0.122316,0.143154,0.487021,-0.123857,0.141843,0.557422,0.231224,0.122157,0.562652,-0.249277,0.322878,0.180468,0.197771,0.130630,0.380960,0.039006,0.125285,0.223298,0.039355,0.124201,0.299197,0.039140,0.123903,0.380668,-0.107443,0.133644,0.378022,-0.107772,0.131714,0.225709,-0.107806,0.132086,0.298753,0.197913,0.128961,0.298369,0.196035,0.127457,0.218788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044177,0.386471,0.029088,-0.065123,0.269204,0.108846,-0.000727,0.387486,0.025286,-0.010160,0.241814,0.136746,-0.026804,0.291184,0.140470,-0.309189,0.472051,0.124380,-0.353889,0.465294,0.110552,-0.368138,0.401131,0.117663,-0.417000,0.371012,0.143628,-0.456866,0.369326,0.092049
64,0.266667,-0.939212,0.142743,-0.067708,-0.304828,-0.061515,0.193181,0.179049,-0.863510,-0.320060,-0.108603,-0.374323,-0.282548,0.300985,0.179748,-0.000202,-0.000078,-0.000175,-1.000000,0.038813,0.138067,0.300234,0.215595,0.141171,0.428268,0.168535,0.141569,0.560945,-0.122317,0.143158,0.486995,-0.123853,0.141845,0.557394,0.231276,0.122209,0.562539,-0.249252,0.322883,0.180387,0.197773,0.130635,0.380926,0.038997,0.125297,0.223276,0.039355,0.124201,0.299178,0.039144,0.123909,0.380642,-0.107447,0.133652,0.378004,-0.107775,0.131729,0.225685,-0.107805,0.132083,0.298734,0.197917,0.128960,0.298345,0.196030,0.127462,0.218765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044049,0.386391,0.029123,-0.065299,0.269146,0.108842,-0.000863,0.387401,0.025330,-0.010353,0.241721,0.136766,-0.026976,0.291096,0.140495,-0.309180,0.472025,0.124308,-0.353881,0.465265,0.110510,-0.368131,0.401119,0.117604,-0.416978,0.370996,0.143587,-0.456854,0.369265,0.092003
65,0.270833,-0.939225,0.142867,-0.067761,-0.304720,-0.061699,0.193077,0.179035,-0.863483,-0.320144,-0.108578,-0.374319,-0.282501,0.300963,0.179694,-0.000232,-0.000079,-0.000182,-1.000000,0.038818,0.138073,0.300216,0.215598,0.141172,0.428257,0.168541,0.141568,0.560921,-0.122315,0.143153,0.486981,-0.123845,0.141832,0.557373,0.231282,0.122198,0.562519,-0.249224,0.322863,0.180312,0.197783,0.130636,0.380906,0.039000,0.125289,0.223253,0.039366,0.124198,0.299147,0.039158,0.123912,0.380616,-0.107445,0.133643,0.377991,-0.107760,0.131700,0.225663,-0.107792,0.132079,0.298706,0.197917,0.128978,0.298337,0.196028,0.127473,0.218746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043932,0.386315,0.029166,-0.065441,0.269063,0.108832,-0.000989,0.387310,0.025369,-0.010549,0.241616,0.136787,-0.027115,0.290980,0.140511,-0.309164,0.471999,0.124234,-0.353856,0.465221,0.110470,-0.368111,0.401098,0.117557,-0.416950,0.370948,0.143546,-0.456827,0.369207,0.091955
66,0.275000,-0.939257,0.143074,-0.067768,-0.304521,-0.061924,0.192951,0.179009,-0.863488,-0.320208,-0.108534,-0.374267,-0.282477,0.300926,0.179645,-0.000193,-0.000076,-0.000185,-1.000000,0.038813,0.138052,0.300217,0.215590,0.141160,0.428250,0.168543,0.141564,0.560925,-0.122326,0.143152,0.486982,-0.123847,0.141824,0.557370,0.231270,0.122205,0.562529,-0.249212,0.322832,0.180246,0.197777,0.130617,0.380898,0.038988,0.125273,0.223258,0.039362,0.124176,0.299148,0.039153,0.123897,0.380613,-0.107460,0.133635,0.377986,-0.107763,0.131693,0.225661,-0.107794,0.132070,0.298708,0.197904,0.128958,0.298335,0.196026,0.127464,0.218746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043804,0.386230,0.029241,-0.065618,0.268966,0.108846,-0.001114,0.387222,0.025429,-0.010765,0.241479,0.136795,-0.027293,0.290859,0.140529,-0.309167,0.471966,0.124197,-0.353852,0.465178,0.110442,-0.368106,0.401053,0.117527,-0.416935,0.370903,0.143521,-0.456824,0.369160,0.091937
67,0.279167,-0.939289,0.143311,-0.067745,-0.304317,-0.062143,0.192817,0.178979,-0.863468,-0.320318,-0.108496,-0.374229,-0.282436,0.300904,0.179606,-0.000222,-0.000019,-0.000144,-1.000000,0.038828,0.138040,0.300238,0.215597,0.141139,0.428259,0.168542,0.141542,0.560924,-0.122330,0.143133,0.486998,-0.123847,0.141815,0.557372,0.231221,0.122138,0.562633,-0.249184,0.322793,0.180200,0.197778,0.130602,0.380900,0.038987,0.125258,0.223272,0.039363,0.124161,0.299151,0.039158,0.123880,0.380625,-0.107455,0.133620,0.378002,-0.107752,0.131669,0.225669,-0.107782,0.132053,0.298703,0.197902,0.128942,0.298341,0.196023,0.127432,0.218758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043696,0.386128,0.029311,-0.065772,0.268870,0.108860,-0.001232,0.387127,0.025489,-0.010974,0.241348,0.136793,-0.027469,0.290712,0.140546,-0.309175,0.471925,0.124176,-0.353851,0.465162,0.110396,-0.368092,0.401015,0.117504,-0.416908,0.370850,0.143506,-0.456817,0.369109,0.091933
68,0.283333,-0.939312,0.143547,-0.067746,-0.304136,-0.062381,0.192708,0.178972,-0.863441,-0.320457,-0.108461,-0.374183,-0.282408,0.300887,0.179576,-0.000175,-0.000025,-0.000154,-1.000000,0.038820,0.138009,0.300255,0.215589,0.141124,0.428275,0.168535,0.141538,0.560943,-0.122334,0.143114,0.487012,-0.123854,0.141807,0.557393,0.231220,0.122134,0.562642,-0.249167,0.322758,0.180160,0.197781,0.130589,0.380918,0.038989,0.125241,0.223291,0.039363,0.124158,0.299165,0.039152,0.123876,0.380637,-0.107468,0.133603,0.378018,-0.107761,0.131671,0.225687,-0.107794,0.132038,0.298720,0.197897,0.128926,0.298358,0.196014,0.127416,0.218778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043563,0.386034,0.029393,-0.065959,0.268805,0.108888,-0.001354,0.387054,0.025569,-0.011168,0.241220,0.136819,-0.027685,0.290595,0.140580,-0.309194,0.471897,0.124159,-0.353882,0.465133,0.110370,-0.368096,0.400980,0.117494,-0.416904,0.370794,0.143502,-0.456819,0.369055,0.091938
69,0.287500,-0.939358,0.143557,-0.068021,-0.303925,-0.062569,0.192599,0.178958,-0.863425,-0.320533,-0.108455,-0.374156,-0.282386,0.300856,0.179548,-0.000209,-0.000015,-0.000144,-1.000000,0.038823,0.138024,0.300262,0.215583,0.141128,0.428284,0.168542,0.141525,0.560955,-0.122336,0.143117,0.487017,-0.123852,0.141810,0.557394,0.231211,0.122132,0.562656,-0.249150,0.322737,0.180111,0.197780,0.130594,0.380920,0.038984,0.125253,0.223302,0.039365,0.124153,0.299174,0.039148,0.123875,0.380643,-0.107465,0.133619,0.378022,-0.107763,0.131672,0.225688,-0.107797,0.132026,0.298725,0.197894,0.128924,0.298365,0.196018,0.127427,0.218787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043381,0.385983,0.029543,-0.066119,0.268755,0.108889,-0.001470,0.386986,0.025648,-0.011327,0.241140,0.136838,-0.027862,0.290508,0.140615,-0.309202,0.471856,0.124142,-0.353893,0.465094,0.110340,-0.368090,0.400947,0.117477,-0.416892,0.370741,0.143484,-0.456818,0.369000,0.091928
