Format Version,1.23,Take Name,cap_009,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.16.52.674 PM,Total Frames in Take,2799,Total Exported Frames,2799,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1733,7.220833,-0.945438,-0.060383,0.051843,-0.315932,0.192037,0.133785,0.244358,-0.878953,-0.389252,-0.266863,-0.068613,-0.096160,0.216779,0.279324,-0.000533,-0.000147,0.000019,-1.000000,0.038755,0.138214,0.300316,0.215631,0.141117,0.428289,0.168565,0.141510,0.560958,-0.122483,0.143355,0.487205,-0.123875,0.141775,0.557411,0.231257,0.122138,0.562665,-0.081962,0.227063,0.287718,0.198080,0.130617,0.380971,0.042957,0.185622,0.233650,0.040575,0.153540,0.302324,0.039275,0.131784,0.380460,-0.106604,0.147353,0.380626,,,,-0.100802,0.190090,0.314352,0.198647,0.138303,0.299141,0.197846,0.160211,0.222570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093625,0.233294,0.256246,,,,,,,-0.195174,0.331752,0.347629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176462,0.339470,0.075942,0.141791,0.200479,0.182901,0.134853,0.327021,0.087861,,,,,,,-0.174062,0.372306,0.331434,,,,-0.211123,0.307526,0.278369,-0.247182,0.254761,0.276030,-0.288472,0.273493,0.228684
1734,7.225000,-0.945493,-0.059665,0.052145,-0.315853,0.191933,0.133626,0.244434,-0.878886,-0.389536,-0.266730,-0.068388,-0.096094,0.216882,0.279253,-0.000764,-0.000128,-0.000003,-1.000000,0.038764,0.138334,0.300316,0.215688,0.141196,0.428279,0.168553,0.141521,0.560966,-0.122499,0.143362,0.487212,-0.123891,0.141788,0.557412,0.231250,0.122132,0.562664,-0.081918,0.227136,0.287725,0.198058,0.130610,0.380970,0.043004,0.185602,0.233665,0.040590,0.153497,0.302321,0.039266,0.131745,0.380463,-0.106578,0.147419,0.380636,,,,-0.100747,0.190182,0.314368,0.198645,0.138113,0.299127,0.197859,0.159966,0.222549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093573,0.233313,0.256254,,,,,,,-0.195166,0.331777,0.347672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176662,0.339310,0.076062,0.141795,0.200454,0.182949,0.135021,0.326950,0.087968,,,,,,,-0.174082,0.372355,0.331414,,,,-0.211104,0.307537,0.278355,-0.247141,0.254755,0.276034,-0.288460,0.273497,0.228699
1735,7.229167,-0.945543,-0.059301,0.052059,-0.315789,0.191880,0.133466,0.244484,-0.878855,-0.389765,-0.266555,-0.068153,-0.096036,0.216953,0.279163,-0.000542,-0.000153,0.000034,-1.000000,0.038724,0.138228,0.300322,0.215600,0.141124,0.428296,0.168538,0.141524,0.560973,-0.122517,0.143365,0.487210,-0.123910,0.141793,0.557419,0.231242,0.122132,0.562658,-0.081886,0.227192,0.287724,0.198035,0.130616,0.380974,0.043057,0.185587,0.233683,0.040576,0.153427,0.302312,0.039233,0.131701,0.380472,-0.106569,0.147483,0.380653,,,,-0.100707,0.190252,0.314387,0.198625,0.137913,0.299112,0.197868,0.159778,0.222532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093505,0.233375,0.256253,,,,,,,-0.195146,0.331793,0.347727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176814,0.339181,0.076131,0.141809,0.200344,0.182980,0.135148,0.326835,0.088029,,,,,,,-0.174095,0.372396,0.331396,,,,-0.211055,0.307465,0.278316,-0.247103,0.254754,0.276034,-0.288447,0.273512,0.228719
1736,7.233333,-0.945510,-0.059278,0.052449,-0.315827,0.192040,0.133372,0.244371,-0.878814,-0.390007,-0.266420,-0.067825,-0.095961,0.217044,0.279043,-0.000502,-0.000001,-0.000208,-1.000000,0.038816,0.138173,0.300263,0.215649,0.141235,0.428280,0.168524,0.141543,0.560964,-0.122387,0.143113,0.487010,-0.123932,0.141812,0.557418,0.231230,0.122136,0.562641,-0.081838,0.227257,0.287706,0.198010,0.130627,0.380981,0.043105,0.185522,0.233677,0.040577,0.153362,0.302296,0.039213,0.131662,0.380470,-0.106550,0.147532,0.380654,,,,-0.100662,0.190339,0.314390,0.198609,0.137716,0.299071,0.197914,0.159783,0.222546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093448,0.233418,0.256228,,,,,,,-0.195132,0.331821,0.347769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176915,0.339096,0.075979,0.141937,0.200208,0.182930,0.135251,0.326754,0.087915,,,,,,,-0.174104,0.372429,0.331369,,,,-0.211016,0.307439,0.278268,-0.247044,0.254749,0.276020,-0.288423,0.273544,0.228714
1737,7.237500,-0.945556,-0.059018,0.053097,-0.315630,0.192134,0.133212,0.244240,-0.878780,-0.390150,-0.266352,-0.067721,-0.095914,0.217058,0.278980,-0.000243,-0.000088,-0.000203,-1.000000,0.038767,0.138058,0.300244,0.215575,0.141165,0.428292,0.168516,0.141550,0.560948,-0.122393,0.143114,0.487010,-0.123949,0.141818,0.557410,0.231275,0.122180,0.562531,-0.081799,0.227294,0.287702,0.197989,0.130643,0.380973,0.043133,0.185468,0.233664,0.040595,0.153312,0.302282,0.039203,0.131621,0.380470,-0.106544,0.147559,0.380645,,,,-0.100630,0.190382,0.314393,0.198607,0.137498,0.299065,0.197933,0.159749,0.222583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093377,0.233449,0.256223,,,,,,,-0.195105,0.331831,0.347817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177026,0.339017,0.075913,0.142024,0.200078,0.182900,0.135351,0.326713,0.087890,,,,,,,-0.174109,0.372454,0.331353,,,,-0.210964,0.307323,0.278214,-0.247002,0.254722,0.275995,-0.288393,0.273549,0.228699
1738,7.241667,-0.945541,-0.058844,0.053316,-0.315670,0.192203,0.133168,0.244214,-0.878731,-0.390314,-0.266336,-0.067468,-0.095852,0.217133,0.278908,-0.000230,-0.000083,-0.000200,-1.000000,0.038766,0.138061,0.300247,0.215576,0.141173,0.428293,0.168506,0.141562,0.560960,-0.122396,0.143119,0.487002,-0.123947,0.141834,0.557420,0.231274,0.122184,0.562533,-0.081764,0.227328,0.287698,0.197989,0.130651,0.380977,0.043163,0.185408,0.233660,0.040609,0.153261,0.302277,0.039197,0.131593,0.380476,-0.106530,0.147571,0.380653,,,,-0.100582,0.190397,0.314389,0.198613,0.137386,0.299059,0.197964,0.159722,0.222590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093325,0.233431,0.256217,,,,,,,-0.195084,0.331842,0.347854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177138,0.338966,0.075858,0.142103,0.200029,0.182895,0.135465,0.326685,0.087846,,,,,,,-0.174110,0.372466,0.331345,,,,-0.210946,0.307355,0.278194,-0.246956,0.254716,0.275980,-0.288360,0.273569,0.228683
1739,7.245833,-0.945362,-0.058545,0.053158,-0.316288,0.192133,0.133307,0.244446,-0.878683,-0.390375,-0.266389,-0.067522,-0.095824,0.217138,0.278950,-0.000284,-0.000022,-0.000179,-1.000000,0.038782,0.138072,0.300285,0.215573,0.141172,0.428316,0.168510,0.141563,0.560987,-0.122399,0.143114,0.487025,-0.123948,0.141819,0.557441,0.231224,0.122132,0.562651,-0.081732,0.227319,0.287723,0.197989,0.130647,0.381005,0.043169,0.185331,0.233674,0.040597,0.153183,0.302292,0.039189,0.131561,0.380502,-0.106523,0.147593,0.380683,,,,-0.100567,0.190402,0.314413,0.198597,0.137276,0.299069,0.197975,0.159708,0.222643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093288,0.233422,0.256244,,,,,,,-0.195065,0.331831,0.347867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177235,0.338891,0.075817,0.142090,0.200140,0.182990,0.135555,0.326614,0.087820,,,,,,,-0.174102,0.372466,0.331356,,,,-0.210943,0.307365,0.278221,-0.246934,0.254695,0.275989,-0.288326,0.273544,0.228690
1740,7.250000,-0.945141,-0.058055,0.053079,-0.317049,0.191986,0.133516,0.244738,-0.878628,-0.390379,-0.266559,-0.067550,-0.095794,0.217162,0.279002,-0.000269,-0.000024,-0.000168,-1.000000,0.038782,0.138061,0.300305,0.215579,0.141163,0.428334,0.168507,0.141551,0.561004,-0.122401,0.143107,0.487048,-0.123946,0.141825,0.557459,0.231225,0.122127,0.562671,-0.081701,0.227317,0.287739,0.197992,0.130634,0.381030,0.043174,0.185273,0.233685,0.040600,0.153135,0.302306,0.039199,0.131545,0.380525,-0.106516,0.147599,0.380698,,,,-0.100547,0.190402,0.314430,0.198600,0.137193,0.299092,0.197983,0.159696,0.222674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093259,0.233396,0.256267,,,,,,,-0.195049,0.331810,0.347859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177326,0.338817,0.075783,0.142030,0.200349,0.183099,0.135646,0.326570,0.087800,,,,,,,-0.174093,0.372447,0.331368,,,,-0.210944,0.307454,0.278259,-0.246910,0.254703,0.275986,-0.288291,0.273524,0.228675
1741,7.254167,-0.944994,-0.057759,0.053135,-0.317532,0.191925,0.133623,0.244911,-0.878572,-0.390303,-0.266779,-0.067850,-0.095791,0.217113,0.279122,-0.000647,-0.000123,0.000048,-1.000000,0.038723,0.138289,0.300376,0.215594,0.141151,0.428396,0.168516,0.141549,0.561024,-0.122512,0.143391,0.487245,-0.123944,0.141804,0.557478,0.231228,0.122119,0.562692,-0.081701,0.227273,0.287756,0.197995,0.130629,0.381040,0.043175,0.185243,0.233708,0.040601,0.153090,0.302321,0.039198,0.131503,0.380541,-0.106532,0.147567,0.380711,,,,-0.100549,0.190378,0.314439,0.198585,0.137130,0.299112,0.197978,0.159696,0.222700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093240,0.233377,0.256284,,,,,,,-0.195025,0.331784,0.347817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177390,0.338746,0.075749,0.142013,0.200450,0.183173,0.135708,0.326520,0.087782,,,,,,,-0.174081,0.372421,0.331378,,,,-0.210945,0.307471,0.278292,-0.246900,0.254684,0.275983,-0.288245,0.273476,0.228651
1742,7.258333,-0.944941,-0.057615,0.053070,-0.317727,0.191916,0.133642,0.244953,-0.878564,-0.390169,-0.266941,-0.068091,-0.095793,0.217042,0.279183,-0.000616,-0.000145,0.000050,-1.000000,0.038717,0.138276,0.300370,0.215583,0.141150,0.428356,0.168522,0.141540,0.561027,-0.122500,0.143385,0.487249,-0.123933,0.141813,0.557473,0.231228,0.122126,0.562693,-0.081687,0.227238,0.287741,0.198003,0.130618,0.381043,0.043182,0.185189,0.233698,0.040609,0.153073,0.302320,0.039206,0.131471,0.380543,-0.106516,0.147543,0.380703,,,,-0.100551,0.190323,0.314415,0.198594,0.137061,0.299110,0.198001,0.159684,0.222719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093231,0.233311,0.256255,,,,,,,-0.195005,0.331738,0.347752,,,,,,,0.123678,0.157390,0.270217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177467,0.338696,0.075705,0.142033,0.200457,0.183173,0.135769,0.326486,0.087732,,,,,,,-0.174048,0.372387,0.331373,,,,-0.210928,0.307459,0.278271,-0.246888,0.254672,0.275959,-0.288210,0.273433,0.228603
1743,7.262500,-0.945037,-0.057715,0.053157,-0.317408,0.192030,0.133464,0.244762,-0.878584,-0.389938,-0.267127,-0.068418,-0.095815,0.216910,0.279247,-0.000616,-0.000147,0.000043,-1.000000,0.038728,0.138273,0.300364,0.215592,0.141147,0.428353,0.168527,0.141539,0.561015,-0.122489,0.143386,0.487240,-0.123910,0.141803,0.557472,0.231242,0.122128,0.562689,-0.081696,0.227167,0.287728,0.198019,0.130607,0.381031,0.043181,0.185129,0.233677,0.040616,0.153036,0.302316,0.039211,0.131436,0.380525,-0.106519,0.147512,0.380686,,,,-0.100558,0.190259,0.314384,0.198595,0.137024,0.299113,0.198008,0.159667,0.222715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093225,0.233248,0.256217,,,,,,,-0.194968,0.331689,0.347679,,,,,,,0.123699,0.157377,0.270225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177527,0.338640,0.075644,0.142125,0.200270,0.183074,0.135819,0.326440,0.087658,,,,,,,-0.174007,0.372338,0.331366,,,,-0.210889,0.307364,0.278224,-0.246892,0.254638,0.275914,-0.288171,0.273384,0.228538
1744,7.266667,-0.945083,-0.057805,0.053025,-0.317278,0.192123,0.133353,0.244636,-0.878664,-0.389653,-0.267234,-0.068599,-0.095831,0.216779,0.279236,-0.000541,-0.000140,0.000047,-1.000000,0.038751,0.138236,0.300344,0.215616,0.141125,0.428322,0.168559,0.141537,0.560996,-0.122464,0.143385,0.487221,-0.123894,0.141798,0.557447,0.231247,0.122133,0.562685,-0.081689,0.227087,0.287680,0.198043,0.130607,0.381010,0.043183,0.185068,0.233640,0.040630,0.152998,0.302293,0.039238,0.131421,0.380501,-0.106519,0.147472,0.380648,,,,-0.100558,0.190179,0.314328,0.198616,0.136987,0.299099,0.198028,0.159648,0.222700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093233,0.233143,0.256153,,,,,,,-0.194914,0.331646,0.347606,,,,,,,0.123657,0.157302,0.270258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177607,0.338586,0.075570,0.142211,0.200140,0.182978,0.135891,0.326381,0.087567,,,,,,,-0.173939,0.372276,0.331334,,,,-0.210842,0.307269,0.278153,-0.246872,0.254624,0.275859,-0.288141,0.273373,0.228459
1745,7.270833,-0.945098,-0.057760,0.053182,-0.317214,0.192184,0.133244,0.244516,-0.878760,-0.389292,-0.267353,-0.068963,-0.095865,0.216610,0.279279,-0.000502,-0.000138,0.000045,-1.000000,0.038769,0.138214,0.300323,0.215625,0.141113,0.428301,0.168579,0.141538,0.560968,-0.122439,0.143380,0.487197,-0.123873,0.141791,0.557427,0.231257,0.122131,0.562674,-0.081699,0.226985,0.287633,0.198054,0.130595,0.380986,0.043165,0.184980,0.233596,0.040625,0.152943,0.302276,0.039249,0.131402,0.380473,-0.106521,0.147432,0.380640,,,,-0.100574,0.190089,0.314283,0.198633,0.136963,0.299093,0.198038,0.159641,0.222710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093247,0.233054,0.256093,,,,,,,-0.194861,0.331596,0.347499,,,,,,,0.123607,0.157188,0.270281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177661,0.338510,0.075468,0.142266,0.200023,0.182898,0.135950,0.326313,0.087474,,,,,,,-0.173849,0.372213,0.331304,,,,-0.210811,0.307186,0.278102,-0.246866,0.254598,0.275812,-0.288100,0.273348,0.228387
1746,7.275000,-0.945029,-0.057710,0.053092,-0.317444,0.192198,0.133253,0.244514,-0.878841,-0.389067,-0.267385,-0.069064,-0.095865,0.216523,0.279259,-0.000492,-0.000179,0.000012,-1.000000,0.038765,0.138221,0.300285,0.215630,0.141124,0.428284,0.168584,0.141540,0.560949,-0.122425,0.143384,0.487171,-0.123868,0.141794,0.557397,0.231295,0.122181,0.562563,-0.081696,0.226893,0.287572,0.198066,0.130597,0.380963,0.043152,0.184885,0.233554,0.040632,0.152887,0.302248,0.039257,0.131398,0.380451,-0.106523,0.147409,0.380616,,,,-0.100579,0.190007,0.314219,0.198632,0.136953,0.299076,0.198046,0.159635,0.222698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093254,0.232961,0.256022,,,,,,,-0.194799,0.331554,0.347430,,,,,,,0.123584,0.157176,0.270216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177720,0.338445,0.075360,0.142293,0.199999,0.182857,0.135994,0.326246,0.087369,,,,,,,-0.173765,0.372169,0.331272,,,,-0.210785,0.307172,0.278074,-0.246843,0.254590,0.275766,-0.288065,0.273346,0.228341
1747,7.279167,-0.944940,-0.057661,0.052920,-0.317747,0.192187,0.133262,0.244535,-0.878970,-0.388728,-0.267406,-0.069255,-0.095888,0.216392,0.279270,-0.000471,-0.000111,0.000035,-1.000000,0.038783,0.138202,0.300295,0.215628,0.141107,0.428281,0.168584,0.141541,0.560941,-0.122419,0.143387,0.487161,-0.123870,0.141780,0.557393,0.231236,0.122149,0.562662,-0.081708,0.226785,0.287514,0.198066,0.130579,0.380948,0.043102,0.184759,0.233506,0.040621,0.152838,0.302236,0.039255,0.131395,0.380443,-0.106538,0.147405,0.380615,,,,-0.100597,0.189914,0.314179,0.198621,0.136944,0.299076,0.198036,0.159609,0.222688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093268,0.232862,0.255958,,,,,,,-0.194732,0.331532,0.347371,,,,,,,0.123606,0.157169,0.270150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177762,0.338340,0.075256,0.142304,0.199980,0.182808,0.136029,0.326152,0.087254,,,,,,,-0.173665,0.372098,0.331245,,,,-0.210761,0.307156,0.278069,-0.246833,0.254586,0.275738,-0.288035,0.273344,0.228314
1748,7.283333,-0.944851,-0.057605,0.052802,-0.318040,0.192194,0.133258,0.244530,-0.879124,-0.388461,-0.267295,-0.069230,-0.095898,0.216297,0.279191,-0.000510,-0.000112,0.000048,-1.000000,0.038784,0.138230,0.300277,0.215622,0.141124,0.428260,0.168584,0.141544,0.560920,-0.122410,0.143400,0.487142,-0.123870,0.141798,0.557374,0.231242,0.122149,0.562648,-0.081707,0.226684,0.287457,0.198068,0.130606,0.380932,0.043093,0.184604,0.233433,0.040616,0.152767,0.302201,0.039262,0.131393,0.380423,-0.106534,0.147375,0.380600,,,,-0.100603,0.189842,0.314114,0.198625,0.136953,0.299068,0.198043,0.159600,0.222681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093272,0.232757,0.255877,,,,,,,-0.194673,0.331516,0.347359,,,,,,,0.123449,0.156917,0.270291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177806,0.338230,0.075127,0.142328,0.199940,0.182747,0.136086,0.326053,0.087115,,,,,,,-0.173569,0.372060,0.331216,,,,-0.210720,0.307097,0.278024,-0.246818,0.254582,0.275704,-0.288014,0.273385,0.228294
1749,7.287500,-0.944798,-0.057732,0.052604,-0.318207,0.192247,0.133197,0.244465,-0.879295,-0.388262,-0.267067,-0.069055,-0.095902,0.216212,0.279061,-0.000446,-0.000175,0.000019,-1.000000,0.038759,0.138207,0.300252,0.215614,0.141117,0.428245,0.168579,0.141544,0.560920,-0.122416,0.143396,0.487126,-0.123880,0.141799,0.557372,0.231283,0.122195,0.562537,-0.081708,0.226578,0.287392,0.198056,0.130588,0.380940,0.043049,0.184432,0.233356,0.040606,0.152705,0.302163,0.039253,0.131397,0.380424,-0.106538,0.147332,0.380562,,,,-0.100621,0.189750,0.314064,0.198622,0.136964,0.299043,0.198042,0.159601,0.222663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093283,0.232662,0.255802,,,,,,,-0.194619,0.331517,0.347377,,,,,,,0.124098,0.154923,0.269443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177837,0.338114,0.074991,0.142375,0.199824,0.182658,0.136108,0.325934,0.086963,,,,,,,-0.173482,0.372013,0.331185,,,,-0.210673,0.307005,0.277972,-0.246801,0.254568,0.275680,-0.288012,0.273425,0.228298
1750,7.291667,-0.944709,-0.057895,0.052127,-0.318522,0.192264,0.133208,0.244459,-0.879474,-0.388109,-0.266810,-0.068635,-0.095895,0.216185,0.278869,-0.000534,-0.000173,0.000025,-1.000000,0.038749,0.138261,0.300249,0.215602,0.141149,0.428248,0.168557,0.141551,0.560918,-0.122423,0.143413,0.487126,-0.123890,0.141816,0.557366,0.231277,0.122198,0.562525,-0.081700,0.226481,0.287326,0.198039,0.130624,0.380943,0.043029,0.184268,0.233270,0.040600,0.152663,0.302135,0.039237,0.131411,0.380419,-0.106542,0.147289,0.380536,,,,-0.100635,0.189676,0.314007,0.198632,0.136996,0.299024,0.198038,0.159579,0.222640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093297,0.232572,0.255739,,,,,,,-0.194566,0.331519,0.347402,,,,,,,0.123939,0.154782,0.269494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177864,0.338019,0.074852,0.142399,0.199764,0.182574,0.136124,0.325816,0.086799,,,,,,,-0.173401,0.371986,0.331161,,,,-0.210639,0.306968,0.277938,-0.246780,0.254566,0.275645,-0.288029,0.273510,0.228303
1751,7.295833,-0.944584,-0.058091,0.051546,-0.318951,0.192241,0.133250,0.244511,-0.879661,-0.387937,-0.266530,-0.068290,-0.095907,0.216157,0.278721,-0.000520,-0.000175,0.000011,-1.000000,0.038726,0.138262,0.300263,0.215580,0.141158,0.428267,0.168523,0.141566,0.560940,-0.122441,0.143411,0.487137,-0.123918,0.141824,0.557384,0.231268,0.122207,0.562527,-0.081718,0.226385,0.287291,0.198012,0.130629,0.380959,0.042988,0.184112,0.233213,0.040580,0.152612,0.302118,0.039208,0.131422,0.380443,-0.106558,0.147249,0.380528,,,,-0.100654,0.189603,0.313974,0.198627,0.137044,0.299034,0.198020,0.159580,0.222634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093300,0.232494,0.255693,,,,,,,-0.194546,0.331537,0.347426,,,,,,,0.123225,0.155506,0.270488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177849,0.337912,0.074726,0.142386,0.199721,0.182519,0.136106,0.325685,0.086641,,,,,,,-0.173328,0.371948,0.331147,,,,-0.210621,0.306972,0.277938,-0.246783,0.254576,0.275644,-0.288053,0.273586,0.228347
1752,7.300000,-0.944404,-0.058217,0.050949,-0.319555,0.192170,0.133365,0.244632,-0.879837,-0.387793,-0.266253,-0.067922,-0.095907,0.216164,0.278582,-0.000547,-0.000125,0.000043,-1.000000,0.038723,0.138269,0.300300,0.215567,0.141159,0.428290,0.168506,0.141569,0.560968,-0.122461,0.143407,0.487158,-0.123949,0.141833,0.557411,0.231227,0.122162,0.562629,-0.081716,0.226304,0.287252,0.197990,0.130637,0.380992,0.042962,0.183983,0.233165,0.040566,0.152583,0.302119,0.039180,0.131443,0.380471,-0.106569,0.147233,0.380537,,,,-0.100674,0.189536,0.313960,0.198623,0.137085,0.299040,0.198019,0.159585,0.222628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093316,0.232430,0.255669,,,,,,,-0.194503,0.331546,0.347478,,,,,,,0.123009,0.156014,0.270933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177815,0.337815,0.074594,0.142336,0.199742,0.182497,0.136079,0.325564,0.086484,,,,,,,-0.173252,0.371933,0.331139,,,,-0.210601,0.307026,0.277961,-0.246774,0.254599,0.275657,-0.288082,0.273683,0.228394
1753,7.304167,-0.944229,-0.058458,0.050316,-0.320129,0.192133,0.133442,0.244737,-0.880017,-0.387559,-0.266009,-0.067883,-0.095939,0.216094,0.278530,-0.000648,-0.000115,0.000064,-1.000000,0.038709,0.138311,0.300332,0.215544,0.141169,0.428330,0.168482,0.141560,0.561005,-0.122472,0.143416,0.487181,-0.123972,0.141833,0.557446,0.231212,0.122137,0.562657,-0.081733,0.226206,0.287231,0.197971,0.130637,0.381036,0.042921,0.183884,0.233145,0.040548,0.152542,0.302124,0.039164,0.131451,0.380509,-0.106579,0.147199,0.380548,,,,-0.100708,0.189460,0.313950,0.198618,0.137132,0.299066,0.197992,0.159592,0.222640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093337,0.232358,0.255665,,,,,,,-0.194458,0.331568,0.347513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177769,0.337694,0.074457,0.142303,0.199709,0.182471,0.136039,0.325407,0.086323,,,,,,,-0.173176,0.371902,0.331130,,,,-0.210575,0.307004,0.277966,-0.246783,0.254620,0.275689,-0.288102,0.273735,0.228447
1754,7.308333,-0.944065,-0.058625,0.049798,-0.320663,0.192081,0.133515,0.244808,-0.880109,-0.387420,-0.266005,-0.067497,-0.095875,0.216209,0.278462,-0.000609,-0.000103,0.000040,-1.000000,0.038718,0.138288,0.300350,0.215560,0.141163,0.428381,0.168481,0.141561,0.561019,-0.122474,0.143396,0.487193,-0.123983,0.141826,0.557463,0.231232,0.122146,0.562659,-0.081737,0.226115,0.287198,0.197967,0.130647,0.381059,0.042896,0.183806,0.233120,0.040544,0.152508,0.302120,0.039162,0.131469,0.380529,-0.106575,0.147164,0.380554,,,,-0.100714,0.189369,0.313925,0.198623,0.137175,0.299062,0.197981,0.159565,0.222627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093345,0.232275,0.255641,,,,,,,-0.194409,0.331588,0.347521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177718,0.337580,0.074304,0.142258,0.199694,0.182418,0.136003,0.325263,0.086152,,,,,,,-0.173084,0.371886,0.331115,,,,-0.210487,0.307441,0.278097,-0.246770,0.254635,0.275687,-0.288118,0.273825,0.228466
