Format Version,1.23,Take Name,cap_060,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.01.41.809 PM,Total Frames in Take,1950,Total Exported Frames,1950,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3530,Unlabeled 3530,Unlabeled 3530,Unlabeled 3531,Unlabeled 3531,Unlabeled 3531,Unlabeled 3532,Unlabeled 3532,Unlabeled 3532,Unlabeled 3533,Unlabeled 3533,Unlabeled 3533,Unlabeled 3534,Unlabeled 3534,Unlabeled 3534,Unlabeled 3535,Unlabeled 3535,Unlabeled 3535,Unlabeled 3536,Unlabeled 3536,Unlabeled 3536,Unlabeled 3537,Unlabeled 3537,Unlabeled 3537,Unlabeled 3538,Unlabeled 3538,Unlabeled 3538,Unlabeled 3539,Unlabeled 3539,Unlabeled 3539,Unlabeled 3540,Unlabeled 3540,Unlabeled 3540,Unlabeled 3541,Unlabeled 3541,Unlabeled 3541,Unlabeled 3542,Unlabeled 3542,Unlabeled 3542,Unlabeled 3545,Unlabeled 3545,Unlabeled 3545,Unlabeled 3546,Unlabeled 3546,Unlabeled 3546,Unlabeled 3547,Unlabeled 3547,Unlabeled 3547,Unlabeled 3548,Unlabeled 3548,Unlabeled 3548,Unlabeled 3549,Unlabeled 3549,Unlabeled 3549,Unlabeled 3550,Unlabeled 3550,Unlabeled 3550,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E2F90","E2F90","E2F90","E2FD0","E2FD0","E2FD0","E3020","E3020","E3020","E3030","E3030","E3030","E3520","E3520","E3520","E2FE0","E2FE0","E2FE0","E2FF0","E2FF0","E2FF0","E30D0","E30D0","E30D0","E35B0","E35B0","E35B0","E35E0","E35E0","E35E0","E3600","E3600","E3600","E3620","E3620","E3620","E3680","E3680","E3680","E36C0","E36C0","E36C0","E36D0","E36D0","E36D0","E3730","E3730","E3730","E3740","E3740","E3740","E3750","E3750","E3750","E3790","E3790","E3790","E3770","E3770","E3770","E37B0","E37B0","E37B0","E37C0","E37C0","E37C0","E37D0","E37D0","E37D0","E37E0","E37E0","E37E0","E3720","E3720","E3720","E2F70","E2F70","E2F70","E35A0","E35A0","E35A0","E2ED0","E2ED0","E2ED0","E2F50","E2F50","E2F50","E3540","E3540","E3540","E3420","E3420","E3420","E33B0","E33B0","E33B0","E2E80","E2E80","E2E80","E3430","E3430","E3430"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.842499,0.175882,0.020931,-0.508746,0.027846,0.367643,-0.092760,-0.765869,-0.258364,0.157293,-0.567408,-0.326487,0.430063,-0.033123,-0.000581,-0.000830,-0.000023,-1.000000,0.038534,0.138202,0.300563,0.215592,0.141103,0.428341,0.168527,0.141516,0.560993,-0.122308,0.143319,0.487037,-0.123587,0.141703,0.558551,0.231266,0.122103,0.562600,0.039053,0.123766,0.380635,0.039249,0.124156,0.299143,0.038991,0.125388,0.223300,-0.285550,0.438203,-0.053910,0.197767,0.129537,0.298360,0.195758,0.128021,0.218700,-0.107992,0.133114,0.225706,-0.107497,0.133653,0.378043,-0.107917,0.132465,0.298708,0.197679,0.130956,0.380984,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121456,0.462841,-0.323567,0.017808,0.410449,-0.186464,0.077195,0.470627,-0.320733,0.074457,0.384421,-0.158513,0.065096,0.433582,-0.173362,-0.336545,0.548739,-0.170360,-0.383746,0.552233,-0.169663,-0.407094,0.509316,-0.125421,-0.449061,0.514620,-0.078732,-0.503505,0.501198,-0.112775
1,0.004167,-0.842500,0.175453,0.020803,-0.508898,0.027923,0.367676,-0.093256,-0.765389,-0.257943,0.157572,-0.568169,-0.326995,0.430306,-0.033352,-0.000823,-0.000818,-0.000076,-0.999999,0.038541,0.138332,0.300553,0.215639,0.141199,0.428319,0.168507,0.141529,0.560980,-0.122320,0.143327,0.487033,-0.123591,0.141707,0.558546,0.231259,0.122122,0.562596,0.039042,0.123792,0.380637,0.039231,0.124176,0.299142,0.038980,0.125412,0.223290,-0.286175,0.438325,-0.054104,0.197750,0.129544,0.298355,0.195747,0.128036,0.218697,-0.108006,0.133138,0.225700,-0.107502,0.133673,0.378028,-0.107925,0.132476,0.298707,0.197664,0.130961,0.380976,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121385,0.462881,-0.324136,0.017831,0.410386,-0.186978,0.077133,0.470661,-0.321263,0.074488,0.384492,-0.159024,0.065103,0.433636,-0.173881,-0.336930,0.548718,-0.170827,-0.384149,0.552226,-0.170159,-0.407534,0.509437,-0.125832,-0.449623,0.514793,-0.079287,-0.503883,0.501388,-0.113036
2,0.008333,-0.842449,0.175247,0.021019,-0.509044,0.028006,0.367716,-0.093695,-0.765239,-0.257445,0.157691,-0.568564,-0.327556,0.430414,-0.033693,-0.000593,-0.000840,-0.000024,-1.000000,0.038512,0.138220,0.300551,0.215574,0.141119,0.428328,0.168496,0.141516,0.560967,-0.122323,0.143333,0.487030,-0.123599,0.141716,0.558545,0.231252,0.122124,0.562590,0.039043,0.123796,0.380625,0.039224,0.124180,0.299135,0.038981,0.125422,0.223293,-0.286762,0.438406,-0.054371,0.197756,0.129554,0.298343,0.195752,0.128041,0.218688,-0.108002,0.133126,0.225688,-0.107493,0.133640,0.378020,-0.107928,0.132465,0.298703,0.197658,0.130972,0.380968,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121322,0.462933,-0.324707,0.017834,0.410473,-0.187435,0.077053,0.470549,-0.321585,0.074532,0.384529,-0.159535,0.065126,0.433657,-0.174418,-0.337356,0.548712,-0.171284,-0.384512,0.552227,-0.170654,-0.408025,0.509511,-0.126300,-0.450107,0.514941,-0.079796,-0.504295,0.501529,-0.113530
3,0.012500,-0.842488,0.175405,0.021651,-0.508899,0.028077,0.367784,-0.094239,-0.765196,-0.256729,0.157748,-0.568930,-0.328194,0.430494,-0.033957,-0.000515,-0.000829,-0.000024,-1.000000,0.038502,0.138181,0.300572,0.215523,0.141093,0.428381,0.168500,0.141524,0.560992,-0.122336,0.143333,0.487035,-0.123612,0.141709,0.558556,0.231249,0.122127,0.562601,0.039037,0.123798,0.380639,0.039218,0.124180,0.299144,0.038967,0.125417,0.223297,-0.287304,0.438534,-0.054625,0.197741,0.129547,0.298353,0.195738,0.128041,0.218698,-0.108009,0.133132,0.225698,-0.107524,0.133677,0.378038,-0.107939,0.132454,0.298715,0.197637,0.130970,0.380980,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121260,0.462975,-0.325235,0.017806,0.410616,-0.187840,0.077061,0.470804,-0.322301,0.074580,0.384579,-0.160055,0.065177,0.433680,-0.174954,-0.337755,0.548684,-0.171655,-0.384901,0.552257,-0.171077,-0.408492,0.509563,-0.126719,-0.450610,0.515127,-0.080218,-0.504805,0.501717,-0.114032
4,0.016667,-0.842400,0.175177,0.021632,-0.509124,0.028152,0.367849,-0.094627,-0.764770,-0.256272,0.157728,-0.569713,-0.328725,0.430743,-0.034162,-0.000699,-0.000811,-0.000071,-1.000000,0.038535,0.138268,0.300561,0.215607,0.141160,0.428352,0.168507,0.141529,0.560992,-0.122322,0.143317,0.487033,-0.123603,0.141704,0.558548,0.231260,0.122125,0.562594,0.039052,0.123779,0.380633,0.039232,0.124174,0.299141,0.038978,0.125409,0.223297,-0.287818,0.438634,-0.054935,0.197760,0.129537,0.298352,0.195751,0.128033,0.218699,-0.107994,0.133132,0.225693,-0.107500,0.133640,0.378026,-0.107924,0.132460,0.298708,0.197653,0.130967,0.380981,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121225,0.463010,-0.325728,0.017731,0.410865,-0.188152,0.077047,0.470631,-0.322586,0.074631,0.384616,-0.160549,0.065221,0.433717,-0.175440,-0.338121,0.548695,-0.172091,-0.385316,0.552256,-0.171540,-0.408932,0.509658,-0.127124,-0.451090,0.515311,-0.080703,-0.505265,0.501871,-0.114487
5,0.020833,-0.842441,0.175338,0.022123,-0.508980,0.028202,0.367881,-0.095181,-0.764641,-0.255600,0.157073,-0.570368,-0.329402,0.430908,-0.034385,-0.000747,-0.000809,-0.000058,-0.999999,0.038550,0.138278,0.300544,0.215625,0.141154,0.428336,0.168518,0.141494,0.560978,-0.122310,0.143309,0.487018,-0.123591,0.141699,0.558528,0.231280,0.122115,0.562575,0.039072,0.123769,0.380615,0.039247,0.124167,0.299113,0.038999,0.125412,0.223285,-0.288312,0.438724,-0.055244,0.197775,0.129522,0.298339,0.195776,0.128014,0.218683,-0.107975,0.133127,0.225678,-0.107489,0.133636,0.378009,-0.107902,0.132440,0.298685,0.197673,0.130957,0.380973,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121201,0.463048,-0.326254,0.017788,0.410870,-0.188716,0.077035,0.470823,-0.323287,0.074664,0.384633,-0.161058,0.065264,0.433741,-0.175921,-0.338516,0.548671,-0.172514,-0.385727,0.552301,-0.171964,-0.409419,0.509799,-0.127517,-0.451553,0.515418,-0.081154,-0.505870,0.501915,-0.115350
