Format Version,1.23,Take Name,cap_061,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.02.20.909 PM,Total Frames in Take,1746,Total Exported Frames,1746,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3566,Unlabeled 3566,Unlabeled 3566,Unlabeled 3567,Unlabeled 3567,Unlabeled 3567,Unlabeled 3568,Unlabeled 3568,Unlabeled 3568,Unlabeled 3569,Unlabeled 3569,Unlabeled 3569,Unlabeled 3570,Unlabeled 3570,Unlabeled 3570,Unlabeled 3571,Unlabeled 3571,Unlabeled 3571,Unlabeled 3572,Unlabeled 3572,Unlabeled 3572,Unlabeled 3573,Unlabeled 3573,Unlabeled 3573,Unlabeled 3574,Unlabeled 3574,Unlabeled 3574,Unlabeled 3575,Unlabeled 3575,Unlabeled 3575,Unlabeled 3576,Unlabeled 3576,Unlabeled 3576,Unlabeled 3577,Unlabeled 3577,Unlabeled 3577,Unlabeled 3578,Unlabeled 3578,Unlabeled 3578,Unlabeled 3579,Unlabeled 3579,Unlabeled 3579,Unlabeled 3580,Unlabeled 3580,Unlabeled 3580,Unlabeled 3581,Unlabeled 3581,Unlabeled 3581,Unlabeled 3582,Unlabeled 3582,Unlabeled 3582,Unlabeled 3583,Unlabeled 3583,Unlabeled 3583,Unlabeled 3584,Unlabeled 3584,Unlabeled 3584,Unlabeled 3585,Unlabeled 3585,Unlabeled 3585,Unlabeled 3586,Unlabeled 3586,Unlabeled 3586,Unlabeled 3587,Unlabeled 3587,Unlabeled 3587,Unlabeled 3588,Unlabeled 3588,Unlabeled 3588,Unlabeled 3589,Unlabeled 3589,Unlabeled 3589,Unlabeled 3590,Unlabeled 3590,Unlabeled 3590,Unlabeled 3591,Unlabeled 3591,Unlabeled 3591,Unlabeled 3593,Unlabeled 3593,Unlabeled 3593,Unlabeled 3594,Unlabeled 3594,Unlabeled 3594,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E2F90","E2F90","E2F90","E2FD0","E2FD0","E2FD0","E3020","E3020","E3020","E3030","E3030","E3030","E3810","E3810","E3810","E2FE0","E2FE0","E2FE0","E2FF0","E2FF0","E2FF0","E30D0","E30D0","E30D0","E3870","E3870","E3870","E3880","E3880","E3880","E38A0","E38A0","E38A0","E38C0","E38C0","E38C0","E38E0","E38E0","E38E0","E3900","E3900","E3900","E3920","E3920","E3920","E3A50","E3A50","E3A50","E3A60","E3A60","E3A60","E3A70","E3A70","E3A70","E3AA0","E3AA0","E3AA0","E3AB0","E3AB0","E3AB0","E3AC0","E3AC0","E3AC0","E3A80","E3A80","E3A80","E3AD0","E3AD0","E3AD0","E3AF0","E3AF0","E3AF0","E3B00","E3B00","E3B00","E3B10","E3B10","E3B10","E3AE0","E3AE0","E3AE0","E3B30","E3B30","E3B30","E3B20","E3B20","E3B20","E3B50","E3B50","E3B50","E3B70","E3B70","E3B70","E3B80","E3B80","E3B80","E3B90","E3B90","E3B90","E3410","E3410","E3410","E39C0","E39C0","E39C0","E3930","E3930","E3930","E39F0","E39F0","E39F0","E3A10","E3A10","E3A10","E3540","E3540","E3540","E3420","E3420","E3420","E33B0","E33B0","E33B0","E2E80","E2E80","E2E80","E39B0","E39B0","E39B0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.850489,0.078097,-0.109990,-0.508401,-0.037790,0.282454,0.044625,-0.795233,-0.185876,0.112136,-0.566109,-0.336000,0.384880,0.090922,-0.000751,-0.000862,-0.000050,-0.999999,0.038542,0.138287,0.300585,0.215648,0.141166,0.428361,0.168541,0.141515,0.560999,-0.122287,0.143306,0.487049,-0.123613,0.141719,0.558623,0.231308,0.122100,0.562589,0.039058,0.124003,0.380608,0.039279,0.124607,0.299146,0.039001,0.126049,0.223288,-0.287042,0.391936,0.075672,0.195891,0.128015,0.218694,-0.107891,0.133324,0.225709,-0.107575,0.133130,0.378055,0.197824,0.129523,0.298345,-0.107907,0.132398,0.298678,0.197720,0.130995,0.381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051648,0.397851,-0.178158,-0.047633,0.319132,-0.051962,0.006829,0.392009,-0.180892,0.009424,0.311478,-0.016229,-0.011843,0.355154,-0.034669,-0.315102,0.507848,-0.041226,-0.361647,0.515411,-0.047610,-0.394864,0.472799,-0.009508,-0.443291,0.480172,0.029941,-0.492278,0.471712,-0.012559
1,0.004167,-0.850361,0.078471,-0.109965,-0.508564,-0.037970,0.282475,0.044762,-0.795421,-0.185729,0.112401,-0.565841,-0.335972,0.385031,0.090934,-0.000757,-0.000854,-0.000049,-0.999999,0.038540,0.138300,0.300572,0.215646,0.141176,0.428350,0.168532,0.141533,0.560986,-0.122295,0.143320,0.487029,-0.123609,0.141724,0.558613,0.231296,0.122104,0.562581,0.039053,0.124016,0.380593,0.039271,0.124625,0.299134,0.038992,0.126066,0.223273,-0.287006,0.392045,0.075663,0.195884,0.128035,0.218683,-0.107887,0.133335,0.225692,-0.107570,0.133133,0.378043,0.197810,0.129534,0.298332,-0.107906,0.132414,0.298672,0.197717,0.131005,0.380981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051619,0.397724,-0.178025,-0.047739,0.319134,-0.051853,0.006807,0.391934,-0.180776,0.009284,0.311445,-0.016079,-0.011953,0.355136,-0.034532,-0.315039,0.508067,-0.041168,-0.361564,0.515633,-0.047512,-0.394809,0.473035,-0.009435,-0.443223,0.480426,0.030028,-0.492233,0.472031,-0.012444
2,0.008333,-0.850241,0.078778,-0.109943,-0.508721,-0.038149,0.282474,0.044905,-0.795458,-0.185560,0.112784,-0.565769,-0.335937,0.385201,0.090977,-0.000466,-0.000875,-0.000007,-1.000000,0.038499,0.138169,0.300568,0.215556,0.141093,0.428360,0.168523,0.141542,0.560971,-0.122309,0.143334,0.487026,-0.123630,0.141738,0.558598,0.231270,0.122123,0.562574,0.039034,0.124032,0.380579,0.039246,0.124633,0.299116,0.038974,0.126075,0.223264,-0.286985,0.392146,0.075652,0.195864,0.128047,0.218671,-0.107908,0.133336,0.225685,-0.107591,0.133144,0.378024,0.197786,0.129548,0.298327,-0.107923,0.132430,0.298667,0.197695,0.131005,0.380960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051561,0.397587,-0.177901,-0.047853,0.319105,-0.051730,0.006761,0.391847,-0.180648,0.009131,0.311395,-0.015924,-0.012072,0.355106,-0.034406,-0.314981,0.508237,-0.041130,-0.361495,0.515799,-0.047469,-0.394753,0.473234,-0.009365,-0.443146,0.480667,0.030105,-0.492175,0.472335,-0.012324
3,0.012500,-0.850089,0.079361,-0.109632,-0.508951,-0.038337,0.282530,0.045060,-0.795537,-0.185402,0.113102,-0.565645,-0.335883,0.385321,0.090999,-0.000861,-0.000857,-0.000069,-0.999999,0.038520,0.138348,0.300534,0.215645,0.141205,0.428291,0.168508,0.141527,0.560939,-0.122312,0.143328,0.487000,-0.123625,0.141709,0.558579,0.231262,0.122111,0.562558,0.039036,0.124030,0.380561,0.039250,0.124619,0.299085,0.038976,0.126058,0.223241,-0.286944,0.392228,0.075625,0.195856,0.128048,0.218649,-0.107911,0.133333,0.225654,-0.107597,0.133136,0.378005,0.197785,0.129555,0.298302,-0.107919,0.132431,0.298649,0.197688,0.130992,0.380937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051545,0.397446,-0.177789,-0.047989,0.319151,-0.051583,0.006745,0.391750,-0.180540,0.008999,0.311355,-0.015775,-0.012173,0.355084,-0.034268,-0.314903,0.508367,-0.041106,-0.361394,0.515953,-0.047412,-0.394665,0.473395,-0.009314,-0.443057,0.480874,0.030178,-0.492089,0.472573,-0.012238
4,0.016667,-0.849901,0.079698,-0.109595,-0.509221,-0.038523,0.282561,0.045224,-0.795856,-0.185245,0.113518,-0.565165,-0.335839,0.385345,0.090949,-0.000807,-0.000856,-0.000075,-0.999999,0.038521,0.138318,0.300524,0.215634,0.141191,0.428275,0.168525,0.141522,0.560941,-0.122315,0.143315,0.486986,-0.123632,0.141705,0.558564,0.231266,0.122114,0.562552,0.039032,0.124017,0.380554,0.039244,0.124605,0.299073,0.038969,0.126043,0.223225,-0.286903,0.392278,0.075606,0.195850,0.128044,0.218644,-0.107911,0.133311,0.225643,-0.107593,0.133118,0.377993,0.197778,0.129539,0.298301,-0.107929,0.132407,0.298648,0.197683,0.130976,0.380924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051492,0.397274,-0.177668,-0.048111,0.319124,-0.051451,0.006702,0.391641,-0.180431,0.008836,0.311321,-0.015600,-0.012276,0.355051,-0.034138,-0.314823,0.508484,-0.041062,-0.361321,0.516139,-0.047302,-0.394586,0.473568,-0.009240,-0.442960,0.481065,0.030258,-0.492003,0.472824,-0.012113
5,0.020833,-0.849701,0.080467,-0.109050,-0.509550,-0.038745,0.282679,0.045426,-0.796319,-0.185152,0.113981,-0.564449,-0.335766,0.385335,0.090836,-0.000694,-0.000844,-0.000064,-0.999999,0.038516,0.138252,0.300519,0.215606,0.141142,0.428298,0.168524,0.141513,0.560930,-0.122320,0.143309,0.486973,-0.123630,0.141688,0.558550,0.231248,0.122112,0.562543,0.039039,0.124010,0.380538,0.039244,0.124583,0.299066,0.038966,0.126035,0.223214,-0.286847,0.392353,0.075584,0.195841,0.128021,0.218640,-0.107917,0.133298,0.225629,-0.107580,0.133127,0.377977,0.197771,0.129534,0.298299,-0.107936,0.132387,0.298628,0.197683,0.130957,0.380908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051467,0.397141,-0.177530,-0.048289,0.319239,-0.051230,0.006669,0.391528,-0.180310,0.008676,0.311298,-0.015430,-0.012383,0.355028,-0.034009,-0.314731,0.508637,-0.041038,-0.361227,0.516387,-0.047175,-0.394489,0.473742,-0.009159,-0.442856,0.481270,0.030353,-0.491902,0.473097,-0.011980
