Format Version,1.23,Take Name,cap_054,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.59.12.044 PM,Total Frames in Take,1998,Total Exported Frames,1998,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3324,Unlabeled 3324,Unlabeled 3324,Unlabeled 3325,Unlabeled 3325,Unlabeled 3325,Unlabeled 3326,Unlabeled 3326,Unlabeled 3326,Unlabeled 3327,Unlabeled 3327,Unlabeled 3327,Unlabeled 3328,Unlabeled 3328,Unlabeled 3328,Unlabeled 3329,Unlabeled 3329,Unlabeled 3329,Unlabeled 3330,Unlabeled 3330,Unlabeled 3330,Unlabeled 3331,Unlabeled 3331,Unlabeled 3331,Unlabeled 3332,Unlabeled 3332,Unlabeled 3332,Unlabeled 3333,Unlabeled 3333,Unlabeled 3333,Unlabeled 3334,Unlabeled 3334,Unlabeled 3334,Unlabeled 3335,Unlabeled 3335,Unlabeled 3335,Unlabeled 3336,Unlabeled 3336,Unlabeled 3336,Unlabeled 3337,Unlabeled 3337,Unlabeled 3337,Unlabeled 3338,Unlabeled 3338,Unlabeled 3338,Unlabeled 3339,Unlabeled 3339,Unlabeled 3339,Unlabeled 3340,Unlabeled 3340,Unlabeled 3340,Unlabeled 3341,Unlabeled 3341,Unlabeled 3341,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E2270","E2270","E2270","E22B0","E22B0","E22B0","E2310","E2310","E2310","E2320","E2320","E2320","E2200","E2200","E2200","E22A0","E22A0","E22A0","E22C0","E22C0","E22C0","E22D0","E22D0","E22D0","E22E0","E22E0","E22E0","E23B0","E23B0","E23B0","E23C0","E23C0","E23C0","E23D0","E23D0","E23D0","E2400","E2400","E2400","E2410","E2410","E2410","E2420","E2420","E2420","E2480","E2480","E2480","E24A0","E24A0","E24A0","E24B0","E24B0","E24B0","E24C0","E24C0","E24C0","E24F0","E24F0","E24F0","E2500","E2500","E2500","E2510","E2510","E2510","E2520","E2520","E2520","E1CA0","E1CA0","E1CA0","E2240","E2240","E2240","E2390","E2390","E2390","E20E0","E20E0","E20E0","E2160","E2160","E2160","E2330","E2330","E2330","E2470","E2470","E2470","E2350","E2350","E2350","E2360","E2360","E2360","E2370","E2370","E2370"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.826215,0.167599,-0.070335,-0.533228,0.178591,0.404457,-0.061710,-0.769139,-0.177329,0.110340,-0.603990,-0.329421,0.418730,0.013495,0.000570,-0.000445,0.000195,-1.000000,0.038686,0.137538,0.300440,0.215365,0.140625,0.428419,0.168561,0.141433,0.560968,-0.122279,0.143221,0.487017,-0.123420,0.141630,0.557954,0.231175,0.121962,0.562687,0.197745,0.131001,0.380938,0.039086,0.125555,0.223248,0.039315,0.124199,0.299105,0.039115,0.123646,0.380607,-0.286326,0.422238,-0.000157,-0.107965,0.132879,0.225723,0.197964,0.129746,0.298315,-0.107898,0.131985,0.298696,0.196020,0.128215,0.218702,-0.107408,0.133918,0.377997,,,,,,,,,,,,,,,,,,,,,,,,,0.294035,0.489799,-0.286491,0.177599,0.438187,-0.159119,0.249536,0.493220,-0.290537,0.232120,0.420548,-0.122120,0.220083,0.467273,-0.142393,-0.306620,0.529596,-0.128739,-0.352618,0.535604,-0.137013,-0.386676,0.496747,-0.095802,-0.436071,0.507098,-0.058053,-0.483990,0.494877,-0.100451
1,0.004167,-0.826289,0.167499,-0.070342,-0.533144,0.178580,0.404433,-0.061712,-0.769035,-0.177129,0.110274,-0.604193,-0.329625,0.418849,0.013483,-0.000401,-0.000439,-0.000020,-1.000000,0.038755,0.138051,0.300381,0.215596,0.140996,0.428323,0.168552,0.141441,0.560927,-0.122273,0.143239,0.486985,-0.123421,0.141647,0.557930,0.231285,0.122061,0.562587,0.197740,0.131008,0.380913,0.039092,0.125564,0.223226,0.039315,0.124200,0.299075,0.039121,0.123661,0.380576,-0.286520,0.422340,-0.000179,-0.107958,0.132911,0.225678,0.197968,0.129754,0.298284,-0.107897,0.131980,0.298663,0.196023,0.128220,0.218667,-0.107420,0.133918,0.377964,,,,,,,,,,,,,,,,,,,,,,,,,0.293987,0.489850,-0.286484,0.177600,0.438151,-0.159144,0.249491,0.493258,-0.290521,0.232102,0.420551,-0.122122,0.220049,0.467271,-0.142387,-0.306760,0.529657,-0.128785,-0.352747,0.535656,-0.137092,-0.386818,0.496798,-0.095873,-0.436233,0.507209,-0.058158,-0.484134,0.494975,-0.100551
2,0.008333,-0.826387,0.167398,-0.070363,-0.533020,0.178572,0.404396,-0.061718,-0.768962,-0.176974,0.110180,-0.604350,-0.329812,0.418956,0.013471,-0.000537,-0.000422,-0.000081,-1.000000,0.038784,0.138154,0.300346,0.215668,0.141092,0.428273,0.168593,0.141529,0.560889,-0.122265,0.143260,0.486956,-0.123420,0.141662,0.557897,0.231268,0.122078,0.562566,0.197747,0.131017,0.380885,0.039096,0.125582,0.223199,0.039321,0.124225,0.299041,0.039122,0.123682,0.380553,-0.286725,0.422438,-0.000191,-0.107955,0.132925,0.225654,0.197960,0.129772,0.298254,-0.107892,0.132011,0.298636,0.196033,0.128241,0.218640,-0.107409,0.133942,0.377937,,,,,,,,,,,,,,,,,,,,,,,,,0.293947,0.489904,-0.286470,0.177570,0.438166,-0.159117,0.249448,0.493300,-0.290499,0.232083,0.420545,-0.122131,0.220026,0.467265,-0.142384,-0.306896,0.529722,-0.128825,-0.352868,0.535708,-0.137144,-0.386963,0.496868,-0.095934,-0.436375,0.507304,-0.058237,-0.484285,0.495059,-0.100651
3,0.012500,-0.826485,0.167249,-0.070449,-0.532905,0.178563,0.404350,-0.061713,-0.768889,-0.176782,0.110178,-0.604499,-0.330020,0.419069,0.013483,-0.000631,-0.000352,-0.000031,-1.000000,0.038791,0.138191,0.300344,0.215665,0.141101,0.428259,0.168596,0.141537,0.560882,-0.122280,0.143267,0.486934,-0.123423,0.141669,0.557882,0.231167,0.122011,0.562637,0.197741,0.131033,0.380876,0.039093,0.125595,0.223192,0.039324,0.124245,0.299023,0.039124,0.123689,0.380546,-0.286921,0.422545,-0.000190,-0.107944,0.132926,0.225642,0.197961,0.129781,0.298243,-0.107881,0.132007,0.298611,0.196029,0.128268,0.218624,-0.107412,0.133952,0.377924,,,,,,,,,,,,,,,,,,,,,,,,,0.293907,0.489947,-0.286448,0.177529,0.438176,-0.159058,0.249406,0.493340,-0.290467,0.232063,0.420532,-0.122126,0.219995,0.467255,-0.142367,-0.307054,0.529778,-0.128854,-0.353010,0.535771,-0.137163,-0.387112,0.496944,-0.095964,-0.436528,0.507428,-0.058285,-0.484463,0.495169,-0.100722
4,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
