Format Version,1.23,Take Name,cap_124,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.51.58.944 PM,Total Frames in Take,1797,Total Exported Frames,1797,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.025000,-0.792240,-0.097066,0.092370,-0.595317,0.108311,0.320347,0.002168,-0.672479,0.269901,-0.461485,-0.511817,0.325376,0.284952,0.194980,0.000073,0.000632,0.000293,-1.000000,0.039085,0.138163,0.299941,0.215629,0.141242,0.428228,0.168501,0.141677,0.560865,-0.122399,0.143373,0.486898,-0.124006,0.142378,0.556394,0.231316,0.122204,0.562542,0.038980,0.124520,0.380419,0.039144,0.125578,0.298957,0.038891,0.127447,0.223148,0.344515,0.290605,0.248151,-0.107927,0.133048,0.298660,0.195853,0.128582,0.218665,-0.107958,0.133487,0.225636,-0.107590,0.133360,0.377903,0.197780,0.131075,0.380870,0.197922,0.130280,0.298228,,,,,,,,,,0.061475,0.383515,-0.252343,0.048074,0.334165,-0.080954,0.022386,0.377766,-0.230768,0.115159,0.335373,-0.078379,0.082977,0.374380,-0.091096,0.456929,0.408031,0.218321,0.461375,0.418525,0.172596,0.422246,0.378088,0.138153,0.380531,0.388340,0.092062,0.420422,0.384208,0.040673
7,0.029167,-0.791173,-0.093461,0.095699,-0.596785,0.108100,0.320858,0.002426,-0.672585,0.269691,-0.461396,-0.511869,0.325464,0.284956,0.195273,0.000802,0.000494,0.000674,-0.999999,0.038949,0.137699,0.299955,0.215348,0.140795,0.428294,0.168460,0.141263,0.560753,-0.122407,0.143382,0.486926,-0.124019,0.142379,0.556427,0.231282,0.122197,0.562547,0.038964,0.124525,0.380458,0.039122,0.125594,0.298996,0.038880,0.127454,0.223186,0.344531,0.290726,0.248440,-0.107965,0.133051,0.298675,0.195839,0.128591,0.218706,-0.107990,0.133486,0.225647,-0.107600,0.133378,0.377948,0.197735,0.131090,0.380874,0.197914,0.130280,0.298262,,,,,,,,,,0.061619,0.383423,-0.252296,0.047662,0.335143,-0.080673,0.022527,0.377670,-0.230736,0.115311,0.335406,-0.078300,0.083093,0.374394,-0.091054,0.457011,0.408040,0.218540,0.461424,0.418576,0.172801,0.422274,0.378115,0.138391,0.380545,0.388342,0.092315,0.420438,0.384200,0.040945
8,0.033333,-0.791069,-0.093506,0.095633,-0.596926,0.108167,0.320883,0.002473,-0.672637,0.269607,-0.461352,-0.511884,0.325497,0.284945,0.195407,0.000728,0.000534,0.000745,-0.999999,0.038928,0.137715,0.299983,0.215322,0.140777,0.428301,0.168440,0.141252,0.560767,-0.122424,0.143387,0.486950,-0.124026,0.142377,0.556447,0.231161,0.122119,0.562636,0.038959,0.124532,0.380481,0.039114,0.125606,0.299017,0.038862,0.127467,0.223218,0.344538,0.290783,0.248573,-0.107980,0.133042,0.298695,0.195829,0.128595,0.218729,-0.108020,0.133474,0.225661,-0.107617,0.133382,0.377966,0.197714,0.131080,0.380879,0.197901,0.130276,0.298285,,,,,,,,,,0.061692,0.383362,-0.252272,0.047733,0.335132,-0.080622,0.022595,0.377599,-0.230713,0.115383,0.335403,-0.078257,0.083150,0.374382,-0.091035,0.457039,0.408021,0.218642,0.461440,0.418588,0.172897,0.422287,0.378116,0.138511,0.380545,0.388335,0.092432,0.420440,0.384186,0.041065
9,0.037500,-0.791979,-0.097730,0.091525,-0.595685,0.108608,0.320408,0.002316,-0.672613,0.269529,-0.461292,-0.512012,0.325518,0.284973,0.195558,0.000673,0.000533,0.000753,-0.999999,0.038917,0.137738,0.299992,0.215315,0.140787,0.428317,0.168425,0.141244,0.560768,-0.122433,0.143384,0.486960,-0.124032,0.142382,0.556460,0.231144,0.122106,0.562642,0.038955,0.124541,0.380490,0.039109,0.125606,0.299028,0.038850,0.127464,0.223221,0.344568,0.290808,0.248706,-0.107985,0.133046,0.298695,0.195820,0.128606,0.218739,-0.108025,0.133466,0.225663,-0.107629,0.133381,0.377983,0.197706,0.131093,0.380888,0.197892,0.130297,0.298292,,,,,,,,,,0.061783,0.383300,-0.252251,0.048408,0.334027,-0.080867,0.022684,0.377517,-0.230702,0.115456,0.335396,-0.078222,0.083210,0.374350,-0.091005,0.457077,0.408032,0.218725,0.461467,0.418607,0.172990,0.422302,0.378119,0.138631,0.380555,0.388336,0.092537,0.420435,0.384169,0.041175
10,0.041667,-0.791886,-0.097790,0.091359,-0.595825,0.108672,0.320411,0.002372,-0.672629,0.269436,-0.461196,-0.512126,0.325554,0.284980,0.195715,0.000686,0.000535,0.000753,-0.999999,0.038917,0.137732,0.300005,0.215305,0.140779,0.428323,0.168451,0.141262,0.560802,-0.122446,0.143389,0.486971,-0.124044,0.142372,0.556463,0.231148,0.122095,0.562651,0.038941,0.124543,0.380498,0.039093,0.125608,0.299047,0.038840,0.127470,0.223232,0.344626,0.290828,0.248847,-0.107998,0.133044,0.298713,0.195806,0.128610,0.218756,-0.108033,0.133472,0.225676,-0.107632,0.133392,0.377985,0.197702,0.131096,0.380907,0.197881,0.130292,0.298306,,,,,,,,,,0.061872,0.383210,-0.252218,0.048479,0.333986,-0.080836,0.022780,0.377426,-0.230679,0.115536,0.335378,-0.078170,0.083275,0.374321,-0.090963,0.457131,0.408023,0.218815,0.461503,0.418609,0.173089,0.422327,0.378108,0.138746,0.380570,0.388326,0.092659,0.420430,0.384141,0.041279
11,0.045833,-0.791822,-0.097952,0.091060,-0.595929,0.108754,0.320394,0.002417,-0.672626,0.269295,-0.461105,-0.512285,0.325618,0.284990,0.195875,0.000680,0.000552,0.000745,-0.999999,0.038929,0.137728,0.300000,0.215328,0.140780,0.428328,0.168434,0.141236,0.560797,-0.122441,0.143373,0.486965,-0.124045,0.142375,0.556455,0.231162,0.122105,0.562649,0.038936,0.124531,0.380499,0.039098,0.125590,0.299040,0.038843,0.127466,0.223228,0.344764,0.290904,0.248994,-0.107979,0.133043,0.298717,0.195808,0.128606,0.218752,-0.108023,0.133472,0.225685,-0.107635,0.133376,0.377985,0.197722,0.131086,0.380918,0.197882,0.130281,0.298304,,,,,,,,,,0.061979,0.383126,-0.252196,0.048577,0.333922,-0.080822,0.022898,0.377313,-0.230662,0.115622,0.335361,-0.078122,0.083358,0.374261,-0.090930,0.457206,0.408026,0.218883,0.461572,0.418608,0.173172,0.422373,0.378098,0.138848,0.380604,0.388299,0.092766,0.420438,0.384104,0.041365
12,0.050000,-0.791754,-0.098021,0.090849,-0.596040,0.108819,0.320355,0.002467,-0.672644,0.269153,-0.460978,-0.512451,0.325681,0.284987,0.196034,0.000678,0.000568,0.000748,-0.999999,0.038951,0.137725,0.300007,0.215348,0.140772,0.428339,0.168478,0.141244,0.560811,-0.122446,0.143376,0.486959,-0.124051,0.142364,0.556461,0.231181,0.122092,0.562663,0.038942,0.124515,0.380494,0.039093,0.125581,0.299031,0.038838,0.127449,0.223223,0.344851,0.290895,0.249126,-0.107970,0.133028,0.298723,0.195815,0.128593,0.218743,-0.108012,0.133462,0.225694,-0.107632,0.133365,0.377979,0.197739,0.131062,0.380929,0.197885,0.130275,0.298296,,,,,,,,,,0.062088,0.383019,-0.252172,0.048650,0.333849,-0.080804,0.023000,0.377187,-0.230641,0.115706,0.335313,-0.078075,0.083435,0.374188,-0.090884,0.457281,0.408023,0.218953,0.461643,0.418577,0.173241,0.422423,0.378082,0.138936,0.380637,0.388258,0.092880,0.420437,0.384058,0.041446
13,0.054167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.058333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.062500,-0.791527,-0.098476,0.089996,-0.596396,0.109084,0.320244,0.002592,-0.672492,0.268908,-0.460522,-0.513190,0.325829,0.285066,0.196466,0.000048,0.000657,0.000315,-1.000000,0.039105,0.138130,0.299961,0.215655,0.141190,0.428255,0.168508,0.141630,0.560899,-0.122401,0.143345,0.486905,-0.124018,0.142333,0.556411,0.231341,0.122149,0.562563,0.038989,0.124489,0.380430,0.039149,0.125540,0.298968,0.038897,0.127401,0.223157,0.345214,0.290847,0.249517,-0.107909,0.132994,0.298677,0.195856,0.128551,0.218688,-0.107941,0.133452,0.225655,-0.107587,0.133322,0.377921,0.197810,0.131035,0.380892,0.197928,0.130224,0.298240,,,,,,,,,,0.062472,0.382681,-0.252157,0.049001,0.333581,-0.080690,0.023333,0.376785,-0.230634,0.115983,0.335167,-0.077964,0.083662,0.373959,-0.090805,0.457540,0.408023,0.219101,0.461896,0.418488,0.173364,0.422593,0.378009,0.139139,0.380781,0.388166,0.093168,0.420487,0.383892,0.041630
16,0.066667,-0.791471,-0.098706,0.089511,-0.596505,0.109125,0.320201,0.002623,-0.672493,0.268759,-0.460415,-0.513361,0.325884,0.285074,0.196589,0.001277,0.000572,0.000488,-0.999999,0.039022,0.137534,0.299948,0.215436,0.140804,0.428256,0.168501,0.141641,0.560870,-0.122391,0.143345,0.486885,-0.124013,0.142344,0.556386,0.231324,0.122164,0.562540,0.038991,0.124491,0.380413,0.039157,0.125536,0.298932,0.038904,0.127396,0.223125,0.345307,0.290814,0.249726,-0.107898,0.133021,0.298645,0.195863,0.128548,0.218658,-0.107940,0.133453,0.225632,-0.107577,0.133328,0.377889,0.197794,0.131039,0.380864,0.197939,0.130222,0.298214,,,,,,,,,,0.062592,0.382569,-0.252165,0.049079,0.333471,-0.080687,0.023424,0.376636,-0.230652,0.116049,0.335120,-0.077926,0.083696,0.373884,-0.090791,0.457606,0.408024,0.219140,0.461952,0.418480,0.173380,0.422635,0.377999,0.139193,0.380803,0.388138,0.093247,0.420493,0.383844,0.041690
17,0.070833,-0.791413,-0.098886,0.089040,-0.596624,0.109157,0.320159,0.002660,-0.672457,0.268589,-0.460355,-0.513551,0.325939,0.285093,0.196722,0.001337,0.000561,0.000446,-0.999999,0.039014,0.137517,0.299926,0.215411,0.140817,0.428230,0.168507,0.141665,0.560839,-0.122379,0.143340,0.486859,-0.124000,0.142340,0.556371,0.231304,0.122196,0.562524,0.039006,0.124478,0.380389,0.039168,0.125534,0.298906,0.038919,0.127392,0.223103,0.345420,0.290771,0.249854,-0.107903,0.133049,0.298615,0.195872,0.128535,0.218633,-0.107939,0.133471,0.225598,-0.107566,0.133313,0.377863,0.197789,0.131060,0.380834,0.197946,0.130223,0.298193,,,,,,,,,,0.062707,0.382457,-0.252161,0.049146,0.333370,-0.080680,0.023530,0.376485,-0.230676,0.116117,0.335066,-0.077881,0.083726,0.373809,-0.090779,0.457674,0.408048,0.219181,0.461996,0.418487,0.173404,0.422673,0.377990,0.139254,0.380820,0.388117,0.093328,0.420512,0.383794,0.041752
18,0.075000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.079167,-0.790935,-0.097511,0.089810,-0.597368,0.109075,0.320211,0.002832,-0.672470,0.268288,-0.460057,-0.513959,0.326052,0.285109,0.197029,0.001395,0.000549,0.000447,-0.999999,0.039002,0.137496,0.299931,0.215369,0.140806,0.428254,0.168497,0.141670,0.560835,-0.122365,0.143346,0.486863,-0.123983,0.142345,0.556376,0.231290,0.122213,0.562516,0.039023,0.124481,0.380392,0.039190,0.125525,0.298922,0.038941,0.127389,0.223110,0.345602,0.290753,0.250142,-0.107904,0.133056,0.298610,0.195886,0.128528,0.218644,-0.107951,0.133472,0.225577,-0.107554,0.133307,0.377862,0.197771,0.131059,0.380823,0.197967,0.130230,0.298195,,,,,,,,,,0.062912,0.382195,-0.252119,0.049047,0.333566,-0.080556,0.023759,0.376163,-0.230672,0.116235,0.334911,-0.077784,0.083801,0.373612,-0.090715,0.457866,0.408044,0.219302,0.462100,0.418456,0.173488,0.422754,0.377946,0.139405,0.380863,0.388056,0.093516,0.420516,0.383669,0.041916
20,0.083333,-0.790887,-0.097615,0.089435,-0.597470,0.109090,0.320131,0.002896,-0.672556,0.268120,-0.459846,-0.514122,0.326124,0.285102,0.197195,0.001407,0.000543,0.000463,-0.999999,0.038996,0.137490,0.299944,0.215368,0.140799,0.428266,0.168500,0.141669,0.560850,-0.122380,0.143346,0.486879,-0.123988,0.142353,0.556387,0.231294,0.122203,0.562524,0.039015,0.124496,0.380410,0.039178,0.125525,0.298933,0.038936,0.127400,0.223122,0.345686,0.290736,0.250288,-0.107901,0.133037,0.298621,0.195885,0.128539,0.218665,-0.107952,0.133471,0.225593,-0.107558,0.133326,0.377874,0.197772,0.131057,0.380839,0.197958,0.130223,0.298208,,,,,,,,,,0.063007,0.382060,-0.252076,0.049083,0.333436,-0.080511,0.023851,0.375995,-0.230668,0.116282,0.334828,-0.077716,0.083834,0.373501,-0.090682,0.457970,0.408044,0.219368,0.462164,0.418424,0.173554,0.422794,0.377917,0.139490,0.380890,0.388024,0.093623,0.420490,0.383628,0.042009
21,0.087500,-0.791248,-0.099485,0.087326,-0.596995,0.109259,0.319863,0.002877,-0.672689,0.267927,-0.459636,-0.514237,0.326217,0.285080,0.197360,0.001291,0.000610,0.000542,-0.999999,0.039010,0.137530,0.299963,0.215384,0.140793,0.428272,0.168513,0.141675,0.560867,-0.122384,0.143357,0.486880,-0.123991,0.142357,0.556397,0.231193,0.122106,0.562609,0.039007,0.124499,0.380414,0.039180,0.125532,0.298938,0.038933,0.127409,0.223134,0.345832,0.290739,0.250422,-0.107903,0.133038,0.298629,0.195883,0.128550,0.218671,-0.107944,0.133465,0.225593,-0.107565,0.133328,0.377882,0.197781,0.131071,0.380851,0.197949,0.130242,0.298212,,,,,,,,,,0.063117,0.381932,-0.252037,0.049370,0.332856,-0.080598,0.023959,0.375840,-0.230655,0.116329,0.334766,-0.077659,0.083867,0.373410,-0.090639,0.458087,0.408035,0.219439,0.462238,0.418394,0.173627,0.422849,0.377895,0.139585,0.380915,0.387990,0.093731,0.420474,0.383594,0.042107
