Format Version,1.23,Take Name,cap_124,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.51.58.944 PM,Total Frames in Take,1797,Total Exported Frames,1797,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5923,Unlabeled 5923,Unlabeled 5923,Unlabeled 5924,Unlabeled 5924,Unlabeled 5924,Unlabeled 5925,Unlabeled 5925,Unlabeled 5925,Unlabeled 5926,Unlabeled 5926,Unlabeled 5926,Unlabeled 5927,Unlabeled 5927,Unlabeled 5927,Unlabeled 5928,Unlabeled 5928,Unlabeled 5928,Unlabeled 5929,Unlabeled 5929,Unlabeled 5929,Unlabeled 5930,Unlabeled 5930,Unlabeled 5930,Unlabeled 5931,Unlabeled 5931,Unlabeled 5931,Unlabeled 5932,Unlabeled 5932,Unlabeled 5932,Unlabeled 5933,Unlabeled 5933,Unlabeled 5933,Unlabeled 5934,Unlabeled 5934,Unlabeled 5934,Unlabeled 5935,Unlabeled 5935,Unlabeled 5935,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FEB50","FEB50","FEB50","FE700","FE700","FE700","FE770","FE770","FE770","FE810","FE810","FE810","FE840","FE840","FE840","FE6C0","FE6C0","FE6C0","FE7D0","FE7D0","FE7D0","FE7E0","FE7E0","FE7E0","FEBC0","FEBC0","FEBC0","FEC00","FEC00","FEC00","FEC10","FEC10","FEC10","FEC30","FEC30","FEC30","FED70","FED70","FED70","FED80","FED80","FED80","FED90","FED90","FED90","FEDC0","FEDC0","FEDC0","FEDD0","FEDD0","FEDD0","FEDE0","FEDE0","FEDE0","FE830","FE830","FE830","FE7A0","FE7A0","FE7A0","FE7B0","FE7B0","FE7B0","FEDA0","FEDA0","FEDA0","FE850","FE850","FE850","FE360","FE360","FE360","FE970","FE970","FE970","FE900","FE900","FE900","FE250","FE250","FE250","FE330","FE330","FE330"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.792969,-0.097000,0.091816,-0.594442,0.107778,0.319749,0.001958,-0.672000,0.270194,-0.461981,-0.511844,0.325091,0.284850,0.194238,0.001337,0.000574,0.000462,-0.999999,0.038990,0.137522,0.299951,0.215365,0.140812,0.428285,0.168493,0.141664,0.560882,-0.122417,0.143351,0.486877,-0.124035,0.142351,0.556382,0.231289,0.122199,0.562528,0.038968,0.124494,0.380417,0.039135,0.125530,0.298943,0.038885,0.127392,0.223132,0.344495,0.290250,0.247362,-0.107934,0.133041,0.298636,0.195852,0.128546,0.218665,-0.107979,0.133457,0.225605,-0.107608,0.133326,0.377884,0.197767,0.131048,0.380865,0.197914,0.130227,0.298212,,,,,,,,,,0.061163,0.383490,-0.252465,0.047606,0.333720,-0.081206,0.022044,0.377703,-0.230911,0.114689,0.334965,-0.078545,0.082537,0.374027,-0.091179,0.456619,0.407912,0.217657,0.461121,0.418369,0.171962,0.422063,0.377941,0.137519,0.380447,0.388184,0.091360,0.420355,0.384021,0.040010
1,0.004167,-0.792863,-0.097145,0.091826,-0.594558,0.107904,0.319873,0.001994,-0.672163,0.270116,-0.461866,-0.511774,0.325174,0.284858,0.194403,-0.000013,0.000708,0.000341,-1.000000,0.039081,0.138158,0.299955,0.215603,0.141207,0.428250,0.168481,0.141649,0.560876,-0.122406,0.143343,0.486887,-0.124026,0.142342,0.556395,0.231201,0.122103,0.562613,0.038981,0.124477,0.380417,0.039146,0.125517,0.298945,0.038900,0.127391,0.223139,0.344520,0.290303,0.247496,-0.107922,0.133029,0.298651,0.195854,0.128520,0.218664,-0.107957,0.133465,0.225626,-0.107593,0.133311,0.377883,0.197780,0.131053,0.380875,0.197926,0.130221,0.298219,,,,,,,,,,0.061224,0.383522,-0.252437,0.047705,0.333796,-0.081166,0.022118,0.377744,-0.230865,0.114797,0.335074,-0.078519,0.082633,0.374120,-0.091159,0.456709,0.407954,0.217834,0.461166,0.418400,0.172120,0.422118,0.377963,0.137662,0.380476,0.388234,0.091528,0.420366,0.384075,0.040158
2,0.008333,-0.792722,-0.097171,0.091907,-0.594729,0.108010,0.319999,0.002042,-0.672308,0.270046,-0.461767,-0.511710,0.325248,0.284852,0.194552,0.000169,0.000661,0.000280,-1.000000,0.039089,0.138086,0.299952,0.215619,0.141189,0.428263,0.168494,0.141649,0.560889,-0.122408,0.143333,0.486894,-0.124025,0.142343,0.556395,0.231320,0.122189,0.562550,0.038982,0.124482,0.380425,0.039147,0.125525,0.298959,0.038897,0.127389,0.223147,0.344543,0.290340,0.247636,-0.107925,0.133011,0.298659,0.195862,0.128528,0.218676,-0.107956,0.133449,0.225634,-0.107591,0.133318,0.377902,0.197790,0.131042,0.380883,0.197930,0.130225,0.298228,,,,,,,,,,0.061293,0.383531,-0.252404,0.047791,0.333884,-0.081121,0.022184,0.377767,-0.230831,0.114896,0.335167,-0.078473,0.082729,0.374203,-0.091133,0.456775,0.407964,0.217982,0.461222,0.418418,0.172255,0.422161,0.377981,0.137802,0.380499,0.388254,0.091681,0.420382,0.384118,0.040296
3,0.012500,-0.792611,-0.097299,0.091870,-0.594862,0.108119,0.320102,0.002074,-0.672371,0.270015,-0.461640,-0.511760,0.325300,0.284890,0.194703,0.000057,0.000654,0.000273,-1.000000,0.039099,0.138139,0.299948,0.215652,0.141220,0.428239,0.168500,0.141647,0.560885,-0.122399,0.143334,0.486894,-0.124013,0.142341,0.556401,0.231324,0.122179,0.562549,0.038986,0.124486,0.380424,0.039149,0.125522,0.298954,0.038898,0.127407,0.223141,0.344551,0.290417,0.247757,-0.107916,0.133016,0.298658,0.195865,0.128531,0.218672,-0.107939,0.133454,0.225642,-0.107585,0.133319,0.377905,0.197802,0.131051,0.380880,0.197932,0.130243,0.298222,,,,,,,,,,0.061355,0.383541,-0.252378,0.047879,0.333934,-0.081088,0.022261,0.377772,-0.230816,0.114994,0.335249,-0.078445,0.082827,0.374277,-0.091122,0.456849,0.407990,0.218101,0.461288,0.418445,0.172382,0.422207,0.378014,0.137925,0.380521,0.388287,0.091811,0.420402,0.384150,0.040427
4,0.016667,-0.792367,-0.096957,0.092395,-0.595161,0.108209,0.320256,0.002131,-0.672430,0.269967,-0.461542,-0.511796,0.325335,0.284924,0.194846,0.000059,0.000644,0.000282,-1.000000,0.039092,0.138156,0.299945,0.215639,0.141232,0.428234,0.168499,0.141661,0.560874,-0.122405,0.143361,0.486897,-0.124013,0.142357,0.556396,0.231329,0.122198,0.562548,0.038978,0.124502,0.380418,0.039141,0.125552,0.298950,0.038891,0.127427,0.223145,0.344570,0.290447,0.247887,-0.107919,0.133030,0.298662,0.195856,0.128565,0.218663,-0.107944,0.133475,0.225650,-0.107587,0.133339,0.377907,0.197787,0.131069,0.380877,0.197924,0.130256,0.298220,,,,,,,,,,0.061412,0.383534,-0.252362,0.047978,0.334124,-0.080991,0.022320,0.377778,-0.230787,0.115071,0.335308,-0.078417,0.082896,0.374330,-0.091109,0.456889,0.408013,0.218215,0.461338,0.418482,0.172495,0.422224,0.378048,0.138039,0.380528,0.388315,0.091944,0.420405,0.384185,0.040546
5,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
