Format Version,1.23,Take Name,cap_084,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.13.45.377 PM,Total Frames in Take,1942,Total Exported Frames,1942,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4419,Unlabeled 4419,Unlabeled 4419,Unlabeled 4420,Unlabeled 4420,Unlabeled 4420,Unlabeled 4421,Unlabeled 4421,Unlabeled 4421,Unlabeled 4422,Unlabeled 4422,Unlabeled 4422,Unlabeled 4423,Unlabeled 4423,Unlabeled 4423,Unlabeled 4424,Unlabeled 4424,Unlabeled 4424,Unlabeled 4425,Unlabeled 4425,Unlabeled 4425,Unlabeled 4426,Unlabeled 4426,Unlabeled 4426,Unlabeled 4427,Unlabeled 4427,Unlabeled 4427,Unlabeled 4428,Unlabeled 4428,Unlabeled 4428,Unlabeled 4429,Unlabeled 4429,Unlabeled 4429,Unlabeled 4430,Unlabeled 4430,Unlabeled 4430,Unlabeled 4431,Unlabeled 4431,Unlabeled 4431,Unlabeled 4432,Unlabeled 4432,Unlabeled 4432,Unlabeled 4433,Unlabeled 4433,Unlabeled 4433,Unlabeled 4434,Unlabeled 4434,Unlabeled 4434,Unlabeled 4435,Unlabeled 4435,Unlabeled 4435,Unlabeled 4436,Unlabeled 4436,Unlabeled 4436,Unlabeled 4437,Unlabeled 4437,Unlabeled 4437,Unlabeled 4438,Unlabeled 4438,Unlabeled 4438,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E7BB0","E7BB0","E7BB0","E7C60","E7C60","E7C60","E7CE0","E7CE0","E7CE0","E7CF0","E7CF0","E7CF0","E7B40","E7B40","E7B40","E7C70","E7C70","E7C70","E7C80","E7C80","E7C80","E7C90","E7C90","E7C90","E7D50","E7D50","E7D50","E7D70","E7D70","E7D70","E7DB0","E7DB0","E7DB0","E7E10","E7E10","E7E10","E7E80","E7E80","E7E80","E7EA0","E7EA0","E7EA0","E7EB0","E7EB0","E7EB0","E7F80","E7F80","E7F80","E7F90","E7F90","E7F90","E7D40","E7D40","E7D40","E7FB0","E7FB0","E7FB0","E7FC0","E7FC0","E7FC0","E7FD0","E7FD0","E7FD0","E7FA0","E7FA0","E7FA0","E7FF0","E7FF0","E7FF0","E7FE0","E7FE0","E7FE0","E8030","E8030","E8030","E7F70","E7F70","E7F70","E7C00","E7C00","E7C00","E7F30","E7F30","E7F30","E7F10","E7F10","E7F10","E7BF0","E7BF0","E7BF0","E7CD0","E7CD0","E7CD0","E7D00","E7D00","E7D00","E7D10","E7D10","E7D10","E7D20","E7D20","E7D20","E7D30","E7D30","E7D30"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.854366,-0.157244,0.056910,0.492030,-0.070520,0.233086,0.140868,-0.847852,-0.153423,0.207784,-0.463070,-0.317387,0.318479,0.132210,0.000171,-0.001289,0.000026,-0.999999,0.038311,0.137857,0.300737,0.215478,0.140924,0.428339,0.168527,0.141542,0.560982,-0.122338,0.143334,0.487040,-0.123516,0.141618,0.559503,0.231274,0.122174,0.562579,0.039204,0.124636,0.299146,0.038996,0.124100,0.380618,0.038913,0.126113,0.223328,-0.280906,0.317758,0.115941,0.197708,0.129507,0.298346,0.195703,0.128308,0.218770,0.197563,0.130655,0.380920,-0.107651,0.132721,0.378059,-0.107964,0.133300,0.225717,-0.107949,0.132873,0.298733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037906,0.342709,-0.076303,-0.073760,0.276318,0.046465,-0.007112,0.345596,-0.078593,-0.018981,0.256513,0.081148,-0.031766,0.304504,0.065700,-0.287132,0.458676,0.020677,-0.331308,0.475456,0.022558,-0.368010,0.433634,0.058065,-0.408535,0.442002,0.105510,-0.462904,0.451521,0.070612
1,0.004167,0.854301,-0.157795,0.056398,0.492026,-0.070523,0.233110,0.140707,-0.847922,-0.153354,0.207920,-0.462905,-0.317450,0.318451,0.132057,0.000253,-0.001286,0.000047,-0.999999,0.038300,0.137841,0.300706,0.215465,0.140921,0.428303,0.168514,0.141561,0.560951,-0.122343,0.143358,0.487008,-0.123531,0.141647,0.559475,0.231259,0.122196,0.562555,0.039207,0.124651,0.299112,0.038994,0.124116,0.380589,0.038912,0.126121,0.223292,-0.280967,0.317713,0.115753,0.197702,0.129532,0.298311,0.195701,0.128303,0.218735,0.197563,0.130672,0.380893,-0.107665,0.132732,0.378015,-0.107964,0.133305,0.225687,-0.107950,0.132885,0.298708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037999,0.342633,-0.076483,-0.073740,0.276367,0.046345,-0.007008,0.345549,-0.078775,-0.018966,0.256465,0.080963,-0.031695,0.304477,0.065540,-0.287172,0.458666,0.020541,-0.331337,0.475474,0.022461,-0.368042,0.433636,0.057971,-0.408570,0.442015,0.105394,-0.462930,0.451556,0.070520
2,0.008333,0.854249,-0.158204,0.055996,0.492031,-0.070510,0.233113,0.140556,-0.847956,-0.153270,0.208044,-0.462814,-0.317513,0.318409,0.131936,0.000305,-0.001289,0.000054,-0.999999,0.038288,0.137826,0.300675,0.215453,0.140915,0.428271,0.168500,0.141577,0.560928,-0.122353,0.143366,0.486977,-0.123537,0.141659,0.559436,0.231245,0.122202,0.562518,0.039193,0.124655,0.299084,0.038986,0.124128,0.380559,0.038922,0.126112,0.223249,-0.281026,0.317652,0.115559,0.197700,0.129534,0.298274,0.195699,0.128324,0.218693,0.197543,0.130669,0.380863,-0.107665,0.132718,0.377984,-0.107976,0.133320,0.225658,-0.107961,0.132904,0.298666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038084,0.342557,-0.076663,-0.073707,0.276389,0.046234,-0.006925,0.345500,-0.078950,-0.018947,0.256418,0.080791,-0.031640,0.304430,0.065394,-0.287217,0.458621,0.020428,-0.331367,0.475450,0.022365,-0.368078,0.433624,0.057883,-0.408594,0.442000,0.105292,-0.462964,0.451564,0.070432
3,0.012500,0.854204,-0.158585,0.055576,0.492034,-0.070468,0.233130,0.140399,-0.848053,-0.153250,0.208213,-0.462567,-0.317558,0.318350,0.131752,0.000266,-0.001268,0.000055,-0.999999,0.038300,0.137859,0.300636,0.215475,0.140939,0.428226,0.168496,0.141578,0.560901,-0.122352,0.143380,0.486942,-0.123541,0.141680,0.559389,0.231245,0.122222,0.562488,0.039205,0.124665,0.299046,0.038989,0.124140,0.380523,0.038929,0.126125,0.223222,-0.281055,0.317594,0.115346,0.197717,0.129554,0.298244,0.195711,0.128326,0.218658,0.197563,0.130679,0.380827,-0.107648,0.132725,0.377937,-0.107961,0.133332,0.225627,-0.107943,0.132930,0.298629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038171,0.342503,-0.076838,-0.073676,0.276433,0.046092,-0.006829,0.345456,-0.079124,-0.018884,0.256388,0.080609,-0.031544,0.304403,0.065237,-0.287252,0.458598,0.020291,-0.331396,0.475449,0.022263,-0.368108,0.433618,0.057773,-0.408604,0.441982,0.105188,-0.462983,0.451575,0.070344
4,0.016667,0.854174,-0.158890,0.055077,0.492045,-0.070398,0.233104,0.140280,-0.848116,-0.153239,0.208387,-0.462377,-0.317599,0.318264,0.131610,0.000299,-0.001255,0.000055,-0.999999,0.038310,0.137842,0.300620,0.215488,0.140930,0.428216,0.168495,0.141583,0.560883,-0.122351,0.143378,0.486926,-0.123537,0.141674,0.559377,0.231252,0.122220,0.562477,0.039212,0.124658,0.299037,0.038988,0.124135,0.380517,0.038927,0.126102,0.223204,-0.281066,0.317509,0.115149,0.197718,0.129541,0.298235,0.195719,0.128321,0.218657,0.197566,0.130669,0.380817,-0.107647,0.132714,0.377911,-0.107961,0.133326,0.225611,-0.107951,0.132926,0.298615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038243,0.342388,-0.077005,-0.073624,0.276409,0.045999,-0.006763,0.345414,-0.079275,-0.018819,0.256325,0.080458,-0.031450,0.304346,0.065115,-0.287292,0.458540,0.020192,-0.331424,0.475398,0.022173,-0.368141,0.433576,0.057675,-0.408616,0.441931,0.105115,-0.463009,0.451548,0.070297
5,0.020833,0.854175,-0.159228,0.054449,0.492003,-0.070307,0.233085,0.140179,-0.848201,-0.153227,0.208602,-0.462127,-0.317629,0.318172,0.131459,0.000286,-0.001251,0.000058,-0.999999,0.038326,0.137845,0.300617,0.215511,0.140928,0.428217,0.168507,0.141578,0.560881,-0.122341,0.143376,0.486923,-0.123533,0.141674,0.559371,0.231272,0.122216,0.562470,0.039225,0.124666,0.299039,0.039011,0.124139,0.380513,0.038943,0.126103,0.223200,-0.281058,0.317427,0.114954,0.197746,0.129533,0.298220,0.195744,0.128332,0.218656,0.197589,0.130679,0.380826,-0.107616,0.132727,0.377893,-0.107938,0.133320,0.225614,-0.107936,0.132927,0.298610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038305,0.342311,-0.077159,-0.073558,0.276423,0.045918,-0.006689,0.345386,-0.079397,-0.018739,0.256268,0.080319,-0.031334,0.304295,0.065025,-0.287313,0.458470,0.020088,-0.331443,0.475373,0.022093,-0.368162,0.433549,0.057597,-0.408613,0.441879,0.105058,-0.463014,0.451518,0.070254
