Format Version,1.23,Take Name,cap_093,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.18.19.376 PM,Total Frames in Take,2070,Total Exported Frames,2070,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 4760,Unlabeled 4760,Unlabeled 4760,Unlabeled 4761,Unlabeled 4761,Unlabeled 4761,Unlabeled 4762,Unlabeled 4762,Unlabeled 4762,Unlabeled 4763,Unlabeled 4763,Unlabeled 4763,Unlabeled 4764,Unlabeled 4764,Unlabeled 4764,Unlabeled 4765,Unlabeled 4765,Unlabeled 4765,Unlabeled 4766,Unlabeled 4766,Unlabeled 4766,Unlabeled 4767,Unlabeled 4767,Unlabeled 4767,Unlabeled 4768,Unlabeled 4768,Unlabeled 4768,Unlabeled 4769,Unlabeled 4769,Unlabeled 4769,Unlabeled 4770,Unlabeled 4770,Unlabeled 4770,Unlabeled 4771,Unlabeled 4771,Unlabeled 4771,Unlabeled 4773,Unlabeled 4773,Unlabeled 4773,Unlabeled 4774,Unlabeled 4774,Unlabeled 4774,Unlabeled 4775,Unlabeled 4775,Unlabeled 4775,Unlabeled 4776,Unlabeled 4776,Unlabeled 4776,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E97E0","E97E0","E97E0","E9290","E9290","E9290","E9310","E9310","E9310","E9320","E9320","E9320","E9DC0","E9DC0","E9DC0","E92B0","E92B0","E92B0","E92C0","E92C0","E92C0","E9DE0","E9DE0","E9DE0","E9E00","E9E00","E9E00","E9E10","E9E10","E9E10","E9E40","E9E40","E9E40","E9E80","E9E80","E9E80","E9EE0","E9EE0","E9EE0","E9EF0","E9EF0","E9EF0","E9F10","E9F10","E9F10","E9F60","E9F60","E9F60","E9F70","E9F70","E9F70","E9E90","E9E90","E9E90","E9F90","E9F90","E9F90","E9FA0","E9FA0","E9FA0","E9FC0","E9FC0","E9FC0","E9F20","E9F20","E9F20","E9DA0","E9DA0","E9DA0","E9F40","E9F40","E9F40","E9C80","E9C80","E9C80","E9C70","E9C70","E9C70","E92E0","E92E0","E92E0","E9BE0","E9BE0","E9BE0","E99B0","E99B0","E99B0","E9350","E9350","E9350","E9BF0","E9BF0","E9BF0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.853691,0.131393,-0.110652,-0.491634,-0.062573,0.313395,0.010053,-0.776266,-0.085260,0.234113,-0.579079,-0.321544,0.332563,0.131161,0.000375,-0.001197,0.000102,-0.999999,0.038290,0.137788,0.300715,0.215473,0.140900,0.428299,0.168497,0.141556,0.560951,-0.122353,0.143350,0.487000,-0.123804,0.141603,0.559876,0.231265,0.122185,0.562552,0.039158,0.124304,0.299128,0.038978,0.123896,0.380608,0.038871,0.125558,0.223286,-0.107970,0.133208,0.225733,-0.287068,0.325585,0.118506,0.195801,0.128277,0.218687,-0.107984,0.132946,0.298678,0.197515,0.130685,0.380919,-0.107614,0.133289,0.378028,0.197669,0.129946,0.298283,,,,,,,,,,,,,,,,,,,0.049394,0.429673,-0.202005,-0.063654,0.354674,-0.085041,0.004353,0.427729,-0.207471,-0.009535,0.340599,-0.046745,-0.026017,0.386906,-0.064132,-0.279590,0.430806,-0.015596,-0.322644,0.450734,-0.020317,-0.362687,0.423704,0.024627,-0.403041,0.448311,0.066017,-0.456171,0.450331,0.028095
1,0.004167,-0.853637,0.131011,-0.110908,-0.491772,-0.062480,0.313362,0.010224,-0.776102,-0.085310,0.234021,-0.579328,-0.321594,0.332624,0.131293,0.000657,-0.001318,0.000135,-0.999999,0.038224,0.137654,0.300730,0.215397,0.140816,0.428293,0.168506,0.141565,0.560944,-0.122354,0.143365,0.486993,-0.123798,0.141604,0.559862,0.231266,0.122192,0.562537,0.039154,0.124304,0.299117,0.038980,0.123921,0.380597,0.038874,0.125573,0.223273,-0.107972,0.133216,0.225723,-0.287158,0.325556,0.118556,0.195808,0.128294,0.218678,-0.107988,0.132942,0.298668,0.197518,0.130701,0.380894,-0.107612,0.133303,0.378023,0.197665,0.129954,0.298269,,,,,,,,,,,,,,,,,,,0.049400,0.429631,-0.201877,-0.063579,0.354589,-0.084905,0.004335,0.427665,-0.207333,-0.009479,0.340587,-0.046569,-0.025966,0.386883,-0.064006,-0.279672,0.430812,-0.015506,-0.322708,0.450689,-0.020269,-0.362761,0.423712,0.024695,-0.403141,0.448297,0.066103,-0.456264,0.450317,0.028164
2,0.008333,-0.853597,0.130422,-0.111425,-0.491880,-0.062381,0.313272,0.010390,-0.775965,-0.085377,0.233933,-0.579539,-0.321649,0.332663,0.131440,0.000368,-0.001199,0.000099,-0.999999,0.038277,0.137805,0.300702,0.215463,0.140918,0.428279,0.168485,0.141573,0.560940,-0.122368,0.143365,0.486992,-0.123812,0.141611,0.559868,0.231251,0.122200,0.562540,0.039141,0.124307,0.299119,0.038962,0.123928,0.380593,0.038859,0.125586,0.223276,-0.107988,0.133223,0.225725,-0.287255,0.325505,0.118627,0.195796,0.128294,0.218679,-0.107978,0.133157,0.298756,0.197495,0.130701,0.380894,-0.107621,0.133313,0.378018,0.197655,0.129951,0.298271,,,,,,,,,,,,,,,,,,,0.049384,0.429563,-0.201750,-0.063483,0.354407,-0.084776,0.004319,0.427610,-0.207189,-0.009443,0.340558,-0.046387,-0.025935,0.386854,-0.063858,-0.279760,0.430816,-0.015409,-0.322778,0.450635,-0.020181,-0.362849,0.423710,0.024805,-0.403240,0.448262,0.066201,-0.456365,0.450291,0.028262
3,0.012500,-0.853566,0.130399,-0.111070,-0.492021,-0.062295,0.313270,0.010601,-0.776224,-0.085396,0.233865,-0.579216,-0.321754,0.332550,0.131480,0.000394,-0.001226,0.000106,-0.999999,0.038259,0.137786,0.300710,0.215446,0.140901,0.428282,0.168484,0.141560,0.560943,-0.122373,0.143361,0.486997,-0.123815,0.141613,0.559866,0.231244,0.122196,0.562541,0.039138,0.124310,0.299124,0.038972,0.123919,0.380602,0.038861,0.125572,0.223273,-0.107999,0.133225,0.225726,-0.287331,0.325459,0.118690,0.195784,0.128277,0.218681,-0.107987,0.133159,0.298768,0.197489,0.130685,0.380895,-0.107623,0.133301,0.378022,0.197647,0.129942,0.298270,,,,,,,,,,,,,,,,,,,0.049375,0.429492,-0.201632,-0.063436,0.354400,-0.084556,0.004301,0.427535,-0.207041,-0.009382,0.340517,-0.046224,-0.025885,0.386822,-0.063700,-0.279850,0.430793,-0.015300,-0.322854,0.450668,-0.020012,-0.362909,0.423689,0.024929,-0.403320,0.448217,0.066307,-0.456448,0.450255,0.028366
4,0.016667,-0.853521,0.130512,-0.110489,-0.492200,-0.062221,0.313297,0.010835,-0.776776,-0.085390,0.233800,-0.578503,-0.321913,0.332330,0.131451,0.000357,-0.001234,0.000097,-0.999999,0.038245,0.137790,0.300722,0.215432,0.140900,0.428292,0.168474,0.141554,0.560956,-0.122384,0.143346,0.487006,-0.123827,0.141601,0.559878,0.231239,0.122176,0.562547,0.039131,0.124308,0.299128,0.038954,0.123900,0.380615,0.038851,0.125556,0.223284,-0.108009,0.133206,0.225731,-0.287419,0.325391,0.118762,0.195775,0.128266,0.218698,-0.107994,0.133155,0.298783,0.197475,0.130673,0.380912,-0.107635,0.133297,0.378032,0.197631,0.129935,0.298284,,,,,,,,,,,,,,,,,,,0.049348,0.429408,-0.201512,-0.063413,0.354439,-0.084310,0.004275,0.427452,-0.206898,-0.009323,0.340482,-0.046055,-0.025844,0.386784,-0.063519,-0.279938,0.430773,-0.015169,-0.322964,0.450767,-0.019787,-0.362990,0.423650,0.025077,-0.403406,0.448165,0.066427,-0.456528,0.450220,0.028490
5,0.020833,-0.853479,0.130818,-0.109623,-0.492385,-0.062152,0.313366,0.011083,-0.777316,-0.085435,0.233736,-0.577796,-0.322040,0.332110,0.131415,0.000648,-0.001223,0.000180,-0.999999,0.038221,0.137645,0.300758,0.215357,0.140800,0.428322,0.168472,0.141553,0.560970,-0.122383,0.143358,0.487006,-0.123828,0.141602,0.559881,0.231185,0.122143,0.562650,0.039133,0.124302,0.299138,0.038957,0.123906,0.380626,0.038855,0.125558,0.223291,-0.108007,0.133213,0.225743,-0.287494,0.325326,0.118850,0.195774,0.128267,0.218710,-0.108003,0.133162,0.298793,0.197483,0.130683,0.380926,-0.107641,0.133299,0.378032,0.197625,0.129924,0.298301,,,,,,,,,,,,,,,,,,,0.049327,0.429335,-0.201405,-0.063422,0.354533,-0.084033,0.004257,0.427387,-0.206749,-0.009255,0.340458,-0.045885,-0.025790,0.386762,-0.063341,-0.280017,0.430757,-0.015032,-0.323063,0.450868,-0.019588,-0.363053,0.423593,0.025219,-0.403472,0.448108,0.066560,-0.456595,0.450189,0.028603
