Format Version,1.23,Take Name,cap_050,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.56.07.848 PM,Total Frames in Take,2173,Total Exported Frames,2173,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 3166,Unlabeled 3166,Unlabeled 3166,Unlabeled 3167,Unlabeled 3167,Unlabeled 3167,Unlabeled 3168,Unlabeled 3168,Unlabeled 3168,Unlabeled 3169,Unlabeled 3169,Unlabeled 3169,Unlabeled 3170,Unlabeled 3170,Unlabeled 3170,Unlabeled 3171,Unlabeled 3171,Unlabeled 3171,Unlabeled 3172,Unlabeled 3172,Unlabeled 3172,Unlabeled 3173,Unlabeled 3173,Unlabeled 3173,Unlabeled 3174,Unlabeled 3174,Unlabeled 3174,Unlabeled 3175,Unlabeled 3175,Unlabeled 3175,Unlabeled 3176,Unlabeled 3176,Unlabeled 3176,Unlabeled 3177,Unlabeled 3177,Unlabeled 3177,Unlabeled 3178,Unlabeled 3178,Unlabeled 3178,Unlabeled 3179,Unlabeled 3179,Unlabeled 3179,Unlabeled 3180,Unlabeled 3180,Unlabeled 3180,Unlabeled 3181,Unlabeled 3181,Unlabeled 3181,Unlabeled 3182,Unlabeled 3182,Unlabeled 3182,Unlabeled 3183,Unlabeled 3183,Unlabeled 3183,Unlabeled 3184,Unlabeled 3184,Unlabeled 3184,Unlabeled 3185,Unlabeled 3185,Unlabeled 3185,Unlabeled 3186,Unlabeled 3186,Unlabeled 3186,Unlabeled 3187,Unlabeled 3187,Unlabeled 3187,Unlabeled 3188,Unlabeled 3188,Unlabeled 3188,Unlabeled 3189,Unlabeled 3189,Unlabeled 3189,Unlabeled 3190,Unlabeled 3190,Unlabeled 3190,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","E08F0","E08F0","E08F0","E0920","E0920","E0920","E0990","E0990","E0990","E09A0","E09A0","E09A0","E08E0","E08E0","E08E0","E0930","E0930","E0930","E0950","E0950","E0950","E0A20","E0A20","E0A20","E0A60","E0A60","E0A60","E0B00","E0B00","E0B00","E0B20","E0B20","E0B20","E0B30","E0B30","E0B30","E0B60","E0B60","E0B60","E0BD0","E0BD0","E0BD0","E0BF0","E0BF0","E0BF0","E0C50","E0C50","E0C50","E0C80","E0C80","E0C80","E0C70","E0C70","E0C70","E0C90","E0C90","E0C90","E0CC0","E0CC0","E0CC0","E0C60","E0C60","E0C60","E0CE0","E0CE0","E0CE0","E0CD0","E0CD0","E0CD0","E0CF0","E0CF0","E0CF0","E0D00","E0D00","E0D00","E0D20","E0D20","E0D20","E0D40","E0D40","E0D40","E0D60","E0D60","E0D60","E0D50","E0D50","E0D50","E0D70","E0D70","E0D70","E0C00","E0C00","E0C00","E0AE0","E0AE0","E0AE0","E0C30","E0C30","E0C30","E0AB0","E0AB0","E0AB0","E09D0","E09D0","E09D0","E08C0","E08C0","E08C0","E08A0","E08A0","E08A0","E08B0","E08B0","E08B0","E08D0","E08D0","E08D0","E0890","E0890","E0890"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.738031,-0.289956,0.083624,-0.603525,-0.085215,0.353999,-0.092028,-0.780903,0.120588,-0.215166,-0.573892,0.235821,0.311033,0.051505,-0.000569,-0.000382,0.000065,-1.000000,0.038749,0.138102,0.300451,0.215597,0.140989,0.428399,0.168510,0.141434,0.560992,-0.122310,0.143230,0.487063,-0.123405,0.141651,0.557969,0.231190,0.121937,0.562698,0.039127,0.123954,0.380619,0.039096,0.126074,0.223298,0.285426,0.311918,0.082923,0.039339,0.124597,0.299137,-0.107792,0.133243,0.225658,0.196108,0.127913,0.218821,-0.107899,0.132209,0.298700,0.198049,0.129642,0.298400,0.197792,0.130855,0.381010,-0.107426,0.133883,0.378037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203215,0.379377,-0.329608,-0.162748,0.341550,-0.159382,-0.232874,0.363442,-0.299739,-0.101102,0.364345,-0.171838,-0.145886,0.389885,-0.177312,0.362343,0.427581,-0.006244,0.339814,0.439808,-0.045888,0.285909,0.402077,-0.050741,0.225587,0.415898,-0.063465,0.227724,0.411995,-0.128576
1,0.004167,-0.738245,-0.290017,0.084369,-0.603130,-0.084044,0.353748,-0.091272,-0.780914,0.120768,-0.215349,-0.573771,0.236191,0.310772,0.052108,-0.000597,-0.000394,0.000066,-1.000000,0.038743,0.138107,0.300478,0.215606,0.140986,0.428423,0.168508,0.141432,0.561020,-0.122316,0.143225,0.487095,-0.123413,0.141642,0.558001,0.231191,0.121922,0.562710,0.039116,0.123948,0.380648,0.039087,0.126073,0.223322,0.285672,0.311548,0.083391,0.039338,0.124590,0.299169,-0.107793,0.133243,0.225688,0.196107,0.127910,0.218858,-0.107902,0.132212,0.298738,0.198036,0.129644,0.298425,0.197781,0.130855,0.381042,-0.107434,0.133886,0.378075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202344,0.379340,-0.328687,-0.161713,0.341384,-0.158542,-0.231972,0.363426,-0.298758,-0.100035,0.364169,-0.171053,-0.144757,0.389729,-0.176456,0.362755,0.427344,-0.005548,0.340251,0.439573,-0.045191,0.286335,0.401818,-0.050095,0.225999,0.415671,-0.062827,0.228176,0.411783,-0.127983
2,0.008333,-0.738226,-0.290175,0.084828,-0.603013,-0.082909,0.353603,-0.090510,-0.781026,0.120898,-0.215559,-0.573513,0.236603,0.310478,0.052672,-0.000567,-0.000402,0.000074,-1.000000,0.038734,0.138101,0.300487,0.215593,0.140984,0.428431,0.168500,0.141436,0.561029,-0.122318,0.143232,0.487107,-0.123412,0.141653,0.558010,0.231186,0.121930,0.562713,0.039102,0.123952,0.380651,0.039075,0.126090,0.223326,0.285983,0.311221,0.083835,0.039335,0.124607,0.299176,-0.107808,0.133253,0.225696,0.196098,0.127925,0.218864,-0.107910,0.132222,0.298743,0.198022,0.129659,0.298429,0.197779,0.130864,0.381039,-0.107438,0.133893,0.378088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201451,0.379218,-0.327812,-0.160633,0.341265,-0.157713,-0.231016,0.363299,-0.297884,-0.098968,0.363989,-0.170263,-0.143696,0.389628,-0.175627,0.363165,0.427086,-0.004863,0.340696,0.439348,-0.044500,0.286769,0.401609,-0.049461,0.226472,0.415427,-0.062223,0.228633,0.411585,-0.127364
3,0.012500,-0.738436,-0.290954,0.084853,-0.602377,-0.081690,0.353388,-0.089803,-0.781284,0.121069,-0.215646,-0.573092,0.237033,0.310174,0.053201,-0.000768,-0.000375,0.000045,-1.000000,0.038754,0.138228,0.300464,0.215652,0.141078,0.428400,0.168503,0.141468,0.561008,-0.122325,0.143263,0.487086,-0.123416,0.141678,0.557988,0.231179,0.121955,0.562707,0.039096,0.123983,0.380631,0.039067,0.126102,0.223309,0.286287,0.310829,0.084420,0.039333,0.124628,0.299163,-0.107810,0.133273,0.225676,0.196108,0.127939,0.218866,-0.107921,0.132243,0.298722,0.198009,0.129666,0.298407,0.197772,0.130875,0.381029,-0.107441,0.133925,0.378066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.200540,0.379180,-0.326921,-0.159504,0.341026,-0.156941,-0.230091,0.363251,-0.296933,-0.097856,0.363883,-0.169516,-0.142623,0.389491,-0.174811,0.363582,0.426844,-0.004159,0.341126,0.439134,-0.043837,0.287243,0.401428,-0.048831,0.226930,0.415235,-0.061566,0.229149,0.411460,-0.126733
4,0.016667,-0.738434,-0.291105,0.085381,-0.602233,-0.080508,0.353225,-0.089108,-0.781301,0.121359,-0.215739,-0.572973,0.237433,0.309947,0.053807,0.000787,-0.000535,0.000219,-1.000000,0.038652,0.137489,0.300444,0.215375,0.140603,0.428418,0.168513,0.141474,0.560990,-0.122324,0.143280,0.487058,-0.123415,0.141689,0.557964,0.231285,0.122042,0.562603,0.039094,0.123990,0.380607,0.039075,0.126114,0.223289,0.286559,0.310566,0.084879,0.039336,0.124646,0.299131,-0.107806,0.133281,0.225644,0.196125,0.127954,0.218843,-0.107913,0.132260,0.298705,0.198015,0.129692,0.298387,0.197774,0.130894,0.380999,-0.107443,0.133941,0.378037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199609,0.379083,-0.326107,-0.158411,0.340916,-0.156161,-0.229100,0.363098,-0.296086,-0.096764,0.363701,-0.168834,-0.141498,0.389360,-0.174018,0.364071,0.426585,-0.003436,0.341625,0.438910,-0.043142,0.287711,0.401263,-0.048171,0.227406,0.415023,-0.060941,0.229653,0.411286,-0.126106
5,0.020833,-0.738645,-0.291504,0.085456,-0.601770,-0.079351,0.353021,-0.088409,-0.781604,0.121319,-0.216023,-0.572461,0.237930,0.309576,0.054347,0.000825,-0.000533,0.000216,-1.000000,0.038656,0.137466,0.300416,0.215376,0.140587,0.428391,0.168516,0.141470,0.560964,-0.122317,0.143276,0.487030,-0.123408,0.141680,0.557931,0.231283,0.122046,0.562573,0.039109,0.123992,0.380581,0.039082,0.126101,0.223262,0.286888,0.310258,0.085331,0.039348,0.124647,0.299099,-0.107789,0.133271,0.225618,0.196187,0.127946,0.218851,-0.107899,0.132258,0.298667,0.198020,0.129682,0.298358,0.197782,0.130894,0.380970,-0.107429,0.133925,0.378001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198639,0.379057,-0.325282,-0.157310,0.340743,-0.155424,-0.228131,0.363065,-0.295244,-0.095656,0.363575,-0.168104,-0.140438,0.389221,-0.173243,0.364493,0.426342,-0.002757,0.342062,0.438720,-0.042405,0.288189,0.401013,-0.047505,0.227888,0.414783,-0.060289,0.230140,0.411106,-0.125480
