Format Version,1.23,Take Name,cap_034,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.46.31.674 PM,Total Frames in Take,3334,Total Exported Frames,3334,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1851,7.712500,-0.814213,0.187667,-0.295401,-0.463224,0.192016,0.135174,0.234199,-0.621517,-0.067995,0.647916,-0.435084,-0.098470,0.166408,0.269684,0.000669,-0.000299,0.000303,-1.000000,0.038703,0.137526,0.300308,0.215349,0.140596,0.428321,0.168492,0.141470,0.560910,-0.122332,0.143280,0.486937,-0.123488,0.141702,0.557665,0.231149,0.121939,0.562602,0.039398,0.133130,0.299335,0.038958,0.125508,0.380344,0.040741,0.154560,0.226848,0.196665,0.139821,0.219952,,,,0.197653,0.130565,0.380909,0.197961,0.129424,0.298316,-0.100814,0.190170,0.242059,-0.107697,0.133744,0.377999,-0.107041,0.147749,0.300583,,,,,,,,,,,,,0.367315,0.258249,0.075340,0.223961,0.174777,0.144223,0.328035,0.252920,0.053666,0.260316,0.166376,0.200527,0.248482,0.210898,0.176533,-0.122095,0.254024,0.112066,-0.141823,0.292005,0.131191,-0.149253,0.281554,0.196340,-0.133934,0.316400,0.246641,-0.188959,0.351577,0.251737
1852,7.716667,-0.814017,0.189733,-0.295418,-0.462717,0.192015,0.135158,0.234310,-0.621515,-0.068185,0.647873,-0.435121,-0.098392,0.166404,0.269684,0.000658,-0.000306,0.000312,-1.000000,0.038704,0.137529,0.300322,0.215352,0.140593,0.428335,0.168497,0.141470,0.560930,-0.122334,0.143283,0.486947,-0.123478,0.141701,0.557685,0.231156,0.121930,0.562607,0.039411,0.133128,0.299331,0.038974,0.125506,0.380345,0.040747,0.154552,0.226847,0.196677,0.139838,0.219948,,,,0.197668,0.130561,0.380911,0.197975,0.129425,0.298321,-0.100815,0.190137,0.242055,-0.107675,0.133745,0.378006,-0.107047,0.147709,0.300569,,,,,,,,,,,,,0.368042,0.257972,0.076101,0.224277,0.174840,0.144476,0.328807,0.252807,0.054286,0.260518,0.166203,0.200849,0.248836,0.210816,0.176903,-0.122044,0.254051,0.112095,-0.141815,0.292011,0.131219,-0.149231,0.281544,0.196358,-0.133903,0.316389,0.246679,-0.188940,0.351554,0.251791
1853,7.720833,-0.813743,0.191839,-0.295390,-0.462347,0.192038,0.135195,0.234454,-0.621453,-0.068346,0.647874,-0.435184,-0.098323,0.166407,0.269703,0.000649,-0.000310,0.000305,-1.000000,0.038702,0.137540,0.300336,0.215371,0.140607,0.428342,0.168491,0.141481,0.560935,-0.122338,0.143284,0.486968,-0.123489,0.141709,0.557702,0.231153,0.121935,0.562621,0.039409,0.133135,0.299343,0.038966,0.125512,0.380351,0.040764,0.154549,0.226851,0.196675,0.139882,0.219953,,,,0.197666,0.130556,0.380917,0.197987,0.129414,0.298331,-0.100846,0.190081,0.242044,-0.107689,0.133741,0.378012,-0.107063,0.147655,0.300562,,,,,,,,,,,,,0.368830,0.257683,0.076799,0.224633,0.174919,0.144764,0.329632,0.252669,0.054947,0.260721,0.166076,0.201182,0.249214,0.210734,0.177308,-0.122030,0.254065,0.112142,-0.141813,0.292010,0.131253,-0.149213,0.281537,0.196389,-0.133876,0.316381,0.246719,-0.188932,0.351537,0.251849
1854,7.725000,-0.814540,0.197671,-0.290587,-0.461530,0.191647,0.135935,0.234680,-0.621491,-0.068285,0.647940,-0.435040,-0.098359,0.166360,0.269723,0.000641,-0.000325,0.000301,-1.000000,0.038697,0.137544,0.300343,0.215377,0.140609,0.428345,0.168481,0.141483,0.560940,-0.122344,0.143283,0.486974,-0.123483,0.141708,0.557723,0.231166,0.121935,0.562620,0.039407,0.133109,0.299351,0.038972,0.125517,0.380355,0.040783,0.154559,0.226854,0.196685,0.139882,0.219950,,,,0.197678,0.130562,0.380921,0.197990,0.129434,0.298336,-0.100852,0.190045,0.242042,-0.107669,0.133749,0.378013,-0.107057,0.147612,0.300560,,,,,,,,,,,,,0.369564,0.257436,0.077628,0.224129,0.176826,0.145285,0.330347,0.252550,0.055579,0.260912,0.165977,0.201536,0.249626,0.210666,0.177745,-0.122054,0.254030,0.112186,-0.141803,0.292013,0.131287,-0.149191,0.281520,0.196411,-0.133859,0.316339,0.246757,-0.188924,0.351523,0.251891
1855,7.729167,-0.814146,0.199373,-0.291314,-0.461034,0.191656,0.135891,0.234824,-0.621545,-0.068070,0.648084,-0.434782,-0.098472,0.166284,0.269756,0.000722,-0.000336,0.000316,-1.000000,0.038682,0.137505,0.300355,0.215363,0.140583,0.428355,0.168477,0.141482,0.560943,-0.122353,0.143284,0.486995,-0.123498,0.141710,0.557731,0.231159,0.121933,0.562633,0.039402,0.133108,0.299357,0.038962,0.125507,0.380367,0.040774,0.154528,0.226856,0.196680,0.139927,0.219967,,,,0.197666,0.130555,0.380923,0.197978,0.129425,0.298345,-0.100875,0.190013,0.242050,-0.107679,0.133740,0.378033,-0.107069,0.147600,0.300570,,,,,,,,,,,,,0.370284,0.257233,0.078444,0.224602,0.176648,0.145489,0.331185,0.252469,0.056320,0.261078,0.165821,0.202015,0.249944,0.210646,0.178148,-0.122123,0.253962,0.112241,-0.141797,0.291999,0.131315,-0.149197,0.281499,0.196445,-0.133857,0.316287,0.246799,-0.188915,0.351504,0.251934
1856,7.733333,-0.813719,0.200753,-0.291877,-0.460833,0.191739,0.135927,0.235074,-0.621642,-0.067847,0.648224,-0.434468,-0.098602,0.166180,0.269769,0.000706,-0.000334,0.000303,-1.000000,0.038686,0.137495,0.300360,0.215362,0.140573,0.428362,0.168479,0.141468,0.560953,-0.122354,0.143268,0.486995,-0.123490,0.141686,0.557738,0.231162,0.121923,0.562637,0.039406,0.133095,0.299359,0.038962,0.125508,0.380373,0.040764,0.154501,0.226864,0.196679,0.139912,0.219975,,,,0.197661,0.130545,0.380927,0.197971,0.129416,0.298355,-0.100887,0.189982,0.242063,-0.107691,0.133741,0.378039,-0.107076,0.147555,0.300581,,,,,,,,,,,,,0.370975,0.257006,0.079217,0.224930,0.176778,0.145901,0.331929,0.252343,0.056978,0.261321,0.165758,0.202410,0.250277,0.210563,0.178584,-0.122188,0.253887,0.112283,-0.141792,0.291980,0.131339,-0.149215,0.281449,0.196472,-0.133867,0.316223,0.246827,-0.188895,0.351460,0.251965
1857,7.737500,-0.813448,0.202671,-0.292288,-0.460212,0.191731,0.135932,0.235231,-0.621640,-0.067585,0.648449,-0.434177,-0.098737,0.166096,0.269797,0.000716,-0.000333,0.000294,-1.000000,0.038674,0.137486,0.300362,0.215340,0.140569,0.428366,0.168474,0.141465,0.560948,-0.122356,0.143260,0.486995,-0.123500,0.141677,0.557739,0.231145,0.121924,0.562643,0.039383,0.133095,0.299366,0.038944,0.125507,0.380387,0.040751,0.154469,0.226883,0.196677,0.139962,0.220000,,,,0.197644,0.130544,0.380928,0.197953,0.129405,0.298357,-0.100893,0.189977,0.242088,-0.107698,0.133727,0.378043,-0.107098,0.147529,0.300591,,,,,,,,,,,,,0.371679,0.256843,0.080089,0.225298,0.176760,0.146192,0.332735,0.252295,0.057755,0.261482,0.165678,0.202793,0.250637,0.210541,0.179064,-0.122300,0.253791,0.112327,-0.141796,0.291965,0.131367,-0.149227,0.281428,0.196495,-0.133876,0.316175,0.246854,-0.188875,0.351427,0.251993
1858,7.741667,-0.813115,0.204381,-0.292455,-0.459937,0.191812,0.136035,0.235488,-0.621668,-0.067312,0.648643,-0.433889,-0.098865,0.166018,0.269805,0.000416,-0.000303,0.000255,-1.000000,0.038701,0.137634,0.300345,0.215402,0.140664,0.428343,0.168486,0.141454,0.560928,-0.122354,0.143268,0.486981,-0.123498,0.141674,0.557722,0.231133,0.121930,0.562643,0.039379,0.133096,0.299356,0.038938,0.125508,0.380380,0.040776,0.154468,0.226887,0.196675,0.139961,0.219993,,,,0.197636,0.130541,0.380929,0.197941,0.129412,0.298340,-0.100900,0.189938,0.242081,-0.107721,0.133737,0.378040,-0.107101,0.147489,0.300587,,,,,,,,,,,,,0.372384,0.256654,0.080885,0.225808,0.176850,0.146589,0.333489,0.252219,0.058438,0.261691,0.165647,0.203199,0.251016,0.210468,0.179496,-0.122380,0.253711,0.112352,-0.141793,0.291958,0.131371,-0.149232,0.281391,0.196491,-0.133878,0.316138,0.246864,-0.188845,0.351411,0.251996
1859,7.745833,-0.812604,0.205417,-0.293690,-0.459593,0.191903,0.136006,0.235747,-0.621629,-0.067171,0.648797,-0.433737,-0.098913,0.165974,0.269809,0.000708,-0.000325,0.000292,-1.000000,0.038679,0.137494,0.300334,0.215318,0.140575,0.428355,0.168499,0.141455,0.560905,-0.122344,0.143269,0.486961,-0.123496,0.141679,0.557707,0.231130,0.121942,0.562626,0.039379,0.133099,0.299353,0.038935,0.125517,0.380373,0.040807,0.154449,0.226876,0.196678,0.139966,0.219982,,,,0.197625,0.130538,0.380915,0.197930,0.129415,0.298331,-0.100910,0.189914,0.242074,-0.107731,0.133743,0.378042,-0.107097,0.147470,0.300572,,,,,,,,,,,,,0.373084,0.256515,0.081755,0.226033,0.177019,0.147053,0.334280,0.252172,0.059179,0.261899,0.165525,0.203749,0.251362,0.210430,0.179944,-0.122419,0.253659,0.112365,-0.141789,0.291942,0.131375,-0.149223,0.281381,0.196500,-0.133863,0.316112,0.246862,-0.188799,0.351388,0.251993
1860,7.750000,-0.812145,0.206613,-0.294556,-0.459313,0.192031,0.136051,0.236013,-0.621685,-0.066999,0.648915,-0.433507,-0.098977,0.165910,0.269800,0.000177,-0.000319,0.000443,-1.000000,0.038684,0.137659,0.300305,0.215335,0.140563,0.428349,0.168460,0.141068,0.560801,-0.122325,0.143273,0.486944,-0.123486,0.141671,0.557694,0.231134,0.121951,0.562624,0.039382,0.133106,0.299348,0.038947,0.125529,0.380361,0.040838,0.154416,0.226864,0.196682,0.139978,0.219971,,,,0.197632,0.130555,0.380906,0.197934,0.129426,0.298330,-0.100914,0.189877,0.242068,-0.107727,0.133747,0.378033,-0.107093,0.147431,0.300562,,,,,,,,,,,,,0.373815,0.256373,0.082612,0.226337,0.177165,0.147419,0.335024,0.252094,0.059908,0.262186,0.165523,0.204188,0.251754,0.210455,0.180468,-0.122428,0.253620,0.112376,-0.141763,0.291930,0.131373,-0.149209,0.281351,0.196499,-0.133835,0.316079,0.246867,-0.188742,0.351366,0.251988
1861,7.754167,-0.812073,0.208213,-0.294432,-0.458797,0.192159,0.136036,0.236339,-0.621698,-0.066992,0.648969,-0.433409,-0.098970,0.165873,0.269795,-0.000148,-0.000289,0.000398,-1.000000,0.038713,0.137821,0.300309,0.215399,0.140675,0.428343,0.168459,0.141069,0.560812,-0.122316,0.143270,0.486952,-0.123483,0.141680,0.557696,0.231136,0.121947,0.562639,0.039379,0.133104,0.299364,0.038936,0.125532,0.380378,0.040843,0.154384,0.226879,0.196660,0.139941,0.219968,,,,0.197636,0.130558,0.380917,0.197930,0.129424,0.298341,-0.100914,0.189868,0.242072,-0.107713,0.133745,0.378042,-0.107099,0.147428,0.300581,,,,,,,,,,,,,0.374434,0.256238,0.083405,0.226886,0.177019,0.147812,0.335738,0.252034,0.060667,0.262419,0.165380,0.204713,0.252115,0.210435,0.181005,-0.122412,0.253611,0.112375,-0.141743,0.291914,0.131389,-0.149188,0.281328,0.196512,-0.133802,0.316054,0.246883,-0.188697,0.351344,0.252002
1862,7.758333,-0.811322,0.208011,-0.296508,-0.458880,0.192445,0.135956,0.236800,-0.621797,-0.067025,0.648942,-0.433302,-0.098944,0.165841,0.269771,0.000526,-0.000293,0.000212,-1.000000,0.038740,0.137603,0.300334,0.215411,0.140678,0.428351,0.168569,0.141533,0.560895,-0.122310,0.143263,0.486957,-0.123471,0.141678,0.557710,0.231141,0.121939,0.562651,0.039392,0.133104,0.299378,0.038952,0.125542,0.380385,0.040639,0.154782,0.226889,0.196656,0.139928,0.219977,,,,0.197647,0.130553,0.380932,0.197940,0.129430,0.298358,-0.100918,0.189839,0.242078,-0.107709,0.133756,0.378053,-0.107086,0.147413,0.300580,,,,,,,,,,,,,0.375107,0.256109,0.084232,0.227073,0.177348,0.148555,0.336417,0.251955,0.061460,0.262697,0.165337,0.205342,0.252514,0.210334,0.181549,-0.122342,0.253637,0.112354,-0.141703,0.291910,0.131404,-0.149158,0.281310,0.196519,-0.133752,0.316031,0.246899,-0.188648,0.351334,0.252008
1863,7.762500,-0.811407,0.209619,-0.295845,-0.458427,0.192642,0.135992,0.237266,-0.621765,-0.067143,0.648930,-0.433348,-0.098857,0.165849,0.269750,0.000364,-0.000278,0.000238,-1.000000,0.038745,0.137660,0.300348,0.215426,0.140685,0.428364,0.168532,0.141454,0.560938,-0.122312,0.143264,0.486970,-0.123465,0.141673,0.557720,0.231153,0.121938,0.562650,0.039398,0.133106,0.299383,0.038959,0.125552,0.380396,0.040624,0.154740,0.226895,0.196638,0.139891,0.219963,,,,0.197660,0.130562,0.380948,0.197956,0.129426,0.298367,-0.100919,0.189820,0.242072,-0.107699,0.133758,0.378065,-0.107090,0.147405,0.300577,,,,,,,,,,,,,0.375762,0.256033,0.085047,0.227476,0.177210,0.149016,0.337060,0.251892,0.062191,0.262945,0.165227,0.205949,0.253033,0.210332,0.182247,-0.122270,0.253673,0.112329,-0.141677,0.291892,0.131403,-0.149125,0.281310,0.196523,-0.133690,0.316024,0.246894,-0.188601,0.351339,0.252009
1864,7.766667,-0.811240,0.211674,-0.295727,-0.457854,0.192666,0.136059,0.237562,-0.621713,-0.067253,0.648894,-0.433460,-0.098736,0.165862,0.269720,0.000348,-0.000284,0.000229,-1.000000,0.038758,0.137668,0.300342,0.215456,0.140692,0.428351,0.168540,0.141459,0.560934,-0.122304,0.143263,0.486967,-0.123455,0.141670,0.557720,0.231178,0.121937,0.562640,0.039415,0.133099,0.299369,0.038982,0.125548,0.380381,0.040652,0.154707,0.226904,0.196577,0.139144,0.220197,,,,0.197683,0.130569,0.380932,0.197989,0.129423,0.298358,-0.100901,0.189764,0.242031,-0.107671,0.133755,0.378047,-0.107078,0.147375,0.300551,,,,,,,,,,,,,0.376409,0.255867,0.085975,0.228004,0.177068,0.149394,0.337847,0.251866,0.063039,0.263161,0.165172,0.206455,0.253373,0.210300,0.182772,-0.122173,0.253685,0.112289,-0.141628,0.291871,0.131375,-0.149063,0.281301,0.196498,-0.133609,0.316017,0.246862,-0.188543,0.351342,0.251987
1865,7.770833,-0.810182,0.212532,-0.298546,-0.457499,0.192622,0.135986,0.237657,-0.621601,-0.067448,0.648847,-0.433660,-0.098582,0.165912,0.269675,0.000378,-0.000297,0.000232,-1.000000,0.038752,0.137664,0.300330,0.215467,0.140698,0.428329,0.168525,0.141477,0.560915,-0.122314,0.143266,0.486965,-0.123452,0.141687,0.557710,0.231186,0.121939,0.562628,0.039421,0.133104,0.299352,0.038988,0.125564,0.380364,0.040694,0.154669,0.226888,0.196631,0.139831,0.219880,,,,0.197691,0.130572,0.380917,0.197996,0.129426,0.298338,-0.100902,0.189736,0.241998,-0.107656,0.133759,0.378027,-0.107080,0.147356,0.300516,,,,,,,,,,,,,0.377188,0.255824,0.087131,0.228553,0.176829,0.149586,0.338723,0.251748,0.063839,0.263264,0.165123,0.206996,0.253619,0.210262,0.183162,-0.122073,0.253731,0.112239,-0.141599,0.291858,0.131327,-0.149008,0.281317,0.196452,-0.133536,0.316035,0.246812,-0.188495,0.351366,0.251960
1866,7.775000,-0.808633,0.213087,-0.302632,-0.457297,0.192585,0.135976,0.237631,-0.621472,-0.067471,0.648882,-0.433789,-0.098489,0.165950,0.269639,0.000492,-0.000361,0.000162,-1.000000,0.038744,0.137639,0.300291,0.215468,0.140709,0.428298,0.168523,0.141487,0.560895,-0.122320,0.143280,0.486935,-0.123458,0.141692,0.557685,0.231297,0.122047,0.562515,0.039431,0.133129,0.299311,0.038998,0.125569,0.380340,0.040714,0.154658,0.226862,0.196635,0.139785,0.219838,,,,0.197695,0.130588,0.380887,0.198003,0.129450,0.298302,-0.100896,0.189700,0.241935,-0.107658,0.133773,0.378007,-0.106970,0.147636,0.300662,,,,,,,,,,,,,0.378083,0.255897,0.088271,0.229253,0.176559,0.149734,0.339844,0.251650,0.064748,0.263364,0.165218,0.207469,0.253851,0.210261,0.183462,-0.122020,0.253736,0.112179,-0.141565,0.291836,0.131265,-0.148963,0.281325,0.196398,-0.133470,0.316062,0.246759,-0.188441,0.351394,0.251904
1867,7.779167,-0.806173,0.212468,-0.309183,-0.457546,0.192507,0.135878,0.237541,-0.621387,-0.067507,0.648920,-0.433849,-0.098427,0.165971,0.269583,0.000701,-0.000333,0.000291,-1.000000,0.038709,0.137534,0.300293,0.215384,0.140617,0.428289,0.168508,0.141492,0.560884,-0.122329,0.143299,0.486934,-0.123471,0.141723,0.557663,0.231181,0.121974,0.562576,0.039423,0.133137,0.299289,0.038985,0.125570,0.380318,0.040695,0.154656,0.226862,0.196611,0.139707,0.219787,,,,0.197679,0.130591,0.380865,0.197997,0.129455,0.298290,-0.100900,0.189704,0.241915,-0.107665,0.133779,0.377988,-0.106978,0.147639,0.300641,,,,,,,,,,,,,0.378992,0.255980,0.089629,0.229898,0.176130,0.149817,0.341066,0.251417,0.065676,0.263497,0.165389,0.207995,0.253965,0.210238,0.183655,-0.121980,0.253759,0.112112,-0.141550,0.291819,0.131208,-0.148938,0.281324,0.196345,-0.133421,0.316072,0.246688,-0.188401,0.351422,0.251851
1868,7.783333,-0.802724,0.211225,-0.317549,-0.458455,0.192393,0.135799,0.237484,-0.621377,-0.067213,0.649074,-0.433677,-0.098504,0.165933,0.269554,0.000380,-0.000302,0.000276,-1.000000,0.038725,0.137691,0.300269,0.215442,0.140707,0.428253,0.168499,0.141496,0.560864,-0.122343,0.143313,0.486909,-0.123477,0.141723,0.557644,0.231163,0.121950,0.562568,0.039409,0.133135,0.299278,0.038981,0.125562,0.380305,0.040689,0.154631,0.226860,0.196602,0.139565,0.219758,,,,0.197665,0.130577,0.380854,0.197973,0.129443,0.298269,-0.100899,0.189668,0.241890,-0.107682,0.133773,0.377963,-0.106986,0.147652,0.300625,,,,,,,,,,,,,0.380053,0.256037,0.091128,0.230800,0.175534,0.149986,0.342469,0.250929,0.066691,0.263530,0.165579,0.208643,0.254020,0.210163,0.183795,-0.121993,0.253695,0.112041,-0.141528,0.291784,0.131157,-0.148928,0.281308,0.196289,-0.133396,0.316063,0.246633,-0.188341,0.351447,0.251791
1869,7.787500,-0.798638,0.210097,-0.326508,-0.459815,0.192126,0.135885,0.237603,-0.621235,-0.067074,0.649201,-0.433711,-0.098499,0.165931,0.269546,0.000403,-0.000300,0.000273,-1.000000,0.038707,0.137674,0.300273,0.215415,0.140699,0.428254,0.168484,0.141495,0.560872,-0.122347,0.143301,0.486915,-0.123505,0.141720,0.557645,0.231144,0.121942,0.562574,0.039389,0.133125,0.299275,0.038965,0.125540,0.380306,0.040685,0.154575,0.226858,0.196586,0.139440,0.219723,,,,0.197640,0.130565,0.380867,0.197950,0.129420,0.298273,-0.100908,0.189673,0.241893,-0.107699,0.133741,0.377961,-0.107002,0.147618,0.300628,,,,,,,,,,,,,0.381154,0.255980,0.092890,0.231430,0.175367,0.150495,0.343954,0.250336,0.067914,0.263479,0.165818,0.209520,0.254025,0.210033,0.183979,-0.122009,0.253640,0.111990,-0.141515,0.291735,0.131115,-0.148916,0.281287,0.196256,-0.133368,0.316070,0.246582,-0.188296,0.351455,0.251738
1870,7.791667,-0.793780,0.208159,-0.337312,-0.461307,0.191908,0.135789,0.237561,-0.621131,-0.066886,0.649343,-0.433678,-0.098519,0.165924,0.269533,0.000437,-0.000289,0.000273,-1.000000,0.038703,0.137653,0.300271,0.215402,0.140684,0.428261,0.168475,0.141485,0.560872,-0.122359,0.143297,0.486906,-0.123507,0.141713,0.557636,0.231135,0.121947,0.562575,0.039377,0.133113,0.299276,0.038948,0.125543,0.380306,0.040185,0.154069,0.226903,0.196590,0.139301,0.219696,,,,0.197632,0.130562,0.380870,0.197947,0.129417,0.298272,-0.100905,0.189660,0.241892,-0.107714,0.133746,0.377967,-0.107013,0.147630,0.300622,,,,,,,,,,,,,0.382314,0.255898,0.094765,0.232284,0.174730,0.150778,0.345642,0.249648,0.069169,0.263489,0.166111,0.210319,0.254011,0.209847,0.184140,-0.122019,0.253598,0.111942,-0.141504,0.291691,0.131075,-0.148910,0.281276,0.196213,-0.133331,0.316076,0.246532,-0.188244,0.351475,0.251678
1871,7.795833,-0.788092,0.205772,-0.349233,-0.463256,0.191703,0.135671,0.237528,-0.621063,-0.066753,0.649413,-0.433690,-0.098514,0.165936,0.269526,0.000715,-0.000309,0.000323,-1.000000,0.038671,0.137510,0.300278,0.215318,0.140580,0.428281,0.168470,0.141479,0.560877,-0.122360,0.143299,0.486907,-0.123520,0.141704,0.557640,0.231125,0.121939,0.562576,0.039370,0.133110,0.299282,0.038942,0.125539,0.380311,0.040182,0.154046,0.226909,0.196571,0.139180,0.219662,,,,0.197628,0.130554,0.380872,0.197938,0.129405,0.298275,-0.100904,0.189679,0.241894,-0.107721,0.133730,0.377966,-0.107021,0.147644,0.300628,,,,,,,,,,,,,0.383545,0.255838,0.096739,0.233647,0.173501,0.150944,0.347525,0.248774,0.070429,0.263421,0.166381,0.211272,0.253979,0.209659,0.184228,-0.121999,0.253569,0.111913,-0.141487,0.291683,0.131039,-0.148890,0.281277,0.196182,-0.133297,0.316089,0.246484,-0.188200,0.351501,0.251631
1872,7.800000,-0.782012,0.203918,-0.360772,-0.465530,0.191436,0.135755,0.237551,-0.620827,-0.066753,0.649460,-0.433958,-0.098395,0.166002,0.269542,0.000700,-0.000312,0.000320,-1.000000,0.038677,0.137508,0.300279,0.215328,0.140578,0.428282,0.168479,0.141466,0.560874,-0.122359,0.143287,0.486914,-0.123511,0.141697,0.557638,0.231132,0.121932,0.562576,0.039379,0.133122,0.299281,0.038950,0.125536,0.380314,0.040192,0.154038,0.226894,0.196531,0.138671,0.220064,,,,0.197634,0.130553,0.380870,0.197949,0.129410,0.298277,-0.100901,0.189693,0.241881,-0.107713,0.133736,0.377964,-0.107009,0.147663,0.300633,,,,,,,,,,,,,0.384868,0.255598,0.098776,0.234730,0.172683,0.151242,0.349442,0.247784,0.071892,0.263446,0.166814,0.212159,0.254057,0.209489,0.184346,-0.121954,0.253538,0.111895,-0.141462,0.291664,0.130994,-0.148845,0.281288,0.196149,-0.133229,0.316132,0.246437,-0.188149,0.351522,0.251572
1873,7.804167,-0.776616,0.203458,-0.370336,-0.467251,0.191137,0.135771,0.237630,-0.620688,-0.066643,0.649534,-0.434063,-0.098362,0.166040,0.269561,0.000691,-0.000310,0.000299,-1.000000,0.038678,0.137502,0.300297,0.215334,0.140579,0.428304,0.168469,0.141454,0.560893,-0.122362,0.143265,0.486924,-0.123510,0.141687,0.557664,0.231139,0.121931,0.562591,0.039371,0.133132,0.299297,0.038954,0.125540,0.380333,0.040201,0.154035,0.226907,0.196540,0.138695,0.220081,,,,0.197640,0.130545,0.380886,0.197956,0.129398,0.298299,-0.100912,0.189742,0.241902,-0.107706,0.133736,0.377983,-0.107009,0.147707,0.300674,,,,,,,,,,,,,0.386304,0.255148,0.100855,0.235689,0.172131,0.151791,0.351390,0.246838,0.073375,0.263303,0.166851,0.213236,0.254260,0.209346,0.184601,-0.121939,0.253518,0.111891,-0.141451,0.291652,0.130972,-0.148818,0.281292,0.196125,-0.133196,0.316164,0.246399,-0.188106,0.351554,0.251525
1874,7.808333,-0.771360,0.203473,-0.379129,-0.468897,0.190936,0.135798,0.237666,-0.620604,-0.066433,0.649613,-0.434098,-0.098358,0.166061,0.269602,0.000653,-0.000311,0.000294,-1.000000,0.038692,0.137503,0.300316,0.215352,0.140573,0.428326,0.168483,0.141438,0.560909,-0.122349,0.143250,0.486945,-0.123493,0.141668,0.557682,0.231150,0.121914,0.562606,0.039386,0.133147,0.299323,0.038964,0.125542,0.380347,0.040209,0.154054,0.226927,0.196543,0.138686,0.220111,,,,0.197653,0.130542,0.380906,0.197964,0.129396,0.298320,-0.100908,0.189773,0.241918,-0.107700,0.133730,0.378010,-0.107001,0.147745,0.300708,,,,,,,,,,,,,0.387800,0.254560,0.102881,0.236731,0.171552,0.152300,0.353443,0.245879,0.074896,0.263351,0.166956,0.214129,0.254571,0.209103,0.184902,-0.121910,0.253479,0.111910,-0.141422,0.291639,0.130955,-0.148786,0.281302,0.196125,-0.133147,0.316181,0.246381,-0.188051,0.351585,0.251484
1875,7.812500,-0.766585,0.204658,-0.386268,-0.470383,0.190718,0.135892,0.237719,-0.620469,-0.066183,0.649759,-0.434110,-0.098380,0.166082,0.269661,0.000685,-0.000303,0.000268,-1.000000,0.038704,0.137481,0.300345,0.215350,0.140567,0.428359,0.168499,0.141438,0.560941,-0.122342,0.143235,0.486969,-0.123484,0.141651,0.557707,0.231161,0.121922,0.562641,0.039392,0.133163,0.299353,0.038958,0.125549,0.380371,0.040209,0.154068,0.226963,0.196534,0.138647,0.220124,,,,0.197663,0.130557,0.380931,0.197973,0.129398,0.298346,-0.100917,0.189811,0.241952,-0.107699,0.133728,0.378036,-0.106991,0.147779,0.300751,,,,,,,,,,,,,0.389400,0.253883,0.104928,0.237931,0.170730,0.152650,0.355425,0.244832,0.076492,0.263445,0.167006,0.215002,0.255000,0.208853,0.185221,-0.121933,0.253423,0.111938,-0.141405,0.291628,0.130960,-0.148763,0.281307,0.196132,-0.133105,0.316205,0.246378,-0.188009,0.351624,0.251456
1876,7.816667,-0.762421,0.206532,-0.392110,-0.471496,0.190607,0.135976,0.237703,-0.620403,-0.065934,0.649886,-0.434052,-0.098417,0.166083,0.269699,0.000667,-0.000309,0.000264,-1.000000,0.038719,0.137481,0.300360,0.215372,0.140562,0.428381,0.168510,0.141426,0.560938,-0.122321,0.143228,0.486983,-0.123465,0.141638,0.557731,0.231174,0.121916,0.562655,0.039405,0.133171,0.299376,0.038975,0.125553,0.380386,0.040220,0.154071,0.226959,0.196532,0.138588,0.220130,,,,0.197678,0.130545,0.380950,0.197985,0.129394,0.298366,-0.100904,0.189844,0.241975,-0.107679,0.133721,0.378059,-0.106980,0.147801,0.300771,,,,,,,,,,,,,0.391041,0.253107,0.106854,0.239033,0.170136,0.153001,0.357463,0.243888,0.078004,0.263657,0.167007,0.215727,0.255570,0.208568,0.185628,-0.121943,0.253379,0.111967,-0.141381,0.291623,0.130958,-0.148737,0.281306,0.196137,-0.133074,0.316216,0.246364,-0.187954,0.351646,0.251422
