Format Version,1.23,Take Name,cap_034,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.46.31.674 PM,Total Frames in Take,3334,Total Exported Frames,3334,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
117,0.487500,-0.810576,0.105873,-0.114831,-0.564421,0.020097,0.377576,0.031682,-0.797300,-0.186217,0.177693,-0.545950,-0.350394,0.397826,0.087096,0.000628,-0.000331,0.000286,-1.000000,0.038734,0.137532,0.300304,0.215390,0.140597,0.428310,0.168516,0.141457,0.560891,-0.122283,0.143268,0.486937,-0.123425,0.141679,0.557681,0.231194,0.121933,0.562582,0.039344,0.124749,0.299013,0.039125,0.124101,0.380489,0.039090,0.126251,0.223183,0.196019,0.127539,0.218630,-0.319961,0.398553,0.075613,0.197621,0.130558,0.380872,0.197840,0.129431,0.298278,-0.107816,0.131931,0.225577,-0.107514,0.132944,0.377960,-0.107877,0.132264,0.298574,,,,,,,,,,,,,0.123957,0.457323,-0.200526,0.015434,0.401764,-0.068667,0.078993,0.453914,-0.204512,0.071096,0.395503,-0.030437,0.052967,0.437643,-0.055009,-0.334596,0.520768,-0.045776,-0.380872,0.531846,-0.047023,-0.412872,0.491515,-0.005702,-0.455890,0.502067,0.039103,-0.509769,0.498183,0.002225
118,0.491667,-0.810610,0.106317,-0.113815,-0.564495,0.019912,0.377807,0.030912,-0.796778,-0.186270,0.178472,-0.546439,-0.350520,0.397873,0.086780,0.000365,-0.000298,0.000240,-1.000000,0.038759,0.137672,0.300279,0.215465,0.140697,0.428271,0.168521,0.141462,0.560874,-0.122291,0.143275,0.486917,-0.123432,0.141688,0.557655,0.231184,0.121951,0.562574,0.039350,0.124752,0.298992,0.039124,0.124109,0.380464,0.039089,0.126239,0.223165,0.196024,0.127549,0.218610,-0.320149,0.398492,0.075126,0.197616,0.130566,0.380856,0.197831,0.129446,0.298257,-0.107821,0.131923,0.225545,-0.107534,0.132924,0.377933,-0.107878,0.132272,0.298558,,,,,,,,,,,,,0.123515,0.457281,-0.201390,0.015233,0.401856,-0.069381,0.078841,0.454305,-0.205549,0.070846,0.395692,-0.031189,0.052754,0.437865,-0.055727,-0.334857,0.520628,-0.046339,-0.381084,0.531656,-0.047513,-0.413092,0.491425,-0.006071,-0.456047,0.502066,0.038766,-0.509990,0.498191,0.001955
119,0.495833,-0.810473,0.106755,-0.112693,-0.564835,0.019666,0.378142,0.030284,-0.796824,-0.186318,0.179175,-0.546126,-0.350698,0.397716,0.086305,0.000380,-0.000287,0.000218,-1.000000,0.038752,0.137664,0.300269,0.215443,0.140702,0.428265,0.168514,0.141463,0.560867,-0.122300,0.143263,0.486903,-0.123441,0.141684,0.557637,0.231172,0.121961,0.562571,0.039337,0.124746,0.298987,0.039123,0.124112,0.380459,0.039081,0.126239,0.223152,0.196000,0.127542,0.218609,-0.320304,0.398428,0.074729,0.197598,0.130558,0.380857,0.197814,0.129439,0.298252,-0.107831,0.131917,0.225537,-0.107548,0.132907,0.377915,-0.107887,0.132264,0.298537,,,,,,,,,,,,,0.123089,0.457319,-0.202171,0.014849,0.402233,-0.069947,0.078469,0.454424,-0.206338,0.070579,0.395889,-0.031900,0.052500,0.438051,-0.056416,-0.335082,0.520476,-0.046819,-0.381343,0.531603,-0.047868,-0.413290,0.491321,-0.006454,-0.456219,0.502048,0.038448,-0.510188,0.498157,0.001719
120,0.500000,-0.810442,0.107009,-0.111838,-0.565000,0.019415,0.378385,0.029615,-0.796843,-0.186351,0.180098,-0.545783,-0.350887,0.397553,0.085792,0.000339,-0.000279,0.000231,-1.000000,0.038744,0.137682,0.300266,0.215423,0.140705,0.428266,0.168506,0.141460,0.560857,-0.122299,0.143275,0.486895,-0.123453,0.141681,0.557634,0.231154,0.121952,0.562578,0.039336,0.124751,0.298981,0.039113,0.124106,0.380459,0.039074,0.126238,0.223145,0.195994,0.127547,0.218608,-0.320443,0.398398,0.074320,0.197589,0.130571,0.380853,0.197809,0.129437,0.298260,-0.107837,0.131917,0.225532,-0.107538,0.132904,0.377900,-0.107893,0.132270,0.298532,,,,,,,,,,,,,0.122706,0.457410,-0.202936,0.014471,0.402540,-0.070546,0.078045,0.454558,-0.207147,0.070291,0.396029,-0.032602,0.052253,0.438236,-0.057133,-0.335334,0.520290,-0.047346,-0.381616,0.531550,-0.048275,-0.413529,0.491259,-0.006844,-0.456372,0.502029,0.038133,-0.510399,0.498132,0.001470
121,0.504167,-0.810410,0.107259,-0.111013,-0.565161,0.019149,0.378601,0.028973,-0.796335,-0.186776,0.180835,-0.546135,-0.350940,0.397600,0.085424,0.000382,-0.000283,0.000226,-1.000000,0.038742,0.137657,0.300268,0.215426,0.140692,0.428266,0.168498,0.141449,0.560864,-0.122303,0.143264,0.486901,-0.123451,0.141678,0.557635,0.231159,0.121960,0.562575,0.039334,0.124736,0.298982,0.039114,0.124106,0.380459,0.039079,0.126232,0.223150,0.195991,0.127538,0.218614,-0.320611,0.398343,0.073861,0.197588,0.130560,0.380862,0.197790,0.129430,0.298267,-0.107854,0.131925,0.225536,-0.107523,0.132882,0.377892,-0.107893,0.132257,0.298540,,,,,,,,,,,,,0.122288,0.457489,-0.203690,0.014101,0.402858,-0.071126,0.077636,0.454642,-0.207874,0.069975,0.396163,-0.033309,0.051983,0.438338,-0.057818,-0.335617,0.520168,-0.047934,-0.381928,0.531440,-0.048722,-0.413751,0.491181,-0.007192,-0.456540,0.502001,0.037815,-0.510595,0.498012,0.001208
122,0.508333,-0.810333,0.107496,-0.110039,-0.565418,0.018898,0.378800,0.028334,-0.795614,-0.186936,0.181341,-0.546963,-0.351049,0.397750,0.085227,0.000362,-0.000285,0.000230,-1.000000,0.038740,0.137665,0.300273,0.215424,0.140697,0.428273,0.168504,0.141456,0.560866,-0.122310,0.143259,0.486903,-0.123456,0.141683,0.557642,0.231160,0.121943,0.562579,0.039335,0.124745,0.298993,0.039112,0.124106,0.380467,0.039079,0.126230,0.223148,0.196002,0.127543,0.218614,-0.320798,0.398271,0.073403,0.197598,0.130558,0.380859,0.197808,0.129429,0.298259,-0.107841,0.131904,0.225541,-0.107528,0.132879,0.377890,-0.107903,0.132257,0.298545,,,,,,,,,,,,,0.121858,0.457443,-0.204529,0.013788,0.402896,-0.071831,0.077183,0.454738,-0.208541,0.069667,0.396286,-0.034020,0.051698,0.438554,-0.058518,-0.335897,0.520060,-0.048390,-0.382200,0.531243,-0.049207,-0.413978,0.491076,-0.007564,-0.456712,0.502019,0.037473,-0.510819,0.497984,0.000974
123,0.512500,-0.810335,0.107627,-0.109359,-0.565521,0.018599,0.378978,0.027716,-0.795619,-0.187026,0.182181,-0.546646,-0.351227,0.397603,0.084738,0.000359,-0.000291,0.000222,-1.000000,0.038741,0.137672,0.300291,0.215436,0.140704,0.428289,0.168501,0.141466,0.560883,-0.122311,0.143266,0.486922,-0.123447,0.141681,0.557666,0.231162,0.121952,0.562591,0.039332,0.124752,0.299006,0.039112,0.124101,0.380479,0.039077,0.126235,0.223173,0.195996,0.127549,0.218629,-0.320946,0.398229,0.073006,0.197595,0.130554,0.380872,0.197808,0.129438,0.298278,-0.107842,0.131933,0.225561,-0.107529,0.132884,0.377909,-0.107897,0.132264,0.298561,,,,,,,,,,,,,0.121441,0.457532,-0.205258,0.013387,0.403108,-0.072447,0.076707,0.454845,-0.209219,0.069342,0.396408,-0.034684,0.051370,0.438692,-0.059147,-0.336150,0.519923,-0.048871,-0.382479,0.531172,-0.049622,-0.414225,0.490995,-0.007938,-0.456868,0.501986,0.037190,-0.511033,0.497981,0.000742
124,0.516667,-0.810319,0.107256,-0.109456,-0.565596,0.018309,0.379058,0.027072,-0.795585,-0.187260,0.182982,-0.546348,-0.351376,0.397501,0.084246,0.000328,-0.000290,0.000226,-1.000000,0.038745,0.137692,0.300315,0.215444,0.140713,0.428317,0.168499,0.141468,0.560904,-0.122308,0.143277,0.486949,-0.123445,0.141684,0.557688,0.231171,0.121955,0.562613,0.039327,0.124748,0.299029,0.039106,0.124112,0.380502,0.039068,0.126252,0.223197,0.196008,0.127561,0.218649,-0.321077,0.398207,0.072596,0.197604,0.130578,0.380897,0.197822,0.129452,0.298296,-0.107839,0.131945,0.225582,-0.107531,0.132886,0.377928,-0.107909,0.132271,0.298592,,,,,,,,,,,,,0.120986,0.457634,-0.205926,0.013065,0.403139,-0.073127,0.076326,0.454895,-0.209885,0.069010,0.396513,-0.035352,0.051042,0.438783,-0.059830,-0.336444,0.519846,-0.049353,-0.382765,0.531116,-0.050038,-0.414491,0.490956,-0.008310,-0.457025,0.501959,0.036895,-0.511254,0.497985,0.000540
125,0.520833,-0.810206,0.107130,-0.109125,-0.565845,0.017938,0.379300,0.026507,-0.795362,-0.187520,0.183764,-0.546321,-0.351504,0.397448,0.083846,0.000305,-0.000299,0.000218,-1.000000,0.038746,0.137698,0.300344,0.215453,0.140720,0.428341,0.168501,0.141466,0.560934,-0.122307,0.143263,0.486981,-0.123438,0.141685,0.557722,0.231176,0.121947,0.562635,0.039333,0.124750,0.299060,0.039108,0.124095,0.380529,0.039077,0.126247,0.223227,0.196002,0.127557,0.218685,-0.321198,0.398161,0.072173,0.197619,0.130563,0.380920,0.197823,0.129450,0.298326,-0.107841,0.131945,0.225611,-0.107519,0.132885,0.377956,-0.107905,0.132274,0.298627,,,,,,,,,,,,,0.120528,0.457741,-0.206597,0.012644,0.403338,-0.073690,0.075749,0.454963,-0.210505,0.068633,0.396621,-0.035985,0.050583,0.439157,-0.060447,-0.336762,0.519738,-0.049816,-0.383056,0.531022,-0.050446,-0.414732,0.490874,-0.008648,-0.457179,0.501932,0.036630,-0.511486,0.497963,0.000350
126,0.525000,-0.810245,0.107257,-0.107866,-0.566008,0.017700,0.379335,0.026021,-0.790604,-0.187689,0.184222,-0.552975,-0.351265,0.398940,0.085062,0.000632,-0.000322,0.000272,-1.000000,0.038730,0.137531,0.300367,0.215386,0.140603,0.428386,0.168506,0.141456,0.560944,-0.122290,0.143263,0.487000,-0.123434,0.141679,0.557742,0.231186,0.121944,0.562651,0.039331,0.124746,0.299079,0.039114,0.124104,0.380546,0.039085,0.126246,0.223245,0.196015,0.127550,0.218701,-0.321303,0.398104,0.071748,0.197624,0.130576,0.380933,0.197833,0.129429,0.298344,-0.107831,0.131951,0.225638,-0.107517,0.132871,0.377973,-0.107910,0.132264,0.298646,,,,,,,,,,,,,0.120028,0.457687,-0.207299,0.012273,0.403417,-0.074349,0.075069,0.454830,-0.210806,0.068303,0.396686,-0.036627,0.050317,0.438935,-0.061086,-0.337021,0.519603,-0.050305,-0.383388,0.529570,-0.051600,-0.414949,0.490780,-0.009006,-0.457334,0.501938,0.036312,-0.511695,0.497931,0.000127
127,0.529167,-0.810373,0.107373,-0.107824,-0.565810,0.017284,0.379445,0.025255,-0.790327,-0.187949,0.184806,-0.553086,-0.351376,0.398913,0.084680,0.000650,-0.000326,0.000283,-1.000000,0.038733,0.137522,0.300374,0.215384,0.140590,0.428390,0.168516,0.141457,0.560956,-0.122284,0.143272,0.487003,-0.123419,0.141673,0.557752,0.231183,0.121941,0.562656,0.039346,0.124746,0.299079,0.039119,0.124095,0.380556,0.039092,0.126237,0.223249,0.196002,0.127538,0.218709,-0.321445,0.398071,0.071350,0.197622,0.130557,0.380943,0.197833,0.129431,0.298349,-0.107824,0.131946,0.225647,-0.107511,0.132874,0.377985,-0.107893,0.132271,0.298653,,,,,,,,,,,,,0.119528,0.457788,-0.207980,0.011884,0.403452,-0.074990,0.074837,0.455207,-0.211818,0.067905,0.396730,-0.037302,0.049865,0.439312,-0.061734,-0.337290,0.519486,-0.050781,-0.383662,0.529463,-0.052007,-0.415169,0.490714,-0.009374,-0.457510,0.501893,0.035994,-0.511887,0.497857,-0.000101
128,0.533333,-0.810583,0.107114,-0.107551,-0.565610,0.016996,0.379388,0.024598,-0.789074,-0.188294,0.185005,-0.554689,-0.351443,0.399431,0.084766,0.000405,-0.000317,0.000236,-1.000000,0.038747,0.137666,0.300363,0.215452,0.140700,0.428364,0.168514,0.141487,0.560939,-0.122289,0.143287,0.487001,-0.123428,0.141697,0.557750,0.231181,0.121962,0.562647,0.039336,0.124762,0.299070,0.039113,0.124112,0.380537,0.039077,0.126256,0.223249,0.195994,0.127556,0.218706,-0.321632,0.398042,0.070885,0.197611,0.130567,0.380931,0.197823,0.129440,0.298340,-0.107837,0.131972,0.225641,-0.107517,0.132896,0.377982,-0.107898,0.132295,0.298646,,,,,,,,,,,,,0.119043,0.457910,-0.208650,0.011502,0.403533,-0.075614,0.074364,0.455312,-0.212565,0.067534,0.396793,-0.037938,0.049532,0.439061,-0.062367,-0.337592,0.519404,-0.051251,-0.383928,0.529379,-0.052431,-0.415668,0.491243,-0.009368,-0.457698,0.501864,0.035657,-0.512112,0.497811,-0.000377
129,0.537500,-0.810645,0.106599,-0.107533,-0.565622,0.016686,0.379385,0.023965,-0.789820,-0.188621,0.185938,-0.553203,-0.351613,0.398882,0.083830,0.000382,-0.000308,0.000259,-1.000000,0.038736,0.137690,0.300349,0.215429,0.140711,0.428354,0.168509,0.141497,0.560925,-0.122296,0.143310,0.486986,-0.123442,0.141715,0.557732,0.231155,0.121962,0.562642,0.039320,0.124788,0.299059,0.039107,0.124128,0.380524,0.039068,0.126273,0.223228,0.195974,0.127561,0.218694,-0.321798,0.398008,0.070423,0.197596,0.130576,0.380916,0.197789,0.129459,0.298324,-0.107842,0.131996,0.225632,-0.107518,0.132906,0.377964,-0.107902,0.132310,0.298637,,,,,,,,,,,,,0.118527,0.457965,-0.209389,0.011137,0.403417,-0.076287,0.073847,0.455361,-0.213219,0.067132,0.396858,-0.038623,0.049146,0.439153,-0.062967,-0.337929,0.519329,-0.051801,-0.384241,0.529299,-0.052886,-0.415650,0.490617,-0.010107,-0.457877,0.501793,0.035347,-0.512369,0.497747,-0.000644
130,0.541667,-0.810741,0.106565,-0.106984,-0.565595,0.016311,0.379430,0.023344,-0.789652,-0.188876,0.186509,-0.553164,-0.351792,0.398841,0.083425,0.000687,-0.000342,0.000303,-1.000000,0.038694,0.137555,0.300332,0.215336,0.140623,0.428346,0.168498,0.141511,0.560900,-0.122309,0.143331,0.486965,-0.123450,0.141724,0.557714,0.231146,0.121982,0.562616,0.039309,0.124804,0.299038,0.039099,0.124148,0.380500,0.039060,0.126283,0.223208,0.195959,0.127584,0.218668,-0.321909,0.397988,0.069976,0.197576,0.130587,0.380896,0.197778,0.129469,0.298299,-0.107856,0.132005,0.225616,-0.107531,0.132912,0.377941,-0.107914,0.132331,0.298616,,,,,,,,,,,,,0.117985,0.458014,-0.210106,0.010701,0.403508,-0.076911,0.073276,0.455444,-0.213838,0.066719,0.396878,-0.039258,0.048686,0.439179,-0.063636,-0.338373,0.519226,-0.052184,-0.384546,0.529240,-0.053305,-0.415900,0.490583,-0.010465,-0.458054,0.501759,0.035019,-0.512600,0.497710,-0.000886
131,0.545833,-0.810914,0.106018,-0.106945,-0.565457,0.015979,0.379383,0.022725,-0.789473,-0.189053,0.187051,-0.553176,-0.351968,0.398774,0.083034,0.000404,-0.000308,0.000269,-1.000000,0.038710,0.137694,0.300320,0.215393,0.140717,0.428320,0.168484,0.141511,0.560895,-0.122314,0.143327,0.486955,-0.123472,0.141732,0.557702,0.231131,0.121974,0.562619,0.039303,0.124810,0.299028,0.039090,0.124143,0.380501,0.039051,0.126282,0.223200,0.195938,0.127566,0.218660,-0.322051,0.397966,0.069566,0.197554,0.130578,0.380885,0.197759,0.129469,0.298291,-0.107876,0.132002,0.225598,-0.107546,0.132924,0.377941,-0.107921,0.132325,0.298615,,,,,,,,,,,,,0.117442,0.458131,-0.210775,0.010280,0.403486,-0.077487,0.072699,0.455521,-0.214477,0.066316,0.396905,-0.039935,0.048241,0.439188,-0.064245,-0.338667,0.519095,-0.052639,-0.384845,0.529131,-0.053697,-0.416163,0.490531,-0.010799,-0.458245,0.501687,0.034693,-0.512855,0.497649,-0.001130
132,0.550000,-0.811081,0.106010,-0.106300,-0.565341,0.015625,0.379405,0.022150,-0.789447,-0.189359,0.187554,-0.552937,-0.352127,0.398645,0.082555,0.000737,-0.000317,0.000321,-1.000000,0.038678,0.137519,0.300326,0.215311,0.140595,0.428339,0.168470,0.141502,0.560913,-0.122334,0.143317,0.486949,-0.123483,0.141721,0.557697,0.231120,0.121961,0.562620,0.039291,0.124801,0.299029,0.039085,0.124140,0.380505,0.039044,0.126267,0.223198,0.195936,0.127553,0.218658,-0.322200,0.397909,0.069133,0.197548,0.130570,0.380887,0.197756,0.129455,0.298302,-0.107878,0.131992,0.225594,-0.107545,0.132906,0.377937,-0.107927,0.132314,0.298611,,,,,,,,,,,,,0.116900,0.458235,-0.211400,0.009812,0.403644,-0.077994,0.072131,0.455591,-0.215105,0.065912,0.396897,-0.040546,0.047834,0.439200,-0.064843,-0.338973,0.518992,-0.053110,-0.385150,0.529059,-0.054105,-0.416413,0.490438,-0.011157,-0.458462,0.501582,0.034361,-0.513118,0.497570,-0.001368
133,0.554167,-0.811316,0.105489,-0.106162,-0.565126,0.015285,0.379296,0.021543,-0.789221,-0.189694,0.187931,-0.553018,-0.352261,0.398616,0.082206,0.000450,-0.000288,0.000278,-1.000000,0.038707,0.137642,0.300326,0.215379,0.140668,0.428326,0.168476,0.141480,0.560929,-0.122328,0.143306,0.486950,-0.123485,0.141698,0.557700,0.231124,0.121949,0.562626,0.039298,0.124775,0.299037,0.039087,0.124112,0.380514,0.039040,0.126252,0.223200,0.195932,0.127527,0.218663,-0.322371,0.397870,0.068698,0.197553,0.130551,0.380889,0.197753,0.129435,0.298307,-0.107872,0.131969,0.225595,-0.107544,0.132886,0.377939,-0.107917,0.132300,0.298609,,,,,,,,,,,,,0.116294,0.458349,-0.212060,0.009360,0.403590,-0.078578,0.071551,0.455629,-0.215691,0.065492,0.396865,-0.041201,0.047398,0.439163,-0.065445,-0.339283,0.518921,-0.053541,-0.385425,0.528959,-0.054462,-0.416672,0.490359,-0.011466,-0.458673,0.501505,0.034083,-0.513365,0.497469,-0.001599
134,0.558333,-0.811443,0.105334,-0.105363,-0.565122,0.014963,0.379283,0.020997,-0.789136,-0.190043,0.188327,-0.552884,-0.352402,0.398561,0.081783,0.000431,-0.000294,0.000261,-1.000000,0.038715,0.137644,0.300313,0.215397,0.140672,0.428313,0.168477,0.141470,0.560908,-0.122320,0.143292,0.486946,-0.123477,0.141689,0.557684,0.231145,0.121951,0.562610,0.039311,0.124771,0.299027,0.039094,0.124111,0.380498,0.039055,0.126251,0.223189,0.195957,0.127527,0.218648,-0.322504,0.397846,0.068290,0.197564,0.130547,0.380882,0.197777,0.129423,0.298295,-0.107862,0.131961,0.225583,-0.107539,0.132882,0.377918,-0.107921,0.132283,0.298594,,,,,,,,,,,,,0.115689,0.458295,-0.212715,0.008956,0.403550,-0.079188,0.070890,0.455691,-0.216266,0.065113,0.396862,-0.041831,0.046939,0.439166,-0.066016,-0.339581,0.518877,-0.053966,-0.385722,0.528922,-0.054841,-0.416935,0.490312,-0.011803,-0.458880,0.501443,0.033789,-0.513595,0.497402,-0.001836
135,0.562500,-0.811676,0.105084,-0.104890,-0.564923,0.014606,0.379237,0.020432,-0.788833,-0.190419,0.188594,-0.553096,-0.352527,0.398604,0.081458,0.000690,-0.000314,0.000309,-1.000000,0.038709,0.137512,0.300314,0.215342,0.140581,0.428324,0.168502,0.141465,0.560901,-0.122306,0.143287,0.486939,-0.123455,0.141689,0.557683,0.231149,0.121939,0.562612,0.039334,0.124765,0.299019,0.039109,0.124110,0.380491,0.039067,0.126249,0.223183,0.195978,0.127521,0.218646,-0.322633,0.397855,0.067906,0.197581,0.130552,0.380877,0.197792,0.129423,0.298287,-0.107848,0.131942,0.225577,-0.107519,0.132883,0.377913,-0.107887,0.132287,0.298590,,,,,,,,,,,,,0.115065,0.458429,-0.213363,0.008434,0.403621,-0.079670,0.070324,0.455748,-0.216825,0.064687,0.396838,-0.042446,0.046522,0.439174,-0.066590,-0.339883,0.518817,-0.054353,-0.386043,0.528899,-0.055251,-0.417180,0.490255,-0.012130,-0.459089,0.501408,0.033495,-0.513850,0.497307,-0.002080
136,0.566667,-0.811877,0.104618,-0.104517,-0.564789,0.014276,0.379183,0.019887,-0.788660,-0.190709,0.188964,-0.553117,-0.352681,0.398584,0.081081,0.000368,-0.000300,0.000252,-1.000000,0.038740,0.137681,0.300300,0.215432,0.140701,0.428293,0.168505,0.141481,0.560888,-0.122299,0.143296,0.486937,-0.123445,0.141696,0.557675,0.231167,0.121950,0.562602,0.039339,0.124777,0.299013,0.039116,0.124110,0.380486,0.039079,0.126254,0.223180,0.195999,0.127546,0.218637,-0.322749,0.397869,0.067526,0.197604,0.130569,0.380875,0.197812,0.129428,0.298282,-0.107825,0.131960,0.225574,-0.107515,0.132892,0.377907,-0.107899,0.132296,0.298583,,,,,,,,,,,,,0.114457,0.458517,-0.213951,0.007951,0.403645,-0.080187,0.069658,0.455801,-0.217433,0.064301,0.396818,-0.043043,0.046069,0.439175,-0.067144,-0.340184,0.518765,-0.054767,-0.386322,0.528817,-0.055623,-0.417461,0.490240,-0.012497,-0.459299,0.501358,0.033194,-0.514097,0.497230,-0.002305
137,0.570833,-0.812007,0.104474,-0.103754,-0.564769,0.013914,0.379156,0.019383,-0.788625,-0.191203,0.189233,-0.552904,-0.352801,0.398498,0.080652,0.000363,-0.000299,0.000251,-1.000000,0.038756,0.137678,0.300306,0.215446,0.140701,0.428304,0.168520,0.141474,0.560888,-0.122284,0.143283,0.486940,-0.123430,0.141696,0.557684,0.231181,0.121942,0.562609,0.039353,0.124763,0.299021,0.039123,0.124107,0.380493,0.039092,0.126252,0.223185,0.196015,0.127546,0.218649,-0.322883,0.397880,0.067146,0.197618,0.130567,0.380890,0.197832,0.129436,0.298294,-0.107824,0.131952,0.225575,-0.107506,0.132885,0.377913,-0.107881,0.132287,0.298594,,,,,,,,,,,,,0.113823,0.458497,-0.214620,0.007450,0.403638,-0.080681,0.069008,0.455832,-0.217953,0.063869,0.396790,-0.043599,0.045603,0.439134,-0.067680,-0.340493,0.518752,-0.055172,-0.386648,0.528765,-0.055962,-0.417712,0.490135,-0.012825,-0.459514,0.501255,0.032944,-0.514345,0.497119,-0.002551
138,0.575000,-0.812215,0.104259,-0.102994,-0.564649,0.013545,0.379108,0.018896,-0.788482,-0.191670,0.189412,-0.552885,-0.352930,0.398486,0.080272,0.000341,-0.000296,0.000231,-1.000000,0.038773,0.137678,0.300307,0.215472,0.140701,0.428307,0.168532,0.141462,0.560896,-0.122273,0.143267,0.486941,-0.123421,0.141681,0.557685,0.231202,0.121944,0.562601,0.039355,0.124749,0.299025,0.039134,0.124099,0.380495,0.039104,0.126249,0.223188,0.196025,0.127537,0.218651,-0.323030,0.397886,0.066751,0.197625,0.130570,0.380892,0.197841,0.129430,0.298300,-0.107813,0.131929,0.225582,-0.107492,0.132877,0.377912,-0.107869,0.132282,0.298586,,,,,,,,,,,,,0.113115,0.458521,-0.215188,0.006903,0.403686,-0.081096,0.068342,0.455889,-0.218502,0.063430,0.396754,-0.044169,0.045133,0.439113,-0.068190,-0.340821,0.518727,-0.055544,-0.386968,0.528753,-0.056342,-0.417961,0.490083,-0.013146,-0.459755,0.501175,0.032642,-0.514602,0.497010,-0.002772
139,0.579167,-0.812410,0.103381,-0.103172,-0.564498,0.013178,0.378953,0.018380,-0.788432,-0.192012,0.189532,-0.552796,-0.353096,0.398437,0.079913,0.000349,-0.000300,0.000237,-1.000000,0.038770,0.137665,0.300310,0.215470,0.140687,0.428309,0.168535,0.141448,0.560895,-0.122272,0.143263,0.486941,-0.123421,0.141672,0.557693,0.231199,0.121937,0.562604,0.039360,0.124737,0.299023,0.039134,0.124092,0.380496,0.039101,0.126242,0.223187,0.196028,0.127521,0.218649,-0.323218,0.397910,0.066366,0.197637,0.130552,0.380893,0.197849,0.129413,0.298298,-0.107811,0.131916,0.225575,-0.107496,0.132861,0.377914,-0.107878,0.132268,0.298594,,,,,,,,,,,,,0.112459,0.458599,-0.215739,0.006409,0.403561,-0.081588,0.067660,0.455873,-0.219065,0.062988,0.396685,-0.044711,0.044615,0.439053,-0.068707,-0.341096,0.518694,-0.055883,-0.387296,0.528741,-0.056676,-0.418212,0.490004,-0.013443,-0.459995,0.501097,0.032370,-0.514859,0.496913,-0.003016
140,0.583333,-0.812630,0.103372,-0.102147,-0.564369,0.012806,0.378861,0.017895,-0.788219,-0.192341,0.189786,-0.552898,-0.353261,0.398470,0.079564,0.000350,-0.000297,0.000226,-1.000000,0.038765,0.137676,0.300298,0.215460,0.140703,0.428299,0.168524,0.141467,0.560886,-0.122282,0.143268,0.486934,-0.123422,0.141680,0.557674,0.231194,0.121947,0.562594,0.039350,0.124742,0.299014,0.039133,0.124102,0.380488,0.039102,0.126253,0.223180,0.196020,0.127543,0.218641,-0.323382,0.397970,0.066018,0.197618,0.130563,0.380884,0.197832,0.129431,0.298286,-0.107817,0.131928,0.225571,-0.107497,0.132877,0.377906,-0.107885,0.132258,0.298584,,,,,,,,,,,,,0.111781,0.458562,-0.216381,0.005934,0.403502,-0.082084,0.066970,0.455902,-0.219578,0.062512,0.396589,-0.045240,0.044143,0.438969,-0.069193,-0.341430,0.518672,-0.056320,-0.387582,0.528719,-0.056998,-0.418493,0.489984,-0.013782,-0.460240,0.501095,0.032066,-0.515131,0.496829,-0.003270
141,0.587500,-0.812808,0.102527,-0.102213,-0.564255,0.012433,0.378691,0.017408,-0.788139,-0.192796,0.190011,-0.552777,-0.353407,0.398443,0.079150,0.000341,-0.000290,0.000246,-1.000000,0.038752,0.137696,0.300285,0.215444,0.140713,0.428286,0.168515,0.141469,0.560875,-0.122296,0.143293,0.486917,-0.123441,0.141701,0.557660,0.231172,0.121962,0.562586,0.039342,0.124757,0.298995,0.039119,0.124116,0.380473,0.039087,0.126254,0.223165,0.196004,0.127552,0.218622,-0.323510,0.398017,0.065656,0.197605,0.130572,0.380864,0.197820,0.129440,0.298274,-0.107837,0.131941,0.225562,-0.107511,0.132894,0.377885,-0.107888,0.132302,0.298569,,,,,,,,,,,,,0.111052,0.458562,-0.216919,0.005527,0.403236,-0.082652,0.066289,0.455896,-0.220081,0.062027,0.396527,-0.045760,0.043614,0.438912,-0.069695,-0.341776,0.518675,-0.056720,-0.387912,0.528710,-0.057351,-0.418759,0.489928,-0.014113,-0.460473,0.501037,0.031764,-0.515390,0.496745,-0.003521
