Format Version,1.23,Take Name,cap_116,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 09.48.34.944 PM,Total Frames in Take,1879,Total Exported Frames,1879,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 5630,Unlabeled 5630,Unlabeled 5630,Unlabeled 5631,Unlabeled 5631,Unlabeled 5631,Unlabeled 5632,Unlabeled 5632,Unlabeled 5632,Unlabeled 5633,Unlabeled 5633,Unlabeled 5633,Unlabeled 5634,Unlabeled 5634,Unlabeled 5634,Unlabeled 5635,Unlabeled 5635,Unlabeled 5635,Unlabeled 5636,Unlabeled 5636,Unlabeled 5636,Unlabeled 5637,Unlabeled 5637,Unlabeled 5637,Unlabeled 5638,Unlabeled 5638,Unlabeled 5638,Unlabeled 5639,Unlabeled 5639,Unlabeled 5639,Unlabeled 5640,Unlabeled 5640,Unlabeled 5640,Unlabeled 5643,Unlabeled 5643,Unlabeled 5643,Unlabeled 5644,Unlabeled 5644,Unlabeled 5644,Unlabeled 5645,Unlabeled 5645,Unlabeled 5645,Unlabeled 5646,Unlabeled 5646,Unlabeled 5646,Unlabeled 5647,Unlabeled 5647,Unlabeled 5647,Unlabeled 5648,Unlabeled 5648,Unlabeled 5648,Unlabeled 5649,Unlabeled 5649,Unlabeled 5649,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","FC9F0","FC9F0","FC9F0","FCA20","FCA20","FCA20","FCA80","FCA80","FCA80","FCA90","FCA90","FCA90","FCD70","FCD70","FCD70","FCA40","FCA40","FCA40","FCC60","FCC60","FCC60","FCCB0","FCCB0","FCCB0","FCD60","FCD60","FCD60","FCD80","FCD80","FCD80","FCDD0","FCDD0","FCDD0","FCDE0","FCDE0","FCDE0","FCDF0","FCDF0","FCDF0","FCE30","FCE30","FCE30","FCE60","FCE60","FCE60","FCE80","FCE80","FCE80","FCEE0","FCEE0","FCEE0","FCF00","FCF00","FCF00","FCEF0","FCEF0","FCEF0","FCF20","FCF20","FCF20","FCF30","FCF30","FCF30","FCF10","FCF10","FCF10","FCF40","FCF40","FCF40","FC990","FC990","FC990","FCAA0","FCAA0","FCAA0","FCAD0","FCAD0","FCAD0","FCEA0","FCEA0","FCEA0","FCDC0","FCDC0","FCDC0","FC9C0","FC9C0","FC9C0","FC9A0","FC9A0","FC9A0","FC9B0","FC9B0","FC9B0","FC9E0","FC9E0","FC9E0","FC2A0","FC2A0","FC2A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.755015,-0.204792,0.120090,-0.611221,0.187660,0.312451,0.050940,-0.702407,0.246820,-0.410656,-0.526370,0.360936,0.251528,0.219221,0.001275,0.000605,0.000526,-0.999999,0.039007,0.137520,0.300002,0.215393,0.140775,0.428365,0.168501,0.141640,0.560913,-0.122411,0.143339,0.486923,-0.124034,0.142340,0.556428,0.231263,0.122116,0.562587,0.038993,0.124317,0.380474,0.039003,0.126808,0.223233,0.388202,0.253437,0.268675,-0.107903,0.133574,0.225697,0.039158,0.125163,0.298982,-0.107895,0.132926,0.298691,0.197925,0.130190,0.298266,0.195878,0.128448,0.218720,0.215227,0.131685,0.537108,-0.107615,0.133167,0.377908,0.197803,0.131091,0.380943,,,,,,,,,,,,,,,,,,,,,,0.089064,0.350684,-0.193484,0.112841,0.311602,-0.020653,0.055369,0.341527,-0.165191,0.178165,0.322972,-0.029910,0.139057,0.356038,-0.038443,0.496890,0.371891,0.227683,0.495446,0.383199,0.181798,0.451578,0.343963,0.152044,0.404416,0.355871,0.111745,0.437637,0.351900,0.055674
1,0.004167,-0.755139,-0.204987,0.119677,-0.611084,0.187509,0.312289,0.050895,-0.702057,0.246813,-0.410753,-0.526765,0.360748,0.251611,0.219360,-0.000066,0.000757,0.000389,-1.000000,0.039102,0.138163,0.299985,0.215629,0.141183,0.428304,0.168500,0.141638,0.560914,-0.122415,0.143337,0.486907,-0.124039,0.142336,0.556409,0.231177,0.122039,0.562655,0.038984,0.124311,0.380453,0.039014,0.126799,0.223223,0.388086,0.253440,0.268759,-0.107894,0.133577,0.225687,0.039159,0.125159,0.298967,-0.107890,0.132941,0.298682,0.197924,0.130184,0.298249,0.195876,0.128441,0.218700,0.215220,0.131713,0.537087,-0.107607,0.133163,0.377892,0.197814,0.131085,0.380933,,,,,,,,,,,,,,,,,,,,,,0.088971,0.350581,-0.193544,0.112727,0.311429,-0.020735,0.055279,0.341403,-0.165264,0.178026,0.322848,-0.029960,0.138904,0.355895,-0.038462,0.496731,0.371968,0.227761,0.495342,0.383155,0.181841,0.451465,0.343935,0.152093,0.404279,0.355827,0.111786,0.437493,0.351824,0.055708
2,0.008333,-0.755279,-0.205102,0.119380,-0.610930,0.187384,0.312110,0.050844,-0.701898,0.246753,-0.410818,-0.526955,0.360629,0.251619,0.219451,0.001236,0.000622,0.000509,-0.999999,0.039026,0.137527,0.299977,0.215410,0.140780,0.428337,0.168517,0.141633,0.560899,-0.122404,0.143323,0.486890,-0.124033,0.142323,0.556401,0.231276,0.122105,0.562571,0.039003,0.124305,0.380437,0.039024,0.126796,0.223215,0.387877,0.253349,0.268849,-0.107881,0.133567,0.225669,0.039167,0.125142,0.298949,-0.107879,0.132929,0.298660,0.197934,0.130166,0.298239,0.195888,0.128437,0.218691,0.215239,0.131724,0.537060,-0.107597,0.133156,0.377876,0.197837,0.131072,0.380931,,,,,,,,,,,,,,,,,,,,,,0.088894,0.350495,-0.193612,0.112623,0.311253,-0.020800,0.055206,0.341285,-0.165334,0.177916,0.322711,-0.030011,0.138787,0.355747,-0.038501,0.496613,0.371967,0.227804,0.495246,0.383133,0.181879,0.451370,0.343905,0.152130,0.404171,0.355776,0.111831,0.437387,0.351735,0.055751
3,0.012500,-0.755530,-0.204759,0.119106,-0.610788,0.187163,0.311938,0.050793,-0.701884,0.246600,-0.410908,-0.526974,0.360530,0.251587,0.219530,0.001251,0.000619,0.000522,-0.999999,0.039018,0.137531,0.299975,0.215400,0.140780,0.428330,0.168528,0.141646,0.560912,-0.122416,0.143340,0.486888,-0.124041,0.142335,0.556394,0.231266,0.122111,0.562561,0.038994,0.124315,0.380441,0.039018,0.126801,0.223210,0.387730,0.253299,0.268955,-0.107891,0.133571,0.225660,0.039163,0.125148,0.298950,-0.107890,0.132929,0.298657,0.197933,0.130176,0.298241,0.195885,0.128434,0.218692,0.215227,0.131710,0.537062,-0.107602,0.133159,0.377879,0.197819,0.131077,0.380929,,,,,,,,,,,,,,,,,,,,,,0.088806,0.350405,-0.193663,0.112503,0.311103,-0.020849,0.055195,0.341381,-0.165665,0.177792,0.322612,-0.030048,0.138651,0.355632,-0.038523,0.496471,0.371950,0.227850,0.495106,0.383155,0.181926,0.451256,0.343899,0.152184,0.404039,0.355743,0.111888,0.437250,0.351666,0.055812
4,0.016667,-0.756517,-0.206938,0.116313,-0.609368,0.187005,0.311399,0.050637,-0.701934,0.246548,-0.410964,-0.526889,0.360418,0.251529,0.219547,0.001174,0.000668,0.000576,-0.999999,0.039012,0.137554,0.299979,0.215389,0.140778,0.428319,0.168508,0.141651,0.560907,-0.122411,0.143337,0.486884,-0.124034,0.142339,0.556393,0.231148,0.122036,0.562622,0.039006,0.124310,0.380432,0.039010,0.126806,0.223199,0.387623,0.253343,0.269039,-0.107904,0.133578,0.225647,0.039173,0.125152,0.298940,-0.107896,0.132951,0.298644,0.197936,0.130168,0.298236,0.195894,0.128449,0.218693,0.215244,0.131706,0.537048,-0.107590,0.133152,0.377861,0.197810,0.131091,0.380920,,,,,,,,,,,,,,,,,,,,,,0.088720,0.350327,-0.193727,0.112238,0.310154,-0.021266,0.055108,0.341298,-0.165723,0.177698,0.322518,-0.030080,0.138517,0.355503,-0.038559,0.496297,0.371881,0.227839,0.494979,0.383162,0.181962,0.451133,0.343889,0.152226,0.403905,0.355708,0.111940,0.437137,0.351620,0.055855
5,0.020833,-0.756638,-0.207162,0.115911,-0.609219,0.186860,0.311265,0.050588,-0.702171,0.246034,-0.411359,-0.526505,0.360422,0.251399,0.219580,0.001268,0.000596,0.000526,-0.999999,0.038984,0.137542,0.299944,0.215371,0.140797,0.428284,0.168481,0.141667,0.560876,-0.122425,0.143356,0.486864,-0.124047,0.142359,0.556375,0.231234,0.122128,0.562524,0.038987,0.124324,0.380414,0.038993,0.126809,0.223182,0.387516,0.253387,0.269098,-0.107916,0.133594,0.225625,0.039160,0.125162,0.298936,-0.107910,0.132957,0.298623,0.197934,0.130201,0.298226,0.195881,0.128457,0.218683,0.215237,0.131746,0.537028,-0.107608,0.133165,0.377849,0.197792,0.131104,0.380896,,,,,,,,,,,,,,,,,,,,,,0.088623,0.350256,-0.193785,0.112125,0.310009,-0.021340,0.054999,0.341206,-0.165796,0.177564,0.322435,-0.030122,0.138366,0.355370,-0.038592,0.496134,0.371918,0.227876,0.494751,0.383296,0.182037,0.450978,0.343904,0.152275,0.403763,0.355689,0.111990,0.436986,0.351609,0.055901
