Format Version,1.23,Take Name,cap_037,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.48.14.110 PM,Total Frames in Take,3166,Total Exported Frames,3166,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,chisel_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,gripper_july10,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,Unlabeled 2567,Unlabeled 2567,Unlabeled 2567,Unlabeled 2568,Unlabeled 2568,Unlabeled 2568,Unlabeled 2569,Unlabeled 2569,Unlabeled 2569,Unlabeled 2570,Unlabeled 2570,Unlabeled 2570,Unlabeled 2571,Unlabeled 2571,Unlabeled 2571,Unlabeled 2572,Unlabeled 2572,Unlabeled 2572,Unlabeled 2573,Unlabeled 2573,Unlabeled 2573,Unlabeled 2574,Unlabeled 2574,Unlabeled 2574,Unlabeled 2575,Unlabeled 2575,Unlabeled 2575,Unlabeled 2576,Unlabeled 2576,Unlabeled 2576,Unlabeled 2577,Unlabeled 2577,Unlabeled 2577,Unlabeled 2578,Unlabeled 2578,Unlabeled 2578,Unlabeled 2579,Unlabeled 2579,Unlabeled 2579,Unlabeled 2580,Unlabeled 2580,Unlabeled 2580,Unlabeled 2581,Unlabeled 2581,Unlabeled 2581,Unlabeled 2584,Unlabeled 2584,Unlabeled 2584,Unlabeled 2585,Unlabeled 2585,Unlabeled 2585,Unlabeled 2586,Unlabeled 2586,Unlabeled 2586,Unlabeled 2587,Unlabeled 2587,Unlabeled 2587,Unlabeled 2588,Unlabeled 2588,Unlabeled 2588,Unlabeled 2590,Unlabeled 2590,Unlabeled 2590,Unlabeled 2592,Unlabeled 2592,Unlabeled 2592,Unlabeled 2593,Unlabeled 2593,Unlabeled 2593,Unlabeled 2594,Unlabeled 2594,Unlabeled 2594,Unlabeled 2595,Unlabeled 2595,Unlabeled 2595,Unlabeled 2596,Unlabeled 2596,Unlabeled 2596,Unlabeled 2597,Unlabeled 2597,Unlabeled 2597,Unlabeled 2598,Unlabeled 2598,Unlabeled 2598,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker1,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker2,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker3,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker4,chisel_july10:Marker5,chisel_july10:Marker5,chisel_july10:Marker5,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker1,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker2,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker3,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker4,gripper_july10:Marker5,gripper_july10:Marker5,gripper_july10:Marker5
,ID,"29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","29B0304E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","D3A78B7E3F2F11EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","4A59D5583F3211EF102BA28485B8CC85","DC500","DC500","DC500","DC480","DC480","DC480","DC5F0","DC5F0","DC5F0","DC600","DC600","DC600","DC460","DC460","DC460","DC470","DC470","DC470","DC590","DC590","DC590","DC5A0","DC5A0","DC5A0","DC710","DC710","DC710","DC720","DC720","DC720","DC730","DC730","DC730","DC770","DC770","DC770","DC7A0","DC7A0","DC7A0","DC7B0","DC7B0","DC7B0","DC7C0","DC7C0","DC7C0","DC920","DC920","DC920","DC930","DC930","DC930","DC960","DC960","DC960","DC970","DC970","DC970","DC980","DC980","DC980","DC9D0","DC9D0","DC9D0","DCA10","DCA10","DCA10","DC9E0","DC9E0","DC9E0","DCA20","DCA20","DCA20","DCA30","DCA30","DCA30","DCA70","DCA70","DCA70","DCAA0","DCAA0","DCAA0","DCAE0","DCAE0","DCAE0","DCAC0","DCAC0","DCAC0","DCAF0","DCAF0","DCAF0","DCAD0","DCAD0","DCAD0","DCB00","DCB00","DCB00","DCB10","DCB10","DCB10","DC4B0","DC4B0","DC4B0","DC7F0","DC7F0","DC7F0","DC6B0","DC6B0","DC6B0","DC4F0","DC4F0","DC4F0","DC4E0","DC4E0","DC4E0","DC550","DC550","DC550","DC6D0","DC6D0","DC6D0","DC6F0","DC6F0","DC6F0","DC5B0","DC5B0","DC5B0","DC6A0","DC6A0","DC6A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.829042,-0.025673,0.057994,-0.555579,0.168427,0.277723,-0.000147,-0.687646,0.261459,-0.522012,-0.431609,0.329036,0.208645,0.243528,-0.002098,-0.000110,-0.000120,-0.999998,0.038769,0.138893,0.300428,0.215327,0.141522,0.428569,0.168490,0.141493,0.561036,-0.122376,0.143264,0.486979,-0.123463,0.141719,0.557777,0.231105,0.121917,0.562733,0.340977,0.212378,0.295841,0.039046,0.123479,0.380679,0.039307,0.123742,0.299226,0.195923,0.127904,0.218786,0.197911,0.129798,0.298376,-0.107733,0.133138,0.225706,-0.107432,0.134132,0.378046,0.197583,0.130928,0.380975,-0.107856,0.132687,0.298721,0.039050,0.124872,0.223358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163290,0.368701,-0.250482,0.121883,0.304923,-0.088381,0.121456,0.364480,-0.235554,0.188000,0.299366,-0.077006,0.160887,0.342359,-0.089527,0.436496,0.347436,0.290195,0.443630,0.362700,0.245717,0.414787,0.320063,0.204693,0.376509,0.327987,0.155190,0.421454,0.334663,0.108270
1,0.004167,-0.829080,-0.025739,0.057706,-0.555548,0.168408,0.277650,0.000031,-0.687468,0.261607,-0.521898,-0.431941,0.329021,0.208785,0.243647,-0.002064,-0.000118,-0.000222,-0.999998,0.038792,0.138853,0.300411,0.215343,0.141526,0.428538,0.168518,0.141485,0.560998,-0.122322,0.143211,0.486966,-0.123414,0.141656,0.557768,0.231096,0.121947,0.562736,0.341022,0.212395,0.295875,0.039096,0.123427,0.380652,0.039324,0.123734,0.299195,0.195969,0.127855,0.218753,0.197963,0.129747,0.298341,-0.107713,0.133134,0.225684,-0.107418,0.134111,0.378021,0.197642,0.130864,0.380937,-0.107825,0.132693,0.298685,0.039068,0.124850,0.223322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163323,0.368637,-0.250342,0.121905,0.304820,-0.088228,0.121487,0.364459,-0.235421,0.187998,0.299313,-0.076772,0.160883,0.342285,-0.089300,0.436563,0.347533,0.290300,0.443753,0.362753,0.245749,0.414865,0.320099,0.204759,0.376586,0.328058,0.155261,0.421508,0.334696,0.108321
2,0.008333,-0.829140,-0.025768,0.057464,-0.555483,0.168403,0.277560,0.000217,-0.687318,0.261844,-0.521719,-0.432252,0.328987,0.208936,0.243747,-0.001885,-0.000137,-0.000271,-0.999998,0.038829,0.138752,0.300385,0.215369,0.141488,0.428522,0.168615,0.141484,0.560918,-0.122267,0.143170,0.486945,-0.123366,0.141620,0.557750,0.231094,0.121967,0.562736,0.341101,0.212396,0.295914,0.039151,0.123392,0.380625,0.039356,0.123735,0.299155,0.196022,0.127805,0.218723,0.198018,0.129697,0.298304,-0.107992,0.132871,0.225726,-0.107400,0.134101,0.377993,0.197706,0.130810,0.380899,-0.107809,0.132662,0.298658,0.039087,0.124845,0.223290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163368,0.368579,-0.250166,0.121944,0.304745,-0.088086,0.121541,0.364423,-0.235260,0.188032,0.299227,-0.076542,0.160874,0.342203,-0.089052,0.436638,0.347610,0.290388,0.443866,0.362796,0.245786,0.414944,0.320148,0.204825,0.376648,0.328154,0.155342,0.421575,0.334746,0.108386
3,0.012500,-0.829224,-0.025830,0.057186,-0.555384,0.168391,0.277437,0.000417,-0.687154,0.262220,-0.521446,-0.432614,0.328890,0.209097,0.243839,-0.001581,-0.000140,-0.000275,-0.999999,0.038788,0.138583,0.300416,0.215081,0.141385,0.428694,0.168646,0.141466,0.560909,-0.122239,0.143130,0.486932,-0.123345,0.141593,0.557745,0.231107,0.121975,0.562748,0.341200,0.212432,0.295948,0.039178,0.123355,0.380601,0.039382,0.123716,0.299141,0.196052,0.127763,0.218697,0.198038,0.129642,0.298275,-0.107986,0.132873,0.225749,-0.107374,0.134079,0.377990,0.197732,0.130770,0.380871,-0.107780,0.132645,0.298645,0.039104,0.124804,0.223279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163398,0.368519,-0.249957,0.121969,0.304631,-0.087921,0.121595,0.364358,-0.235078,0.188041,0.299121,-0.076308,0.160872,0.342108,-0.088795,0.436707,0.347657,0.290484,0.443965,0.362815,0.245846,0.414985,0.320186,0.204883,0.376679,0.328249,0.155415,0.421620,0.334787,0.108454
4,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
