Time,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.495833,0.049101,0.382900,-0.054876,-0.643808,-0.758204,-0.044059,0.093261,0.311858,0.304470,0.193470,-0.507922,-0.663214,0.236320,-0.496302,0.039043,0.138546,0.299962,-0.999999,-0.000894,0.000735,0.000253,0.038975,0.124330,0.380414,0.038881,0.127112,0.223113,0.329400,0.314885,0.247166,0.039135,0.125304,0.298924,0.195482,0.129260,0.218457,-0.107717,0.133381,0.225681,0.197923,0.130462,0.298248,-0.107704,0.133066,0.298527,0.197759,0.131028,0.380888,-0.107565,0.133593,0.377884,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000,0.049160,0.382874,-0.054761,-0.643774,-0.758245,-0.044366,0.093016,0.311812,0.304398,0.193445,-0.507778,-0.663180,0.236246,-0.496530,0.039034,0.138488,0.299956,-1.000000,-0.000700,0.000664,0.000168,0.038977,0.124342,0.380430,0.038878,0.127136,0.223116,0.329367,0.314820,0.247140,0.039135,0.125313,0.298935,0.195487,0.129275,0.218424,-0.107739,0.133389,0.225670,0.197928,0.130464,0.298252,-0.107702,0.133079,0.298536,0.197733,0.131042,0.380873,-0.107570,0.133593,0.377900,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.504167,0.049228,0.382848,-0.054648,-0.643752,-0.758273,-0.044604,0.092816,0.311781,0.304327,0.193427,-0.507657,-0.663146,0.236156,-0.496742,0.039047,0.138458,0.299955,-1.000000,-0.000634,0.000661,0.000139,0.038999,0.124330,0.380430,0.038895,0.127115,0.223117,0.329350,0.314671,0.247100,0.039147,0.125302,0.298940,0.195526,0.129246,0.218412,-0.107742,0.133402,0.225668,0.197938,0.130477,0.298258,-0.107677,0.133069,0.298550,0.197725,0.131042,0.380859,-0.107552,0.133590,0.377903,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.508333,0.049284,0.382798,-0.054517,-0.643736,-0.758290,-0.044747,0.092729,0.311715,0.304258,0.193424,-0.507593,-0.663056,0.236159,-0.496926,0.039050,0.138480,0.299989,-1.000000,-0.000724,0.000724,0.000195,0.039000,0.124327,0.380457,0.038895,0.127118,0.223146,0.329321,0.314581,0.247113,0.039148,0.125303,0.298968,0.195547,0.129221,0.218419,-0.107755,0.133393,0.225668,0.197951,0.130464,0.298277,-0.107669,0.133063,0.298581,0.197716,0.131037,0.380873,-0.107544,0.133581,0.377922,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.512500,0.049287,0.382707,-0.054442,-0.643548,-0.758459,-0.044256,0.092882,0.311717,0.304144,0.193425,-0.507416,-0.663073,0.236040,-0.497140,0.039069,0.138460,0.300003,-1.000000,-0.000716,0.000741,0.000199,0.039024,0.124311,0.380477,0.038916,0.127105,0.223168,0.329298,0.314483,0.247116,0.039162,0.125291,0.298985,0.195554,0.129229,0.218421,-0.107741,0.133386,0.225682,0.197963,0.130445,0.298289,-0.107644,0.133046,0.298598,0.197725,0.131023,0.380876,-0.107530,0.133572,0.377933,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.516667,0.049205,0.382394,-0.054271,-0.643239,-0.758664,-0.042874,0.093992,0.311428,0.304301,0.193530,-0.508192,-0.662105,0.236524,-0.497408,0.039068,0.138481,0.300018,-0.999999,-0.000766,0.000732,0.000236,0.039013,0.124311,0.380483,0.038910,0.127109,0.223170,0.329251,0.314407,0.247124,0.039165,0.125287,0.298994,0.195560,0.129211,0.218438,-0.107738,0.133376,0.225698,0.197955,0.130445,0.298293,-0.107652,0.133057,0.298610,0.197747,0.131020,0.380893,-0.107533,0.133574,0.377946,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.520833,0.049405,0.382411,-0.054089,-0.643426,-0.758479,-0.043673,0.093833,0.311684,0.303966,0.193422,-0.507189,-0.663046,0.235895,-0.497477,0.039078,0.138528,0.300006,-0.999999,-0.000855,0.000732,0.000255,0.039014,0.124326,0.380468,0.038919,0.127134,0.223162,0.329209,0.314342,0.247114,0.039167,0.125309,0.298984,0.195543,0.129245,0.218436,-0.107711,0.133387,0.225710,0.197952,0.130451,0.298286,-0.107657,0.133073,0.298588,0.197768,0.131015,0.380907,-0.107538,0.133591,0.377934,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.525000,0.049646,0.382624,-0.054011,-0.643713,-0.758265,-0.045202,0.092875,0.311663,0.303872,0.193422,-0.507058,-0.663059,0.235812,-0.497631,0.039062,0.138578,0.300002,-0.999999,-0.000942,0.000734,0.000293,0.038988,0.124359,0.380465,0.038893,0.127141,0.223154,0.329123,0.314318,0.247143,0.039137,0.125328,0.298976,0.195514,0.129258,0.218456,-0.107702,0.133390,0.225727,0.197936,0.130484,0.298292,-0.107685,0.133082,0.298579,0.197775,0.131016,0.380917,-0.107560,0.133607,0.377925,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529167,0.049756,0.382589,-0.053900,-0.643718,-0.758237,-0.045251,0.093037,0.311667,0.303777,0.193430,-0.506921,-0.663093,0.235684,-0.497787,0.039066,0.138596,0.299990,-0.999999,-0.000967,0.000743,0.000274,0.038976,0.124357,0.380448,0.038877,0.127148,0.223141,0.328933,0.314310,0.247182,0.039130,0.125340,0.298964,0.195463,0.129304,0.218471,-0.107697,0.133382,0.225725,0.197924,0.130496,0.298278,-0.107699,0.133098,0.298552,0.197799,0.131029,0.380929,-0.107574,0.133624,0.377914,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.533333,0.049848,0.382573,-0.053784,-0.643754,-0.758190,-0.045354,0.093123,0.311635,0.303692,0.193432,-0.506813,-0.663082,0.235594,-0.497955,0.039032,0.138837,0.299950,-0.999998,-0.001666,0.000714,0.000467,0.038943,0.124368,0.380441,0.038851,0.127163,0.223131,0.328837,0.314302,0.247217,0.039109,0.125339,0.298945,0.195418,0.129345,0.218486,-0.107699,0.133393,0.225721,0.197895,0.130508,0.298270,-0.107737,0.133112,0.298534,0.197786,0.131029,0.380929,-0.107602,0.133629,0.377892,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.537500,0.049935,0.382524,-0.053689,-0.643719,-0.758202,-0.045364,0.093267,0.311607,0.303620,0.193412,-0.506702,-0.663061,0.235559,-0.498112,0.039028,0.138827,0.299925,-0.999998,-0.001644,0.000715,0.000450,0.038937,0.124382,0.380418,0.038853,0.127152,0.223114,0.328772,0.314253,0.247229,0.039108,0.125341,0.298919,0.195398,0.129361,0.218501,-0.107697,0.133396,0.225692,0.197896,0.130522,0.298253,-0.107742,0.133103,0.298511,0.197783,0.131036,0.380909,-0.107604,0.133636,0.377857,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.541667,0.050043,0.382488,-0.053594,-0.643717,-0.758190,-0.045591,0.093264,0.311575,0.303542,0.193385,-0.506579,-0.663012,0.235516,-0.498322,0.039005,0.138790,0.299895,-0.999999,-0.001500,0.000642,0.000377,0.038935,0.124381,0.380400,0.038849,0.127159,0.223099,0.328720,0.314192,0.247229,0.039100,0.125345,0.298905,0.195392,0.129371,0.218501,-0.107713,0.133399,0.225662,0.197885,0.130515,0.298244,-0.107754,0.133127,0.298492,0.197760,0.131054,0.380887,-0.107608,0.133649,0.377835,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.545833,0.050158,0.382443,-0.053509,-0.643673,-0.758213,-0.045749,0.093298,0.311510,0.303512,0.193349,-0.506586,-0.662852,0.235583,-0.498497,0.039023,0.138824,0.299875,-0.999998,-0.001605,0.000722,0.000414,0.038948,0.124381,0.380373,0.038867,0.127147,0.223071,0.328691,0.314143,0.247214,0.039115,0.125333,0.298875,0.195414,0.129362,0.218483,-0.107715,0.133407,0.225613,0.197891,0.130509,0.298214,-0.107739,0.133118,0.298465,0.197745,0.131064,0.380857,-0.107598,0.133644,0.377800,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000,0.050252,0.382396,-0.053424,-0.643618,-0.758259,-0.045994,0.093187,0.311436,0.303485,0.193317,-0.506605,-0.662685,0.235641,-0.498672,0.039014,0.138789,0.299837,-0.999999,-0.001464,0.000670,0.000345,0.038952,0.124382,0.380341,0.038868,0.127142,0.223038,0.328665,0.314067,0.247181,0.039121,0.125338,0.298848,0.195451,0.129316,0.218453,-0.107717,0.133416,0.225574,0.197898,0.130505,0.298183,-0.107732,0.133127,0.298441,0.197737,0.131086,0.380825,-0.107600,0.133643,0.377772,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.554167,0.050378,0.382337,-0.053333,-0.643528,-0.758325,-0.046273,0.093135,0.311386,0.303444,0.193276,-0.506590,-0.662526,0.235708,-0.498867,0.039031,0.138754,0.299811,-0.999999,-0.001382,0.000680,0.000308,0.038975,0.124374,0.380321,0.038892,0.127135,0.223008,0.328655,0.313978,0.247143,0.039143,0.125333,0.298824,0.195475,0.129303,0.218432,-0.107709,0.133425,0.225547,0.197922,0.130496,0.298156,-0.107711,0.133124,0.298410,0.197739,0.131084,0.380801,-0.107579,0.133636,0.377744,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.558333,0.050466,0.382291,-0.053213,-0.643491,-0.758353,-0.046453,0.093067,0.311354,0.303376,0.193267,-0.506531,-0.662409,0.235681,-0.499095,0.039026,0.138741,0.299828,-0.999999,-0.001344,0.000678,0.000321,0.038970,0.124381,0.380324,0.038898,0.127128,0.223020,0.328627,0.313902,0.247138,0.039141,0.125328,0.298833,0.195488,0.129289,0.218427,-0.107707,0.133427,0.225557,0.197930,0.130494,0.298168,-0.107710,0.133129,0.298424,0.197736,0.131086,0.380810,-0.107573,0.133636,0.377753,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.562500,0.050552,0.382226,-0.053081,-0.643438,-0.758398,-0.046556,0.093016,0.311332,0.303291,0.193270,-0.506465,-0.662285,0.235656,-0.499338,0.039062,0.138579,0.299886,-0.999999,-0.000863,0.000767,0.000220,0.038988,0.124361,0.380349,0.038908,0.127120,0.223045,0.328602,0.313797,0.247134,0.039160,0.125320,0.298861,0.195519,0.129256,0.218450,-0.107692,0.133421,0.225577,0.197937,0.130482,0.298180,-0.107691,0.133121,0.298452,0.197750,0.131067,0.380828,-0.107564,0.133634,0.377774,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.566667,0.050629,0.382156,-0.052948,-0.643373,-0.758449,-0.046620,0.093025,0.311289,0.303209,0.193275,-0.506387,-0.662172,0.235672,-0.499558,0.039053,0.138588,0.299922,-0.999999,-0.000894,0.000761,0.000246,0.038973,0.124355,0.380383,0.038896,0.127112,0.223080,0.328540,0.313733,0.247144,0.039147,0.125307,0.298895,0.195503,0.129251,0.218469,-0.107701,0.133405,0.225614,0.197929,0.130470,0.298217,-0.107703,0.133106,0.298487,0.197758,0.131050,0.380852,-0.107573,0.133622,0.377814,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.570833,0.050713,0.382123,-0.052827,-0.643340,-0.758474,-0.046734,0.092985,0.311033,0.303353,0.193394,-0.507133,-0.661170,0.236068,-0.499942,0.039058,0.138577,0.299938,-0.999999,-0.000908,0.000756,0.000239,0.038977,0.124347,0.380396,0.038894,0.127115,0.223094,0.328504,0.313668,0.247132,0.039147,0.125295,0.298907,0.195501,0.129249,0.218464,-0.107703,0.133406,0.225647,0.197931,0.130468,0.298227,-0.107699,0.133095,0.298499,0.197759,0.131039,0.380866,-0.107563,0.133608,0.377838,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.575000,0.050783,0.382087,-0.052710,-0.643302,-0.758494,-0.046741,0.093081,0.311010,0.303256,0.193386,-0.506984,-0.661125,0.236014,-0.500178,0.039049,0.138564,0.299958,-0.999999,-0.000874,0.000746,0.000242,0.038965,0.124356,0.380416,0.038874,0.127133,0.223113,0.328413,0.313551,0.247104,0.039131,0.125320,0.298921,0.195481,0.129273,0.218463,-0.107719,0.133406,0.225669,0.197917,0.130471,0.298250,-0.107718,0.133094,0.298520,0.197746,0.131043,0.380882,-0.107579,0.133629,0.377872,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579167,0.050880,0.382028,-0.052602,-0.643218,-0.758549,-0.046754,0.093209,0.310992,0.303168,0.193380,-0.506886,-0.661039,0.235960,-0.500416,0.039055,0.138547,0.299969,-0.999999,-0.000845,0.000737,0.000235,0.038973,0.124344,0.380424,0.038878,0.127134,0.223118,0.328385,0.313507,0.246982,0.039131,0.125314,0.298933,0.195472,0.129285,0.218444,-0.107724,0.133403,0.225690,0.197920,0.130477,0.298254,-0.107705,0.133083,0.298534,0.197748,0.131047,0.380883,-0.107568,0.133613,0.377888,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.583333,0.050938,0.382056,-0.052464,-0.643320,-0.758416,-0.046230,0.093847,0.310947,0.303071,0.193342,-0.506734,-0.660963,0.235993,-0.500655,0.039040,0.138473,0.299974,-1.000000,-0.000655,0.000673,0.000163,0.038971,0.124345,0.380445,0.038872,0.127132,0.223132,0.328268,0.313405,0.246982,0.039120,0.125328,0.298951,0.195466,0.129286,0.218437,-0.107744,0.133396,0.225703,0.197915,0.130477,0.298279,-0.107718,0.133079,0.298560,0.197648,0.131076,0.380837,-0.107574,0.133614,0.377905,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.587500,0.051035,0.381988,-0.052361,-0.643247,-0.758461,-0.046221,0.093987,0.310919,0.302978,0.193312,-0.506610,-0.660848,0.235998,-0.500930,0.039049,0.138511,0.299998,-0.999999,-0.000793,0.000737,0.000221,0.038975,0.124335,0.380457,0.038877,0.127127,0.223149,0.328331,0.313222,0.246900,0.039126,0.125312,0.298965,0.195480,0.129293,0.218430,-0.107749,0.133409,0.225696,0.197918,0.130473,0.298284,-0.107707,0.133074,0.298579,0.197655,0.131072,0.380849,-0.107567,0.133606,0.377919,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.591667,0.051121,0.381927,-0.052244,-0.643185,-0.758504,-0.046313,0.094015,0.310876,0.302877,0.193273,-0.506437,-0.660744,0.236067,-0.501211,0.039043,0.138517,0.300013,-0.999999,-0.000796,0.000739,0.000238,0.038971,0.124338,0.380481,0.038869,0.127141,0.223172,0.328160,0.313170,0.246955,0.039115,0.125326,0.298986,0.195475,0.129275,0.218442,-0.107763,0.133399,0.225714,0.197914,0.130479,0.298305,-0.107698,0.133074,0.298603,0.197651,0.131071,0.380874,-0.107566,0.133608,0.377936,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.595833,0.051149,0.381821,-0.052211,-0.642933,-0.758714,-0.045723,0.094338,0.310880,0.302755,0.193229,-0.506206,-0.660704,0.236056,-0.501500,0.039047,0.138512,0.300017,-0.999999,-0.000789,0.000733,0.000250,0.038976,0.124342,0.380481,0.038878,0.127139,0.223172,0.328147,0.313070,0.246921,0.039127,0.125327,0.298992,0.195491,0.129284,0.218447,-0.107757,0.133405,0.225709,0.197925,0.130482,0.298302,-0.107693,0.133084,0.298602,0.197659,0.131074,0.380873,-0.107561,0.133610,0.377940,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000,0.051356,0.381806,-0.052064,-0.643043,-0.758583,-0.046441,0.094291,0.310877,0.302638,0.193196,-0.506022,-0.660627,0.236051,-0.501791,0.039040,0.138544,0.300011,-0.999999,-0.000853,0.000731,0.000258,0.038970,0.124353,0.380479,0.038868,0.127151,0.223166,0.328105,0.312935,0.246872,0.039119,0.125327,0.298988,0.195468,0.129296,0.218453,-0.107755,0.133393,0.225706,0.197912,0.130480,0.298307,-0.107706,0.133088,0.298595,0.197656,0.131085,0.380873,-0.107568,0.133621,0.377939,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.604167,0.051487,0.381741,-0.051992,-0.642970,-0.758622,-0.046507,0.094445,0.310898,0.302518,0.193160,-0.505826,-0.660574,0.236012,-0.502076,0.039031,0.138713,0.299957,-0.999999,-0.001387,0.000646,0.000373,0.038968,0.124354,0.380456,0.038867,0.127144,0.223152,0.328073,0.312851,0.246854,0.039123,0.125336,0.298962,0.195461,0.129320,0.218449,-0.107740,0.133398,0.225689,0.197920,0.130488,0.298279,-0.107706,0.133090,0.298569,0.197647,0.131090,0.380854,-0.107576,0.133620,0.377921,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.608333,0.051595,0.381676,-0.051907,-0.642916,-0.758651,-0.046628,0.094522,0.310891,0.302412,0.193145,-0.505672,-0.660476,0.236016,-0.502358,0.039015,0.138746,0.299949,-0.999999,-0.001446,0.000641,0.000385,0.038949,0.124361,0.380446,0.038854,0.127158,0.223144,0.328012,0.312781,0.246869,0.039111,0.125341,0.298960,0.195428,0.129335,0.218463,-0.107740,0.133394,0.225699,0.197906,0.130506,0.298283,-0.107726,0.133102,0.298562,0.197639,0.131096,0.380854,-0.107583,0.133636,0.377914,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.612500,0.051715,0.381623,-0.051815,-0.642878,-0.758665,-0.046713,0.094620,0.310874,0.302327,0.193125,-0.505562,-0.660330,0.236101,-0.502621,0.039033,0.138814,0.299952,-0.999998,-0.001615,0.000721,0.000435,0.038950,0.124364,0.380444,0.038858,0.127155,0.223138,0.327979,0.312679,0.246875,0.039111,0.125330,0.298951,0.195425,0.129338,0.218492,-0.107723,0.133397,0.225695,0.197906,0.130501,0.298271,-0.107730,0.133111,0.298537,0.197635,0.131099,0.380854,-0.107584,0.133629,0.377889,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.616667,0.051819,0.381554,-0.051732,-0.642815,-0.758716,-0.046873,0.094566,0.310850,0.302242,0.193120,-0.505485,-0.660151,0.236131,-0.502919,0.039024,0.138827,0.299943,-0.999998,-0.001617,0.000721,0.000442,0.038935,0.124371,0.380434,0.038847,0.127145,0.223123,0.327946,0.312606,0.246879,0.039111,0.125337,0.298941,0.195424,0.129337,0.218500,-0.107730,0.133395,0.225679,0.197892,0.130494,0.298263,-0.107746,0.133120,0.298531,0.197638,0.131094,0.380845,-0.107596,0.133638,0.377869,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620833,0.051945,0.381488,-0.051667,-0.642738,-0.758767,-0.047009,0.094604,0.310871,0.302131,0.193088,-0.505326,-0.660048,0.236121,-0.503219,0.039048,0.138597,0.299942,-0.999999,-0.000941,0.000756,0.000244,0.038950,0.124354,0.380400,0.038861,0.127134,0.223097,0.327946,0.312484,0.246871,0.039123,0.125317,0.298912,0.195447,0.129311,0.218494,-0.107705,0.133400,0.225655,0.197909,0.130494,0.298242,-0.107733,0.133105,0.298500,0.197638,0.131086,0.380824,-0.107589,0.133633,0.377832,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.625000,0.052070,0.381399,-0.051615,-0.642642,-0.758839,-0.047224,0.094572,0.310860,0.302038,0.193050,-0.505213,-0.659920,0.236212,-0.503458,0.039060,0.138576,0.299917,-0.999999,-0.000883,0.000766,0.000237,0.038962,0.124355,0.380374,0.038879,0.127130,0.223071,0.328009,0.312314,0.246807,0.039138,0.125308,0.298884,0.195462,0.129299,0.218474,-0.107684,0.133418,0.225626,0.197921,0.130483,0.298212,-0.107723,0.133113,0.298474,0.197637,0.131075,0.380798,-0.107580,0.133633,0.377796,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629167,0.052184,0.381339,-0.051562,-0.642589,-0.758867,-0.047218,0.094714,0.310927,0.301946,0.193053,-0.505079,-0.659921,0.236149,-0.503620,0.039078,0.138531,0.299872,-0.999999,-0.000751,0.000716,0.000156,0.038983,0.124352,0.380342,0.038909,0.127118,0.223025,0.328037,0.312193,0.246771,0.039165,0.125306,0.298846,0.195500,0.129280,0.218440,-0.107658,0.133421,0.225589,0.197939,0.130469,0.298171,-0.107693,0.133106,0.298434,0.197663,0.131087,0.380766,-0.107557,0.133626,0.377756,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.633333,0.052269,0.381266,-0.051506,-0.642522,-0.758919,-0.047293,0.094715,0.310963,0.301826,0.193024,-0.504872,-0.659906,0.236109,-0.503866,0.039084,0.138543,0.299845,-0.999999,-0.000755,0.000715,0.000155,0.038991,0.124356,0.380311,0.038915,0.127118,0.223003,0.328051,0.312086,0.246741,0.039157,0.125312,0.298818,0.195523,0.129268,0.218423,-0.107651,0.133433,0.225572,0.197947,0.130477,0.298146,-0.107691,0.133111,0.298414,0.197660,0.131096,0.380746,-0.107561,0.133632,0.377737,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.637500,0.052367,0.381208,-0.051443,-0.642467,-0.758965,-0.047493,0.094622,0.310990,0.301721,0.193019,-0.504717,-0.659856,0.236061,-0.504109,0.039094,0.138555,0.299831,-0.999999,-0.000761,0.000725,0.000133,0.038997,0.124363,0.380297,0.038917,0.127123,0.222989,0.328074,0.311972,0.246725,0.039169,0.125320,0.298806,0.195537,0.129268,0.218397,-0.107648,0.133444,0.225556,0.197951,0.130480,0.298131,-0.107685,0.133119,0.298397,0.197666,0.131095,0.380730,-0.107552,0.133628,0.377724,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.641667,0.052448,0.381146,-0.051350,-0.642449,-0.758969,-0.047618,0.094653,0.310996,0.301604,0.193033,-0.504560,-0.659816,0.236042,-0.504328,0.039070,0.138539,0.299848,-0.999999,-0.000718,0.000707,0.000144,0.038986,0.124368,0.380317,0.038910,0.127128,0.223010,0.328048,0.311880,0.246764,0.039152,0.125320,0.298825,0.195510,0.129283,0.218411,-0.107667,0.133438,0.225572,0.197940,0.130488,0.298152,-0.107697,0.133122,0.298416,0.197658,0.131096,0.380753,-0.107568,0.133633,0.377740,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.645833,0.052515,0.381072,-0.051257,-0.642397,-0.759009,-0.047689,0.094643,0.311033,0.301472,0.193066,-0.504364,-0.659829,0.235961,-0.504544,0.039072,0.138575,0.299890,-0.999999,-0.000860,0.000770,0.000220,0.038987,0.124355,0.380348,0.038904,0.127118,0.223037,0.328038,0.311787,0.246792,0.039153,0.125315,0.298852,0.195502,0.129278,0.218436,-0.107676,0.133432,0.225593,0.197941,0.130480,0.298184,-0.107694,0.133114,0.298447,0.197663,0.131092,0.380777,-0.107559,0.133630,0.377768,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.650000,0.052561,0.381000,-0.051163,-0.642360,-0.759030,-0.047652,0.094748,0.311065,0.301332,0.193092,-0.504142,-0.659863,0.235864,-0.504767,0.039050,0.138577,0.299925,-0.999999,-0.000867,0.000758,0.000254,0.038967,0.124362,0.380389,0.038886,0.127134,0.223081,0.328015,0.311719,0.246823,0.039137,0.125321,0.298891,0.195476,0.129280,0.218465,-0.107711,0.133415,0.225623,0.197923,0.130494,0.298220,-0.107709,0.133115,0.298483,0.197644,0.131094,0.380806,-0.107577,0.133634,0.377815,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.654167,0.052617,0.380942,-0.051085,-0.642316,-0.759061,-0.047674,0.094777,0.311097,0.301208,0.193117,-0.503953,-0.659852,0.235775,-0.505011,0.039032,0.138787,0.299921,-0.999999,-0.001518,0.000721,0.000394,0.038965,0.124364,0.380408,0.038881,0.127137,0.223104,0.327970,0.311654,0.246853,0.039135,0.125324,0.298912,0.195460,0.129305,0.218470,-0.107727,0.133415,0.225639,0.197914,0.130491,0.298243,-0.107719,0.133110,0.298503,0.197643,0.131101,0.380830,-0.107574,0.133635,0.377859,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.658333,0.052642,0.380881,-0.051000,-0.642278,-0.759098,-0.047734,0.094715,0.311124,0.301069,0.193142,-0.503711,-0.659872,0.235682,-0.505270,0.039008,0.138800,0.299948,-0.999999,-0.001545,0.000716,0.000427,0.038942,0.124372,0.380438,0.038852,0.127164,0.223136,0.327962,0.311575,0.246872,0.039105,0.125353,0.298940,0.195433,0.129330,0.218486,-0.107759,0.133424,0.225668,0.197900,0.130521,0.298265,-0.107738,0.133125,0.298534,0.197626,0.131107,0.380843,-0.107592,0.133650,0.377892,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.662500,0.052682,0.380844,-0.050918,-0.642278,-0.759101,-0.047797,0.094652,0.311177,0.300929,0.193171,-0.503477,-0.659886,0.235592,-0.505528,0.039007,0.138790,0.299972,-0.999999,-0.001535,0.000709,0.000437,0.038946,0.124371,0.380467,0.038847,0.127174,0.223155,0.327987,0.311431,0.246923,0.039104,0.125357,0.298978,0.195416,0.129351,0.218481,-0.107770,0.133433,0.225694,0.197886,0.130514,0.298299,-0.107738,0.133114,0.298567,0.197630,0.131110,0.380866,-0.107593,0.133658,0.377925,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.666667,0.052714,0.380801,-0.050830,-0.642284,-0.759108,-0.047899,0.094513,0.311236,0.300770,0.193197,-0.503206,-0.659949,0.235521,-0.505749,0.039003,0.138780,0.300004,-0.999999,-0.001519,0.000702,0.000442,0.038941,0.124374,0.380508,0.038841,0.127177,0.223198,0.328006,0.311307,0.246963,0.039092,0.125370,0.299011,0.195407,0.129350,0.218501,-0.107775,0.133425,0.225730,0.197884,0.130522,0.298324,-0.107743,0.133107,0.298610,0.197702,0.131056,0.380923,-0.107600,0.133655,0.377958,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670833,0.052624,0.380497,-0.050719,-0.641988,-0.759319,-0.046583,0.095477,0.311261,0.300668,0.193236,-0.503116,-0.659853,0.235535,-0.505956,0.039035,0.138544,0.300046,-0.999999,-0.000850,0.000735,0.000251,0.038957,0.124354,0.380517,0.038854,0.127151,0.223211,0.328042,0.311193,0.246983,0.039113,0.125347,0.299024,0.195421,0.129335,0.218485,-0.107758,0.133414,0.225744,0.197904,0.130516,0.298345,-0.107715,0.133091,0.298636,0.197716,0.131035,0.380938,-0.107582,0.133627,0.377967,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.675000,0.052663,0.380433,-0.050656,-0.641979,-0.759333,-0.046618,0.095413,0.311326,0.300525,0.193271,-0.502918,-0.659866,0.235449,-0.506176,0.039040,0.138539,0.300056,-0.999999,-0.000851,0.000727,0.000253,0.038958,0.124344,0.380532,0.038849,0.127153,0.223215,0.328077,0.311057,0.247017,0.039108,0.125325,0.299034,0.195430,0.129321,0.218483,-0.107756,0.133394,0.225756,0.197904,0.130502,0.298348,-0.107725,0.133085,0.298652,0.197729,0.131023,0.380959,-0.107575,0.133630,0.377975,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.679167,0.052728,0.380396,-0.050613,-0.642002,-0.759323,-0.046759,0.095267,0.311363,0.300439,0.193290,-0.502845,-0.659789,0.235471,-0.506339,0.039063,0.138510,0.300046,-0.999999,-0.000835,0.000742,0.000248,0.038972,0.124334,0.380509,0.038866,0.127141,0.223195,0.328151,0.310900,0.247024,0.039123,0.125323,0.299016,0.195459,0.129309,0.218461,-0.107733,0.133399,0.225745,0.197917,0.130493,0.298328,-0.107701,0.133071,0.298631,0.197752,0.131012,0.380938,-0.107565,0.133612,0.377965,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.683333,0.052923,0.380617,-0.050625,-0.642329,-0.759100,-0.048280,0.094070,0.311395,0.300354,0.193293,-0.502747,-0.659736,0.235488,-0.506498,0.039056,0.138491,0.300003,-1.000000,-0.000741,0.000660,0.000181,0.038979,0.124344,0.380472,0.038874,0.127139,0.223173,0.328209,0.310714,0.247018,0.039121,0.125321,0.298978,0.195477,0.129272,0.218439,-0.107721,0.133401,0.225726,0.197919,0.130485,0.298296,-0.107705,0.133077,0.298605,0.197764,0.131014,0.380924,-0.107564,0.133610,0.377936,,,,,,,,,,,,,,,,,,,,,,,,,,,
