Time,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4.550000,-0.099333,0.139147,0.255084,-0.517230,-0.850280,-0.038240,0.089641,0.181672,0.167838,0.265330,-0.301743,-0.561019,0.211955,-0.741137,0.039032,0.138815,0.300042,-0.999998,-0.001630,0.000709,0.000447,0.038990,0.128523,0.380288,0.038444,0.165744,0.228231,,,,0.038688,0.142422,0.299946,0.188362,0.203108,0.242558,-0.108030,0.161958,0.229795,0.197620,0.149721,0.301684,-0.107923,0.139504,0.299050,0.197850,0.131329,0.380952,-0.107749,0.133674,0.378009,,,,0.171338,0.170997,0.291408,,,,,,,,,,,,,,,,,,,,,
4.554167,-0.099180,0.139191,0.255722,-0.516817,-0.850274,-0.039344,0.091581,0.181697,0.167816,0.265291,-0.301491,-0.561042,0.212179,-0.741158,0.039040,0.138778,0.300035,-0.999998,-0.001561,0.000717,0.000452,0.039004,0.128508,0.380281,0.038444,0.165786,0.228238,,,,0.038711,0.142375,0.299909,0.188398,0.203084,0.242556,-0.108026,0.161715,0.229723,0.197630,0.149699,0.301680,-0.107926,0.139441,0.299036,0.197857,0.131320,0.380949,-0.107741,0.133654,0.377999,,,,0.171380,0.170959,0.291392,,,,,,,,,,,,,,,,,,,,,
4.558333,-0.099039,0.139107,0.256210,-0.515953,-0.850480,-0.040269,0.094097,0.181483,0.167666,0.264619,-0.301113,-0.562632,0.214789,-0.739353,0.039038,0.138767,0.300029,-0.999999,-0.001504,0.000717,0.000434,0.039006,0.128500,0.380274,0.038429,0.165707,0.228232,,,,0.038722,0.142270,0.299881,0.188397,0.203039,0.242560,-0.108037,0.161397,0.229614,0.197615,0.149742,0.301692,-0.107933,0.139345,0.299030,0.197858,0.131323,0.380936,-0.107727,0.133674,0.377996,,,,0.171375,0.170956,0.291387,,,,,,,,,,,,,,,,,,,,,
4.562500,-0.098902,0.139110,0.256639,-0.515033,-0.850712,-0.041602,0.096434,0.181329,0.167742,0.264596,-0.301181,-0.562713,0.215437,-0.739074,0.039069,0.138541,0.300058,-0.999999,-0.000837,0.000748,0.000271,0.039018,0.128463,0.380275,0.038430,0.165522,0.228215,,,,0.038744,0.142147,0.299856,0.188353,0.203130,0.242610,-0.108037,0.161066,0.229526,0.197601,0.149758,0.301708,-0.107946,0.139210,0.299017,0.197874,0.131308,0.380941,-0.107720,0.133668,0.378000,,,,0.171375,0.170955,0.291413,,,,,,,,,,,,,,,,,,,,,
4.566667,-0.098771,0.139067,0.257054,-0.513873,-0.851033,-0.043001,0.099136,0.181181,0.167819,0.264604,-0.301177,-0.563088,0.216153,-0.738581,0.039064,0.138547,0.300083,-0.999999,-0.000872,0.000743,0.000245,0.039012,0.128437,0.380292,0.038429,0.165329,0.228202,,,,0.038750,0.142000,0.299845,0.188299,0.203163,0.242696,-0.108046,0.160708,0.229456,0.197583,0.149830,0.301773,-0.107958,0.139091,0.299035,0.197874,0.131287,0.380966,-0.107722,0.133656,0.378021,,,,0.171363,0.170950,0.291485,,,,,,,,,,,,,,,,,,,,,
4.570833,-0.098649,0.139085,0.257382,-0.512675,-0.851278,-0.044035,0.102720,0.181127,0.167868,0.264628,-0.300931,-0.563491,0.216653,-0.738227,0.039077,0.138512,0.300099,-0.999999,-0.000828,0.000737,0.000244,0.039017,0.128402,0.380304,0.038444,0.165161,0.228183,,,,0.038735,0.141917,0.299852,0.188178,0.203408,0.242834,-0.108045,0.160374,0.229386,0.197576,0.149862,0.301807,-0.107977,0.138946,0.299027,0.197882,0.131272,0.380974,-0.107720,0.133647,0.378040,,,,0.171370,0.170932,0.291527,,,,,,,,,,,,,,,,,,,,,
4.575000,-0.098574,0.139145,0.257649,-0.511327,-0.851528,-0.044865,0.106915,0.181102,0.167918,0.264685,-0.300608,-0.563938,0.216976,-0.737923,0.039080,0.138522,0.300106,-0.999999,-0.000859,0.000735,0.000246,0.039012,0.128396,0.380313,0.038425,0.165082,0.228186,,,,0.038732,0.141821,0.299856,0.188116,0.203482,0.242880,-0.108070,0.160163,0.229350,0.197554,0.149884,0.301829,-0.107990,0.138840,0.299028,0.197875,0.131272,0.380975,-0.107722,0.133657,0.378043,,,,0.171347,0.170934,0.291574,,,,,,,,,,,,,,,,,,,,,
4.579167,-0.098460,0.139103,0.257759,-0.509594,-0.851939,-0.046100,0.111309,0.181145,0.167946,0.264723,-0.300045,-0.564436,0.217237,-0.737694,0.039075,0.138515,0.300084,-0.999999,-0.000845,0.000728,0.000244,0.039014,0.128388,0.380291,0.038424,0.165027,0.228154,,,,0.038738,0.141787,0.299821,0.188103,0.203448,0.242896,-0.108079,0.160063,0.229310,0.197561,0.149903,0.301814,-0.107990,0.138782,0.298999,0.197883,0.131280,0.380961,-0.107713,0.133655,0.378023,,,,0.171350,0.170921,0.291591,,,,,,,,,,,,,,,,,,,,,
4.583333,-0.098357,0.139068,0.257849,-0.507718,-0.852382,-0.047525,0.115800,0.181203,0.167954,0.264749,-0.299415,-0.565150,0.217527,-0.737318,0.039068,0.138551,0.300069,-0.999999,-0.000911,0.000736,0.000258,0.038991,0.128398,0.380282,0.038411,0.165009,0.228125,,,,0.038717,0.141804,0.299815,0.188118,0.203417,0.242904,-0.108091,0.160077,0.229283,0.197540,0.149902,0.301780,-0.108004,0.138797,0.298992,0.197874,0.131292,0.380942,-0.107731,0.133668,0.378011,,,,0.171327,0.170938,0.291615,,,,,,,,,,,,,,,,,,,,,
4.587500,-0.098302,0.139043,0.257919,-0.505868,-0.852680,-0.048558,0.121147,0.181316,0.167949,0.264826,-0.298712,-0.565945,0.217681,-0.736948,0.039059,0.138552,0.300046,-0.999999,-0.000893,0.000735,0.000264,0.038988,0.128422,0.380264,0.038407,0.165004,0.228102,,,,0.038704,0.141838,0.299801,0.188122,0.203421,0.242952,-0.108102,0.160151,0.229281,0.197545,0.149899,0.301757,-0.108004,0.138847,0.298976,0.197861,0.131294,0.380924,-0.107733,0.133671,0.377994,,,,0.171326,0.170934,0.291661,,,,,,,,,,,,,,,,,,,,,
4.591667,-0.098253,0.139070,0.257994,-0.504082,-0.852917,-0.049886,0.126274,0.181344,0.167982,0.264895,-0.298082,-0.566706,0.217981,-0.736530,0.039029,0.138583,0.300039,-0.999999,-0.000950,0.000733,0.000260,0.038963,0.128438,0.380267,0.038383,0.165051,0.228108,,,,0.038674,0.141893,0.299825,0.188026,0.203576,0.243074,-0.108105,0.160340,0.229323,0.197542,0.149897,0.301764,-0.108024,0.138912,0.298975,0.197834,0.131298,0.380928,-0.107753,0.133676,0.377989,,,,0.171307,0.170946,0.291726,,,,,,,,,,,,,,,,,,,,,
4.595833,-0.098189,0.139095,0.258079,-0.502328,-0.852976,-0.051002,0.132278,0.181382,0.168000,0.264955,-0.297350,-0.567657,0.218471,-0.735948,0.039003,0.138808,0.300015,-0.999998,-0.001618,0.000721,0.000447,0.038948,0.128449,0.380273,0.038384,0.165127,0.228130,,,,0.038663,0.141940,0.299864,0.187931,0.203805,0.243249,-0.108107,0.160512,0.229367,0.197549,0.149871,0.301771,-0.108040,0.138973,0.298986,0.197821,0.131300,0.380939,-0.107759,0.133693,0.377989,,,,0.171307,0.170952,0.291807,,,,,,,,,,,,,,,,,,,,,
4.600000,-0.098153,0.139125,0.258200,-0.500589,-0.852981,-0.052260,0.138215,0.181167,0.168125,0.264966,-0.297135,-0.568025,0.219472,-0.735453,0.039009,0.138803,0.300045,-0.999998,-0.001571,0.000770,0.000416,0.038905,0.128474,0.380296,0.038356,0.165230,0.228165,,,,0.038600,0.142037,0.299913,0.187836,0.204064,0.243409,-0.108126,0.160656,0.229384,0.197548,0.149887,0.301785,-0.108056,0.139051,0.299003,0.197791,0.131323,0.380967,-0.107793,0.133702,0.377996,,,,0.171277,0.171001,0.291904,,,,,,,,,,,,,,,,,,,,,
4.604167,-0.098041,0.139171,0.258268,-0.498814,-0.852975,-0.053961,0.143896,0.181121,0.168465,0.265663,-0.297355,-0.566765,0.218126,-0.736735,0.038995,0.138803,0.300033,-0.999998,-0.001584,0.000767,0.000421,0.038877,0.128505,0.380294,0.038337,0.165354,0.228185,,,,0.038581,0.142096,0.299926,0.187792,0.204200,0.243509,-0.108147,0.160754,0.229406,0.197549,0.149885,0.301772,-0.108068,0.139100,0.299002,0.197771,0.131318,0.380968,-0.107822,0.133704,0.377977,,,,0.171267,0.171039,0.291961,,,,,,,,,,,,,,,,,,,,,
4.608333,-0.097966,0.139173,0.258286,-0.497068,-0.852907,-0.055857,0.149512,0.181068,0.168319,0.264997,-0.296292,-0.568877,0.220705,-0.734765,0.038953,0.138836,0.300003,-0.999998,-0.001649,0.000706,0.000426,0.038860,0.128525,0.380278,0.038318,0.165497,0.228210,,,,0.038568,0.142142,0.299921,0.187828,0.204213,0.243544,-0.108140,0.160929,0.229387,0.197538,0.149941,0.301761,-0.108083,0.139135,0.298981,0.197747,0.131325,0.380961,-0.107846,0.133706,0.377959,,,,0.171257,0.171087,0.291995,,,,,,,,,,,,,,,,,,,,,
4.612500,-0.097871,0.139167,0.258327,-0.495373,-0.852769,-0.057774,0.155093,0.181164,0.168393,0.265013,-0.295704,-0.569355,0.221032,-0.734533,0.038959,0.138801,0.299983,-0.999998,-0.001568,0.000686,0.000398,0.038873,0.128514,0.380256,0.038308,0.165605,0.228211,,,,0.038559,0.142188,0.299898,0.187884,0.204245,0.243570,-0.108137,0.161001,0.229373,0.197540,0.149991,0.301754,-0.108082,0.139158,0.298963,0.197757,0.131314,0.380932,-0.107818,0.133698,0.377923,,,,0.171289,0.171119,0.292020,,,,,,,,,,,,,,,,,,,,,
4.616667,-0.097786,0.139117,0.258371,-0.493655,-0.852542,-0.059596,0.161015,0.181120,0.168513,0.265046,-0.295503,-0.569664,0.221637,-0.734192,0.038955,0.138672,0.299990,-0.999999,-0.001322,0.000669,0.000449,0.038881,0.128510,0.380241,0.038307,0.165724,0.228238,,,,0.038606,0.142192,0.299896,0.187903,0.204368,0.243646,-0.108132,0.161043,0.229413,0.197533,0.150084,0.301775,-0.108058,0.139185,0.298962,0.197773,0.131296,0.380920,-0.107816,0.133686,0.377924,,,,0.171314,0.171168,0.292058,,,,,,,,,,,,,,,,,,,,,
4.620833,-0.097497,0.139173,0.258378,-0.492078,-0.852371,-0.062824,0.165457,0.181153,0.168643,0.265092,-0.295184,-0.569915,0.222062,-0.733997,0.039014,0.138563,0.300017,-0.999999,-0.000931,0.000715,0.000217,0.038924,0.128498,0.380235,0.038325,0.165846,0.228264,,,,0.038629,0.142216,0.299880,0.187897,0.204544,0.243751,-0.108108,0.161103,0.229431,0.197541,0.150170,0.301813,-0.108037,0.139209,0.298958,0.197803,0.131280,0.380903,-0.107790,0.133675,0.377925,,,,0.171352,0.171211,0.292095,,,,,,,,,,,,,,,,,,,,,
4.625000,-0.097370,0.139169,0.258425,-0.490610,-0.852045,-0.065433,0.170412,0.181386,0.168720,0.265236,-0.294515,-0.570414,0.221877,-0.733934,0.039030,0.138565,0.300022,-0.999999,-0.000951,0.000719,0.000234,0.038955,0.128489,0.380238,0.038345,0.165995,0.228305,,,,0.038681,0.142226,0.299866,0.187869,0.204773,0.243875,-0.108089,0.161163,0.229482,0.197546,0.150305,0.301871,-0.108016,0.139244,0.298964,0.197817,0.131266,0.380901,-0.107779,0.133664,0.377937,,,,0.171392,0.171296,0.292138,,,,,,,,,,,,,,,,,,,,,
4.629167,-0.097336,0.139169,0.258534,-0.489162,-0.851769,-0.068021,0.174878,0.181414,0.168888,0.265309,-0.294244,-0.570660,0.222314,-0.733720,0.039050,0.138516,0.300021,-0.999999,-0.000847,0.000729,0.000244,0.038981,0.128487,0.380225,0.038375,0.166173,0.228350,,,,0.038710,0.142263,0.299865,0.187910,0.204922,0.243971,-0.108069,0.161262,0.229490,0.197541,0.150438,0.301912,-0.107966,0.139284,0.298966,0.197843,0.131258,0.380889,-0.107756,0.133639,0.377937,,,,0.171442,0.171391,0.292170,,,,,,,,,,,,,,,,,,,,,
4.633333,-0.097274,0.139116,0.258589,-0.487714,-0.851504,-0.070940,0.179009,0.181398,0.169073,0.265332,-0.293947,-0.570969,0.222975,-0.733398,0.039046,0.138488,0.300017,-1.000000,-0.000757,0.000725,0.000244,0.038988,0.128505,0.380222,0.038403,0.166356,0.228399,,,,0.038730,0.142313,0.299854,0.187948,0.205033,0.244048,-0.108072,0.161410,0.229550,0.197533,0.150547,0.301939,-0.107965,0.139357,0.298981,0.197842,0.131265,0.380887,-0.107748,0.133642,0.377951,,,,0.171482,0.171507,0.292216,,,,,,,,,,,,,,,,,,,,,
4.637500,-0.097221,0.139112,0.258689,-0.486500,-0.851105,-0.073868,0.182980,0.181411,0.169275,0.265407,-0.293654,-0.571320,0.223455,-0.733096,0.039055,0.138495,0.300009,-0.999999,-0.000757,0.000746,0.000241,0.039008,0.128520,0.380224,0.038418,0.166550,0.228454,,,,0.038719,0.142444,0.299866,0.187959,0.205191,0.244102,-0.108331,0.161198,0.229564,0.197537,0.150675,0.301966,-0.107940,0.139431,0.298988,0.197856,0.131280,0.380892,-0.107731,0.133645,0.377951,,,,0.171478,0.171699,0.292275,,,,,,,,,,,,,,,,,,,,,
4.641667,-0.097198,0.139128,0.258861,-0.485331,-0.850929,-0.077354,0.185446,0.181410,0.169500,0.265494,-0.293280,-0.571848,0.223990,-0.732670,0.039041,0.138492,0.300017,-1.000000,-0.000726,0.000743,0.000253,0.039006,0.128562,0.380240,0.038410,0.166769,0.228533,,,,0.038717,0.142554,0.299889,0.187942,0.205415,0.244200,-0.108332,0.161420,0.229637,0.197535,0.150814,0.302021,-0.107933,0.139517,0.299008,0.197850,0.131294,0.380902,-0.107737,0.133663,0.377962,,,,0.171448,0.171946,0.292366,,,,,,,,,,,,,,,,,,,,,
4.645833,-0.097177,0.139149,0.259013,-0.484193,-0.850661,-0.080705,0.188201,0.181542,0.169703,0.265698,-0.292759,-0.572435,0.224049,-0.732402,0.039039,0.138527,0.300037,-0.999999,-0.000801,0.000746,0.000259,0.038998,0.128581,0.380269,0.038418,0.166950,0.228615,,,,0.038688,0.142702,0.299950,0.187925,0.205669,0.244354,-0.108337,0.161604,0.229697,0.197529,0.150947,0.302085,-0.107932,0.139618,0.299040,0.197859,0.131304,0.380934,-0.107738,0.133667,0.377990,,,,0.171405,0.172209,0.292487,,,,,,,,,,,,,,,,,,,,,
4.650000,-0.097226,0.139028,0.259180,-0.482872,-0.850631,-0.084254,0.190165,0.181369,0.169966,0.265783,-0.292643,-0.572787,0.224943,-0.731899,0.039020,0.138590,0.300075,-0.999999,-0.000946,0.000746,0.000277,0.038976,0.128611,0.380319,0.038396,0.167155,0.228724,,,,0.038633,0.142853,0.300015,0.187844,0.205989,0.244535,-0.108338,0.161780,0.229784,0.197511,0.151120,0.302171,-0.107951,0.139680,0.299076,0.197844,0.131327,0.380966,-0.107770,0.133657,0.378025,,,,0.171371,0.172455,0.292644,,,,,,,,,,,,,,,,,,,,,
4.654167,-0.097205,0.139037,0.259444,-0.482090,-0.850196,-0.087273,0.192716,0.181284,0.170204,0.265887,-0.292372,-0.573142,0.225666,-0.731506,0.039014,0.138821,0.300083,-0.999998,-0.001658,0.000724,0.000453,0.038970,0.128641,0.380352,0.038387,0.167350,0.228806,,,,0.038615,0.142970,0.300053,0.187800,0.206309,0.244708,-0.108325,0.161896,0.229833,0.197484,0.151301,0.302252,-0.107940,0.139730,0.299103,0.197833,0.131343,0.381001,-0.107773,0.133676,0.378052,,,,0.171349,0.172656,0.292764,,,,,,,,,,,,,,,,,,,,,
4.658333,-0.097255,0.139502,0.260059,-0.481971,-0.849916,-0.091845,0.192121,0.181282,0.170441,0.265971,-0.291875,-0.573851,0.226210,-0.730981,0.039008,0.138842,0.300092,-0.999998,-0.001703,0.000698,0.000444,0.038946,0.128682,0.380365,0.038347,0.167533,0.228860,,,,0.038577,0.143096,0.300096,0.187771,0.206485,0.244809,-0.108331,0.161993,0.229842,0.197454,0.151469,0.302298,-0.107960,0.139780,0.299120,0.197804,0.131363,0.381012,-0.107793,0.133689,0.378055,,,,0.171325,0.172835,0.292847,,,,,,,,,,,,,,,,,,,,,
4.662500,-0.097331,0.139423,0.260523,-0.481474,-0.849439,-0.093987,0.194430,0.181329,0.170636,0.266059,-0.291390,-0.574617,0.226699,-0.730421,0.039010,0.138868,0.300074,-0.999998,-0.001770,0.000680,0.000461,0.038946,0.128698,0.380346,0.038332,0.167712,0.228878,,,,0.038568,0.143192,0.300085,0.187751,0.206706,0.244897,-0.108337,0.162040,0.229829,0.197440,0.151635,0.302285,-0.107967,0.139806,0.299103,0.197805,0.131369,0.380996,-0.107773,0.133700,0.378035,,,,0.171302,0.173046,0.292913,,,,,,,,,,,,,,,,,,,,,
4.666667,-0.097412,0.139365,0.261227,-0.481329,-0.848915,-0.096071,0.196050,0.181297,0.170849,0.266023,-0.290795,-0.575339,0.227648,-0.729794,0.039007,0.138854,0.300059,-0.999998,-0.001737,0.000665,0.000458,0.038935,0.128725,0.380334,0.038315,0.167876,0.228899,,,,0.038562,0.143252,0.300101,0.187725,0.206906,0.244994,-0.108354,0.162079,0.229805,0.197415,0.151788,0.302307,-0.107982,0.139844,0.299093,0.197801,0.131381,0.380978,-0.107772,0.133699,0.378018,,,,0.171273,0.173234,0.292981,,,,,,,,,,,,,,,,,,,,,
4.670833,-0.097603,0.139303,0.262191,-0.481819,-0.848087,-0.097099,0.197917,0.181203,0.171086,0.266105,-0.290653,-0.575824,0.228407,-0.729231,0.039023,0.138851,0.300045,-0.999998,-0.001744,0.000678,0.000447,0.038950,0.128720,0.380319,0.038304,0.167982,0.228915,,,,0.038581,0.143280,0.300093,0.187681,0.207155,0.245160,-0.108367,0.162094,0.229810,0.197422,0.151956,0.302347,-0.107955,0.139816,0.299081,0.197818,0.131369,0.380959,-0.107766,0.133695,0.378005,,,,0.171267,0.173392,0.293070,,,,,,,,,,,,,,,,,,,,,
4.675000,-0.097831,0.139505,0.263401,-0.482735,-0.847274,-0.098614,0.198416,0.181115,0.171300,0.266222,-0.290523,-0.576243,0.229066,-0.728745,0.039000,0.138727,0.300040,-0.999999,-0.001472,0.000670,0.000467,0.038951,0.128706,0.380306,0.038304,0.168090,0.228947,,,,0.038596,0.143286,0.300101,0.187583,0.207516,0.245359,-0.108383,0.162108,0.229810,0.197413,0.152109,0.302382,-0.107964,0.139823,0.299062,0.197826,0.131357,0.380956,-0.107774,0.133675,0.377997,,,,0.171276,0.173495,0.293159,,,,,,,,,,,,,,,,,,,,,
4.679167,-0.098037,0.139521,0.264679,-0.483582,-0.846465,-0.099626,0.199297,0.181164,0.171563,0.266465,-0.290590,-0.577055,0.229208,-0.728031,0.039027,0.138781,0.300026,-0.999999,-0.001563,0.000715,0.000422,0.038968,0.128678,0.380287,0.038314,0.168204,0.228984,,,,0.038627,0.143278,0.300101,0.187479,0.207836,0.245536,-0.108375,0.162082,0.229725,0.197425,0.152268,0.302449,-0.107948,0.139798,0.299045,0.197854,0.131344,0.380943,-0.107763,0.133657,0.377986,,,,0.171292,0.173619,0.293250,,,,,,,,,,,,,,,,,,,,,
4.683333,-0.098200,0.139603,0.266110,-0.484676,-0.845529,-0.100346,0.200252,0.180629,0.172090,0.266896,-0.291270,-0.575308,0.229647,-0.729002,0.039033,0.138537,0.300031,-0.999999,-0.000810,0.000747,0.000258,0.038976,0.128662,0.380272,0.038316,0.168319,0.229003,,,,0.038637,0.143301,0.300094,0.187408,0.208119,0.245700,-0.108394,0.162124,0.229740,0.197412,0.152448,0.302490,-0.107940,0.139795,0.299029,0.197851,0.131333,0.380930,-0.107780,0.133647,0.377980,,,,0.171298,0.173722,0.293331,,,,,,,,,,,,,,,,,,,,,
4.687500,-0.098372,0.139608,0.267677,-0.486000,-0.844282,-0.099809,0.202561,0.180716,0.172231,0.266952,-0.290694,-0.575921,0.230077,-0.728613,0.039038,0.138499,0.300004,-0.999999,-0.000731,0.000753,0.000248,0.038987,0.128667,0.380245,0.038325,0.168440,0.229012,,,,0.038646,0.143327,0.300075,0.187391,0.208309,0.245797,-0.108384,0.162580,0.230011,0.197412,0.152593,0.302509,-0.107924,0.139760,0.298997,0.197873,0.131326,0.380907,-0.107758,0.133652,0.377953,,,,0.171319,0.173835,0.293376,,,,,,,,,,,,,,,,,,,,,
4.691667,-0.098474,0.139630,0.269265,-0.487213,-0.843099,-0.099418,0.204751,0.180981,0.172169,0.266600,-0.289674,-0.578296,0.231369,-0.726727,0.039037,0.138513,0.299988,-0.999999,-0.000760,0.000749,0.000243,0.038989,0.128664,0.380230,0.038333,0.168595,0.229030,,,,0.038663,0.143403,0.300079,0.187385,0.208497,0.245874,-0.108360,0.163024,0.230130,0.197419,0.152714,0.302539,-0.107929,0.139868,0.298979,0.197874,0.131330,0.380888,-0.107762,0.133654,0.377926,,,,0.171331,0.173938,0.293447,,,,,,,,,,,,,,,,,,,,,
4.695833,-0.098289,0.139593,0.270820,-0.488131,-0.842053,-0.100226,0.206467,0.180984,0.172253,0.266514,-0.288771,-0.578809,0.232224,-0.726404,0.039046,0.138485,0.299982,-1.000000,-0.000719,0.000744,0.000229,0.038995,0.128708,0.380223,0.038386,0.168817,0.229064,,,,0.038679,0.143548,0.300095,0.187352,0.208733,0.245991,-0.108341,0.163576,0.230226,0.197434,0.152819,0.302583,-0.107948,0.140074,0.299004,0.197875,0.131315,0.380877,-0.107756,0.133645,0.377923,,,,0.171362,0.174027,0.293524,,,,,,,,,,,,,,,,,,,,,
4.700000,-0.097633,0.139766,0.272184,-0.489277,-0.840449,-0.102227,0.209292,0.180972,0.172400,0.266612,-0.288400,-0.579278,0.232697,-0.726027,0.039046,0.138521,0.300004,-0.999999,-0.000822,0.000742,0.000225,0.038985,0.128757,0.380238,0.038408,0.169022,0.229111,,,,0.038694,0.143691,0.300133,0.187346,0.208927,0.246113,-0.108354,0.164131,0.230385,0.197438,0.152910,0.302639,-0.107960,0.140299,0.299028,0.197870,0.131314,0.380899,-0.107765,0.133642,0.377941,,,,0.171390,0.174116,0.293601,,,,,,,,,,,,,,,,,,,,,
4.704167,-0.096826,0.139756,0.273468,-0.489855,-0.838936,-0.103970,0.213117,0.181040,0.172571,0.266830,-0.288300,-0.579843,0.232699,-0.725615,0.039099,0.138497,0.300050,-0.999999,-0.000793,0.000778,0.000220,0.039005,0.128743,0.380284,0.038425,0.169254,0.229211,,,,0.038723,0.143874,0.300198,0.187319,0.209217,0.246272,-0.108349,0.164775,0.230759,0.197463,0.152998,0.302681,-0.107937,0.140282,0.299073,0.197891,0.131343,0.380923,-0.107766,0.133625,0.377984,,,,0.171408,0.174241,0.293680,,,,,,,,,,,,,,,,,,,,,
4.708333,-0.096662,0.139780,0.274224,-0.489314,-0.838732,-0.106639,0.213844,0.180916,0.172633,0.266615,-0.287442,-0.580269,0.234031,-0.725186,0.039111,0.138516,0.300077,-0.999999,-0.000828,0.000782,0.000245,0.038988,0.128185,0.380281,0.037814,0.169608,0.229757,,,,0.038575,0.142927,0.300197,0.187230,0.209411,0.246342,-0.108686,0.164538,0.231739,0.197362,0.153038,0.302592,-0.108019,0.137568,0.298914,0.197869,0.131372,0.380950,-0.107713,0.133680,0.377980,,,,0.171275,0.174437,0.293702,,,,,,,,,,,,,,,,,,,,,
4.712500,-0.096526,0.139685,0.274724,-0.488326,-0.838950,-0.110524,0.213271,0.180738,0.172855,0.266725,-0.287609,-0.580546,0.234637,-0.724702,0.039057,0.138524,0.300063,-0.999999,-0.000868,0.000720,0.000252,0.038977,0.127870,0.380292,0.037536,0.169309,0.230027,,,,0.038520,0.142088,0.300103,0.187161,0.209632,0.246637,-0.108791,0.164384,0.232325,0.197238,0.153100,0.302597,-0.108058,0.136295,0.298819,0.197838,0.131368,0.380952,-0.107716,0.133715,0.377994,,,,0.171168,0.174670,0.293822,,,,,,,,,,,,,,,,,,,,,
4.716667,-0.096168,0.139689,0.275039,-0.487723,-0.838003,-0.112338,0.217387,0.180347,0.173196,0.266909,-0.288415,-0.580609,0.235424,-0.724076,0.039065,0.138558,0.300069,-0.999999,-0.000921,0.000724,0.000274,0.038995,0.127668,0.380304,0.037583,0.168359,0.229769,,,,0.038530,0.141685,0.300064,0.186774,0.209811,0.246684,-0.108747,0.164208,0.232712,0.197167,0.153482,0.302768,-0.108076,0.135856,0.298776,0.197831,0.131364,0.380970,-0.107709,0.133747,0.378011,,,,0.171015,0.175024,0.294062,,,,,,,,,,,,,,,,,,,,,
4.720833,-0.095832,0.139675,0.275103,-0.486671,-0.837306,-0.114615,0.221210,0.180158,0.173528,0.267107,-0.288782,-0.580874,0.235761,-0.723607,0.039022,0.138738,0.300032,-0.999999,-0.001491,0.000692,0.000435,0.038964,0.127482,0.380323,0.037477,0.167658,0.229606,,,,0.038493,0.141301,0.300017,0.186547,0.209925,0.246733,-0.108775,0.164174,0.232966,0.197055,0.153789,0.302942,-0.108083,0.135229,0.298788,0.197797,0.131365,0.380954,-0.107720,0.133789,0.378008,,,,0.170811,0.175336,0.294242,,,,,,,,,,,,,,,,,,,,,
4.725000,-0.095529,0.139664,0.275079,-0.485354,-0.836656,-0.117298,0.225121,0.179648,0.174221,0.267858,-0.290231,-0.579033,0.234977,-0.724757,0.039013,0.138774,0.300039,-0.999999,-0.001555,0.000688,0.000438,0.038950,0.127509,0.380328,0.037463,0.167756,0.229639,,,,0.038444,0.141367,0.300043,0.186423,0.210168,0.246801,-0.108782,0.164241,0.233087,0.197008,0.154012,0.303021,-0.108109,0.135250,0.298801,0.197792,0.131388,0.380974,-0.107725,0.133808,0.378031,,,,0.170750,0.175505,0.294342,,,,,,,,,,,,,,,,,,,,,
4.729167,-0.095117,0.139613,0.274805,-0.483184,-0.836650,-0.121944,0.227333,0.179595,0.174410,0.267771,-0.289612,-0.579795,0.235714,-0.724156,0.038994,0.138773,0.300045,-0.999999,-0.001572,0.000688,0.000433,0.038940,0.127583,0.380345,0.037441,0.167939,0.229660,,,,0.038424,0.141633,0.300088,0.186334,0.210446,0.246817,-0.108845,0.164423,0.233137,0.196986,0.154230,0.303018,-0.108124,0.135283,0.298835,0.197779,0.131428,0.380984,-0.107737,0.133797,0.378051,,,,0.170683,0.175640,0.294325,,,,,,,,,,,,,,,,,,,,,
4.733333,-0.094657,0.139703,0.274510,-0.481019,-0.836471,-0.127067,0.229763,0.179709,0.174486,0.267827,-0.288744,-0.580607,0.235843,-0.723810,0.038979,0.138801,0.300067,-0.999998,-0.001652,0.000692,0.000452,0.038920,0.127727,0.380374,0.037430,0.168162,0.229702,,,,0.038384,0.141963,0.300154,0.186280,0.210695,0.246868,-0.108883,0.164638,0.233103,0.196983,0.154394,0.302977,-0.108161,0.135525,0.298887,0.197758,0.131468,0.381020,-0.107754,0.133788,0.378064,,,,0.170656,0.175716,0.294280,,,,,,,,,,,,,,,,,,,,,
4.737500,-0.094078,0.139359,0.273871,-0.478297,-0.835873,-0.130646,0.235544,0.179742,0.174528,0.267775,-0.287938,-0.581454,0.236311,-0.723298,0.038999,0.138795,0.300076,-0.999998,-0.001645,0.000702,0.000459,0.038927,0.127869,0.380377,0.037496,0.168270,0.229636,,,,0.038373,0.142264,0.300183,0.186215,0.210949,0.246947,-0.108865,0.164836,0.232983,0.197012,0.154427,0.302992,-0.108147,0.135898,0.298885,0.197773,0.131482,0.381033,-0.107752,0.133768,0.378076,,,,0.170691,0.175730,0.294294,,,,,,,,,,,,,,,,,,,,,
