Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,C1_X,C1_Y,C1_Z,C3_X,C3_Y,C3_Z,A1_X,A1_Y,A1_Z,B3_X,B3_Y,B3_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,B2_X,B2_Y,B2_Z,B1_X,B1_Y,B1_Z,C2_X,C2_Y,C2_Z
0.004167,0.300644,0.038328,0.137851,-0.999999,7.1e-05,0.00026,-0.001193,-1,0.091488,-0.290518,0.265473,-0.45625,0.277208,-0.833848,-0.140318,-1,0.04349,-0.085946,0.244399,-0.442617,-0.086028,-0.867823,0.208741,-1,0.378004,-0.107591,0.133496,0.225715,-0.108128,0.132952,0.380884,0.197555,0.130751,0.223235,0.038919,0.126389,0.218671,0.195846,0.128034,0.29828,0.197765,0.129664,0.299102,0.039202,0.124877,0.380549,0.038979,0.124229,0.298696,-0.108002,0.132816
0.008333,0.300662,0.038356,0.137843,-0.999999,0.000103,0.000239,-0.00112,-1,0.091787,-0.290588,0.265371,-0.45628,0.277367,-0.833842,-0.139938,-1,0.04434,-0.085957,0.243831,-0.442167,-0.084034,-0.86794,0.210016,-1,0.378013,-0.107579,0.133479,0.225723,-0.108106,0.132946,0.380887,0.197566,0.130738,0.223232,0.03892,0.126372,0.218674,0.195847,0.128014,0.298288,0.197775,0.129647,0.299112,0.039206,0.124851,0.380551,0.038982,0.124204,0.298699,-0.107994,0.132788
0.012500,0.300669,0.038323,0.13767,-0.999999,0.000132,0.000574,-0.001164,-1,0.092065,-0.290669,0.265294,-0.456297,0.277515,-0.833848,-0.139556,-1,0.045172,-0.085872,0.243189,-0.441719,-0.082406,-0.868134,0.2108,-1,0.378009,-0.107589,0.133468,0.225722,-0.108115,0.132929,0.380887,0.197568,0.130744,0.223231,0.038919,0.126364,0.218676,0.19586,0.128015,0.298283,0.197779,0.129646,0.299112,0.039208,0.124847,0.380557,0.038984,0.124205,0.298695,-0.107997,0.132788
0.016667,0.300652,0.038371,0.137839,-0.999999,9e-05,0.000222,-0.001108,-1,0.092329,-0.290729,0.265217,-0.456334,0.277642,-0.83385,-0.139171,-1,0.046044,-0.08583,0.242631,-0.441439,-0.080927,-0.868221,0.211599,-1,0.378002,-0.107577,0.133467,0.225722,-0.108108,0.132944,0.380879,0.197574,0.130741,0.223229,0.038933,0.126359,0.218679,0.195862,0.128021,0.298282,0.197792,0.129654,0.299103,0.039225,0.12484,0.380543,0.038995,0.124203,0.298684,-0.10799,0.132774
0.020833,0.300644,0.038376,0.137849,-0.999999,7.2e-05,0.000194,-0.001101,-1,0.092549,-0.290828,0.265113,-0.456233,0.277765,-0.833937,-0.138731,-1,0.046922,-0.085852,0.242094,-0.441192,-0.079398,-0.868258,0.212541,-1,0.377987,-0.107572,0.133462,0.225708,-0.108099,0.132941,0.380883,0.197586,0.130751,0.223214,0.038936,0.126356,0.218669,0.195874,0.128018,0.298276,0.197795,0.129653,0.299094,0.039226,0.124827,0.380535,0.039,0.124196,0.298669,-0.107984,0.132779
0.025000,0.300636,0.038392,0.137856,-0.999999,6.2e-05,0.000183,-0.001091,-1,0.092795,-0.29088,0.265053,-0.456285,0.277906,-0.833925,-0.138352,-1,0.047789,-0.085792,0.24154,-0.441111,-0.07846,-0.868283,0.212954,-1,0.377968,-0.107558,0.133448,0.225694,-0.108085,0.132949,0.380877,0.197586,0.130746,0.223204,0.03895,0.126354,0.218664,0.195878,0.128025,0.298269,0.197803,0.129657,0.299073,0.039234,0.124822,0.380523,0.039011,0.124197,0.298653,-0.107973,0.132767
0.029167,0.300625,0.038389,0.137843,-0.999999,6e-05,0.000216,-0.001092,-1,0.093013,-0.290914,0.265002,-0.456306,0.278015,-0.83392,-0.138094,-1,0.048622,-0.08584,0.240974,-0.441118,-0.078409,-0.86823,0.213177,-1,0.377954,-0.107568,0.133447,0.225689,-0.108088,0.132952,0.380873,0.197583,0.130752,0.223193,0.038945,0.126357,0.218654,0.195883,0.128035,0.298266,0.197801,0.129661,0.299067,0.039235,0.124823,0.380513,0.039011,0.124205,0.298646,-0.107971,0.132772
0.033333,0.300617,0.038397,0.137869,-0.999999,4.9e-05,0.000176,-0.001084,-1,0.093258,-0.290963,0.264963,-0.45637,0.278121,-0.833906,-0.137757,-1,0.049436,-0.085897,0.240435,-0.441142,-0.078392,-0.868166,0.213391,-1,0.377947,-0.107558,0.133455,0.225677,-0.108081,0.132952,0.380866,0.197584,0.130757,0.223188,0.038956,0.126357,0.21865,0.19588,0.128042,0.298259,0.197804,0.129667,0.299059,0.039245,0.124823,0.380507,0.039011,0.124209,0.298635,-0.10796,0.132778
