Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
chisel_x,chisel_y,chisel_z,chisel_w,chisel_X,chisel_Y,chisel_Z,gripper_x,gripper_y,gripper_z,gripper_w,gripper_X,gripper_Y,gripper_Z,battery_x,battery_y,battery_z,battery_w,battery_X,battery_Y,battery_Z,A2_X,A2_Y,A2_Z,A1_X,A1_Y,A1_Z,A3_X,A3_Y,A3_Z,B2_X,B2_Y,B2_Z,B3_X,B3_Y,B3_Z,C1_X,C1_Y,C1_Z,C2_X,C2_Y,C2_Z,C3_X,C3_Y,C3_Z,B1_X,B1_Y,B1_Z
-0.925685,-0.085347,-0.001310,-0.368541,0.176820,0.198446,0.219889,-0.783125,-0.509228,-0.309147,-0.178410,-0.092339,0.264223,0.301148,-0.000626,0.000010,0.000115,-1.000000,0.038865,0.138350,0.300219,0.199389,0.167167,0.304580,0.198161,0.138756,0.381445,0.199150,0.207237,0.235486,0.041272,0.183176,0.310728,0.045615,0.234700,0.255379,,,,-0.098366,0.219881,0.334335,,,,0.039182,0.144602,0.381632
-0.925699,-0.085211,-0.000976,-0.368538,0.176834,0.198423,0.219912,-0.783214,-0.509151,-0.309144,-0.178242,-0.092320,0.264092,0.300989,-0.000639,0.000062,0.000138,-1.000000,0.038886,0.138352,0.300238,0.199399,0.167057,0.304566,0.198163,0.138707,0.381441,0.199152,0.207053,0.235433,0.041279,0.183082,0.310699,0.045613,0.234526,0.255290,,,,-0.098383,0.219787,0.334261,,,,0.039180,0.144543,0.381634
-0.925707,-0.085148,-0.000712,-0.368532,0.176861,0.198410,0.219942,-0.783390,-0.509061,-0.309028,-0.177930,-0.092298,0.263946,0.300781,-0.000639,0.000073,0.000138,-1.000000,0.038897,0.138345,0.300249,0.199390,0.166967,0.304551,0.198173,0.138665,0.381452,0.199171,0.206876,0.235380,0.041278,0.182986,0.310680,0.045602,0.234369,0.255218,,,,-0.098385,0.219732,0.334191,,,,0.039199,0.144505,0.381644
-0.925703,-0.085109,-0.000494,-0.368551,0.176885,0.198396,0.219983,-0.783542,-0.509001,-0.308873,-0.177702,-0.092259,0.263799,0.300579,-0.000652,0.000069,0.000147,-1.000000,0.038913,0.138336,0.300267,0.199404,0.166883,0.304533,0.198184,0.138607,0.381462,0.199190,0.206723,0.235339,0.041271,0.182888,0.310655,0.045601,0.234221,0.255148,,,,-0.098394,0.219646,0.334109,,,,0.039211,0.144455,0.381657
-0.925694,-0.085151,-0.000429,-0.368565,0.176915,0.198382,0.220002,-0.783709,-0.508825,-0.308778,-0.177633,-0.092264,0.263640,0.300420,-0.000639,0.000068,0.000117,-1.000000,0.038928,0.138318,0.300273,0.199407,0.166779,0.304498,0.198196,0.138570,0.381464,0.199190,0.206565,0.235278,0.041279,0.182789,0.310623,0.045607,0.234046,0.255046,,,,-0.098411,0.219542,0.334005,,,,0.039226,0.144414,0.381651
-0.925730,-0.085584,-0.000952,-0.368373,0.176987,0.198308,0.219966,-0.783891,-0.508749,-0.308540,-0.177461,-0.092249,0.263512,0.300220,-0.000641,0.000054,0.000125,-1.000000,0.038933,0.138318,0.300279,0.199421,0.166709,0.304468,0.198214,0.138534,0.381462,0.199206,0.206413,0.235209,0.041281,0.182707,0.310572,0.045609,0.233888,0.254942,,,,-0.098408,0.219445,0.333907,,,,0.039237,0.144370,0.381648
-0.925752,-0.085910,-0.001365,-0.368241,0.177031,0.198261,0.219945,-0.784076,-0.508601,-0.308365,-0.177373,-0.092267,0.263392,0.300062,-0.000672,0.000059,0.000128,-1.000000,0.038925,0.138343,0.300277,0.199427,0.166636,0.304447,0.198188,0.138515,0.381463,0.199212,0.206277,0.235144,0.041286,0.182632,0.310541,0.045602,0.233759,0.254847,,,,-0.098412,0.219341,0.333787,,,,0.039237,0.144355,0.381650
-0.925745,-0.086069,-0.001458,-0.368220,0.177037,0.198244,0.219952,-0.784188,-0.508513,-0.308192,-0.177429,-0.092291,0.263299,0.299942,-0.000639,0.000055,0.000122,-1.000000,0.038908,0.138337,0.300276,0.199421,0.166577,0.304423,0.198175,0.138510,0.381460,0.199199,0.206150,0.235089,0.041285,0.182590,0.310510,0.045583,0.233638,0.254756,,,,-0.098440,0.219280,0.333715,,,,0.039219,0.144344,0.381640
-0.925718,-0.086140,-0.001426,-0.368271,0.177032,0.198252,0.219968,-0.784311,-0.508455,-0.307973,-0.177436,-0.092320,0.263226,0.299803,-0.000878,0.000076,0.000081,-1.000000,0.038906,0.138465,0.300267,0.199407,0.166553,0.304406,0.198159,0.138512,0.381449,0.199194,0.206064,0.235043,0.041265,0.182545,0.310482,0.045557,0.233544,0.254683,,,,-0.098476,0.219202,0.333626,,,,0.039211,0.144338,0.381624
-0.925695,-0.086136,-0.001277,-0.368331,0.177016,0.198246,0.219982,-0.784380,-0.508399,-0.307845,-0.177510,-0.092351,0.263149,0.299702,-0.000670,0.000058,0.000121,-1.000000,0.038875,0.138362,0.300267,0.199398,0.166501,0.304399,0.198133,0.138495,0.381444,0.199189,0.205982,0.235017,0.041259,0.182495,0.310473,0.045551,0.233443,0.254615,,,,-0.098495,0.219114,0.333552,,,,0.039195,0.144318,0.381620
-0.925670,-0.086112,-0.001159,-0.368400,0.176994,0.198242,0.220003,-0.784462,-0.508311,-0.307720,-0.177617,-0.092403,0.263082,0.299619,-0.000696,0.000064,0.000124,-1.000000,0.038868,0.138376,0.300265,0.199400,0.166480,0.304402,0.198122,0.138504,0.381442,0.199156,0.205916,0.234954,0.041262,0.182477,0.310457,0.045539,0.233361,0.254551,,,,-0.098521,0.219034,0.333471,,,,0.039187,0.144303,0.381620
-0.925658,-0.086321,-0.001411,-0.368381,0.177013,0.198210,0.219999,-0.784508,-0.508188,-0.307663,-0.177865,-0.092459,0.262984,0.299573,-0.000668,0.000063,0.000132,-1.000000,0.038868,0.138359,0.300263,0.199396,0.166468,0.304399,0.198133,0.138505,0.381443,0.199156,0.205867,0.234931,0.041248,0.182438,0.310445,0.045524,0.233281,0.254498,,,,-0.098545,0.218968,0.333401,,,,0.039186,0.144282,0.381619
-0.925623,-0.086235,-0.001219,-0.368489,0.176991,0.198226,0.220028,-0.784593,-0.508099,-0.307512,-0.178004,-0.092520,0.262921,0.299482,-0.000636,-0.000004,0.000099,-1.000000,0.038855,0.138352,0.300247,0.199388,0.166491,0.304385,0.198133,0.138514,0.381447,0.199145,0.205873,0.234915,0.041244,0.182434,0.310429,0.045509,0.233258,0.254448,,,,-0.098572,0.218924,0.333330,,,,0.039175,0.144290,0.381612
-0.925631,-0.086313,-0.001375,-0.368449,0.176985,0.198193,0.220036,-0.784652,-0.507944,-0.307483,-0.178239,-0.092595,0.262837,0.299441,-0.000659,0.000057,0.000120,-1.000000,0.038882,0.138349,0.300270,0.199386,0.166513,0.304391,0.198156,0.138532,0.381454,0.199134,0.205870,0.234914,0.041227,0.182432,0.310429,0.045483,0.233224,0.254411,,,,-0.098613,0.218871,0.333267,,,,0.039199,0.144302,0.381623
-0.925586,-0.086145,-0.001144,-0.368603,0.176947,0.198222,0.220095,-0.784744,-0.507828,-0.307410,-0.178291,-0.092671,0.262750,0.299345,-0.000667,0.000061,0.000133,-1.000000,0.038886,0.138349,0.300287,0.199383,0.166565,0.304413,0.198156,0.138547,0.381477,0.199152,0.205953,0.234979,0.041218,0.182449,0.310434,0.045456,0.233213,0.254393,,,,-0.098653,0.218836,0.333216,,,,0.039210,0.144324,0.381646
-0.925547,-0.085844,-0.000756,-0.368772,0.176888,0.198244,0.220148,-0.784764,-0.507815,-0.307360,-0.178324,-0.092728,0.262681,0.299247,-0.000664,0.000056,0.000134,-1.000000,0.038901,0.138329,0.300298,0.199383,0.166621,0.304427,0.198178,0.138564,0.381487,0.199139,0.205983,0.234999,0.041216,0.182458,0.310444,0.045433,0.233194,0.254376,,,,-0.098682,0.218780,0.333170,,,,0.039225,0.144337,0.381652
-0.925558,-0.085833,-0.000889,-0.368747,0.176863,0.198202,0.220141,-0.784830,-0.507751,-0.307303,-0.178313,-0.092792,0.262606,0.299116,-0.000659,0.000053,0.000127,-1.000000,0.038910,0.138315,0.300296,0.199375,0.166672,0.304444,0.198185,0.138593,0.381489,0.199144,0.206064,0.235002,0.041218,0.182485,0.310434,0.045420,0.233194,0.254342,,,,-0.098713,0.218739,0.333117,,,,0.039236,0.144346,0.381643
-0.925588,-0.086030,-0.001312,-0.368624,0.176865,0.198139,0.220101,-0.784851,-0.507788,-0.307216,-0.178265,-0.092830,0.262541,0.298965,-0.000675,0.000059,0.000150,-1.000000,0.038922,0.138317,0.300280,0.199377,0.166738,0.304444,0.198198,0.138623,0.381482,0.199138,0.206139,0.235001,0.041219,0.182504,0.310429,0.045401,0.233200,0.254321,,,,-0.098742,0.218683,0.333071,,,,0.039240,0.144359,0.381640
-0.925631,-0.086216,-0.001804,-0.368470,0.176840,0.198089,0.220053,-0.784810,-0.507826,-0.307249,-0.178281,-0.092889,0.262501,0.298854,-0.000614,0.000001,0.000102,-1.000000,0.038902,0.138312,0.300243,0.199378,0.166814,0.304438,0.198205,0.138684,0.381468,0.199130,0.206248,0.235001,0.041218,0.182535,0.310407,0.045376,0.233232,0.254303,,,,-0.098785,0.218658,0.333009,,,,0.039224,0.144412,0.381632
-0.925716,-0.085962,-0.001804,-0.368317,0.176715,0.197981,0.220010,-0.784742,-0.507903,-0.307320,-0.178237,-0.092937,0.262482,0.298750,-0.000585,-0.000002,0.000108,-1.000000,0.038896,0.138319,0.300218,0.199371,0.166913,0.304450,0.198202,0.138742,0.381449,0.199108,0.206365,0.235009,0.041208,0.182580,0.310403,0.045355,0.233271,0.254289,,,,-0.098828,0.218630,0.332960,,,,0.039217,0.144457,0.381613
-0.925732,-0.085824,-0.001653,-0.368309,0.176667,0.197968,0.220003,-0.784679,-0.507905,-0.307460,-0.178268,-0.093009,0.262434,0.298674,-0.000639,0.000009,0.000104,-1.000000,0.038895,0.138359,0.300207,0.199374,0.167013,0.304477,0.198200,0.138790,0.381432,0.199095,0.206478,0.235042,0.041206,0.182658,0.310421,0.045332,0.233334,0.254297,,,,-0.098858,0.218614,0.332913,,,,0.039207,0.144526,0.381617
-0.925704,-0.085399,-0.000960,-0.368481,0.176585,0.197992,0.220059,-0.784613,-0.507877,-0.307663,-0.178291,-0.093087,0.262361,0.298628,-0.000656,0.000085,0.000149,-1.000000,0.038913,0.138355,0.300231,0.199375,0.167088,0.304523,0.198189,0.138835,0.381447,0.199089,0.206596,0.235103,0.041206,0.182691,0.310454,0.045318,0.233374,0.254321,,,,-0.098897,0.218551,0.332876,,,,0.039197,0.144527,0.381627
-0.925683,-0.084956,-0.000222,-0.368637,0.176508,0.198016,0.220115,-0.784592,-0.507853,-0.307841,-0.178141,-0.093167,0.262300,0.298559,-0.000665,0.000078,0.000162,-1.000000,0.038902,0.138357,0.300251,0.199374,0.167162,0.304564,0.198177,0.138857,0.381474,0.199083,0.206689,0.235162,0.041202,0.182724,0.310488,0.045291,0.233396,0.254349,,,,-0.098943,0.218498,0.332860,,,,0.039203,0.144559,0.381650
-0.925720,-0.084978,-0.000398,-0.368538,0.176459,0.197966,0.220111,-0.784542,-0.507897,-0.307948,-0.178053,-0.093236,0.262253,0.298487,-0.000659,0.000068,0.000164,-1.000000,0.038889,0.138355,0.300269,0.199373,0.167241,0.304599,0.198179,0.138915,0.381485,0.199068,0.206775,0.235204,0.041196,0.182761,0.310511,0.045260,0.233436,0.254371,,,,-0.098985,0.218447,0.332827,,,,0.039196,0.144574,0.381661
-0.925738,-0.085128,-0.000526,-0.368459,0.176489,0.197945,0.220101,-0.784574,-0.507887,-0.307940,-0.177953,-0.093315,0.262181,0.298371,-0.000655,0.000066,0.000150,-1.000000,0.038882,0.138363,0.300278,0.199361,0.167322,0.304611,0.198170,0.138954,0.381501,0.199052,0.206867,0.235220,0.041190,0.182806,0.310512,0.045241,0.233483,0.254367,,,,-0.099032,0.218406,0.332766,,,,0.039203,0.144611,0.381671
-0.925797,-0.085220,-0.000867,-0.368289,0.176454,0.197880,0.220064,-0.784621,-0.507866,-0.307871,-0.177927,-0.093377,0.262071,0.298250,-0.000729,0.000050,0.000149,-1.000000,0.038878,0.138393,0.300291,0.199372,0.167372,0.304612,0.198166,0.138987,0.381532,0.199042,0.206948,0.235237,0.041183,0.182828,0.310516,0.045227,0.233494,0.254349,,,,-0.099076,0.218343,0.332705,,,,0.039203,0.144640,0.381673
-0.925794,-0.085016,-0.000633,-0.368343,0.176401,0.197869,0.220089,-0.784653,-0.507801,-0.307903,-0.177916,-0.093456,0.261983,0.298174,-0.000693,0.000043,0.000146,-1.000000,0.038875,0.138377,0.300305,0.199375,0.167414,0.304637,0.198166,0.139008,0.381532,0.199039,0.206985,0.235255,0.041178,0.182827,0.310512,0.045207,0.233482,0.254342,,,,-0.099118,0.218263,0.332653,,,,0.039212,0.144637,0.381681
-0.925825,-0.085017,-0.000742,-0.368266,0.176363,0.197812,0.220083,-0.784601,-0.507746,-0.308008,-0.178118,-0.093519,0.261889,0.298164,-0.000706,0.000048,0.000155,-1.000000,0.038878,0.138366,0.300314,0.199377,0.167438,0.304654,0.198180,0.139013,0.381545,0.199039,0.207010,0.235272,0.041178,0.182820,0.310524,0.045188,0.233440,0.254332,,,,-0.099153,0.218180,0.332597,,,,0.039217,0.144628,0.381697
-0.925842,-0.084829,-0.000553,-0.368267,0.176296,0.197780,0.220085,-0.784625,-0.507728,-0.307998,-0.178084,-0.093563,0.261798,0.298054,-0.000694,0.000048,0.000149,-1.000000,0.038878,0.138352,0.300312,0.199373,0.167447,0.304660,0.198182,0.139013,0.381540,0.199033,0.207027,0.235284,0.041177,0.182804,0.310525,0.045177,0.233417,0.254307,,,,-0.099179,0.218111,0.332521,,,,0.039208,0.144620,0.381690
-0.925879,-0.084901,-0.000760,-0.368156,0.176257,0.197712,0.220052,-0.784581,-0.507738,-0.308051,-0.178157,-0.093595,0.261710,0.297983,-0.000666,0.000060,0.000145,-1.000000,0.038886,0.138333,0.300293,0.199372,0.167457,0.304659,0.198175,0.139012,0.381524,0.199027,0.207024,0.235265,0.041171,0.182793,0.310511,0.045158,0.233375,0.254268,,,,-0.099213,0.218021,0.332459,,,,0.039201,0.144615,0.381677
-0.925931,-0.084844,-0.000916,-0.368039,0.176171,0.197636,0.220017,-0.784580,-0.507742,-0.308012,-0.178214,-0.093627,0.261613,0.297872,-0.000665,0.000058,0.000148,-1.000000,0.038874,0.138345,0.300269,0.199354,0.167449,0.304632,0.198173,0.139020,0.381497,0.199010,0.207007,0.235226,0.041156,0.182762,0.310476,0.045143,0.233324,0.254205,,,,-0.099234,0.217953,0.332365,,,,0.039188,0.144619,0.381668
-0.925985,-0.084944,-0.001276,-0.367879,0.176121,0.197562,0.219975,-0.784522,-0.507831,-0.307999,-0.178241,-0.093639,0.261546,0.297773,-0.000619,0.000002,0.000112,-1.000000,0.038854,0.138329,0.300229,0.199356,0.167416,0.304610,0.198167,0.139005,0.381463,0.199013,0.206944,0.235189,0.041157,0.182714,0.310435,0.045127,0.233233,0.254132,,,,-0.099261,0.217832,0.332269,,,,0.039178,0.144596,0.381642
-0.926023,-0.084855,-0.001301,-0.367803,0.176061,0.197507,0.219946,-0.784543,-0.507813,-0.307968,-0.178254,-0.093660,0.261462,0.297664,-0.000584,0.000011,0.000104,-1.000000,0.038859,0.138309,0.300211,0.199362,0.167379,0.304582,0.198185,0.139008,0.381444,0.199024,0.206873,0.235138,0.041150,0.182667,0.310395,0.045130,0.233127,0.254047,,,,-0.099275,0.217771,0.332180,,,,0.039185,0.144565,0.381629
-0.926043,-0.084656,-0.001057,-0.367800,0.176004,0.197468,0.219956,-0.784524,-0.507791,-0.308009,-0.178327,-0.093687,0.261374,0.297610,-0.000605,0.000011,0.000097,-1.000000,0.038866,0.138307,0.300218,0.199356,0.167322,0.304575,0.198171,0.138941,0.381455,0.199035,0.206793,0.235113,0.041149,0.182615,0.310383,0.045122,0.233018,0.253982,,,,-0.099286,0.217703,0.332121,,,,0.039188,0.144541,0.381625
-0.926070,-0.084346,-0.000917,-0.367803,0.175858,0.197430,0.220004,-0.784554,-0.507755,-0.307991,-0.178328,-0.093719,0.261289,0.297539,-0.000636,0.000071,0.000133,-1.000000,0.038883,0.138311,0.300253,0.199356,0.167298,0.304580,0.198169,0.138932,0.381471,0.199025,0.206710,0.235097,0.041151,0.182561,0.310375,0.045123,0.232930,0.253928,,,,-0.099291,0.217634,0.332066,,,,0.039202,0.144520,0.381630
-0.926101,-0.084048,-0.000524,-0.367795,0.175782,0.197415,0.220031,-0.784617,-0.507748,-0.307879,-0.178264,-0.093732,0.261200,0.297433,-0.000586,0.000073,0.000130,-1.000000,0.038883,0.138288,0.300271,0.199361,0.167243,0.304585,0.198180,0.138911,0.381494,0.199028,0.206611,0.235084,0.041146,0.182515,0.310368,0.045107,0.232820,0.253880,,,,-0.099299,0.217577,0.332029,,,,0.039199,0.144500,0.381645
-0.926172,-0.084098,-0.000635,-0.367605,0.175769,0.197350,0.219996,-0.784699,-0.507691,-0.307808,-0.178188,-0.093743,0.261113,0.297334,-0.000618,0.000058,0.000124,-1.000000,0.038885,0.138311,0.300279,0.199362,0.167182,0.304559,0.198193,0.138907,0.381494,0.199029,0.206480,0.235015,0.041137,0.182463,0.310329,0.045111,0.232722,0.253806,,,,-0.099294,0.217525,0.331954,,,,0.039217,0.144464,0.381637
-0.926360,-0.085385,-0.002803,-0.366822,0.175905,0.197088,0.219815,-0.784740,-0.507635,-0.307780,-0.178217,-0.093755,0.261031,0.297262,-0.000626,0.000060,0.000129,-1.000000,0.038904,0.138327,0.300274,0.199365,0.167103,0.304519,0.198207,0.138885,0.381496,0.199009,0.206317,0.234916,0.041144,0.182399,0.310281,0.045106,0.232618,0.253734,,,,-0.099303,0.217459,0.331887,,,,0.039235,0.144465,0.381630
-0.926422,-0.085606,-0.003211,-0.366612,0.175904,0.197028,0.219756,-0.784823,-0.507634,-0.307631,-0.178109,-0.093739,0.260977,0.297140,-0.000644,0.000054,0.000138,-1.000000,0.038912,0.138352,0.300268,0.199368,0.167016,0.304464,0.198220,0.138881,0.381486,0.199029,0.206193,0.234845,0.041139,0.182328,0.310241,0.045116,0.232510,0.253654,,,,-0.099298,0.217413,0.331822,,,,0.039255,0.144443,0.381619
-0.926484,-0.085830,-0.003695,-0.366398,0.175876,0.196961,0.219706,-0.784853,-0.507583,-0.307640,-0.178106,-0.093741,0.260911,0.297085,-0.000619,0.000054,0.000148,-1.000000,0.038916,0.138352,0.300263,0.199378,0.166928,0.304439,0.198223,0.138848,0.381488,0.199037,0.206025,0.234794,0.041141,0.182260,0.310204,0.045118,0.232392,0.253591,,,,-0.099301,0.217363,0.331758,,,,0.039249,0.144409,0.381609
-0.926500,-0.085745,-0.003556,-0.366377,0.175822,0.196953,0.219697,-0.784908,-0.507550,-0.307556,-0.178105,-0.093741,0.260843,0.297001,-0.000596,-0.000010,0.000120,-1.000000,0.038893,0.138361,0.300244,0.199372,0.166852,0.304400,0.198217,0.138837,0.381475,0.199054,0.205904,0.234749,0.041136,0.182198,0.310170,0.045113,0.232304,0.253531,,,,-0.099305,0.217326,0.331695,,,,0.039243,0.144379,0.381596
-0.926530,-0.085831,-0.003713,-0.366280,0.175783,0.196916,0.219673,-0.784903,-0.507519,-0.307574,-0.178186,-0.093747,0.260771,0.296968,-0.000649,0.000053,0.000140,-1.000000,0.038897,0.138376,0.300259,0.199368,0.166781,0.304391,0.198202,0.138794,0.381472,0.199055,0.205778,0.234718,0.041120,0.182131,0.310156,0.045090,0.232203,0.253492,,,,-0.099313,0.217268,0.331651,,,,0.039237,0.144351,0.381590
-0.926545,-0.085808,-0.003704,-0.366248,0.175730,0.196905,0.219655,-0.784943,-0.507481,-0.307527,-0.178199,-0.093763,0.260706,0.296903,-0.000666,0.000059,0.000141,-1.000000,0.038884,0.138385,0.300255,0.199373,0.166715,0.304370,0.198177,0.138778,0.381464,0.199050,0.205692,0.234671,0.041119,0.182069,0.310129,0.045083,0.232120,0.253440,,,,-0.099323,0.217214,0.331591,,,,0.039224,0.144321,0.381584
-0.926557,-0.085719,-0.003613,-0.366240,0.175662,0.196889,0.219644,-0.784977,-0.507435,-0.307489,-0.178245,-0.093772,0.260622,0.296835,-0.000612,-0.000008,0.000117,-1.000000,0.038852,0.138363,0.300232,0.199379,0.166650,0.304346,0.198162,0.138742,0.381458,0.199041,0.205587,0.234630,0.041108,0.181989,0.310107,0.045082,0.232004,0.253377,,,,-0.099329,0.217146,0.331540,,,,0.039208,0.144275,0.381576
-0.926593,-0.085688,-0.003783,-0.366153,0.175576,0.196855,0.219599,-0.785043,-0.507315,-0.307476,-0.178319,-0.093794,0.260524,0.296774,-0.000652,-0.000008,0.000124,-1.000000,0.038847,0.138373,0.300225,0.199369,0.166572,0.304310,0.198171,0.138712,0.381446,0.199036,0.205478,0.234577,0.041102,0.181924,0.310062,0.045073,0.231889,0.253313,,,,-0.099336,0.217084,0.331489,,,,0.039200,0.144251,0.381568
-0.926593,-0.085715,-0.003831,-0.366146,0.175534,0.196837,0.219597,-0.785065,-0.507238,-0.307403,-0.178567,-0.093798,0.260408,0.296732,-0.000630,-0.000014,0.000107,-1.000000,0.038844,0.138350,0.300232,0.199359,0.166513,0.304295,0.198159,0.138673,0.381450,0.199023,0.205392,0.234548,0.041089,0.181864,0.310049,0.045059,0.231787,0.253271,,,,-0.099348,0.217041,0.331459,,,,0.039190,0.144207,0.381576
-0.926575,-0.085504,-0.003481,-0.366245,0.175458,0.196853,0.219630,-0.785106,-0.507167,-0.307356,-0.178668,-0.093798,0.260305,0.296676,-0.000654,0.000055,0.000140,-1.000000,0.038864,0.138346,0.300263,0.199349,0.166472,0.304320,0.198157,0.138633,0.381461,0.199014,0.205323,0.234551,0.041084,0.181806,0.310052,0.045055,0.231694,0.253239,,,,-0.099360,0.217006,0.331438,,,,0.039184,0.144185,0.381591
-0.926542,-0.085218,-0.002958,-0.366401,0.175383,0.196889,0.219686,-0.785141,-0.507114,-0.307268,-0.178818,-0.093779,0.260193,0.296616,-0.000655,0.000063,0.000154,-1.000000,0.038867,0.138328,0.300290,0.199344,0.166427,0.304342,0.198154,0.138586,0.381475,0.199002,0.205228,0.234561,0.041073,0.181744,0.310064,0.045052,0.231583,0.253222,,,,-0.099372,0.216974,0.331443,,,,0.039179,0.144151,0.381617
-0.926501,-0.084933,-0.002563,-0.366573,0.175296,0.196935,0.219731,-0.785216,-0.506974,-0.307266,-0.178887,-0.093783,0.260072,0.296559,-0.000692,0.000067,0.000143,-1.000000,0.038878,0.138327,0.300302,0.199355,0.166354,0.304337,0.198162,0.138549,0.381479,0.198957,0.205102,0.234553,0.041077,0.181676,0.310056,0.045058,0.231477,0.253181,,,,-0.099367,0.216907,0.331415,,,,0.039177,0.144111,0.381627
-0.926517,-0.085169,-0.003002,-0.366474,0.175283,0.196902,0.219689,-0.785257,-0.506941,-0.307254,-0.178823,-0.093760,0.259998,0.296469,-0.000659,0.000061,0.000142,-1.000000,0.038890,0.138299,0.300301,0.199357,0.166274,0.304302,0.198173,0.138512,0.381470,0.198970,0.205005,0.234503,0.041086,0.181596,0.310015,0.045065,0.231362,0.253116,,,,-0.099360,0.216860,0.331376,,,,0.039190,0.144074,0.381626
-0.926538,-0.085331,-0.003453,-0.366380,0.175250,0.196892,0.219634,-0.785326,-0.506891,-0.307208,-0.178738,-0.093750,0.259953,0.296372,-0.000678,0.000058,0.000149,-1.000000,0.038896,0.138312,0.300293,0.199376,0.166207,0.304258,0.198180,0.138499,0.381469,0.199022,0.204933,0.234423,0.041100,0.181539,0.309975,0.045080,0.231285,0.253041,,,,-0.099341,0.216835,0.331313,,,,0.039211,0.144063,0.381609
-0.926551,-0.085528,-0.003894,-0.366295,0.175224,0.196884,0.219590,-0.785328,-0.506962,-0.307130,-0.178667,-0.093718,0.259934,0.296274,-0.000655,-0.000012,0.000112,-1.000000,0.038878,0.138324,0.300257,0.199377,0.166146,0.304226,0.198184,0.138478,0.381457,0.199102,0.204655,0.234307,0.041114,0.181497,0.309939,0.045092,0.231212,0.252979,,,,-0.099337,0.216814,0.331256,,,,0.039216,0.144056,0.381596
-0.926557,-0.085509,-0.003935,-0.366285,0.175172,0.196892,0.219557,-0.785368,-0.506928,-0.307103,-0.178630,-0.093721,0.259910,0.296201,-0.000634,-0.000017,0.000107,-1.000000,0.038872,0.138329,0.300246,0.199395,0.166087,0.304191,0.198165,0.138466,0.381442,0.199106,0.204577,0.234247,0.041115,0.181446,0.309901,0.045101,0.231147,0.252920,,,,-0.099333,0.216810,0.331210,,,,0.039227,0.144044,0.381571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.926542,-0.084992,-0.003219,-0.366449,0.175007,0.196937,0.219565,-0.785917,-0.506743,-0.305897,-0.178812,-0.093411,0.259594,0.295600,-0.000722,0.000047,0.000148,-1.000000,0.038876,0.138368,0.300274,0.199404,0.165957,0.304171,0.198167,0.138437,0.381447,0.199021,0.204562,0.234271,0.041123,0.181367,0.309875,0.045111,0.230983,0.252832,,,,-0.099322,0.216766,0.331164,,,,0.039227,0.144010,0.381566
-0.926542,-0.084705,-0.002869,-0.366519,0.174911,0.196960,0.219562,-0.785962,-0.506692,-0.305866,-0.178810,-0.093412,0.259557,0.295550,-0.000665,0.000050,0.000144,-1.000000,0.038872,0.138356,0.300272,0.199409,0.165926,0.304156,0.198152,0.138437,0.381441,0.199029,0.204484,0.234238,0.041129,0.181315,0.309849,0.045126,0.230914,0.252794,,,,-0.099324,0.216729,0.331123,,,,0.039227,0.144013,0.381558
-0.926556,-0.084682,-0.003004,-0.366488,0.174842,0.196976,0.219523,-0.786012,-0.506635,-0.305831,-0.178812,-0.093426,0.259544,0.295486,-0.000901,0.000070,0.000123,-1.000000,0.038887,0.138502,0.300247,0.199409,0.165894,0.304121,0.198141,0.138457,0.381430,0.199029,0.204412,0.234195,0.041124,0.181310,0.309815,0.045131,0.230854,0.252734,,,,-0.099342,0.216701,0.331065,,,,0.039222,0.144022,0.381535
-0.926594,-0.084697,-0.003231,-0.366388,0.174778,0.196960,0.219469,-0.786022,-0.506686,-0.305777,-0.178714,-0.093406,0.259525,0.295398,-0.000662,0.000050,0.000156,-1.000000,0.038875,0.138391,0.300239,0.199403,0.165851,0.304097,0.198154,0.138458,0.381423,0.199037,0.204391,0.234160,0.041126,0.181271,0.309781,0.045130,0.230790,0.252669,,,,-0.099354,0.216664,0.331004,,,,0.039227,0.144018,0.381521
-0.926608,-0.084524,-0.003099,-0.366393,0.174703,0.196981,0.219456,-0.786069,-0.506564,-0.305812,-0.178791,-0.093434,0.259463,0.295374,-0.000617,0.000056,0.000161,-1.000000,0.038883,0.138378,0.300234,0.199408,0.165848,0.304083,0.198167,0.138446,0.381418,0.199039,0.204358,0.234141,0.041121,0.181255,0.309756,0.045135,0.230744,0.252627,,,,-0.099366,0.216637,0.330961,,,,0.039236,0.144023,0.381522
-0.926636,-0.084289,-0.002832,-0.366378,0.174618,0.196982,0.219439,-0.786106,-0.506541,-0.305782,-0.178749,-0.093431,0.259410,0.295325,-0.000642,0.000062,0.000152,-1.000000,0.038894,0.138372,0.300250,0.199408,0.165831,0.304098,0.198173,0.138429,0.381432,0.199041,0.204341,0.234142,0.041119,0.181226,0.309752,0.045128,0.230697,0.252619,,,,-0.099377,0.216590,0.330935,,,,0.039231,0.144004,0.381529
