Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
Capture Frame Rate,240.000000,,,,,,,nan,,,,,,,,nan,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,battery_state,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,gripper_state,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,chisel_state,B1_X,B1_Y,B1_Z,C3_X,C3_Y,C3_Z,C1_X,C1_Y,C1_Z,B3_X,B3_Y,B3_Z,C2_X,C2_Y,C2_Z,B2_X,B2_Y,B2_Z,A3_X,A3_Y,A3_Z,A2_X,A2_Y,A2_Z,A1_X,A1_Y,A1_Z
0.004167,0.300381,0.038755,0.138051,-1.0,-2e-05,-0.000401,-0.000439,-1,0.013483,-0.329625,0.418849,-0.604193,0.110274,-0.769035,-0.177129,-1,-0.061712,0.17858,0.404433,-0.533144,-0.070342,-0.826289,0.167499,-1,0.380576,0.039121,0.123661,0.225678,-0.107958,0.132911,0.377964,-0.10742,0.133918,0.223226,0.039092,0.125564,0.298663,-0.107897,0.13198,0.299075,0.039315,0.1242,0.218667,0.196023,0.12822,0.298284,0.197968,0.129754,0.380913,0.19774,0.131008
0.008333,0.300346,0.038784,0.138154,-1.0,-8.1e-05,-0.000537,-0.000422,-1,0.013471,-0.329812,0.418956,-0.60435,0.11018,-0.768962,-0.176974,-1,-0.061718,0.178572,0.404396,-0.53302,-0.070363,-0.826387,0.167398,-1,0.380553,0.039122,0.123682,0.225654,-0.107955,0.132925,0.377937,-0.107409,0.133942,0.223199,0.039096,0.125582,0.298636,-0.107892,0.132011,0.299041,0.039321,0.124225,0.21864,0.196033,0.128241,0.298254,0.19796,0.129772,0.380885,0.197747,0.131017
0.012500,0.300344,0.038791,0.138191,-1.0,-3.1e-05,-0.000631,-0.000352,-1,0.013483,-0.33002,0.419069,-0.604499,0.110178,-0.768889,-0.176782,-1,-0.061713,0.178563,0.40435,-0.532905,-0.070449,-0.826485,0.167249,-1,0.380546,0.039124,0.123689,0.225642,-0.107944,0.132926,0.377924,-0.107412,0.133952,0.223192,0.039093,0.125595,0.298611,-0.107881,0.132007,0.299023,0.039324,0.124245,0.218624,0.196029,0.128268,0.298243,0.197961,0.129781,0.380876,0.197741,0.131033
0.025000,0.30035,0.038789,0.138296,-1.0,4.4e-05,-0.00081,-0.000335,-1,0.01354,-0.330664,0.41937,-0.604708,0.11,-0.768837,-0.176403,-1,-0.061659,0.178511,0.404151,-0.53247,-0.070698,-0.82684,0.166771,-1,0.380562,0.039124,0.123716,0.22562,-0.107925,0.13292,0.377938,-0.107409,0.133987,0.223217,0.039107,0.125631,0.298584,-0.107862,0.132003,0.299058,0.039321,0.124281,0.218661,0.196029,0.128302,0.298282,0.197967,0.129835,0.380917,0.197744,0.131085
0.029167,0.300359,0.038766,0.138321,-1.0,3e-05,-0.000833,-0.000347,-1,0.013571,-0.330941,0.419485,-0.604759,0.109916,-0.768846,-0.176244,-1,-0.061607,0.178473,0.404108,-0.532298,-0.070331,-0.826966,0.16685,-1,0.380573,0.039097,0.123731,0.225609,-0.107917,0.13292,0.377958,-0.107437,0.134003,0.223237,0.039079,0.125659,0.298577,-0.107863,0.132028,0.299076,0.03929,0.12429,0.218693,0.195998,0.128319,0.2983,0.197943,0.129841,0.380945,0.197717,0.13111
0.041667,0.30033,0.038683,0.138404,-0.999999,0.00018,-0.001166,-0.000502,-1,0.013689,-0.331709,0.41981,-0.605245,0.109431,-0.768596,-0.175966,-1,-0.061391,0.178365,0.403913,-0.532243,-0.070364,-0.827134,0.166179,-1,0.380594,0.03905,0.12372,0.225602,-0.107928,0.132908,0.377981,-0.107484,0.134002,0.22326,0.039038,0.125645,0.298567,-0.10787,0.132019,0.299103,0.039236,0.124297,0.21872,0.195941,0.128307,0.298325,0.197902,0.129859,0.38097,0.197654,0.131114
0.045833,0.30034,0.038676,0.138353,-0.999999,0.000204,-0.001072,-0.000486,-1,0.013735,-0.331899,0.419921,-0.6055,0.109199,-0.768421,-0.175997,-1,-0.061364,0.178302,0.403859,-0.532235,-0.070594,-0.827162,0.165971,-1,0.380598,0.039041,0.123716,0.225607,-0.10794,0.132882,0.377979,-0.107491,0.133997,0.223264,0.039031,0.125636,0.298573,-0.107891,0.131996,0.299102,0.039236,0.124283,0.218713,0.19594,0.128311,0.298322,0.197893,0.129836,0.380966,0.197654,0.131105
0.050000,0.300368,0.038631,0.137527,-1.0,0.000206,0.000768,-0.000529,-1,0.013715,-0.332063,0.419956,-0.605585,0.108959,-0.768368,-0.176084,-1,-0.061344,0.178237,0.40383,-0.532272,-0.070787,-0.827149,0.165832,-1,0.380581,0.039061,0.123706,0.225613,-0.107954,0.132887,0.377957,-0.107463,0.133992,0.22324,0.039049,0.125636,0.298575,-0.107889,0.13199,0.299082,0.039258,0.124273,0.21869,0.195968,0.128307,0.298308,0.197916,0.129829,0.380947,0.197681,0.131089
0.054167,0.300355,0.038641,0.137528,-1.0,0.00021,0.000798,-0.000523,-1,0.013711,-0.33223,0.420012,-0.6057,0.108734,-0.768291,-0.176161,-1,-0.061329,0.178144,0.403816,-0.532274,-0.070922,-0.82715,0.165762,-1,0.380566,0.039075,0.123719,0.225607,-0.107969,0.132905,0.377939,-0.107449,0.133997,0.223221,0.039053,0.12565,0.298574,-0.107903,0.132017,0.299055,0.03927,0.12428,0.218656,0.195981,0.128311,0.298284,0.197929,0.129842,0.380915,0.197702,0.13109
0.058333,0.300352,0.038651,0.137569,-1.0,0.000215,0.00073,-0.000506,-1,0.013699,-0.332379,0.42003,-0.605724,0.108432,-0.76828,-0.176314,-1,-0.061295,0.178054,0.40381,-0.532287,-0.071033,-0.827145,0.165697,-1,0.380556,0.039089,0.123732,0.225623,-0.107983,0.132934,0.377927,-0.107428,0.134016,0.223207,0.039076,0.125649,0.298599,-0.107923,0.132057,0.299031,0.039296,0.124285,0.218634,0.196012,0.128316,0.298256,0.19794,0.129846,0.380894,0.197725,0.131097
